season,weekday,guests,nights,stars,dist_center,breakfast,early_book,cancel_days,price
1,3,2,18,5,13.94,1,212,-1,4205.86
1,1,1,16,4,0.32,0,147,27,3178.96
2,6,5,15,4,14.11,0,95,-1,3433.57
4,3,4,11,5,6.98,1,259,17,5721.52
3,6,3,13,4,1.8,0,72,24,4982.87
3,0,6,18,4,10.21,0,330,-1,4964.99
2,0,6,8,3,13.47,0,48,-1,1500.0
4,6,1,9,4,6.74,0,221,-1,4776.96
3,5,1,11,,10.46,0,364,-1,5098.81
1,3,3,17,4,14.7,0,281,19,3406.93
3,5,3,1,3,3.84,1,31,-1,4429.53
1,4,2,11,3,12.36,0,27,-1,1989.56
2,0,3,7,3,4.64,1,306,0,3757.77
1,0,4,8,4,6.57,0,167,19,3681.23
3,3,4,19,5,4.44,0,36,-1,5186.13
3,0,6,4,4,6.86,1,233,-1,4735.19
3,4,4,4,,0.37,1,178,-1,6972.9
2,4,4,19,,4.76,1,56,8,3839.69
2,4,4,9,4,6.85,0,232,19,3274.6
4,1,2,17,3,9.59,0,335,-1,2456.94
3,4,6,18,5,9.67,1,71,14,6807.85
1,4,1,1,,8.88,0,194,-1,1724.29
2,1,6,14,4,4.61,1,2,-1,3508.37
3,5,6,4,,14.23,0,201,-1,4980.44
3,2,6,10,4,6.06,1,190,-1,4495.21
2,0,3,14,3,3.49,1,206,23,2891.95
4,4,1,7,,8.45,0,110,-1,2697.73
2,0,3,12,5,11.31,0,346,10,4887.62
2,3,2,16,5,0.48,1,50,10,4544.17
1,0,2,5,5,4.36,1,237,26,4605.08
1,6,5,11,,12.43,0,133,-1,3085.46
4,5,5,4,4,7.75,0,280,29,4853.96
3,1,2,13,3,6.3,0,225,-1,3345.24
2,0,2,8,5,13.98,0,25,-1,3792.17
4,0,3,7,4,1.62,0,215,0,4006.1
1,0,2,11,4,9.35,1,79,-1,2860.38
2,2,1,11,5,5.33,0,291,-1,3196.66
3,2,3,17,,1.34,1,20,2,4902.12
1,3,2,14,4,3.44,1,221,27,3526.12
1,1,3,2,3,9.53,0,48,3,1500.0
1,0,3,20,4,0.72,0,339,16,3228.76
4,0,4,21,5,9.01,1,59,-1,5010.78
3,0,5,8,4,14.37,0,361,-1,3817.8
2,0,3,2,3,11.99,0,241,21,1602.32
4,2,6,21,3,5.38,1,18,-1,3014.15
4,5,3,15,4,2.33,0,77,-1,4830.1
4,5,6,5,4,7.14,0,355,-1,3957.78
1,3,4,6,3,6.08,0,130,16,2257.87
3,6,2,17,,14.58,1,213,16,5596.96
4,4,3,8,4,14.85,0,127,-1,2059.91
2,1,4,19,4,6.34,0,106,-1,2939.09
3,5,1,5,3,2.49,0,180,12,4335.12
2,6,4,19,4,13.69,1,193,-1,4220.78
3,0,5,14,4,11.97,1,317,12,4392.51
2,5,5,10,,7.82,0,44,-1,2754.68
1,3,2,13,5,5.67,1,56,-1,3811.03
4,4,6,5,,6.89,0,356,4,2595.39
2,5,2,7,4,13.56,0,182,-1,3865.83
3,3,6,10,4,3.01,1,274,-1,5432.91
4,2,6,11,,12.16,0,316,-1,3512.57
4,4,6,3,4,0.57,1,4,25,4749.26
3,3,6,13,3,13.83,1,153,-1,3540.99
2,6,5,2,,7.65,0,18,19,3329.49
1,5,5,4,4,3.63,1,30,-1,5047.94
1,2,3,3,4,0.34,0,146,27,2749.2
2,6,5,15,3,8.53,0,361,9,2325.07
4,3,2,4,3,3.89,1,336,15,3733.75
4,3,5,21,,9.58,1,345,-1,2925.07
4,6,2,4,3,4.43,0,124,16,2600.67
4,5,1,15,,1.59,1,327,-1,4692.54
2,4,5,6,3,7.72,1,359,-1,1850.2
4,2,2,5,4,8.6,0,24,17,3131.14
3,0,6,12,5,6.95,1,152,-1,7124.93
4,1,4,7,4,7.03,0,236,-1,3305.61
1,4,6,3,4,8.97,0,213,17,2069.17
4,2,3,7,5,8.04,1,140,-1,4367.28
2,6,2,12,4,2.25,0,297,25,4226.17
1,3,6,15,4,3.2,1,142,4,3325.93
2,6,5,19,5,2.38,0,22,6,5629.33
2,2,5,6,4,10.49,0,283,-1,2927.19
1,6,1,8,4,8.07,1,111,-1,3561.01
2,6,4,6,4,6.62,0,268,-1,3249.49
2,1,2,3,5,12.04,0,95,13,3455.49
4,5,6,5,3,5.09,1,330,-1,3873.68
3,1,4,9,3,8.65,1,171,-1,2752.67
2,0,1,16,3,1.39,0,290,-1,1527.22
2,0,3,16,3,11.24,0,302,28,1664.23
2,1,4,9,,10.52,0,234,-1,2556.53
4,4,1,18,,12.09,1,305,-1,5426.82
3,4,2,13,4,13.3,0,86,26,3720.79
1,6,3,11,,11.44,0,295,-1,2307.79
4,6,5,10,4,12.71,1,332,-1,4663.25
4,3,1,10,4,5.38,0,197,-1,3578.46
3,0,5,6,4,5.35,0,220,-1,4616.73
3,3,3,16,4,14.18,0,297,21,2691.17
4,0,1,12,5,13.74,1,142,-1,4622.74
1,1,1,4,4,8.36,0,59,-1,2477.21
4,4,3,5,3,5.69,0,313,-1,2745.47
3,6,2,2,4,13.03,1,288,-1,6176.49
1,4,1,19,,5.05,1,1,-1,2754.68
3,1,3,1,,2.56,0,152,2,3990.6
1,3,4,4,3,9.7,0,253,-1,2387.18
2,3,5,12,3,0.93,0,58,26,1873.61
3,2,1,2,4,5.87,0,250,24,4644.73
3,6,4,12,4,12.17,0,24,-1,4135.76
4,6,1,16,,4.64,0,132,-1,3788.69
3,6,2,2,5,13.99,1,242,-1,6782.31
3,0,3,17,5,14.35,0,61,-1,6181.01
2,3,1,2,3,12.29,0,103,-1,1784.15
3,1,3,4,4,14.82,0,77,21,3506.57
2,3,6,6,3,8.1,1,208,27,2304.39
2,4,1,7,4,8.67,0,104,23,2570.96
2,0,2,15,4,12.59,1,90,-1,2669.97
2,6,2,20,,7.54,0,163,0,2404.86
1,5,4,12,4,6.28,1,353,-1,5241.4
4,2,2,5,5,9.34,0,114,25,5061.91
1,0,3,14,3,9.97,0,149,-1,1500.0
3,4,6,16,3,11.34,1,232,-1,4360.37
1,6,2,11,4,10.12,0,85,-1,2750.65
1,4,1,12,4,11.26,0,27,-1,2879.86
3,4,2,19,4,10.22,0,47,24,3332.81
3,6,6,17,4,7.36,0,187,-1,4263.56
3,4,3,7,4,2.28,1,83,-1,4922.37
1,1,1,9,4,11.85,0,62,-1,2444.12
1,2,4,14,4,0.75,0,1,-1,3319.39
3,5,4,20,4,14.89,0,278,-1,5224.99
4,4,4,12,4,12.48,0,50,-1,3611.21
4,4,1,15,5,10.16,0,225,-1,4778.72
2,3,4,12,3,14.51,0,79,-1,1500.0
3,2,2,21,3,9.3,0,245,15,3912.63
2,0,1,21,3,1.13,1,205,-1,2152.6
4,2,1,13,,8.52,0,115,-1,4508.01
2,2,1,9,4,4.37,1,256,-1,3222.93
3,6,5,7,4,5.73,1,14,-1,5004.25
3,6,3,1,5,7.06,0,216,-1,6982.81
3,6,5,10,5,11.69,0,42,0,5778.99
1,5,5,6,5,7.69,0,102,-1,4649.96
2,2,5,15,3,7.28,0,293,-1,1942.61
4,5,3,15,5,4.74,1,62,-1,6232.84
4,4,5,9,4,8.24,1,230,-1,4514.02
4,6,4,13,3,3.95,0,237,13,3855.34
1,4,1,1,4,4.14,0,306,-1,3499.23
1,6,1,9,4,11.43,1,249,28,3584.54
3,1,2,3,,5.34,0,77,2,4189.89
4,5,6,9,4,1.06,1,82,-1,4583.31
1,5,4,20,5,5.35,0,153,-1,4646.73
3,0,3,15,4,9.69,0,229,-1,3942.16
4,3,6,7,4,12.27,1,96,4,2323.45
2,2,1,4,4,14.44,0,173,-1,2505.45
3,0,5,20,,11.27,1,139,-1,5042.66
1,5,2,17,3,6.6,0,92,-1,1750.22
1,0,2,4,4,4.7,1,139,-1,4143.68
3,1,1,19,3,2.21,1,28,-1,4630.75
3,3,4,5,5,9.53,0,360,-1,5220.01
1,5,6,16,,7.8,0,60,-1,1907.16
2,5,2,3,4,10.26,1,40,18,4211.53
4,2,1,11,,3.79,1,147,22,2990.6
2,6,4,15,5,5.06,1,301,-1,5596.83
3,3,1,19,3,4.59,1,246,25,3922.06
2,1,1,21,4,12.03,0,157,-1,1679.78
1,4,4,14,3,2.82,1,294,22,2107.32
3,0,4,16,,9.24,0,245,-1,4883.51
4,2,4,6,4,1.05,0,295,-1,3963.1
1,5,1,5,4,8.38,0,178,-1,3065.98
1,4,2,21,4,1.24,1,257,-1,2674.19
4,1,3,17,4,2.89,0,217,9,4066.85
4,3,3,16,3,1.96,1,155,-1,3302.58
2,0,1,2,4,5.4,1,306,-1,3698.59
3,2,1,11,5,5.35,1,119,-1,6920.18
4,5,2,4,4,12.45,0,263,16,4455.38
4,5,4,6,,3.62,0,286,-1,6148.01
3,4,1,7,3,1.57,0,38,21,3043.16
4,4,5,17,5,9.17,1,187,-1,5819.19
4,0,4,8,4,10.41,0,241,-1,3166.03
2,3,1,1,4,4.63,1,82,-1,2789.98
1,1,5,15,4,9.16,0,204,-1,2956.54
1,6,6,20,4,11.71,1,143,14,3744.81
1,3,2,12,4,5.41,0,278,28,3157.57
1,3,5,15,4,8.02,1,181,-1,3483.85
4,3,1,15,4,2.46,0,324,-1,3214.17
3,6,3,9,3,0.65,0,11,26,3799.21
3,0,1,16,4,14.73,1,291,-1,4958.2
2,6,3,2,4,4.71,0,56,-1,3537.62
2,0,2,15,4,4.4,1,153,6,2491.96
4,6,2,15,4,14.61,0,91,-1,3098.1
3,1,4,7,4,11.01,0,89,-1,3167.35
3,3,4,21,4,8.9,0,3,-1,4235.23
1,0,3,13,3,10.58,1,220,7,2458.79
4,6,3,17,4,10.74,1,143,-1,3598.79
4,1,2,11,3,11.52,0,21,-1,1500.0
1,6,5,10,,1.29,0,191,-1,4174.92
4,5,3,1,3,6.37,1,106,0,3179.56
4,1,3,14,4,4.64,1,325,19,3424.8
2,3,5,5,4,1.34,1,219,-1,4097.4
3,2,4,8,,6.37,1,238,-1,4883.39
4,3,4,1,4,9.36,0,340,-1,2204.37
2,2,3,7,3,2.92,1,217,-1,2546.57
3,1,4,2,3,4.78,1,38,-1,4860.6
1,5,4,7,4,9.7,0,244,-1,3792.25
2,5,6,7,5,8.82,1,149,12,5396.63
2,0,4,9,4,13.07,1,29,-1,2985.93
3,5,2,4,3,11.93,1,160,-1,3915.97
1,4,1,7,4,14.49,0,103,-1,1901.97
2,1,3,20,4,9.08,0,157,-1,1701.56
4,0,3,18,4,10.57,0,308,-1,2684.76
4,5,2,13,5,12.95,0,133,5,5770.42
4,1,1,11,,12.65,1,53,-1,3223.89
1,3,1,9,3,10.87,0,334,27,2233.16
2,5,2,14,,7.65,1,35,-1,1822.25
4,6,5,8,4,4.32,0,318,-1,4308.69
1,2,5,21,,13.2,0,130,21,3366.42
4,1,1,14,3,11.72,0,312,1,2154.64
3,0,5,21,5,12.62,0,79,-1,5580.31
2,3,5,17,4,2.37,0,271,-1,2734.76
2,4,5,14,4,4.93,1,119,-1,3044.23
1,3,1,5,3,6.55,1,133,-1,2024.89
1,5,5,10,5,12.62,0,204,-1,4763.73
2,2,3,6,4,13.43,0,264,-1,2253.65
4,3,6,10,,4.49,1,232,-1,3227.36
4,4,1,11,5,10.39,1,27,-1,3955.67
3,6,2,6,4,1.44,0,300,-1,6474.25
4,0,5,10,4,6.32,0,57,-1,2990.38
1,1,4,14,5,7.45,0,28,-1,3555.0
1,2,1,20,4,11.55,0,350,-1,2460.34
4,4,2,3,5,13.41,0,312,12,4087.52
1,5,6,7,5,5.26,0,32,22,4553.89
2,5,3,2,5,8.06,1,107,5,5278.58
2,5,2,7,3,9.82,0,271,22,3044.23
4,2,5,17,4,5.13,1,344,4,4651.88
2,3,4,13,,14.79,0,190,-1,2793.11
2,2,5,21,4,13.17,1,80,-1,2396.02
3,5,2,9,4,4.66,1,81,-1,5524.34
3,6,1,13,3,7.77,1,95,-1,3892.56
2,4,4,15,,3.69,1,145,-1,4872.68
4,1,4,13,5,7.86,1,56,-1,5347.82
3,1,2,17,4,10.34,0,217,-1,4811.7
1,2,6,8,,1.56,0,241,25,2333.76
1,5,6,9,3,13.09,1,283,-1,2755.67
1,0,5,9,3,9.03,1,167,13,2178.35
4,6,2,8,4,14.85,0,135,11,3331.6
2,2,4,16,5,0.68,1,140,-1,4812.97
1,5,2,20,3,12.52,0,171,1,2570.45
4,3,4,7,4,11.94,0,46,12,3123.66
3,1,5,17,4,2.25,1,9,18,4791.88
2,1,1,7,3,5.23,0,296,25,1931.13
3,6,1,6,4,13.31,0,194,23,4634.93
4,1,2,5,4,7.92,0,329,-1,4064.22
1,0,4,17,,6.2,1,14,-1,5228.51
1,5,1,8,4,13.61,1,215,-1,4495.44
4,5,4,1,4,1.67,0,188,-1,4439.99
1,6,5,16,4,7.25,0,252,-1,3900.41
2,5,2,17,3,9.89,0,329,-1,2784.8
4,6,4,3,,9.25,1,51,-1,3570.34
3,5,2,13,4,4.18,1,58,-1,5068.4
4,0,4,8,3,8.58,0,175,21,3018.8
2,4,6,16,,10.72,1,294,-1,1500.0
2,2,6,7,4,8.9,1,125,-1,2471.57
4,2,4,21,4,10.36,0,41,-1,2171.72
4,5,5,15,3,4.06,0,306,-1,3313.07
1,3,2,2,3,12.54,0,305,-1,1786.88
2,1,3,2,4,6.91,0,347,27,2957.19
4,0,4,10,4,14.81,0,360,-1,2155.56
4,3,4,5,4,0.64,0,253,-1,4101.49
2,3,6,4,4,5.89,0,65,14,2544.61
4,5,1,15,3,2.95,0,57,-1,3184.86
1,0,6,13,3,8.47,1,126,-1,3226.68
2,2,2,17,3,3.88,1,3,-1,2176.66
1,1,6,21,3,11.14,1,234,-1,2271.03
1,2,3,1,5,13.26,1,31,16,3924.9
1,3,5,18,4,3.4,1,174,27,3935.38
1,1,3,15,,2.66,0,61,-1,3436.32
2,4,5,14,4,13.17,0,225,-1,2826.94
1,3,3,9,3,5.61,0,143,1,1572.5
1,2,6,12,3,6.69,0,17,-1,1616.45
4,2,3,5,5,3.55,1,219,-1,6649.37
2,5,6,2,5,6.55,0,233,-1,5590.05
2,2,6,7,,3.7,1,234,-1,3030.01
3,0,2,21,4,10.09,0,361,-1,4466.57
2,3,6,9,4,7.63,0,320,-1,2907.35
2,6,1,18,3,11.88,1,79,-1,2772.56
3,6,3,4,,4.9,0,292,-1,4278.51
2,1,4,2,3,7.73,0,72,-1,1749.12
2,2,4,1,4,4.11,0,336,-1,3083.64
2,5,4,12,3,14.04,0,99,-1,1943.05
2,5,1,13,4,7.97,1,255,-1,4363.68
3,2,6,14,4,2.85,1,314,-1,5209.81
2,0,3,5,4,4.31,0,350,22,3870.12
2,5,5,3,3,1.52,1,161,-1,3140.87
3,6,5,4,4,0.71,1,292,-1,5429.23
4,1,2,17,4,8.03,0,161,6,3466.96
1,3,1,19,3,5.26,0,356,26,2506.28
4,4,3,11,3,14.47,1,128,-1,1500.0
3,0,6,8,4,2.82,1,308,27,5245.77
1,5,4,12,3,11.97,0,252,-1,2374.02
3,3,1,18,5,4.94,0,61,14,6016.99
3,4,1,18,4,3.59,0,142,-1,4567.16
2,2,3,9,3,14.55,0,222,-1,1802.05
1,2,6,5,4,12.1,0,306,14,3118.16
2,1,2,21,4,9.57,1,13,28,3298.16
1,4,6,17,3,10.55,1,363,-1,3033.46
3,2,2,13,3,14.87,1,97,19,3211.57
3,2,2,6,,9.02,0,58,-1,4019.54
4,6,4,14,3,1.8,0,179,24,2972.96
1,5,4,15,,1.25,0,0,-1,2489.22
2,1,3,14,,10.1,0,226,-1,1759.9
4,3,6,4,3,9.97,0,144,-1,2494.29
4,2,2,18,4,11.3,0,311,18,3173.17
4,6,3,1,5,1.9,0,132,-1,5809.9
2,0,2,12,4,14.19,1,144,25,3477.9
4,0,1,9,,8.4,1,273,-1,4371.78
2,3,5,10,5,9.85,0,344,-1,3867.73
4,4,5,21,3,0.81,1,310,-1,2554.71
2,1,2,18,3,14.43,1,46,-1,1500.0
3,6,3,17,4,8.57,0,207,-1,5644.62
3,5,4,19,4,8.58,0,238,-1,3645.9
3,6,6,4,4,14.17,1,241,-1,5097.59
3,0,2,16,3,13.96,0,103,-1,2501.46
3,0,2,7,,3.54,1,276,-1,4242.16
4,3,6,9,4,13.99,0,156,25,2611.26
4,4,4,8,5,11.13,0,187,10,3874.49
4,4,2,7,4,0.58,0,173,14,3698.83
2,3,1,10,3,3.83,1,99,-1,2601.75
2,6,4,8,4,6.37,1,9,15,3893.04
2,0,1,17,3,8.87,0,83,-1,1500.0
2,6,5,12,3,10.61,0,52,-1,2465.15
3,6,6,14,,3.39,0,126,-1,5057.53
3,1,4,12,4,12.6,1,134,-1,4335.0
3,0,4,2,5,12.73,1,285,-1,6199.11
1,4,3,12,4,9.63,0,348,9,2007.91
4,5,3,14,,13.84,1,54,17,3076.86
2,6,6,7,4,12.25,1,243,16,3740.04
2,0,4,13,3,3.56,0,64,-1,2401.85
3,6,5,21,5,12.04,0,20,-1,5659.7
2,1,2,4,4,14.31,0,262,-1,3170.02
2,2,6,1,3,2.32,1,299,18,2991.12
4,0,6,17,4,14.69,0,323,18,4242.67
3,3,3,3,,0.67,1,358,-1,5399.99
4,2,5,17,5,7.98,1,247,-1,5123.76
1,6,6,8,5,11.68,1,142,-1,4598.9
1,3,5,3,3,11.92,0,97,7,1677.52
1,3,6,10,,11.1,1,1,-1,2755.44
3,3,3,2,4,8.08,0,356,-1,4064.85
2,0,2,4,,9.87,1,130,3,1748.99
3,4,3,14,4,10.59,0,175,-1,3639.37
3,6,6,11,4,7.57,1,46,-1,5030.78
2,2,5,14,3,9.06,1,240,27,2023.73
4,1,1,13,4,12.74,1,355,-1,4663.48
1,4,3,4,4,4.9,0,26,18,2477.64
4,6,5,2,3,7.99,0,35,-1,3028.55
1,0,3,2,4,0.42,0,338,-1,3132.92
3,3,6,11,4,10.41,0,353,13,3685.01
1,1,5,5,3,3.17,0,335,29,2415.64
3,6,2,9,5,7.37,1,179,4,7154.16
4,2,5,20,3,3.39,1,50,-1,2670.21
3,6,4,21,3,0.65,0,341,-1,4899.8
4,4,1,17,3,7.4,1,159,-1,2522.86
2,5,6,12,,6.55,1,257,-1,4313.26
2,4,5,18,4,6.55,1,16,-1,3597.68
2,6,6,3,4,3.37,1,278,-1,4243.66
3,1,3,5,,14.22,1,171,27,4061.23
2,6,3,21,,0.35,0,301,18,5200.39
1,6,5,20,3,13.41,1,53,11,3024.62
4,0,4,14,3,11.13,0,12,11,1997.45
4,2,5,16,,2.83,1,201,13,3233.89
1,1,2,19,3,7.24,1,326,-1,2847.61
3,6,4,9,4,14.84,0,245,9,5170.49
3,3,6,17,3,9.76,1,270,-1,3270.93
4,2,5,7,3,2.17,0,227,14,2420.77
2,4,6,10,5,7.03,0,61,-1,3974.18
3,1,1,4,3,7.18,0,200,-1,3386.13
3,4,4,10,4,12.09,1,151,4,4744.14
1,6,5,3,4,13.77,0,69,-1,2364.95
1,4,1,9,4,1.51,1,188,26,4005.51
2,4,5,13,4,4.92,1,326,-1,3713.33
3,0,2,1,4,4.69,1,207,-1,5568.3
3,4,3,15,3,14.94,1,130,-1,2662.7
1,3,6,15,,8.52,0,156,3,4107.02
3,3,5,11,4,13.23,0,276,9,4280.6
4,2,4,10,,6.56,0,53,27,3870.89
1,6,5,7,5,10.92,0,243,-1,4810.55
2,5,5,1,3,4.51,0,214,-1,2368.47
1,4,5,7,,13.7,0,10,-1,1500.0
3,4,5,5,3,6.99,1,218,-1,4476.4
2,1,4,16,5,12.11,0,204,-1,4670.83
1,0,4,8,,4.06,1,200,-1,5009.3
4,5,5,2,4,10.5,0,71,-1,4528.0
4,2,3,8,3,6.26,1,108,16,2571.27
1,5,5,14,,0.76,0,26,-1,2225.79
4,4,6,4,5,6.37,1,348,-1,5789.9
4,1,6,15,5,8.39,0,288,-1,5095.95
4,6,4,7,3,2.53,0,4,9,3102.96
2,0,6,20,3,3.0,0,264,18,2034.63
4,6,6,8,4,7.13,0,140,-1,3905.4
4,2,2,11,3,5.34,1,224,-1,3291.73
4,5,5,2,5,6.78,0,349,-1,6023.98
2,2,5,9,4,7.07,0,88,-1,2978.48
1,4,5,6,4,2.36,1,133,-1,3257.21
3,2,5,1,4,2.96,0,102,22,4263.51
4,6,1,3,4,12.77,0,329,-1,3961.17
1,1,5,10,3,2.69,0,124,-1,1500.0
4,2,4,5,4,10.09,0,303,-1,2759.31
2,3,4,12,4,6.45,0,82,-1,3272.4
1,1,1,1,,14.53,1,266,-1,3065.1
2,5,5,9,4,1.27,0,262,-1,3601.78
4,0,3,21,,12.51,1,360,-1,2372.4
4,0,5,13,3,7.52,1,56,-1,2357.92
2,4,4,19,4,0.38,1,286,27,4040.07
3,4,2,7,4,4.18,0,186,16,5272.54
2,3,6,16,,6.29,0,173,-1,2479.72
4,5,2,8,5,4.92,0,336,-1,4889.54
2,6,3,19,4,5.63,1,334,-1,4483.02
3,0,5,7,4,13.78,1,134,22,3574.44
2,0,1,4,3,5.61,0,93,-1,1506.79
3,0,5,10,,6.46,1,350,-1,7240.5
3,6,3,1,4,11.49,0,8,-1,4023.42
2,0,3,17,,11.97,1,8,-1,1572.66
2,2,6,21,4,1.54,1,112,26,2868.3
1,5,3,13,4,10.65,1,121,21,3067.77
4,1,2,19,5,7.39,1,107,25,4836.62
3,1,6,13,5,2.27,0,341,-1,6052.22
1,3,5,9,,4.19,0,271,-1,3668.61
2,2,5,5,,0.96,0,257,-1,2992.72
4,0,1,1,3,5.6,1,197,-1,3271.95
1,0,3,2,,4.05,1,117,-1,4150.78
3,4,3,11,4,5.92,0,155,13,5190.49
1,4,4,4,4,8.83,0,127,4,2258.95
3,3,6,9,4,11.07,0,42,-1,4732.98
2,0,4,5,,9.2,0,62,-1,4323.15
4,3,6,5,,10.27,0,144,-1,2609.11
4,2,2,8,3,13.02,1,274,-1,2102.43
4,1,6,2,4,13.15,0,22,29,2658.33
2,0,5,7,5,12.95,1,363,-1,4857.15
3,5,1,17,5,2.55,0,274,-1,6226.54
2,6,6,11,4,3.99,1,128,-1,3764.54
4,2,6,15,5,7.68,1,298,-1,4798.82
2,0,6,3,4,5.57,0,280,1,2825.69
2,6,1,13,3,2.24,1,181,-1,3370.13
2,5,3,18,4,4.53,0,261,-1,5270.36
3,4,1,20,3,14.64,1,227,-1,3700.73
1,3,3,20,3,5.4,1,250,-1,1805.82
1,4,5,3,4,6.46,1,80,-1,3257.02
2,1,1,2,4,0.39,0,75,-1,1708.63
1,4,3,5,,10.88,0,280,-1,3146.17
1,0,5,20,3,6.38,0,201,-1,2408.35
2,5,5,5,3,1.82,0,118,18,1989.49
2,4,3,13,3,14.54,1,251,-1,2289.05
4,0,3,8,4,11.73,0,121,-1,2775.64
1,1,2,16,4,10.97,0,173,11,2057.19
3,6,5,18,5,14.38,0,358,-1,7113.9
2,5,3,16,5,6.29,1,58,-1,5240.68
4,4,5,1,4,10.86,1,54,11,3613.16
3,3,1,8,4,3.33,0,151,-1,4160.08
1,3,4,21,3,10.55,0,330,11,2462.36
4,5,4,2,3,0.51,0,151,8,3143.16
2,3,6,5,4,2.16,0,167,-1,2562.3
3,4,3,15,4,6.55,1,147,-1,4668.62
2,4,3,14,5,0.48,1,342,-1,4628.15
1,5,5,3,4,7.09,1,196,-1,5207.26
3,4,6,7,3,7.99,1,123,21,4341.42
1,6,3,4,5,9.44,1,227,-1,5521.3
1,0,5,11,4,1.78,1,332,-1,3322.71
4,1,3,12,5,2.96,1,193,-1,5411.24
2,6,5,15,4,9.32,1,348,-1,3567.94
3,6,3,6,3,9.98,0,78,18,3498.21
1,3,2,1,3,0.68,1,7,-1,2183.36
1,0,5,18,3,8.24,0,353,-1,1500.0
3,5,2,14,3,11.84,1,54,-1,4762.47
1,3,2,7,3,1.32,0,36,-1,1878.17
4,0,2,10,4,6.37,0,345,-1,3734.08
4,4,2,9,5,5.1,0,248,-1,4887.33
4,5,1,2,5,13.73,1,199,-1,5362.37
4,5,6,8,4,3.03,1,269,-1,4691.58
1,3,4,1,3,4.98,1,88,8,1937.38
3,4,1,20,4,13.51,0,225,-1,4602.79
3,3,3,2,4,5.16,0,322,-1,5199.35
3,2,3,7,3,8.11,0,159,-1,2455.2
3,0,6,16,5,0.79,1,334,8,6688.86
2,2,4,4,5,14.78,1,121,-1,4243.79
3,0,4,21,4,12.43,1,273,21,4402.66
2,1,4,17,4,9.63,1,236,-1,3125.87
2,6,2,4,3,1.19,1,266,5,3544.05
4,5,1,3,4,1.4,0,329,-1,3913.83
2,3,3,9,3,8.31,0,131,-1,1663.0
1,1,1,15,3,4.49,1,181,-1,2750.54
2,1,1,20,4,9.46,0,192,15,2211.75
4,5,1,3,4,9.09,1,109,-1,5045.43
2,5,4,12,4,12.63,1,213,5,3910.71
1,0,6,15,4,4.44,0,239,11,3757.06
1,2,6,20,4,8.79,0,140,-1,2646.01
1,4,4,8,,11.73,0,72,26,2406.15
4,0,3,12,5,7.51,1,2,17,5617.25
4,4,3,21,5,12.51,0,1,-1,4520.31
3,1,3,13,4,2.23,0,343,-1,4067.13
4,4,6,15,4,11.09,1,209,11,3790.63
1,2,6,11,,14.16,0,311,-1,2818.62
1,0,1,17,,5.18,0,57,22,1500.0
4,5,4,21,3,5.69,0,216,27,3953.35
2,2,2,12,5,1.53,0,256,-1,4603.12
4,6,1,20,5,9.73,1,112,-1,5900.09
4,2,5,18,,8.42,1,70,0,3535.36
1,6,6,16,4,0.89,0,101,22,4223.22
3,0,1,3,3,11.36,1,44,-1,3844.52
1,5,4,9,4,12.49,0,143,28,3112.18
3,2,5,7,4,13.63,1,122,-1,3900.96
1,6,1,19,4,8.32,1,272,-1,3570.43
4,5,4,5,5,6.95,0,229,-1,5562.46
1,3,4,19,3,13.18,0,29,10,1500.0
1,3,6,10,4,6.16,0,292,-1,2902.5
1,3,2,20,4,9.94,1,273,-1,3166.57
4,4,1,12,5,9.35,0,203,-1,4435.96
4,2,4,8,5,5.77,0,239,28,4257.53
4,0,3,3,4,1.58,0,266,-1,3664.55
4,0,4,19,5,0.61,0,59,-1,4434.5
3,4,2,11,4,6.6,1,234,-1,4974.76
3,0,4,8,3,7.37,1,246,-1,4065.38
2,6,6,13,4,12.39,1,153,9,4280.15
4,3,1,10,3,6.39,0,79,27,1914.37
3,2,6,18,4,4.43,0,37,-1,3593.23
1,0,1,12,5,7.09,0,136,-1,3972.57
4,0,5,7,4,3.8,1,224,28,4156.72
2,1,1,11,3,1.64,0,241,-1,2806.9
2,1,5,10,3,1.96,1,210,-1,3235.7
2,1,6,3,3,4.99,0,45,26,1634.63
1,2,3,7,,0.49,1,171,-1,2303.03
3,3,2,4,3,3.54,1,41,-1,3183.65
1,5,3,8,4,11.88,1,22,10,3469.9
4,3,5,8,4,3.75,0,361,-1,3824.26
2,3,4,6,4,1.93,0,289,-1,3819.15
1,2,4,13,3,14.25,1,229,-1,2390.54
1,6,3,12,4,9.45,1,196,-1,3788.37
3,6,4,3,3,1.18,0,192,14,3821.51
3,2,5,6,3,1.21,0,153,-1,3539.78
2,1,6,19,4,9.3,1,54,-1,2823.33
1,0,2,11,3,8.24,1,254,-1,2638.22
1,4,1,4,,1.31,0,14,-1,2507.79
3,4,5,15,5,3.6,0,180,-1,6632.69
1,5,5,2,4,13.96,1,78,-1,3365.46
1,0,1,15,4,8.71,1,10,-1,3835.45
1,5,1,17,3,6.77,0,57,-1,2794.81
3,1,2,2,5,3.98,0,238,19,6364.19
2,5,2,7,,2.27,1,297,-1,2947.9
4,0,2,16,3,6.22,0,336,-1,1826.2
2,0,4,5,3,13.86,0,196,-1,1504.01
4,4,5,16,4,1.02,1,160,-1,3316.25
1,6,6,19,4,14.87,0,171,-1,3530.93
2,1,1,2,5,3.35,0,344,-1,5080.47
4,2,5,15,4,6.31,0,134,28,3367.88
