district,wall_type,street,price_per_sqm
Исторический центр,дерево,Улица_20,125.0
Исторический центр,панель,Улица_13,144.2
Центр,кирпич,Улица_59,132.8
Центр,кирпич,Улица_22,131.1
Исторический центр,кирпич,Улица_28,221.0
Центр,дерево,Улица_46,131.1
Исторический центр,панель,Улица_29,130.5
Центр,кирпич,Улица_37,103.7
Исторический центр,панель,Улица_26,175.7
Исторический центр,панель,Улица_14,126.7
Исторический центр,монолит,Улица_58,159.8
Центр,кирпич,Улица_2,161.5
Центр,дерево,Улица_9,79.4
Центр,панель,Улица_16,90.2
Исторический центр,кирпич,Улица_10,188.7
Центр,монолит,Улица_47,98.6
Центр,кирпич,Улица_4,123.1
Исторический центр,дерево,Улица_63,140.6
Окраины,дерево,Улица_13,75.5
Исторический центр,монолит,Улица_49,162.6
Центр,монолит,Улица_25,126.1
Исторический центр,кирпич,Улица_6,185.6
Окраины,дерево,Улица_15,40.7
Исторический центр,панель,Улица_54,170.9
Центр,монолит,Улица_55,122.3
Окраины,дерево,Улица_3,56.2
Центр,дерево,Улица_47,126.2
Окраины,монолит,Улица_16,78.4
Окраины,кирпич,Улица_35,102.1
Исторический центр,дерево,Улица_37,162.9
Исторический центр,панель,Улица_61,147.1
Центр,дерево,Улица_47,86.3
Исторический центр,монолит,Улица_9,180.6
Исторический центр,кирпич,Улица_35,180.0
Окраины,панель,Улица_28,44.1
Исторический центр,панель,Улица_3,131.5
Окраины,монолит,Улица_43,49.6
Окраины,кирпич,Улица_55,57.5
Окраины,панель,Улица_41,73.5
Центр,кирпич,Улица_12,98.3
Центр,монолит,Улица_45,133.5
Центр,панель,Улица_32,127.4
Окраины,кирпич,Улица_20,93.9
Центр,кирпич,Улица_56,114.4
Центр,кирпич,Улица_47,149.5
Исторический центр,панель,Улица_32,159.8
Центр,кирпич,Улица_35,124.6
Центр,кирпич,Улица_32,112.6
Окраины,дерево,Улица_30,40.0
Окраины,монолит,Улица_20,109.0
Окраины,панель,Улица_26,77.5
Окраины,дерево,Улица_61,40.0
Окраины,кирпич,Улица_25,89.4
Окраины,панель,Улица_11,57.1
Центр,панель,Улица_21,93.1
Окраины,панель,Улица_16,56.2
Окраины,панель,Улица_6,40.0
Исторический центр,панель,Улица_36,141.1
Центр,панель,Улица_37,87.1
Центр,монолит,Улица_10,119.6
Центр,кирпич,Улица_0,145.2
Окраины,кирпич,Улица_24,40.0
Окраины,кирпич,Улица_41,73.3
Окраины,кирпич,Улица_51,86.1
Исторический центр,панель,Улица_23,121.6
Окраины,кирпич,Улица_52,68.6
Исторический центр,монолит,Улица_55,159.7
Центр,кирпич,Улица_62,157.8
Окраины,кирпич,Улица_7,92.4
Исторический центр,монолит,Улица_58,196.4
Исторический центр,кирпич,Улица_44,184.6
Окраины,панель,Улица_26,135.8
Центр,монолит,Улица_51,137.6
Центр,кирпич,Улица_17,122.2
Центр,кирпич,Улица_15,135.1
Исторический центр,панель,Улица_4,125.6
Исторический центр,кирпич,Улица_2,208.7
Исторический центр,кирпич,Улица_6,160.1
Исторический центр,кирпич,Улица_49,161.6
Центр,кирпич,Улица_13,136.5
Окраины,панель,Улица_37,44.8
Исторический центр,монолит,Улица_46,198.7
Исторический центр,панель,Улица_32,144.9
Центр,кирпич,Улица_42,118.0
Окраины,кирпич,Улица_28,98.0
Окраины,монолит,Улица_56,73.3
Центр,панель,Улица_4,78.1
Центр,монолит,Улица_59,120.3
Окраины,панель,Улица_1,90.2
Исторический центр,панель,Улица_42,116.9
Окраины,панель,Улица_3,57.0
Центр,кирпич,Улица_55,136.4
Исторический центр,панель,Улица_58,176.6
Исторический центр,панель,Улица_8,210.8
Центр,кирпич,Улица_2,163.3
Центр,кирпич,Улица_47,93.9
Центр,монолит,Улица_42,119.0
Окраины,дерево,Улица_0,47.4
Окраины,панель,Улица_56,43.4
Исторический центр,кирпич,Улица_52,205.4
Центр,кирпич,Улица_15,146.6
Исторический центр,монолит,Улица_50,140.1
Исторический центр,кирпич,Улица_54,164.2
Исторический центр,дерево,Улица_0,111.1
Исторический центр,кирпич,Улица_27,196.2
Центр,панель,Улица_52,141.6
Исторический центр,панель,Улица_57,167.2
Центр,монолит,Улица_59,137.6
Центр,панель,Улица_58,135.1
Окраины,панель,Улица_21,64.1
Центр,дерево,Улица_7,99.4
Окраины,кирпич,Улица_48,68.8
Центр,монолит,Улица_41,124.9
Центр,кирпич,Улица_26,147.0
Центр,монолит,Улица_38,133.1
Окраины,панель,Улица_24,40.0
Окраины,кирпич,Улица_37,82.6
Исторический центр,монолит,Улица_23,163.1
Окраины,кирпич,Улица_23,43.2
Окраины,кирпич,Улица_59,110.3
Окраины,панель,Улица_49,40.0
Окраины,панель,Улица_13,65.2
Исторический центр,панель,Улица_52,183.5
Окраины,кирпич,Улица_31,76.7
Центр,кирпич,Улица_47,127.4
Центр,кирпич,Улица_38,173.5
Окраины,кирпич,Улица_39,102.0
Окраины,панель,Улица_41,64.9
Центр,монолит,Улица_7,126.4
Центр,дерево,Улица_25,101.1
Исторический центр,монолит,Улица_11,147.6
Центр,кирпич,Улица_42,136.9
Центр,панель,Улица_50,109.2
Окраины,кирпич,Улица_62,73.9
Центр,кирпич,Улица_48,102.6
Исторический центр,панель,Улица_26,166.6
Центр,кирпич,Улица_8,142.4
Окраины,кирпич,Улица_38,102.0
Окраины,дерево,Улица_64,40.0
Центр,панель,Улица_6,105.9
Окраины,панель,Улица_9,52.0
Исторический центр,кирпич,Улица_52,230.5
Исторический центр,кирпич,Улица_56,184.3
Центр,монолит,Улица_26,175.1
Центр,кирпич,Улица_53,142.5
Центр,панель,Улица_3,77.5
Окраины,кирпич,Улица_22,92.2
Исторический центр,панель,Улица_47,167.5
Исторический центр,кирпич,Улица_41,148.0
Окраины,монолит,Улица_2,91.9
Исторический центр,монолит,Улица_2,197.1
Центр,монолит,Улица_27,133.5
Центр,кирпич,Улица_62,110.3
Центр,монолит,Улица_30,132.0
Исторический центр,панель,Улица_9,160.0
Центр,панель,Улица_48,79.0
Окраины,панель,Улица_20,49.7
Окраины,кирпич,Улица_52,98.8
Исторический центр,кирпич,Улица_53,194.5
Окраины,монолит,Улица_56,61.2
Окраины,кирпич,Улица_19,82.4
Исторический центр,панель,Улица_48,122.6
Центр,панель,Улица_6,89.2
Центр,монолит,Улица_28,133.1
Центр,дерево,Улица_47,79.2
Исторический центр,монолит,Улица_12,175.0
Окраины,кирпич,Улица_2,90.3
Центр,кирпич,Улица_1,174.8
Центр,панель,Улица_15,94.8
Исторический центр,кирпич,Улица_5,163.5
Центр,кирпич,Улица_44,125.8
Исторический центр,панель,Улица_4,91.9
Окраины,панель,Улица_55,40.0
Исторический центр,дерево,Улица_31,149.9
Исторический центр,кирпич,Улица_48,183.9
Исторический центр,кирпич,Улица_12,165.0
Исторический центр,кирпич,Улица_29,163.2
Окраины,дерево,Улица_24,40.0
Окраины,монолит,Улица_59,63.8
Центр,монолит,Улица_58,136.7
Окраины,дерево,Улица_27,54.0
Окраины,панель,Улица_57,69.0
Центр,панель,Улица_19,112.2
Окраины,кирпич,Улица_33,138.1
Исторический центр,панель,Улица_4,115.5
Исторический центр,панель,Улица_59,150.1
Центр,панель,Улица_42,90.4
Центр,дерево,Улица_56,74.4
Центр,дерево,Улица_56,53.9
Исторический центр,монолит,Улица_53,175.8
Окраины,монолит,Улица_44,63.3
Исторический центр,монолит,Улица_36,204.1
Центр,кирпич,Улица_47,143.6
Окраины,кирпич,Улица_53,102.9
Окраины,монолит,Улица_47,64.9
Исторический центр,монолит,Улица_5,169.8
Центр,кирпич,Улица_33,124.2
Исторический центр,дерево,Улица_62,90.5
Окраины,кирпич,Улица_47,46.3
Исторический центр,кирпич,Улица_22,178.7
Исторический центр,монолит,Улица_12,145.3
Центр,кирпич,Улица_46,115.1
Центр,кирпич,Улица_43,137.0
Окраины,кирпич,Улица_31,92.7
Исторический центр,монолит,Улица_25,183.9
Исторический центр,панель,Улица_52,186.0
Исторический центр,монолит,Улица_13,181.7
Окраины,панель,Улица_51,60.4
Окраины,кирпич,Улица_35,80.3
Центр,дерево,Улица_7,76.5
Центр,кирпич,Улица_39,125.6
Центр,дерево,Улица_21,92.6
Исторический центр,панель,Улица_15,166.7
Исторический центр,дерево,Улица_59,133.9
Центр,кирпич,Улица_59,160.5
Исторический центр,панель,Улица_9,157.3
Центр,кирпич,Улица_24,85.8
Окраины,кирпич,Улица_30,54.6
Центр,панель,Улица_20,119.4
Окраины,кирпич,Улица_32,94.4
Исторический центр,панель,Улица_30,147.2
Центр,кирпич,Улица_20,151.8
Исторический центр,кирпич,Улица_35,158.3
Окраины,монолит,Улица_64,102.9
Окраины,панель,Улица_3,40.0
Окраины,панель,Улица_3,57.0
Исторический центр,панель,Улица_8,138.6
Исторический центр,монолит,Улица_29,156.9
Исторический центр,кирпич,Улица_44,185.3
Исторический центр,монолит,Улица_3,208.3
Окраины,дерево,Улица_22,55.0
Окраины,монолит,Улица_15,60.8
Центр,панель,Улица_21,100.1
Центр,панель,Улица_47,93.4
Исторический центр,монолит,Улица_61,174.7
Окраины,панель,Улица_59,40.0
Окраины,кирпич,Улица_4,40.0
Окраины,кирпич,Улица_6,75.7
Центр,монолит,Улица_50,124.6
Центр,кирпич,Улица_64,173.2
Окраины,монолит,Улица_8,73.0
Окраины,панель,Улица_44,75.3
Окраины,панель,Улица_46,60.2
Центр,кирпич,Улица_23,121.8
Окраины,кирпич,Улица_9,115.2
Окраины,дерево,Улица_47,40.0
Исторический центр,монолит,Улица_34,180.0
Исторический центр,монолит,Улица_53,176.1
Центр,панель,Улица_15,104.4
Окраины,монолит,Улица_52,65.9
Окраины,панель,Улица_39,84.1
Исторический центр,панель,Улица_19,149.7
Центр,кирпич,Улица_44,145.9
Исторический центр,панель,Улица_5,125.7
Исторический центр,монолит,Улица_48,199.6
Исторический центр,дерево,Улица_38,149.5
Исторический центр,кирпич,Улица_1,192.8
Окраины,монолит,Улица_38,119.5
Окраины,панель,Улица_20,40.0
Исторический центр,панель,Улица_39,173.4
Центр,кирпич,Улица_53,134.4
Центр,панель,Улица_11,78.8
Центр,панель,Улица_36,91.5
Центр,кирпич,Улица_37,136.8
Исторический центр,монолит,Улица_14,196.8
Окраины,монолит,Улица_6,49.6
Центр,панель,Улица_49,52.9
Исторический центр,дерево,Улица_64,154.4
Центр,кирпич,Улица_43,126.2
Центр,кирпич,Улица_30,138.1
Исторический центр,монолит,Улица_42,164.3
Окраины,кирпич,Улица_47,116.4
Окраины,кирпич,Улица_60,92.3
Исторический центр,кирпич,Улица_9,195.2
Окраины,кирпич,Улица_28,95.2
Исторический центр,монолит,Улица_47,178.6
Исторический центр,кирпич,Улица_61,185.3
Исторический центр,панель,Улица_12,151.9
Окраины,кирпич,Улица_43,116.6
Исторический центр,монолит,Улица_46,190.7
Центр,кирпич,Улица_63,160.1
Окраины,монолит,Улица_52,77.7
Окраины,панель,Улица_43,46.6
Окраины,кирпич,Улица_27,130.5
Окраины,панель,Улица_1,63.2
Центр,кирпич,Улица_56,140.6
Окраины,панель,Улица_56,50.8
Окраины,кирпич,Улица_33,99.5
Исторический центр,дерево,Улица_57,141.9
Окраины,кирпич,Улица_51,81.7
Центр,монолит,Улица_28,151.8
Центр,кирпич,Улица_34,105.7
Центр,кирпич,Улица_47,118.1
Центр,панель,Улица_32,84.3
Окраины,дерево,Улица_8,46.2
Окраины,кирпич,Улица_47,82.4
Центр,кирпич,Улица_35,124.3
Центр,кирпич,Улица_43,145.6
Окраины,кирпич,Улица_59,121.0
Центр,кирпич,Улица_62,142.4
Исторический центр,панель,Улица_4,125.6
Центр,кирпич,Улица_39,156.7
Центр,кирпич,Улица_18,128.9
Исторический центр,монолит,Улица_46,218.5
Исторический центр,панель,Улица_64,170.2
Окраины,кирпич,Улица_17,78.6
Окраины,кирпич,Улица_49,40.0
Исторический центр,панель,Улица_29,142.3
Исторический центр,кирпич,Улица_4,182.1
Окраины,панель,Улица_41,40.0
Центр,кирпич,Улица_4,95.5
Исторический центр,панель,Улица_49,133.3
Окраины,кирпич,Улица_57,90.3
Центр,панель,Улица_7,96.2
Исторический центр,монолит,Улица_30,152.4
Центр,панель,Улица_11,87.1
Окраины,кирпич,Улица_20,80.2
Исторический центр,кирпич,Улица_61,156.6
Центр,кирпич,Улица_32,164.6
Исторический центр,кирпич,Улица_25,215.2
Центр,кирпич,Улица_39,168.3
Окраины,монолит,Улица_64,58.4
Окраины,панель,Улица_58,60.5
Исторический центр,панель,Улица_14,156.3
Центр,панель,Улица_0,117.4
Исторический центр,панель,Улица_10,162.8
Исторический центр,кирпич,Улица_54,150.4
Центр,монолит,Улица_1,153.9
Центр,кирпич,Улица_64,155.2
Центр,монолит,Улица_43,111.9
Окраины,монолит,Улица_15,86.6
Исторический центр,монолит,Улица_21,193.4
Исторический центр,панель,Улица_17,119.9
Окраины,кирпич,Улица_46,97.1
Центр,панель,Улица_29,102.9
Окраины,панель,Улица_9,40.0
Окраины,панель,Улица_57,62.7
Окраины,монолит,Улица_61,77.9
Исторический центр,кирпич,Улица_5,177.2
Окраины,кирпич,Улица_40,95.9
Исторический центр,кирпич,Улица_42,200.6
Исторический центр,кирпич,Улица_17,167.0
Исторический центр,панель,Улица_57,133.6
Центр,монолит,Улица_59,139.2
Исторический центр,монолит,Улица_26,158.9
Исторический центр,монолит,Улица_21,166.5
Центр,монолит,Улица_23,133.4
Исторический центр,монолит,Улица_39,216.6
Окраины,кирпич,Улица_39,93.2
Окраины,монолит,Улица_5,40.0
Исторический центр,кирпич,Улица_17,190.2
Центр,кирпич,Улица_29,154.7
Окраины,панель,Улица_20,60.4
Центр,кирпич,Улица_61,104.2
Центр,кирпич,Улица_9,155.9
Окраины,кирпич,Улица_12,59.1
Центр,кирпич,Улица_8,142.4
Окраины,дерево,Улица_38,44.2
Центр,кирпич,Улица_23,138.4
Окраины,кирпич,Улица_33,87.7
Исторический центр,панель,Улица_60,172.5
Окраины,панель,Улица_40,40.0
Окраины,дерево,Улица_4,40.0
Окраины,кирпич,Улица_49,40.0
Окраины,панель,Улица_3,40.0
Центр,монолит,Улица_50,103.8
Исторический центр,дерево,Улица_51,125.8
Окраины,панель,Улица_38,66.4
Центр,монолит,Улица_7,144.0
Исторический центр,кирпич,Улица_44,199.7
Исторический центр,панель,Улица_27,167.3
Исторический центр,панель,Улица_26,176.7
Исторический центр,монолит,Улица_64,220.2
Окраины,кирпич,Улица_33,123.0
Окраины,кирпич,Улица_61,65.0
Центр,кирпич,Улица_61,115.5
Центр,кирпич,Улица_37,109.5
Центр,кирпич,Улица_25,138.4
Исторический центр,дерево,Улица_23,138.3
Исторический центр,панель,Улица_38,137.7
Окраины,панель,Улица_20,53.2
Исторический центр,монолит,Улица_46,194.1
Исторический центр,панель,Улица_47,169.4
Исторический центр,кирпич,Улица_12,159.4
Центр,кирпич,Улица_2,165.2
Центр,кирпич,Улица_31,135.0
Окраины,панель,Улица_34,41.1
Исторический центр,панель,Улица_18,104.5
Исторический центр,кирпич,Улица_13,191.0
Окраины,панель,Улица_47,40.0
Исторический центр,дерево,Улица_44,138.2
Исторический центр,монолит,Улица_18,174.0
Центр,монолит,Улица_63,162.5
Окраины,монолит,Улица_44,98.0
Окраины,кирпич,Улица_2,99.3
Окраины,монолит,Улица_37,83.2
Окраины,кирпич,Улица_41,55.5
Центр,монолит,Улица_39,149.9
Центр,панель,Улица_49,95.3
Исторический центр,кирпич,Улица_34,179.2
Исторический центр,монолит,Улица_23,166.3
Исторический центр,дерево,Улица_16,156.8
Исторический центр,кирпич,Улица_39,212.8
Центр,монолит,Улица_43,106.6
Окраины,кирпич,Улица_22,64.2
Центр,панель,Улица_5,69.5
Исторический центр,панель,Улица_20,184.5
Центр,панель,Улица_34,103.6
Окраины,дерево,Улица_28,40.0
Окраины,монолит,Улица_6,40.0
Центр,монолит,Улица_52,153.2
Центр,кирпич,Улица_36,139.5
Центр,дерево,Улица_22,118.9
Исторический центр,кирпич,Улица_7,192.5
Центр,монолит,Улица_47,153.4
Центр,кирпич,Улица_9,108.4
Центр,кирпич,Улица_23,141.9
Окраины,монолит,Улица_46,73.5
Окраины,кирпич,Улица_52,91.0
Исторический центр,кирпич,Улица_38,242.5
Исторический центр,кирпич,Улица_5,178.7
Окраины,кирпич,Улица_20,79.4
Окраины,кирпич,Улица_35,101.3
Окраины,кирпич,Улица_2,100.3
Центр,панель,Улица_41,90.6
Центр,кирпич,Улица_44,141.0
Окраины,монолит,Улица_43,70.1
Центр,кирпич,Улица_32,159.9
Центр,дерево,Улица_59,100.1
Исторический центр,монолит,Улица_25,216.3
Окраины,кирпич,Улица_20,74.1
Окраины,монолит,Улица_1,76.7
Центр,монолит,Улица_46,140.2
Окраины,дерево,Улица_29,40.0
Исторический центр,панель,Улица_26,174.5
Исторический центр,кирпич,Улица_19,176.1
Исторический центр,панель,Улица_49,148.6
Окраины,панель,Улица_22,58.1
Окраины,панель,Улица_12,40.0
Окраины,кирпич,Улица_3,80.6
Окраины,монолит,Улица_13,56.9
Окраины,дерево,Улица_19,40.0
Исторический центр,кирпич,Улица_12,148.9
Центр,кирпич,Улица_2,159.0
Исторический центр,кирпич,Улица_46,192.9
Окраины,монолит,Улица_2,83.8
Исторический центр,монолит,Улица_0,153.1
Окраины,панель,Улица_23,58.3
Окраины,панель,Улица_34,53.0
Исторический центр,панель,Улица_13,116.7
Окраины,кирпич,Улица_12,71.6
Центр,панель,Улица_46,112.4
Окраины,монолит,Улица_49,40.0
Центр,дерево,Улица_25,76.4
Центр,дерево,Улица_2,94.4
Окраины,дерево,Улица_50,40.0
Исторический центр,панель,Улица_39,166.0
Центр,панель,Улица_35,136.9
Исторический центр,монолит,Улица_50,149.9
Центр,дерево,Улица_0,102.5
Окраины,кирпич,Улица_32,62.5
Окраины,кирпич,Улица_6,57.7
Центр,кирпич,Улица_51,163.9
Окраины,панель,Улица_10,49.4
Центр,кирпич,Улица_26,129.2
Окраины,кирпич,Улица_13,86.0
Исторический центр,кирпич,Улица_45,217.5
Окраины,кирпич,Улица_9,57.3
Исторический центр,монолит,Улица_23,170.1
Окраины,кирпич,Улица_60,88.8
Исторический центр,монолит,Улица_17,177.6
Окраины,панель,Улица_8,84.2
Исторический центр,монолит,Улица_16,175.2
Центр,кирпич,Улица_57,118.4
Центр,дерево,Улица_12,86.0
Исторический центр,панель,Улица_49,156.5
Окраины,дерево,Улица_5,40.0
Исторический центр,дерево,Улица_50,113.9
Окраины,кирпич,Улица_35,79.9
Центр,кирпич,Улица_24,114.1
Окраины,кирпич,Улица_10,88.4
Центр,панель,Улица_43,85.9
Окраины,кирпич,Улица_13,80.5
Окраины,кирпич,Улица_28,88.3
Окраины,панель,Улица_49,40.0
Исторический центр,кирпич,Улица_4,193.1
Исторический центр,кирпич,Улица_56,149.9
Центр,панель,Улица_25,122.0
Центр,кирпич,Улица_5,130.2
Исторический центр,панель,Улица_15,169.9
Центр,панель,Улица_59,81.8
Исторический центр,панель,Улица_11,150.0
Окраины,монолит,Улица_2,106.0
Центр,панель,Улица_62,76.3
Центр,панель,Улица_63,102.6
Исторический центр,панель,Улица_61,153.3
Центр,монолит,Улица_5,80.1
Центр,монолит,Улица_18,116.4
Окраины,монолит,Улица_17,73.0
Центр,монолит,Улица_42,100.9
Окраины,кирпич,Улица_2,107.6
Исторический центр,кирпич,Улица_37,172.7
Центр,кирпич,Улица_43,150.5
Окраины,дерево,Улица_62,40.0
Исторический центр,монолит,Улица_41,149.6
Центр,монолит,Улица_63,131.9
Исторический центр,кирпич,Улица_53,182.0
Центр,монолит,Улица_36,108.1
Исторический центр,кирпич,Улица_3,190.0
Исторический центр,кирпич,Улица_1,196.9
Окраины,панель,Улица_43,41.4
Исторический центр,панель,Улица_61,135.0
Центр,панель,Улица_0,141.5
Центр,монолит,Улица_16,115.1
Окраины,кирпич,Улица_15,93.8
Центр,панель,Улица_8,136.2
Центр,панель,Улица_52,129.7
Центр,кирпич,Улица_58,159.1
Исторический центр,монолит,Улица_8,177.1
Исторический центр,монолит,Улица_11,155.8
Центр,монолит,Улица_40,150.6
Окраины,монолит,Улица_14,79.5
Исторический центр,монолит,Улица_10,179.8
Окраины,кирпич,Улица_7,74.6
Центр,монолит,Улица_54,128.6
Центр,кирпич,Улица_5,133.7
Исторический центр,кирпич,Улица_52,215.5
Центр,кирпич,Улица_19,115.3
Исторический центр,монолит,Улица_38,196.1
Центр,монолит,Улица_33,142.8
Центр,кирпич,Улица_56,144.3
Исторический центр,монолит,Улица_18,205.5
Исторический центр,дерево,Улица_30,111.7
Исторический центр,кирпич,Улица_39,188.8
Центр,кирпич,Улица_13,112.2
Центр,монолит,Улица_36,138.6
Окраины,кирпич,Улица_43,79.1
Исторический центр,панель,Улица_8,149.1
Центр,кирпич,Улица_57,124.0
Центр,панель,Улица_19,101.4
Исторический центр,монолит,Улица_49,191.6
Окраины,монолит,Улица_19,75.4
Исторический центр,монолит,Улица_35,157.8
Окраины,монолит,Улица_26,97.2
Центр,монолит,Улица_31,88.7
Окраины,монолит,Улица_0,84.7
Центр,кирпич,Улица_16,120.9
Исторический центр,панель,Улица_8,151.5
Исторический центр,кирпич,Улица_44,195.9
Исторический центр,монолит,Улица_31,215.6
Окраины,кирпич,Улица_44,78.8
Центр,панель,Улица_8,118.1
Исторический центр,кирпич,Улица_29,163.4
Исторический центр,монолит,Улица_37,170.4
Центр,монолит,Улица_59,127.4
Исторический центр,панель,Улица_0,168.3
Центр,монолит,Улица_4,80.3
Центр,кирпич,Улица_62,141.4
Центр,панель,Улица_35,81.3
Центр,монолит,Улица_64,154.0
Центр,кирпич,Улица_23,134.0
Окраины,дерево,Улица_3,40.2
Исторический центр,кирпич,Улица_24,182.0
Окраины,кирпич,Улица_6,87.3
Исторический центр,дерево,Улица_12,150.8
Окраины,кирпич,Улица_42,82.5
Центр,дерево,Улица_56,90.9
Исторический центр,дерево,Улица_35,132.0
Исторический центр,кирпич,Улица_13,191.6
Окраины,панель,Улица_26,67.2
Окраины,кирпич,Улица_36,83.8
Исторический центр,панель,Улица_24,130.8
Окраины,кирпич,Улица_3,115.6
Окраины,кирпич,Улица_15,84.4
Окраины,панель,Улица_18,41.5
Центр,панель,Улица_28,125.7
Центр,дерево,Улица_50,85.6
Окраины,монолит,Улица_17,64.4
Окраины,монолит,Улица_57,58.7
Центр,панель,Улица_43,110.3
Центр,монолит,Улица_15,128.6
Исторический центр,кирпич,Улица_64,191.1
Исторический центр,монолит,Улица_1,185.6
Центр,дерево,Улица_55,86.1
Окраины,кирпич,Улица_27,113.0
Окраины,монолит,Улица_64,99.8
Окраины,монолит,Улица_4,40.0
Окраины,дерево,Улица_21,40.0
Исторический центр,монолит,Улица_12,141.1
Центр,кирпич,Улица_64,171.7
Окраины,кирпич,Улица_15,130.4
Исторический центр,кирпич,Улица_63,157.1
Окраины,монолит,Улица_31,61.1
Центр,кирпич,Улица_50,116.9
Исторический центр,монолит,Улица_57,167.7
Центр,кирпич,Улица_45,136.0
Центр,кирпич,Улица_51,130.6
Исторический центр,панель,Улица_62,160.9
Исторический центр,монолит,Улица_59,163.0
Исторический центр,кирпич,Улица_64,203.2
Исторический центр,панель,Улица_54,164.6
Исторический центр,панель,Улица_56,138.5
Исторический центр,кирпич,Улица_25,189.8
Исторический центр,кирпич,Улица_11,146.1
Окраины,монолит,Улица_45,94.1
Центр,панель,Улица_46,93.0
Исторический центр,кирпич,Улица_37,176.1
Окраины,монолит,Улица_20,106.9
Окраины,дерево,Улица_13,40.4
Окраины,панель,Улица_1,48.2
Центр,панель,Улица_32,98.8
Исторический центр,монолит,Улица_5,127.5
Окраины,дерево,Улица_36,72.4
Центр,монолит,Улица_13,117.1
Центр,панель,Улица_36,125.0
Центр,панель,Улица_7,102.0
Окраины,монолит,Улица_12,56.2
Исторический центр,кирпич,Улица_39,188.7
Окраины,панель,Улица_57,103.1
Окраины,монолит,Улица_17,56.9
Исторический центр,монолит,Улица_56,165.3
Исторический центр,панель,Улица_37,179.1
Исторический центр,монолит,Улица_31,156.1
Центр,кирпич,Улица_24,143.2
Исторический центр,панель,Улица_57,130.7
Окраины,монолит,Улица_32,80.7
Исторический центр,кирпич,Улица_29,181.1
Окраины,кирпич,Улица_33,87.7
Центр,дерево,Улица_47,97.0
Окраины,кирпич,Улица_39,84.7
Окраины,кирпич,Улица_50,68.3
Исторический центр,дерево,Улица_12,118.0
Исторический центр,монолит,Улица_30,166.5
Окраины,монолит,Улица_38,102.5
Исторический центр,монолит,Улица_62,155.7
Центр,кирпич,Улица_47,141.7
Центр,монолит,Улица_47,113.6
Исторический центр,панель,Улица_60,156.8
Центр,монолит,Улица_11,79.3
Исторический центр,панель,Улица_55,131.0
Окраины,панель,Улица_17,40.0
Окраины,панель,Улица_26,92.3
Центр,панель,Улица_27,143.9
Исторический центр,монолит,Улица_51,158.9
Исторический центр,панель,Улица_15,129.2
Центр,панель,Улица_57,145.9
Окраины,панель,Улица_8,62.6
Центр,панель,Улица_25,101.2
Окраины,монолит,Улица_27,141.4
Исторический центр,монолит,Улица_35,173.5
Окраины,монолит,Улица_8,94.5
Центр,дерево,Улица_46,116.9
Исторический центр,монолит,Улица_50,169.1
Центр,панель,Улица_56,102.2
Центр,монолит,Улица_31,103.1
Окраины,дерево,Улица_56,40.0
Центр,панель,Улица_53,107.9
Окраины,монолит,Улица_15,70.2
Исторический центр,монолит,Улица_61,180.9
Окраины,панель,Улица_55,40.0
Исторический центр,кирпич,Улица_22,201.1
Окраины,панель,Улица_16,40.0
Центр,дерево,Улица_37,97.9
Окраины,монолит,Улица_29,57.7
Окраины,панель,Улица_57,40.0
Исторический центр,дерево,Улица_21,139.4
Центр,панель,Улица_16,77.3
Окраины,панель,Улица_14,79.4
Центр,монолит,Улица_47,104.2
Окраины,монолит,Улица_31,84.9
Окраины,кирпич,Улица_39,126.3
Центр,панель,Улица_56,111.7
Окраины,панель,Улица_57,76.5
Центр,панель,Улица_15,114.2
Окраины,панель,Улица_27,40.0
Исторический центр,панель,Улица_0,162.6
Центр,кирпич,Улица_40,186.0
Окраины,панель,Улица_47,67.2
Окраины,кирпич,Улица_30,65.2
Исторический центр,панель,Улица_35,158.8
Центр,монолит,Улица_32,160.2
Окраины,монолит,Улица_32,79.5
Исторический центр,панель,Улица_22,162.0
Окраины,кирпич,Улица_59,90.1
Центр,кирпич,Улица_29,126.0
Окраины,панель,Улица_44,40.0
Окраины,кирпич,Улица_38,95.5
Окраины,панель,Улица_44,82.8
Окраины,кирпич,Улица_11,68.1
Исторический центр,монолит,Улица_31,207.9
Исторический центр,панель,Улица_55,122.4
Центр,кирпич,Улица_23,115.6
Исторический центр,монолит,Улица_12,192.5
Исторический центр,кирпич,Улица_19,189.9
Центр,кирпич,Улица_55,106.6
Исторический центр,панель,Улица_52,166.2
Исторический центр,панель,Улица_53,166.0
Центр,монолит,Улица_33,136.4
Центр,кирпич,Улица_27,174.7
Центр,панель,Улица_49,79.9
Окраины,кирпич,Улица_1,94.3
Окраины,кирпич,Улица_25,54.2
Центр,монолит,Улица_50,116.5
Центр,монолит,Улица_46,122.9
Центр,кирпич,Улица_25,161.8
Окраины,панель,Улица_60,47.1
Окраины,кирпич,Улица_22,104.9
Исторический центр,монолит,Улица_36,164.2
Исторический центр,кирпич,Улица_40,221.9
Центр,кирпич,Улица_51,131.8
Окраины,панель,Улица_48,46.9
Окраины,панель,Улица_26,65.1
Окраины,панель,Улица_5,77.1
Центр,кирпич,Улица_23,140.6
Исторический центр,кирпич,Улица_37,174.2
Центр,панель,Улица_27,103.8
Исторический центр,кирпич,Улица_27,179.2
Исторический центр,монолит,Улица_60,120.3
Центр,кирпич,Улица_45,142.0
Исторический центр,панель,Улица_42,90.7
