delivery_time_min,order_amount,distance_km,courier_rating,courier_experience,is_weekend,is_rain,num_items,tip
35,676.1388793079935,2.283888432115991,4.215525537486849,27,0,0,2,1
46,455.2070328205143,2.479007161768635,3.8094117486583405,16,0,1,3,0
49,592.7659558305598,18.744533776833784,3.4504142004324034,24,1,0,3,1
78,419.00524086119054,15.468529241937958,3.5141921787902235,16,1,0,4,1
59,1038.0499724292217,8.050630314578598,3.9589099562995314,17,1,0,5,1
37,1116.1322810925274,1.383110110064952,3.7345554025614183,18,1,1,6,0
34,264.252759875925,0.5,4.827629045249888,17,0,0,8,1
51,417.90100314922773,1.9056003726596442,3.736590935311419,16,0,0,4,1
30,314.73637147228897,1.5516466455118114,3.7468891822908708,13,1,0,5,0
77,480.5772727203007,3.5253478547030976,3.767069024867954,18,0,0,6,1
63,637.963463909088,7.5192650862815515,4.673240420735317,24,0,0,2,1
38,322.20158503711156,9.771025143988215,4.301576641693804,26,1,0,7,1
26,419.50275508791685,9.317268389840109,4.228337700637786,18,0,0,5,1
67,402.63132380187517,2.2289014774395017,3.6682860447677244,11,0,0,3,1
43,737.7711374868834,5.811505350055038,4.635808353664879,13,1,0,10,1
64,688.6079999352651,1.8758983655938077,3.0767277227114023,25,1,0,2,1
27,463.6505870207462,0.5,4.741594344676226,21,0,0,7,1
37,726.624934638765,6.046020076459111,4.025499799587859,20,1,0,3,1
44,506.06238778573095,0.5,3.7965004697268254,20,0,1,2,0
45,580.6640978568055,2.631241279700745,3.9943345614353714,24,0,0,2,1
39,1535.6761400415178,1.9977576588575598,4.334831061067662,19,1,0,4,0
53,1300.1442851856225,5.910690276707358,3.0255308530357947,25,1,0,7,1
32,347.307092558759,7.267418715654293,4.743103712916495,14,0,0,1,1
42,1007.1362726543147,1.812707995578756,3.8934790506227857,22,0,0,3,0
46,997.9451124418596,8.346656579470675,3.6859330394001564,14,0,0,5,0
52,374.6035832960312,1.7401107273569383,3.276491131268114,22,0,1,5,0
55,1001.634877853293,2.955899316347989,3.8789307487168845,25,0,0,3,1
31,1435.0657690101355,6.491756753103576,3.9926455425687575,18,0,0,2,0
28,379.4518065763265,5.903238627443741,3.8072933889869556,17,0,0,2,0
65,420.41763635595066,20.0,4.357320187653794,18,0,0,6,1
49,1106.360118396788,1.2755002219923774,3.8417930575184522,15,0,1,3,0
35,761.8484530632105,5.428251993587033,4.9228351556931464,19,1,0,3,1
71,876.3259735295572,4.7039662624491525,4.198555035647184,13,0,1,3,0
46,788.627906490108,12.331314909719753,4.614955871303818,20,0,0,3,1
63,808.6352583626189,0.8501597712233924,3.2187118062189577,18,1,0,3,0
45,342.6686467708498,6.967565036572387,3.7945825858918116,26,1,0,4,1
82,1122.8875917228802,4.199758405261743,3.6736954028943054,20,0,0,1,1
75,1193.6785017913528,1.6056143051850946,4.138964776273184,14,0,0,7,1
41,593.0653693809122,3.216406206193864,4.722227040122851,19,1,0,6,1
59,650.8384957946163,2.0306511242698644,3.1566764355240133,20,0,0,7,1
54,309.3416250019792,4.329335735985363,3.1451495960894214,21,1,0,4,1
67,860.1677066847009,10.991152902598856,4.7006354163151975,21,0,0,6,1
33,885.3904382265971,4.211775299029261,3.4257001720767146,14,0,0,6,0
54,644.7769812494344,4.994591635636997,4.337506508899628,16,0,1,4,1
61,1166.9825507364815,3.6568195993113637,4.08575626472161,23,1,0,5,1
26,562.8208573435178,0.5,4.665787189774459,19,1,0,4,1
31,882.0978253457424,1.3254204188196106,3.250177819672807,14,0,0,6,0
24,399.48164956778413,3.386386179016569,3.2595659314452226,21,0,0,2,0
41,657.3548140679407,1.8570236523790749,4.113636720556615,15,0,0,6,1
55,609.612110846079,1.003019919199958,4.892757306716742,16,0,0,7,1
70,744.4561568643733,3.5072360728879115,3.8299955167415085,15,1,0,5,1
45,552.9328334150338,1.9490154525250118,3.65388420050939,21,0,0,2,0
72,622.8238301567467,1.49275559000476,4.213378646395771,11,1,0,5,1
29,1005.2822086690512,3.1179695600673627,4.860897201090062,12,0,0,4,1
26,534.6529695496353,0.7152210997701215,4.673855665689247,24,1,1,6,1
43,297.886174755431,13.13781947976804,4.990967221466439,18,1,0,3,1
50,1595.2599055031276,10.11349532637616,3.0451371664047544,19,0,0,6,0
44,1327.0676853784307,6.148514781271537,3.2257162894255247,20,0,0,3,0
24,348.58031140535627,0.5614435658230681,4.218935526733244,7,0,1,5,0
43,939.0360802792196,7.477807030455019,4.641152878667699,12,0,0,5,1
30,517.2429127400947,8.250188411079545,3.570488684613533,19,0,0,3,0
54,758.8040744669631,7.300019214177723,3.4784221760684373,25,0,1,7,0
49,770.5557937297174,0.6049991349774558,4.5739515987624015,20,1,0,5,1
33,591.5795126582233,5.162830169926545,3.1127637077064634,22,0,0,1,0
38,449.49160040463994,8.988630040848028,3.7387652951651704,23,1,0,2,1
32,470.9394237935328,4.306094565032964,4.011618445184659,24,1,1,6,0
43,420.6932905880857,5.198049029908355,4.120697348700647,15,1,1,4,0
59,438.81981993945357,3.065800643803283,4.457230313585554,22,0,0,5,1
33,643.1711448367837,3.761379882178202,3.7096914468613162,14,0,0,1,0
51,465.03841051995965,0.5,4.225368689349215,24,0,0,2,1
38,935.4484433422264,5.093874468440543,4.170750845581913,19,0,0,3,1
35,1399.154042580593,0.5,4.095232201307494,18,0,0,7,0
43,497.68800231491076,2.8547768942998752,4.280966586284425,25,1,0,5,1
32,749.7218343998248,1.731184464073511,3.5188983421361524,17,0,1,6,0
37,853.9243059586721,3.941994262708275,3.169297507169258,18,0,1,7,0
31,842.1862046511162,0.7159830999231378,3.2385433440794866,18,1,0,1,0
80,690.8879359296193,5.882491899623759,3.449164765307802,18,0,0,6,1
45,964.2409477517429,7.924007895636168,4.000395871045571,13,0,0,2,0
36,846.5120836766281,0.8917738728987994,4.680885501092041,22,1,0,2,1
47,358.22768964710906,0.5508217745971264,4.402586684176768,20,0,0,3,1
43,1027.1857212580255,0.7862844785492396,4.578081208404094,20,0,0,7,1
41,1036.5419653737017,10.483042751819582,3.7019512478521825,16,0,0,4,0
53,454.117941757705,3.7558867605362027,3.8093074832971006,20,1,0,3,1
56,677.8790757781094,3.148618241527925,3.7873637719812256,13,0,1,4,0
38,936.0458837771553,0.5642301959700797,3.3837463688090033,20,0,0,2,0
37,599.0488157538493,5.242771881540705,3.122433316287144,21,0,0,1,0
41,1137.3872486918006,10.124751323483405,4.181832185654454,14,0,1,5,0
22,2168.815071315154,8.806710110388966,4.978433366841172,18,0,0,5,0
28,448.99285913395886,4.918228864824997,3.333659409900526,15,0,0,5,0
67,333.4449213766981,0.5,3.0933696397985475,13,0,0,4,0
73,774.2612104075176,0.5961536932293031,4.559063363647866,22,0,1,1,1
41,954.1121789784409,0.5,3.5051720133694486,12,0,0,3,0
53,592.6279583056504,1.4885220872054834,4.6592876107058565,20,0,0,4,1
49,1375.57943920133,0.7289538325171298,4.407873334069031,18,0,0,2,0
112,340.596025871659,1.505850070756569,4.891347074101609,20,0,0,8,1
62,940.5448279079272,2.431137075872818,3.817854471513344,29,0,0,5,1
43,491.30719781682103,14.3220101145545,4.323939678901269,14,1,0,7,1
33,1571.3477241030855,4.71286630451339,3.9297095616265416,18,1,1,3,0
27,1801.288780015628,9.008254715260419,4.261177394617087,23,0,1,1,0
47,453.35328771349305,6.195435812880584,3.8991978120154744,22,0,0,4,1
35,505.3349274156602,0.5967514249636929,3.3772644928481497,22,0,0,3,0
29,1022.2833097872885,6.657523651336662,4.015794832006762,23,0,0,4,0
36,548.0873516713863,1.6086001089330653,4.0571684028748844,19,0,1,5,0
32,650.2093520005375,5.095880552100826,4.621207696520322,18,0,0,2,1
74,673.6388997334711,2.0848702151148872,4.471041411587162,13,1,0,6,1
58,254.71962282240472,20.0,4.327583247882888,21,0,1,3,1
44,660.5554863057013,1.5295797150306978,3.226774191105145,26,0,0,8,1
69,471.13096513070485,1.6364855807506018,4.44123258132743,19,1,0,4,1
45,519.7971237428555,13.344550501355334,4.000610312709029,24,0,1,7,1
34,1368.972861823505,0.5,4.788199072212318,20,0,1,6,0
70,354.8682354610833,5.964982786210586,4.839741868261085,23,1,0,4,1
52,998.8479784787214,6.460858808065867,3.110313181203571,18,1,0,4,0
32,578.5462750246143,9.050999592309095,4.641283120708957,15,1,1,4,1
42,578.3157013981388,18.333498397554024,3.0753947808453415,16,0,0,7,1
34,987.5093331540514,18.566254018687648,3.734339251390045,34,0,0,6,1
29,788.4158249282546,0.5,4.084599951242158,25,1,0,5,1
59,884.7512204110061,8.625347273491059,3.296201597254255,20,0,1,3,0
79,1079.3263011724937,5.196671340724831,4.492627625138153,16,1,0,1,1
29,563.6005795974152,5.211284556163474,3.016709408344277,17,0,0,2,0
52,489.74342560167,0.6868361380083193,3.3371980968680734,12,0,1,1,0
36,386.61321032715676,5.251785144038891,4.161593659706951,17,1,0,5,1
38,440.2288630633809,20.0,4.428775124074585,19,0,1,3,1
37,2906.041755231115,12.141794385659173,4.833286205387832,18,0,0,3,0
34,1239.3468554696055,2.8913365377349844,4.4109933038692475,16,0,0,7,0
45,338.47925889349574,0.5,4.343558540509732,24,0,0,4,1
34,343.3571028043673,2.2493855857565976,3.7886822927013286,15,0,0,3,0
48,846.3500382754514,8.754728347802878,3.002568851053603,25,0,0,4,0
44,874.4826013225012,6.044911679935314,3.240318517471244,25,0,1,5,0
41,875.1907981876667,3.0748571244227705,4.069109089512079,28,1,0,10,1
34,585.5327421840053,0.5,4.350259771688839,21,0,1,9,0
37,624.7008342867983,2.783429290328935,3.834896567792925,18,1,0,3,0
56,783.632187821951,3.165201131484224,4.46135802305678,21,0,0,3,1
51,694.3294107456042,13.194174074456997,4.0437245906643575,19,0,0,4,1
33,219.28007929861403,5.123363810539972,3.1483523911886246,28,0,0,7,1
46,592.9441335605535,1.8673104332512158,3.3840325019358977,14,1,0,4,0
56,434.5438163915753,3.725553649703846,4.679996446487886,17,1,1,6,1
27,726.0404354269956,0.5,4.449825493248879,18,1,0,4,1
52,2959.0676106719366,17.980268270906397,4.7895239740249895,21,0,0,5,1
36,799.3035873505198,2.231903518878148,3.235114498241873,11,0,0,5,0
53,568.6329557014673,3.2491680700900254,4.980445069230148,13,1,0,6,1
35,1054.5830462730496,2.1947266463424024,3.418813427899867,15,1,0,2,0
26,846.6978857558024,5.736572032898788,3.0235597525732842,16,1,0,5,0
27,820.6094084116901,5.426982392290495,4.994845878107109,12,0,0,4,1
45,900.9279580188605,6.2819882640837035,3.5621477708902263,13,1,1,5,0
48,1859.888432562174,1.560852265176102,4.33603890502512,25,0,0,4,1
34,377.87210142170716,1.896564010583294,3.3533646283526104,18,0,0,8,0
54,842.8727843803707,0.6690927755226515,4.160457064398283,18,0,0,4,1
27,418.55547379216284,5.328450673998246,4.808069972909118,19,0,1,4,0
43,878.0963478186183,0.5,3.640362334856877,12,1,0,3,0
31,420.1688877983641,4.5525664613706,4.340507952088719,17,1,0,4,1
36,539.8636421841941,10.18942106622196,3.3758071775968332,22,1,0,6,1
45,573.8999298503308,11.074343286358616,4.249590797437451,11,0,1,7,1
34,1083.45291070034,2.9804450139727146,3.6729007036350203,22,0,0,3,0
39,1052.8196469054012,3.0744875189969,3.422416517175903,19,1,0,8,0
60,356.7878372774245,0.5,3.6263641014072703,16,0,0,2,1
37,683.6643326980457,5.554917873811834,3.3576821370155985,18,1,0,7,0
57,466.4776329519122,8.609099000916675,4.803832215675765,13,0,0,4,1
31,354.51389620801314,1.4029037637667099,3.7943737726342577,22,0,0,6,1
52,596.7459478239842,2.7348629693785442,3.4905586099487347,22,0,0,1,0
68,570.0696838769559,9.126767516434537,3.896815682031866,15,1,0,5,1
21,2238.045553388996,10.482754077177301,3.641072333612991,24,0,0,4,0
35,825.9051303941451,1.3931490422755517,4.488838507626652,24,0,0,6,1
53,334.01678614162853,3.9988828883301784,4.942439823770989,20,1,0,4,1
42,501.5047093641497,1.0690187086828233,3.8760673133952936,18,0,1,3,0
49,1108.4208766067627,0.5372510663319602,4.72206679994448,18,1,0,7,1
37,1889.790747725198,12.102368874451594,4.131726147119239,13,0,1,3,0
45,300.9693233820959,8.588109391173631,3.314471330188467,13,0,0,6,1
42,259.83265974246956,7.136308951975792,4.381245484162683,32,1,1,5,1
63,1695.0755442253328,0.5,4.0268689942516405,15,0,0,1,0
48,808.198008630853,9.280811364606516,4.301213046504207,19,0,0,5,1
49,430.890343397912,2.881659295209507,4.77937482514333,14,0,0,2,1
39,868.9751624195309,2.0957550967752123,3.8808691413120924,26,0,0,5,1
38,200.0,3.953539425761557,4.802355246434711,21,0,0,4,1
39,666.2651758944293,0.5,4.50133802856331,17,0,0,9,1
50,783.609325170653,7.066201815154283,3.9772098517559695,14,1,0,6,1
39,1055.8855416143015,4.366576211608102,4.206444271315927,19,1,0,7,1
48,400.635494981594,1.0326005530273132,3.651162265038023,16,0,0,2,0
83,694.2579523424242,1.0427047001080516,4.967194599477549,12,0,0,5,1
58,418.7556966429499,1.0182284525958716,4.334702326100792,13,0,0,5,1
40,755.7358254201432,0.5,3.08769370499326,20,0,0,2,0
64,425.10102170941434,4.431214243490142,3.6532438114960177,25,0,1,2,1
39,542.3706264690915,9.17379972422134,4.246628867518115,15,0,0,3,1
24,404.2737722756426,0.5,3.1126665555984796,17,0,0,4,0
33,921.0995513485464,0.5,3.0477683826382855,20,0,1,3,0
25,1021.7024242220924,4.25216708356428,3.900048479055605,15,0,0,1,0
40,591.5165809254805,8.560002989082546,3.66538035938534,17,1,0,3,1
44,677.9808193391774,1.9781102311442498,3.876597216066332,22,1,1,4,0
73,322.3713986019108,2.1509492969092534,3.5253866197600106,15,0,0,7,1
49,572.585274825584,4.535992180495252,3.3294354938859616,18,1,0,5,1
41,648.6528615012069,1.6024927143376468,4.378286713960676,13,0,1,1,0
57,2466.1081655480116,0.5,4.029142232535601,17,1,1,3,0
23,381.46400198065544,6.644440787386447,3.4003084224987337,22,0,0,9,1
47,1383.1082761432406,4.912819288731211,3.6391788525199966,19,1,0,2,0
56,1094.9121237344466,4.34651093699433,4.183615815326652,22,0,0,4,1
28,765.3384867025712,6.767860683394994,3.1444586965449557,21,0,0,6,0
62,1602.484060496917,5.623203092174411,3.294906018532359,15,0,0,5,0
49,801.1536379098707,1.152615996404674,3.1464912082147802,18,0,0,3,0
39,808.0141718890806,2.173036073534379,4.624634665428237,15,0,1,1,0
54,647.7078030847388,0.6740046574753866,4.504818466424019,22,0,1,1,0
88,1226.3339155629967,0.695488642223212,4.506625863758514,20,1,0,2,1
47,1150.825300878561,5.638080505933257,4.432650686952056,14,0,0,5,1
48,486.4632485636861,9.780816410573525,4.338770847339738,14,0,0,6,1
38,343.90876449342005,16.448179480354014,3.95398383075635,19,0,0,2,1
34,600.9487649909516,4.948974860103847,4.28455632701423,18,1,0,3,1
57,445.8491730472326,1.0173255125667338,3.0767231095759495,15,1,1,2,0
34,644.3472009225668,0.5582923389996878,4.242928845313569,7,1,0,2,0
45,1234.8676376693277,8.379250179324124,4.555755411073754,21,0,1,5,1
38,529.1908662010278,4.322720857910577,4.00071672076878,22,0,0,2,1
51,651.0512143197194,4.815405385879955,3.715026656854474,17,0,0,3,1
49,684.7209393206592,7.603978863268138,3.5548534696019582,21,0,0,6,1
61,1016.596376935388,6.0747850140101125,4.285604100324165,12,0,0,5,1
38,216.27599204299614,8.992659336853519,4.3856023972598175,16,0,1,6,1
41,491.1010212789461,0.5,4.741935199725085,20,0,0,1,1
33,739.2542044276915,6.8821288164795185,3.6846681649219812,19,0,0,1,0
39,1212.0149217318697,9.51410627549352,4.539544614771171,21,0,0,7,1
50,520.1143942100216,1.685307348132644,4.122711648378676,18,1,0,8,1
56,260.2710653532049,5.114472238721316,4.7656729813561585,24,0,1,1,1
33,906.7399757709958,1.885569619133633,4.055624216591242,17,1,0,4,0
58,484.113220293881,15.846985023009577,4.035259656795935,19,0,0,5,1
67,366.9283768107398,0.5,4.155754162881818,24,0,0,3,1
50,486.787316119058,4.335037301664972,4.498630710284869,21,0,0,3,1
78,606.5197678480472,0.9106291620431997,4.929380957656922,28,1,0,2,1
35,491.5814621327125,6.227798463062179,3.1471267084315313,19,0,0,3,0
30,220.79109245577303,0.9672580337277714,3.1068692047820345,16,1,0,4,0
26,1041.6206519967477,1.3419028332078364,4.875100674814677,19,0,1,6,0
70,1258.2001428100261,3.4097585324907627,4.059751251036412,12,0,0,1,1
54,921.2772253353994,12.315820702687368,4.229806029133872,21,1,0,3,1
43,376.5900385211538,1.1894739145394322,3.964847203189458,25,0,1,3,0
48,601.3963690415089,0.778826703309313,3.187314905214949,15,1,0,5,0
31,662.9763659294617,7.114311083631174,4.536178756837333,17,0,0,8,1
93,897.3062277115724,3.4719350675156346,4.494449290177174,19,0,0,3,1
46,929.0571404087001,12.139897681780024,3.623406642985624,21,1,0,4,1
46,460.77649575782203,0.7927198310638528,3.612478490456801,12,1,0,3,0
55,692.977671218425,5.19127347282727,4.6756827618110375,11,0,0,4,1
51,836.0096886465022,1.3255546154023112,3.1447145154826535,23,1,0,5,0
47,1377.3424506242134,0.8525208616449735,4.762210296713132,26,0,0,2,1
35,946.0101230681802,5.751045226909061,3.513323379791829,15,1,1,2,0
51,986.8601562068415,4.5031281133883185,4.185969495510988,18,0,0,2,1
78,693.6124075734302,7.028965323619332,4.871988358003556,18,0,1,6,1
66,1346.4537624553025,1.851425549203286,4.356245003073293,22,0,0,5,1
72,816.3811961113254,2.970779434447734,3.828859624934073,22,0,0,4,1
38,432.44538671749916,2.5999346057208177,4.379068417810831,17,0,0,3,1
33,1341.6895877321617,20.0,3.6879592726327406,23,0,0,7,1
43,942.8918946758608,1.7283144046938888,3.554516832698372,19,0,0,3,0
45,532.9768497916294,1.7464913668912496,4.993366555869359,11,1,1,3,1
62,523.3516014531808,2.189023779797281,4.501580462359575,14,0,0,4,1
26,771.4622751642333,4.157382682724594,4.289439954763635,17,0,0,5,0
70,838.4813992330056,1.4539193520438396,3.7105792864386373,18,0,0,7,1
42,734.100641382619,12.342604583586724,3.0983216583100965,13,1,0,4,0
39,777.1662851876443,1.5440897817890549,3.062113752070311,17,0,0,2,0
32,1556.1633614224709,11.30797067863334,4.108362510897598,12,0,1,8,0
27,1136.5715254060608,0.5461458554704888,4.524065442078102,16,0,1,5,0
57,731.6613685348539,5.3437536185955885,4.07475838088771,19,0,0,2,1
45,1064.9203540141398,11.875000411167527,4.681570143878229,23,0,0,8,1
30,396.92130951673005,0.9241200570057446,3.066853066186443,14,0,0,4,0
30,811.5642230434312,17.261447181381307,3.7335041528518804,19,0,0,3,1
40,1643.6146903279082,3.0154663210966595,3.474140782348356,14,0,0,4,0
73,596.4390472362361,14.567546654622102,3.894545936314244,17,0,1,5,1
41,435.36424941972615,5.647729852201779,3.1447527863882447,21,0,1,3,0
28,480.0813437564641,1.7947223716893297,4.908263283142145,19,0,1,6,0
41,385.7476816824619,1.0431378793646342,3.4465108021387216,14,1,0,4,0
41,449.267754833247,1.8101250518858567,4.84461555096717,26,1,0,1,1
19,552.6616394554923,0.5,3.8517863100733636,23,0,0,3,0
43,329.38144629910073,0.7766533490445192,4.9710482665104365,17,0,0,5,1
41,670.3561692106572,0.5527611819946485,4.108116766920421,17,0,0,5,1
55,1044.3381212045597,2.7490758639589563,4.861665728351615,18,0,0,7,1
77,422.4714666356719,7.937853174723499,3.0106979773884457,24,0,0,2,1
62,1421.7474062099707,0.7621648459481406,4.4964776123618,19,0,1,1,0
41,858.6797577474375,0.6981522458447776,4.806101306205031,21,1,0,4,1
32,1113.529849008681,5.156108794468862,3.279441133957908,25,1,1,4,0
96,478.704129607359,1.0981423196946427,3.192251703464303,14,0,0,6,1
45,1019.6988458665943,0.5135426104560245,3.8491452143719114,24,0,0,4,0
44,385.3041605574534,0.9126993723510874,4.867357812265871,14,1,1,2,1
44,1038.0754515288602,12.867469523768364,4.084773120380877,15,1,0,5,1
47,724.8173339210342,8.615028209282702,4.054912927443464,17,1,0,5,1
42,877.1040338229234,2.185278609600971,3.2822522365986435,17,0,0,2,0
37,369.51919853609076,5.33296366042089,3.0015790221864376,22,0,0,7,0
37,425.1597917551169,3.8531190485584825,4.620280181490923,21,0,0,1,1
44,896.6038351298419,5.652438732231034,3.1751491259724762,28,0,1,3,0
37,413.9834502927075,5.739083344354255,4.267699637470648,30,0,1,4,1
36,838.4904116281335,4.9541826635734845,4.829232909030383,21,0,0,2,1
46,335.7715764470711,1.5469218208957862,3.417303826316862,13,1,0,3,0
41,1016.4659206450923,0.5,4.330545672473821,11,1,1,5,0
70,359.1493585927687,3.0400499620703285,3.157397153415019,20,0,0,7,1
20,876.6869462491696,11.080839177282746,4.207510287675226,20,1,0,4,1
62,909.427669308866,4.214007935006194,3.3278634419064055,19,0,1,1,0
64,469.47455009807084,8.930608209483182,4.471907121030356,26,1,1,6,1
23,889.8147398107249,20.0,3.6024625895878164,31,0,1,4,1
40,757.6496924582644,0.8933384264307671,3.9267820176092925,15,0,0,2,0
39,508.04959557800385,5.884669028259934,4.198861084055244,20,0,0,3,1
29,401.7068757957232,5.608794180804345,3.342546821332479,18,0,1,2,0
35,249.30751990741885,19.548989254179048,4.483275637235241,20,0,0,4,1
32,792.208823938763,20.0,3.605280681273629,16,0,1,3,0
75,304.173607078022,5.802629078183482,4.324743719825507,13,1,0,3,1
59,697.6182962829454,1.39602249078049,3.316566101398747,16,0,1,7,0
65,583.0517176634768,8.011215241543878,4.3762353184127,21,0,0,6,1
55,934.0886870342263,0.5660066186709765,3.2563761456209237,16,0,0,2,0
31,571.9074915580658,7.586557253056694,3.8507129925399672,22,0,0,4,1
38,564.1251402862216,12.050635718165953,3.4944121474777536,14,0,0,2,0
51,959.0424628330827,2.413081334201814,4.496750498856365,13,1,0,5,1
30,786.4498952884423,4.979853812843907,3.524070009013749,14,0,0,1,0
55,779.0521423343737,2.8118467834903518,4.7634346127907925,17,0,1,3,1
41,841.035436223782,2.87917732412566,4.783640422813225,17,1,0,4,1
39,308.65184868216323,1.858006731766436,3.3928826304455715,17,0,0,2,0
55,971.0659056593429,7.180146887064508,4.227691890015448,19,0,0,1,1
51,903.4623130675008,13.758174116340875,3.1754352834399286,13,1,1,5,0
40,400.0775629605518,14.130020004597473,3.7830741992032584,16,0,0,10,1
63,588.7253423901109,0.960534092700986,4.426643459002545,21,0,0,3,1
32,652.1967995522084,10.386964194788252,4.318846493699833,22,1,1,4,1
53,621.8827734153613,6.686215277675606,4.249401338813216,19,0,0,4,1
53,785.978928294536,1.457362238886478,3.565081727324887,18,0,0,1,0
40,1360.6031742898042,0.5,3.7560498988688042,18,1,0,2,0
49,1142.3963126256012,1.5598551563164251,3.2058922894005724,17,0,1,8,0
30,345.11938590901394,12.16393797871606,4.438045640867202,14,0,0,3,1
58,907.809899731591,5.014402010278992,4.0077775935825475,15,1,1,1,0
42,1292.6719829414706,6.383697167758628,4.417531264691309,22,1,1,5,0
38,807.0650404250806,1.4863215194438417,3.4978870495937455,28,0,0,4,0
61,1147.6713008651582,6.353914505692121,3.6488764572701324,25,0,0,5,1
36,1819.1692555143918,0.5,3.6684306745202293,21,1,0,3,0
29,1109.7108590746068,2.352589573523283,3.0514848194944326,14,1,0,4,0
28,753.4437003982621,4.927579069577103,3.682095745661247,21,0,0,5,0
53,1121.6367002071427,0.7896858299565791,4.6066091470360675,22,0,1,5,0
30,715.1153916162679,8.658128706138362,4.794596991499477,22,0,0,4,1
75,673.1387815218135,1.3396017973610632,4.0364366312718545,13,1,0,3,1
23,557.9631284453509,5.281804605527639,3.9110033904384407,17,1,0,2,0
74,1453.4665108985944,2.597626301992397,3.0616492373987407,22,1,0,6,1
47,441.7683576689777,4.532241582208916,4.758408675170765,16,1,0,6,1
43,1431.078825632858,0.5683668182306739,3.0260204268517454,15,0,0,9,0
37,854.0007413420217,0.5,4.889500160420424,22,0,0,2,1
50,330.4141648662375,12.015587932777432,3.9784324973761813,20,1,0,4,1
44,799.3705827959357,1.571020179665576,3.683868987149453,21,1,0,3,0
62,232.75508099191836,8.565028035793866,4.848436869685321,24,0,0,6,1
46,909.3717790500707,20.0,3.0487819862201935,14,0,1,8,0
46,1035.4752111089617,1.18767847827395,4.162849789738174,18,1,1,1,0
40,494.6359424469615,1.540585538425381,4.097865048998675,28,0,0,5,1
43,707.5256250247783,5.436281873638286,3.438640802422764,21,0,0,2,0
49,1767.0711135604313,16.82654105015206,3.8577748627004214,23,0,1,3,0
26,516.5265277644914,12.373653891602308,4.30452801188754,14,0,0,1,1
29,391.71957209279,3.494574108006709,4.454262393763855,16,0,0,3,1
55,1395.253922838451,7.926417040715163,3.0014337174131596,19,1,0,8,0
47,1774.5348216725167,0.729442009637046,4.873706860182031,20,0,0,5,1
42,666.3718419104213,18.95748184090207,3.329050744785625,23,0,0,4,1
44,1102.9365776145555,16.670484262668804,3.4671608684447186,24,0,0,9,1
49,1300.8041872453791,0.8940125268997047,3.5269468913876967,19,1,1,3,0
38,458.8658418245895,1.7792558795233624,3.075640273104071,26,1,0,2,0
35,521.8327229023016,0.5276637497063112,3.24610424718065,18,1,0,7,0
47,1230.8216784306767,1.5853319620153947,4.972699845888324,20,1,1,1,0
33,1544.5797399530818,8.462896376585956,3.630433474754572,15,0,1,2,0
50,881.337315015704,2.376613610177816,3.2306021806780985,21,0,1,1,0
26,428.41520190464826,0.5,3.2139825223492466,22,0,1,2,0
60,1796.3831402114756,2.0944657461582463,4.438919935339944,27,0,0,6,1
51,510.05295369050026,19.918490454528396,4.709137328065282,12,1,1,2,1
48,562.5224865757816,4.9669874541322825,3.5139045990169397,18,0,0,5,1
60,789.3177125094255,2.6906496364895647,3.04181902467047,10,1,0,7,0
73,1446.75762425289,0.9108389240709778,3.446180036890712,19,0,0,5,0
60,1019.4188492576163,20.0,3.1130313815935144,25,0,0,4,1
25,818.466731409286,8.597631525189314,3.206789873260083,17,0,1,2,0
30,838.5248902321861,1.652789918877025,3.863016239695285,16,0,0,4,0
37,679.7719228410344,0.5,3.459836741723265,16,0,0,4,0
45,879.250427232217,0.5,4.031891757050847,18,0,0,5,0
52,200.0,0.6413158960559024,3.5069875065143807,9,0,0,4,0
35,573.464635579574,4.3466610255777685,4.881074602205896,22,0,0,2,1
47,750.4409502700016,13.208744226866017,4.811887935852529,23,0,0,7,1
35,374.0887086488073,3.4332757772182476,4.133612210020932,23,0,1,5,0
37,806.8692690332218,9.25581144203833,3.7088479839747723,19,0,0,6,1
29,600.5010496670513,2.951929779407672,3.7622937640694714,10,0,0,1,0
33,1599.9663058425806,6.165009603393448,3.8237045662889937,12,0,0,2,0
29,1460.4645698384086,6.5814677515537925,4.455158644269888,18,0,0,5,0
33,526.9455462695507,0.9555828342106922,3.903277991037676,22,0,0,5,0
61,616.8224037964469,2.2409450112157185,4.713459893011795,19,0,0,6,1
33,640.9979233397246,5.070925892504658,4.888189571860729,18,0,0,4,1
98,530.6858687543638,0.5,3.6718923067578677,23,0,0,3,1
51,733.2689064764985,2.2434827319387614,4.12138896275136,14,0,0,2,1
47,455.25557545744005,3.8264335552468083,3.190113073665129,23,1,0,4,1
34,377.9237034535905,20.0,3.4009380955327178,12,0,0,5,1
55,908.1010054982331,3.2173447934139032,3.8269315334203204,19,0,0,1,1
37,911.2021686384729,8.465640157676816,3.412405431803558,21,1,0,9,1
46,444.8966999033171,2.8287616345110407,4.753120981577435,16,0,1,5,1
96,1040.7300482916878,7.957762143215298,3.316572512118196,21,1,0,8,1
43,485.0301895122834,4.5244646912975925,3.911321643106184,23,0,0,6,1
63,754.8979835692314,10.88396845052435,4.211398480919751,19,0,0,3,1
36,1002.4196499635035,2.646157829381812,4.383727816321689,23,1,0,6,1
44,654.0564859280801,4.635550501401643,3.7661387394530133,14,0,0,5,0
76,834.9488421356656,4.971513813887149,4.738198137449457,17,0,1,6,1
