age,gender,membership_months,distance_to_club,trainer_exp,num_visits_last_30d,avg_session_duration,group_lesson,calories_burned,high_intensity,early_renewal
22,0,13,14.9,0,5,37.4,1,465,0,0
29,1,14,13.1,85,4,31.0,0,425,0,0
33,1,22,8.7,69,6,71.6,0,533,1,1
43,1,4,8.0,65,8,75.9,1,664,1,0
43,1,7,4.6,53,5,29.0,0,506,0,0
65,0,8,8.0,106,6,48.4,1,508,0,0
38,1,13,12.8,0,6,46.3,0,491,0,0
56,0,6,10.4,20,2,38.6,1,452,0,0
53,1,6,4.7,18,12,51.6,0,560,0,0
50,0,24,3.4,31,8,23.7,0,372,0,1
47,1,21,4.3,0,7,85.2,1,603,1,0
54,0,3,3.0,73,6,118.8,0,800,1,0
40,0,3,1.9,0,7,83.4,0,548,0,0
27,1,13,6.6,118,7,56.1,0,619,0,0
22,0,22,2.1,92,10,86.8,1,748,1,1
53,0,2,3.0,72,3,77.2,1,650,1,0
51,0,16,8.4,22,7,104.7,1,651,1,1
69,0,22,2.9,60,9,82.2,0,601,0,1
48,1,6,1.4,72,3,83.4,0,635,1,0
27,1,8,5.1,90,17,42.2,0,472,0,0
36,1,23,3.7,10,5,61.6,0,588,0,1
49,1,8,8.0,33,5,54.4,0,567,0,0
18,0,6,2.0,102,6,21.1,1,383,0,0
22,1,14,11.4,82,3,51.3,0,534,0,0
62,0,3,13.6,62,5,68.6,0,528,0,0
21,0,10,11.3,85,6,80.0,0,685,1,0
33,1,3,8.2,24,4,113.5,0,773,1,0
41,0,12,13.0,4,2,43.9,0,402,0,0
33,1,17,10.6,0,9,35.2,0,343,0,0
19,0,5,0.7,74,5,106.9,0,751,1,0
66,1,20,6.2,109,4,114.2,1,746,1,1
45,1,9,12.8,21,11,68.8,0,642,0,0
49,1,21,5.5,65,9,31.5,1,391,0,1
44,1,20,1.0,2,7,68.5,0,556,0,1
37,1,7,11.3,0,3,30.9,0,320,0,0
41,0,22,12.1,64,5,108.3,0,756,1,1
29,1,4,2.8,111,6,90.8,0,731,1,0
67,0,13,8.3,0,6,44.1,0,424,0,0
52,1,13,3.3,47,2,108.7,0,685,1,0
50,1,10,10.9,0,7,83.8,1,587,1,0
50,1,18,4.4,52,6,115.3,0,785,1,1
68,0,17,5.1,33,7,118.0,0,647,1,1
60,0,20,12.8,14,7,20.3,0,335,0,0
54,1,20,7.4,0,9,32.0,0,481,0,0
29,0,13,10.2,0,7,74.7,1,572,1,0
20,0,17,6.3,0,3,115.6,0,638,1,0
18,0,22,4.8,74,8,119.4,0,742,1,1
50,1,4,9.6,61,2,76.7,0,573,0,0
57,1,1,2.7,31,6,37.4,0,580,0,0
27,0,1,5.9,81,4,36.3,0,538,0,0
60,0,15,3.5,0,5,96.4,0,659,0,0
61,0,13,10.6,15,11,79.2,1,599,1,0
46,1,17,14.2,94,5,74.9,1,712,1,0
30,1,24,14.9,11,6,66.6,0,518,1,1
29,0,8,7.0,103,6,92.5,1,758,1,0
48,0,18,4.2,0,8,105.8,0,722,1,0
63,0,13,6.9,0,12,50.3,0,419,0,0
19,1,23,12.8,31,6,42.1,1,590,1,0
68,1,14,3.5,54,5,87.0,0,620,1,1
67,0,8,14.3,0,5,111.5,0,592,1,0
52,0,8,5.5,0,6,54.8,0,522,0,0
40,0,15,14.8,53,9,47.2,1,508,0,0
34,1,13,12.7,38,4,42.6,0,539,0,0
43,0,7,12.2,109,5,45.4,1,594,0,0
25,1,5,5.1,79,11,33.5,0,421,0,0
46,1,17,0.6,0,6,79.7,0,591,0,0
43,0,16,6.0,0,7,48.1,0,537,0,0
27,0,23,4.9,3,4,81.5,0,673,1,1
43,0,2,1.0,51,7,28.3,1,393,0,0
51,1,22,7.8,4,9,31.5,1,411,0,1
68,1,18,6.3,0,7,73.6,0,529,0,0
58,1,17,9.7,81,3,71.2,0,544,0,0
24,1,7,9.5,58,5,47.2,0,539,0,0
21,0,13,2.3,29,7,102.7,0,728,1,1
70,1,18,14.7,69,9,38.7,0,463,0,0
67,1,14,3.2,48,6,56.1,1,488,0,0
62,0,18,7.0,0,7,75.6,0,534,0,0
28,1,13,7.6,101,7,106.7,1,652,1,0
46,1,11,12.3,0,4,61.9,1,567,0,0
53,1,21,1.9,108,3,59.9,0,617,0,1
42,1,21,6.7,15,7,78.0,1,575,1,1
38,1,16,9.6,81,3,51.7,1,579,0,0
53,1,23,3.6,20,4,90.9,1,666,1,1
27,0,17,9.6,33,7,44.9,0,525,0,0
54,0,8,13.9,61,7,102.3,0,692,1,0
26,1,19,15.0,83,8,47.2,1,562,1,0
41,0,20,1.0,0,4,119.3,0,733,1,0
52,0,15,3.9,36,8,51.6,1,588,0,0
66,0,9,5.0,9,5,107.9,0,718,1,0
52,0,20,6.3,65,5,59.7,0,474,0,0
65,1,10,4.0,104,5,44.6,1,501,0,0
53,1,12,3.5,32,6,42.6,0,466,0,0
35,0,21,14.3,0,2,105.0,1,703,1,0
66,0,23,13.8,26,3,50.9,0,439,0,0
56,0,20,1.2,27,3,53.9,0,457,0,1
49,1,1,5.4,0,5,39.7,0,441,0,0
41,1,20,6.4,24,6,116.1,1,800,1,1
40,0,9,4.0,38,5,44.5,1,554,0,0
49,1,22,9.6,71,2,44.7,1,501,0,0
54,1,15,9.8,112,10,114.4,0,651,1,0
29,1,1,12.8,0,7,110.1,0,700,1,0
66,1,12,11.2,0,7,44.9,1,364,0,0
30,0,3,8.4,87,4,106.5,0,742,1,0
40,1,11,10.0,61,1,45.0,1,420,0,0
42,0,2,4.5,67,4,28.4,1,378,0,0
52,1,16,9.1,61,7,102.0,0,698,1,0
58,1,9,7.6,58,5,97.2,1,800,1,0
47,1,15,2.4,0,6,49.5,1,439,0,0
34,1,12,4.0,17,6,29.0,1,467,0,0
66,0,1,4.7,36,6,40.6,0,466,0,0
37,1,13,13.9,0,6,97.1,1,775,1,0
65,1,14,3.8,94,5,116.5,0,800,1,1
42,1,8,4.7,36,10,45.9,0,558,0,0
39,0,8,5.9,34,7,101.8,0,746,1,0
30,0,12,10.1,5,8,42.8,0,395,0,0
36,0,1,2.2,0,7,88.0,0,627,1,0
66,1,11,14.3,0,7,28.4,0,425,0,0
53,1,8,13.1,41,6,78.5,1,585,1,0
29,0,10,8.9,26,4,46.9,0,447,0,0
58,1,19,10.3,64,7,112.6,0,716,1,1
36,1,11,0.7,15,8,49.0,0,561,0,0
29,1,7,5.4,83,7,59.8,0,557,0,0
26,1,11,12.0,49,9,104.1,0,737,1,0
24,1,17,1.6,6,6,63.8,0,513,1,1
45,1,1,4.6,0,4,43.8,1,482,0,0
31,0,21,9.0,49,9,74.8,1,597,1,1
48,1,21,4.2,24,2,104.0,0,735,1,1
69,1,8,14.0,0,3,63.3,0,445,0,0
36,1,23,2.4,13,6,33.3,0,459,0,1
64,1,24,12.1,0,8,58.3,0,472,0,0
33,1,6,7.9,64,5,115.4,0,712,1,0
70,0,22,11.4,0,4,27.2,1,284,0,0
22,0,18,5.0,0,4,60.8,0,444,0,0
52,0,6,8.0,72,7,84.8,1,631,1,0
29,0,5,12.9,63,7,27.9,0,410,0,0
42,1,13,7.3,113,9,54.5,0,544,0,0
69,1,19,5.7,10,9,114.1,0,776,1,1
38,0,22,8.3,0,5,23.1,0,289,0,0
53,0,8,10.9,26,5,95.2,0,718,1,0
70,1,9,6.9,0,8,104.1,0,655,1,0
40,0,17,14.1,30,4,47.7,0,513,0,0
33,1,3,4.8,77,6,41.5,0,479,0,0
56,1,19,7.4,0,4,111.5,0,747,1,0
62,1,11,11.5,30,6,96.4,0,674,1,0
70,0,24,10.5,76,7,31.3,0,422,0,1
59,0,17,13.0,0,7,41.2,0,404,0,0
56,1,21,15.0,2,5,82.1,0,687,1,0
31,1,19,6.7,0,7,61.9,0,487,0,0
48,0,2,2.1,28,7,70.4,1,484,1,0
22,1,8,0.9,0,3,115.2,1,722,1,0
52,0,19,11.0,21,5,62.0,1,618,0,1
40,1,7,13.2,0,8,108.2,0,711,1,0
46,0,17,3.7,57,6,86.1,0,626,1,1
60,1,6,2.8,12,7,32.2,1,392,0,0
28,0,19,1.4,84,8,94.5,0,680,1,1
35,0,24,12.4,0,4,72.0,0,473,0,0
64,0,6,5.0,13,7,42.5,0,387,0,0
29,0,2,6.3,100,8,49.0,0,478,0,0
26,1,6,7.8,0,8,75.7,1,643,1,0
27,1,23,12.7,0,6,80.2,0,636,1,0
61,0,5,9.9,66,6,116.8,0,772,1,0
34,0,19,9.4,51,6,105.5,1,654,1,1
55,1,20,3.0,0,7,40.6,0,435,0,0
24,1,4,7.9,68,5,97.4,0,714,1,0
63,1,22,10.9,0,6,20.8,1,280,0,0
30,0,17,14.6,16,1,33.0,0,441,0,0
57,0,11,3.4,4,6,40.0,1,448,0,0
59,1,4,0.6,86,8,79.7,0,654,1,0
26,0,13,1.6,57,2,39.5,1,500,0,0
67,1,20,5.9,21,5,56.5,1,509,0,0
44,0,17,12.4,82,8,44.3,0,510,0,0
19,1,9,0.6,90,3,53.7,0,421,0,0
22,0,4,7.1,28,6,114.2,0,757,1,0
46,1,23,5.3,0,7,119.7,0,647,1,1
54,1,14,1.3,25,8,88.6,1,625,1,1
55,1,19,7.0,71,9,77.2,0,652,1,1
36,0,3,4.2,0,9,90.8,0,548,1,0
25,1,14,5.6,59,2,97.2,1,664,1,0
65,1,8,10.7,52,4,93.9,0,800,1,0
62,1,24,8.1,0,6,28.2,1,327,0,0
18,1,1,2.3,56,9,51.0,0,643,0,0
39,1,10,14.4,0,6,54.3,0,498,0,0
69,1,18,9.7,0,6,56.9,0,459,0,0
34,0,16,11.6,53,7,54.4,1,568,1,0
24,1,8,1.6,89,5,98.7,0,800,1,0
42,1,1,1.2,0,6,94.8,0,588,1,0
62,0,12,0.8,0,1,20.5,0,293,0,0
21,0,8,3.2,32,10,49.6,1,581,1,0
53,0,24,6.5,0,8,82.4,0,596,0,1
23,1,16,14.1,120,10,32.0,1,550,0,0
48,1,18,7.1,101,11,27.1,0,454,0,0
36,1,4,4.7,52,6,102.8,0,800,1,0
61,1,6,8.6,0,7,65.3,0,535,0,0
56,0,12,2.1,70,6,105.6,0,719,1,1
44,0,9,9.3,30,7,102.4,1,742,1,0
27,0,15,8.7,61,2,109.3,0,719,1,0
43,0,16,12.0,96,5,24.8,1,463,0,0
36,0,24,14.8,0,5,38.6,0,413,0,0
56,0,12,4.1,0,4,49.6,1,508,0,0
20,1,24,7.9,80,5,33.6,0,522,0,1
62,1,23,13.7,0,7,68.5,1,594,0,0
30,1,14,11.9,19,6,99.9,0,758,1,0
67,1,13,7.6,2,4,115.1,1,714,1,0
45,1,2,14.2,27,7,109.0,0,725,1,0
37,0,3,1.3,14,6,65.7,0,607,0,0
45,1,24,14.0,0,8,83.6,0,701,0,0
25,1,22,1.2,102,3,43.1,1,406,0,1
58,0,10,8.4,12,9,60.3,0,476,0,0
56,0,9,13.4,0,5,107.1,1,691,1,0
18,1,20,4.3,0,7,22.9,0,330,0,0
20,0,8,7.3,57,6,73.3,1,583,1,0
30,1,10,5.2,50,7,107.3,0,778,1,0
45,1,19,14.3,0,3,32.2,0,506,0,0
66,0,3,12.4,0,8,118.3,0,582,1,0
42,0,24,10.8,43,8,21.2,0,369,0,1
50,0,5,9.0,23,10,108.6,0,751,1,0
55,0,3,12.4,9,4,55.4,0,543,0,0
70,0,16,6.2,69,4,33.3,1,435,0,0
23,1,17,7.0,0,3,35.7,1,565,0,0
61,0,15,11.1,25,8,90.1,0,639,1,0
62,1,3,5.7,1,9,107.1,0,800,1,0
49,0,12,1.4,0,9,84.1,0,533,0,0
62,1,9,1.6,99,6,112.9,0,761,1,0
64,0,21,2.2,104,5,104.2,0,624,1,1
38,0,12,13.1,4,6,20.9,1,452,0,0
33,1,15,7.3,9,9,86.9,1,690,1,1
38,1,2,10.8,68,2,50.5,0,547,0,0
28,0,23,6.2,8,8,65.5,0,554,0,1
54,1,18,4.3,0,4,29.4,0,430,0,0
53,0,20,5.5,111,6,48.2,1,524,0,1
52,1,12,12.0,1,1,83.3,0,586,1,0
36,0,23,9.6,57,10,41.8,0,403,0,1
37,0,4,14.1,68,7,84.8,1,661,1,0
35,1,23,10.4,0,4,112.3,0,775,1,0
64,1,16,8.8,71,5,20.5,0,496,0,0
58,0,23,9.3,103,6,98.6,0,680,1,1
66,1,16,14.2,47,5,84.1,1,727,1,0
31,1,1,11.9,39,5,24.7,0,339,0,0
32,0,22,0.8,5,5,99.0,1,800,1,1
48,1,2,8.2,90,7,42.5,1,547,0,0
18,0,3,10.5,0,6,46.6,1,478,0,0
70,1,21,11.4,112,6,29.4,0,415,0,0
20,1,20,3.6,37,4,73.4,1,583,1,1
33,1,17,13.1,11,6,69.8,0,554,1,0
40,0,20,14.4,52,5,54.7,0,627,0,0
28,0,22,3.9,50,7,36.9,0,378,0,1
29,0,21,13.3,14,7,103.8,0,648,1,1
27,0,1,1.9,51,4,107.6,1,714,1,0
49,0,20,1.3,26,8,74.1,1,540,1,1
33,1,6,2.4,110,5,44.4,1,540,0,0
25,0,15,1.3,15,6,29.6,1,506,0,0
55,0,14,12.8,47,4,106.9,1,695,1,0
29,1,20,1.4,0,6,29.6,1,346,0,0
41,0,15,4.4,28,5,21.3,0,384,0,0
45,1,14,2.0,63,3,66.9,0,587,0,1
70,0,21,4.8,89,7,93.1,0,705,1,1
25,1,24,1.8,75,8,65.8,0,558,1,1
45,0,5,10.2,47,2,25.1,0,362,0,0
53,0,6,2.4,4,6,89.0,1,655,1,0
43,1,17,12.9,0,5,84.2,1,645,1,0
25,0,11,12.3,0,6,88.2,0,592,1,0
67,1,16,0.7,52,1,41.1,0,426,0,0
45,0,12,13.5,66,6,99.6,0,564,1,0
45,0,15,0.9,38,4,67.9,0,521,0,1
54,1,23,4.0,0,7,73.6,0,609,0,1
58,0,4,1.0,15,4,74.6,1,640,1,0
53,1,18,5.4,104,6,48.7,0,482,0,0
44,1,21,8.0,105,7,45.0,0,578,0,0
34,1,3,12.1,0,3,20.5,0,359,0,0
26,1,22,5.4,25,9,59.7,0,498,0,1
50,0,8,10.7,1,5,68.5,1,472,1,0
70,0,23,3.2,31,5,94.3,1,746,1,1
37,0,3,11.4,24,10,26.7,0,382,0,0
30,1,8,3.9,63,6,112.4,1,741,1,0
45,1,18,2.6,11,6,46.4,0,358,0,1
65,0,10,3.2,85,7,56.7,1,497,0,0
46,1,20,3.1,62,3,24.8,0,448,0,1
30,0,17,7.9,4,3,85.3,1,624,1,0
63,1,8,12.7,0,6,90.9,0,567,0,0
52,0,23,1.7,8,2,112.9,0,703,1,1
23,1,11,10.8,103,12,53.7,0,630,0,0
35,1,5,10.0,90,7,45.7,0,432,0,0
68,0,13,13.2,25,5,92.6,1,634,1,0
22,0,21,4.0,16,5,90.7,0,740,1,1
64,0,23,7.0,119,7,113.7,1,780,1,1
42,0,5,13.9,0,7,40.5,0,413,0,0
19,0,24,10.1,0,7,90.5,1,608,1,0
27,1,13,6.1,43,6,26.7,1,475,0,0
47,1,6,2.4,41,3,68.0,0,552,0,0
67,1,5,4.3,0,7,31.9,0,334,0,0
62,0,9,8.9,5,6,85.3,0,560,0,0
22,1,16,10.9,33,4,80.1,1,720,1,0
50,1,2,2.3,14,8,24.9,1,432,0,0
18,0,1,9.2,48,3,52.0,0,542,0,0
35,1,8,8.5,21,5,59.5,0,580,0,0
49,1,19,8.0,0,3,44.8,1,500,0,0
64,0,11,10.5,32,3,23.9,0,345,0,0
66,0,12,12.6,0,6,51.9,1,433,0,0
28,1,12,5.2,113,6,99.3,0,683,1,0
38,0,7,13.4,0,3,56.0,0,390,0,0
43,1,13,2.8,19,7,52.3,1,495,1,0
42,1,8,3.0,63,4,114.2,0,760,1,0
39,1,22,4.4,54,9,24.2,1,346,0,1
44,0,9,2.2,62,5,96.7,0,585,1,0
66,0,7,3.8,0,6,68.3,0,576,0,0
30,1,21,2.0,63,3,114.4,1,800,1,1
50,1,24,12.4,58,10,59.3,0,530,0,1
51,0,15,2.5,39,4,90.8,0,791,1,1
58,1,2,11.3,8,5,27.0,1,345,0,0
52,1,23,1.2,0,6,112.9,1,800,1,1
18,0,20,14.3,58,3,54.5,1,542,1,0
38,0,12,10.8,67,11,72.4,1,663,1,0
65,1,1,0.6,57,9,33.8,0,433,0,0
23,0,23,11.6,12,9,114.6,0,654,1,1
45,0,22,8.0,119,5,87.3,0,639,1,1
34,0,8,11.8,77,9,25.4,1,436,0,0
22,0,5,8.1,0,5,35.5,1,291,0,0
48,1,15,9.8,113,4,60.0,0,681,0,0
22,1,1,11.9,65,10,41.7,1,540,1,0
55,0,1,6.4,0,8,50.5,0,490,0,0
20,1,10,0.5,15,3,119.7,0,752,1,0
70,1,22,12.8,0,5,85.9,0,651,0,0
40,1,10,6.0,0,10,112.2,0,789,1,0
54,0,21,7.7,0,6,63.6,0,499,0,0
70,0,15,0.6,0,9,91.0,0,592,0,0
54,1,17,7.6,70,8,66.0,1,555,1,1
27,1,22,14.8,11,13,52.8,0,521,0,0
27,0,6,4.5,22,3,71.9,1,586,1,0
36,0,3,6.2,78,3,62.7,0,583,0,0
34,0,13,10.5,0,10,118.1,1,701,1,0
38,1,16,12.3,0,1,69.6,1,624,1,0
31,1,8,6.6,73,6,101.1,1,706,1,0
26,1,15,5.0,0,9,86.7,0,631,1,0
63,0,17,14.1,15,4,68.0,0,589,0,0
18,1,17,10.3,23,7,67.4,0,570,1,0
68,1,22,2.2,42,4,54.2,0,545,0,1
62,0,13,1.5,0,6,30.7,0,379,0,0
30,1,17,7.5,98,5,96.1,0,696,1,1
21,1,6,3.7,78,4,111.8,0,800,1,0
18,0,17,4.2,56,5,41.8,1,501,0,0
66,1,16,13.2,0,3,112.6,0,781,1,0
57,0,14,1.8,0,8,43.2,1,539,0,0
49,1,13,10.9,0,7,73.0,0,546,0,0
51,1,6,4.4,48,7,54.4,0,559,0,0
45,1,3,11.5,76,7,31.5,0,406,0,0
48,1,14,11.0,0,6,25.3,1,344,0,0
25,0,14,0.6,108,6,56.5,1,548,1,0
56,1,15,7.9,38,6,24.7,1,354,0,0
43,1,8,2.5,0,7,30.4,0,342,0,0
51,0,15,13.1,0,4,34.2,0,419,0,0
20,1,22,13.1,115,6,20.2,0,381,0,0
67,1,13,6.6,0,5,35.3,0,442,0,0
29,0,17,6.9,0,3,77.7,1,611,1,0
18,1,21,4.9,75,7,102.0,1,800,1,1
61,1,24,10.9,106,8,39.3,0,494,0,1
22,0,3,5.7,38,9,28.1,1,515,0,0
47,1,6,4.4,0,10,93.0,0,671,1,0
47,0,5,6.8,63,7,20.8,0,389,0,0
34,0,22,1.8,1,8,93.4,0,739,1,1
65,0,17,11.3,15,3,33.1,0,437,0,0
64,1,23,0.7,83,5,42.8,1,520,0,1
40,1,2,9.8,100,3,32.0,0,466,0,0
32,0,15,3.2,0,8,44.7,1,486,0,0
54,0,5,3.9,51,4,99.8,0,645,1,0
38,1,20,9.7,39,7,33.3,0,412,0,0
31,0,6,14.9,2,4,119.4,0,800,1,0
19,1,6,11.8,105,6,52.7,1,690,1,0
28,1,18,3.8,70,4,112.2,0,713,1,1
68,1,18,3.1,72,6,39.0,1,443,0,0
56,1,4,13.1,0,5,38.8,0,491,0,0
55,0,17,6.9,0,8,76.5,0,570,0,0
51,1,14,2.5,58,5,25.1,0,453,0,0
55,1,14,13.0,94,4,100.1,0,759,1,0
67,1,13,12.3,0,5,64.0,1,515,0,0
51,0,7,14.8,0,6,89.9,0,624,0,0
35,1,12,13.7,102,4,37.5,0,499,0,0
47,0,23,12.9,32,4,84.2,0,562,1,1
32,0,15,1.3,0,6,79.4,0,603,0,0
44,0,19,2.0,43,6,95.6,1,776,1,1
68,1,11,8.8,106,7,49.7,1,511,0,0
51,1,15,8.2,119,10,113.3,1,790,1,1
69,1,12,7.1,83,9,116.1,0,778,1,0
55,1,3,6.3,11,5,106.8,0,718,1,0
50,0,17,6.8,0,5,77.2,1,612,1,0
41,1,3,8.8,31,12,62.0,0,520,0,0
32,0,19,0.5,3,6,25.8,1,502,0,1
47,1,20,4.3,113,4,114.7,1,800,1,1
59,1,4,8.0,0,11,115.2,1,705,1,0
68,1,3,11.0,21,11,21.9,0,489,0,0
34,1,16,3.0,64,6,55.7,1,587,1,0
22,0,12,8.4,30,6,108.0,1,716,1,0
46,0,8,10.9,113,4,28.1,1,482,0,0
21,1,24,6.9,0,4,39.7,0,474,0,0
27,0,17,0.9,3,6,117.9,0,663,1,1
34,0,7,7.0,0,11,104.7,0,652,1,0
27,1,11,4.8,68,11,111.2,0,796,1,1
34,1,18,14.0,68,6,34.2,0,333,0,0
37,0,1,2.3,81,9,41.1,1,477,0,0
41,0,3,10.0,92,4,80.5,0,622,1,0
22,1,4,1.3,114,5,70.2,0,547,1,0
51,1,13,7.0,80,5,49.9,0,538,0,0
23,0,6,8.5,0,3,108.4,0,704,1,0
70,0,14,4.8,21,4,110.1,1,653,1,0
19,0,5,7.1,105,5,49.2,1,579,1,0
30,0,16,2.9,58,7,35.6,0,487,0,0
60,0,15,4.9,54,4,34.9,0,395,0,0
60,1,15,9.5,82,6,68.4,0,562,0,0
65,1,4,4.9,5,9,33.3,0,471,0,0
28,1,8,13.5,0,3,67.3,0,540,0,0
68,0,16,9.6,112,6,66.2,0,413,0,0
64,1,16,6.9,0,13,108.4,1,751,1,0
40,0,4,1.1,85,4,49.6,0,430,0,0
33,1,13,7.7,109,7,76.1,0,601,1,0
48,1,13,11.6,88,9,94.3,1,800,1,0
28,0,2,4.4,110,9,79.6,1,642,1,0
33,1,3,12.2,20,8,115.4,1,800,1,0
25,0,22,4.2,79,7,80.2,1,681,1,1
21,1,8,12.4,0,8,110.2,0,770,1,0
57,0,24,1.7,75,7,44.5,0,397,0,1
21,0,15,13.1,79,7,76.1,1,621,1,0
42,1,11,7.7,36,6,74.3,1,633,1,0
20,0,9,4.8,5,7,118.9,0,800,1,0
49,1,7,4.3,110,5,40.5,0,503,0,0
20,0,13,6.8,0,5,34.1,0,564,0,0
44,1,2,15.0,0,5,81.2,1,560,1,0
46,1,8,3.7,0,3,42.4,0,502,0,0
49,1,7,2.0,48,1,83.9,1,743,1,0
67,0,24,9.0,15,8,117.2,1,792,1,1
68,0,12,7.6,91,4,114.7,1,716,1,0
36,0,19,8.1,82,7,43.1,0,558,0,0
38,0,7,10.2,116,6,37.1,0,319,0,0
22,1,10,4.4,2,4,76.1,0,609,1,0
35,1,16,13.7,2,9,78.7,1,732,1,0
45,1,3,6.8,0,5,86.2,0,591,0,0
59,1,10,2.4,0,6,94.1,0,743,1,0
39,1,6,11.3,53,4,80.1,0,546,1,0
38,1,18,9.8,0,8,31.2,0,330,0,0
23,0,18,5.1,75,8,99.0,1,694,1,1
18,1,5,9.5,15,4,28.0,1,509,0,0
22,1,21,3.7,71,1,22.0,0,407,0,0
58,1,7,7.0,4,6,97.0,1,689,1,0
29,0,2,13.5,16,8,74.8,1,718,1,0
43,0,11,2.4,25,11,89.9,1,757,1,1
63,0,13,6.1,0,6,58.3,1,472,0,0
51,1,23,12.4,11,3,21.1,1,325,0,0
66,1,5,14.6,80,5,53.1,0,383,0,0
31,0,6,7.1,72,7,80.8,0,631,1,0
43,1,24,7.9,0,2,42.6,1,512,0,0
62,0,14,8.8,101,5,88.8,0,627,0,0
44,0,12,14.0,50,7,99.4,0,689,1,0
26,0,4,12.9,101,9,65.4,0,523,0,0
43,1,23,3.0,39,16,107.6,0,780,1,1
64,1,6,6.8,115,5,105.5,0,800,1,0
39,0,10,7.2,0,8,107.8,0,544,1,0
64,1,18,11.9,106,6,86.1,0,633,1,0
47,0,15,9.2,111,9,50.5,0,429,0,0
60,1,8,10.0,0,5,68.1,1,478,0,0
65,1,9,15.0,0,6,91.1,1,578,1,0
34,1,5,1.6,0,6,41.1,0,466,0,0
43,0,10,3.7,0,9,93.9,0,655,1,0
53,1,20,6.4,33,6,74.8,1,717,1,1
18,1,6,5.5,41,3,29.6,1,485,0,0
25,0,16,0.8,24,7,75.7,0,507,1,1
66,1,24,1.8,0,5,26.7,1,368,0,0
52,0,3,10.4,24,4,21.4,1,309,0,0
69,1,10,13.3,0,4,109.0,1,653,1,0
32,0,11,8.0,0,3,69.0,0,576,0,0
64,1,11,8.3,56,5,74.3,0,611,0,0
39,1,17,4.2,99,7,48.0,0,550,0,0
31,0,4,11.6,4,9,74.3,0,577,1,0
43,0,4,11.4,0,8,36.9,0,446,0,0
45,0,17,9.0,17,9,94.6,0,647,1,1
40,0,9,3.6,28,5,102.3,1,789,1,0
31,0,19,1.9,36,5,105.6,0,745,1,1
41,1,5,1.4,20,7,30.7,0,427,0,0
19,0,22,9.1,0,2,75.8,1,615,1,0
62,0,24,12.5,21,2,100.9,0,685,1,1
43,1,6,12.9,15,3,32.8,0,539,0,0
31,0,3,7.2,31,6,30.0,0,437,0,0
68,1,22,11.9,20,4,101.7,1,720,1,1
24,1,1,14.2,0,8,99.7,1,708,1,0
20,1,20,4.5,26,7,64.9,0,653,1,1
64,1,22,6.3,0,1,31.0,1,451,0,0
40,1,16,14.0,68,6,71.6,0,589,1,0
63,0,23,5.4,22,13,59.5,1,466,0,1
60,0,11,13.8,116,5,71.9,0,516,0,0
64,0,13,14.7,73,5,64.0,0,515,0,0
62,1,10,10.1,19,1,76.9,0,701,0,0
35,0,3,12.3,97,8,92.7,0,651,1,0
55,1,9,11.4,15,6,97.5,1,687,1,0
52,1,12,10.6,44,5,84.9,0,543,1,0
68,1,23,5.0,4,6,39.9,0,556,0,1
32,1,14,1.3,76,8,59.7,1,616,1,0
42,0,1,5.5,82,10,27.1,0,443,0,0
54,1,18,10.2,10,7,65.2,0,619,0,1
45,1,17,2.0,114,8,117.0,1,800,1,1
27,0,9,0.7,58,9,84.2,1,677,1,0
56,0,9,2.5,0,5,35.5,0,464,0,0
34,1,23,10.9,17,8,46.9,0,517,0,1
56,1,10,14.6,112,5,26.5,0,457,0,0
39,1,19,14.8,109,6,38.2,0,522,0,0
43,1,15,7.7,0,3,68.8,0,588,0,0
61,1,5,13.1,93,6,54.5,0,504,0,0
42,1,15,11.2,6,3,40.4,1,507,0,0
34,0,20,7.8,66,11,34.7,0,473,0,1
30,0,23,8.8,60,8,85.6,1,705,1,1
37,0,2,2.5,0,7,75.8,0,630,0,0
42,1,13,14.1,0,5,104.3,0,733,1,0
21,1,24,5.6,65,7,38.3,0,531,0,1
27,1,16,7.0,0,4,104.8,0,691,1,0
20,0,15,10.2,53,3,77.8,0,593,1,0
58,1,10,5.3,63,10,46.6,1,572,0,0
62,1,14,4.2,1,9,47.4,1,484,0,0
35,1,10,9.7,11,2,59.0,1,579,1,0
64,1,14,0.9,25,6,66.0,0,644,0,1
53,0,23,11.0,33,7,28.3,0,459,0,0
64,1,9,8.0,0,3,104.2,1,723,1,0
39,0,14,9.3,111,6,32.2,0,395,0,0
51,0,3,9.7,92,5,68.3,1,573,1,0
64,1,20,8.1,110,5,58.3,1,612,0,0
25,1,16,8.9,52,10,71.2,1,648,1,1
57,1,2,10.4,70,6,108.7,0,711,1,0
66,1,10,11.4,0,4,118.9,1,800,1,0
61,1,3,11.0,57,7,22.0,1,437,0,0
36,1,11,13.1,0,5,59.3,0,497,0,0
59,1,11,3.2,111,13,101.8,1,763,1,1
58,0,21,6.3,99,3,52.7,0,537,0,0
54,0,21,14.2,0,6,84.9,0,516,0,0
23,0,22,6.3,88,7,119.2,1,793,1,1
69,0,13,2.3,113,9,84.7,0,592,0,1
43,0,7,8.1,58,6,31.1,0,430,0,0
51,0,23,2.1,0,9,104.3,0,704,1,1
62,0,17,3.4,12,8,116.7,0,709,1,1
23,1,2,15.0,40,8,91.3,0,616,1,0
54,0,12,8.3,116,7,61.9,1,606,0,0
