order_id,region,distance_km,weight_kg,delivery_time_days,estimated_time_days,delivery_cost,courier_id
78,Center,43.4,3.74,12.6,8,246.39,177.0
377,East,58.1,1.01,2.9,6,613.21,138.0
311,West,322.7,0.84,14.1,7,769.97,
116,Center,123.2,8.51,1.7,8,852.12,142.0
11,Center,185.6,2.06,7.0,8,331.21,186.0
343,South,117.3,0.09,5.5,7,191.74,152.0
593,South,42.0,3.3,,5,238.97,156.0
533,West,67.7,8.7,1.5,7,189.54,172.0
464,East,154.0,7.66,1.3,8,747.12,104.0
346,North,159.2,4.92,8.1,7,344.04,
906,Center,76.9,4.41,5.1,4,185.22,121.0
330,North,264.0,4.82,1.4,2,920.36,191.0
825,West,6.0,2.69,16.7,9,695.01,113.0
557,West,186.0,10.96,6.7,9,898.22,188.0
833,Center,369.0,14.5,9.1,3,583.21,135.0
372,West,98.0,6.63,3.3,2,973.88,195.0
129,North,98.7,3.32,2.1,9,708.3,165.0
837,West,129.7,1.61,10.0,5,686.85,168.0
607,South,330.4,9.22,,9,708.04,154.0
889,North,15.0,0.78,4.2,2,903.73,122.0
746,East,173.4,8.06,4.9,3,615.69,191.0
267,Center,89.3,4.68,1.9,6,232.62,131.0
725,Center,29.8,13.49,5.2,2,732.97,143.0
502,East,161.5,3.91,3.6,7,382.07,121.0
91,East,20.0,4.92,2.0,7,226.45,112.0
30,South,137.6,0.17,,5,238.26,112.0
886,South,179.8,4.14,,5,502.76,165.0
369,West,176.7,0.8,3.8,7,413.26,184.0
349,East,644.9,3.51,6.3,4,109.33,116.0
659,North,28.0,4.36,4.4,9,592.11,189.0
457,East,414.5,3.4,3.1,7,516.81,143.0
269,East,111.1,1.16,8.8,8,112.81,
306,North,377.4,1.57,5.7,8,393.25,196.0
705,East,13.1,0.07,2.1,3,765.88,101.0
462,Center,275.1,3.98,3.0,6,865.72,115.0
321,East,253.2,0.89,11.4,5,561.19,
773,North,26.6,2.87,11.2,2,550.84,
658,West,49.2,1.64,9.3,2,680.8,166.0
741,West,58.8,0.79,4.5,9,364.02,132.0
153,West,75.8,7.14,2.9,7,114.11,103.0
996,South,353.7,0.6,3.1,5,316.96,137.0
189,East,138.7,5.94,2.1,7,370.73,105.0
891,South,427.8,17.34,,3,562.89,180.0
922,East,95.3,2.65,8.6,3,361.51,
463,West,47.0,6.9,7.4,8,559.02,
268,West,16.0,2.58,8.0,2,243.97,142.0
975,West,1.9,0.31,12.2,3,912.11,
428,Center,104.1,0.42,2.1,2,950.51,164.0
606,South,88.9,6.48,,8,900.27,186.0
792,South,74.2,10.07,,7,895.73,120.0
404,Center,231.2,1.93,3.2,8,903.34,133.0
386,South,250.1,7.47,3.2,7,634.42,109.0
845,Center,131.4,2.62,9.8,9,116.91,
701,East,38.6,5.54,18.0,8,545.97,
61,West,136.1,1.86,13.3,2,102.67,190.0
876,East,212.3,6.51,1.0,6,942.28,119.0
302,North,620.3,0.97,0.4,6,279.5,111.0
454,East,85.8,4.12,1.0,6,931.32,106.0
487,East,163.7,7.39,8.0,9,178.7,
775,South,68.5,2.6,,6,785.9,187.0
34,East,218.1,0.19,3.6,2,364.53,191.0
980,South,398.2,9.52,,9,345.71,124.0
505,North,426.4,,0.9,8,752.23,103.0
286,Center,22.2,3.56,9.1,7,415.01,
178,South,139.1,1.68,,8,480.06,172.0
988,East,3.6,,5.6,5,807.06,162.0
990,East,16.3,,3.9,3,731.34,153.0
991,Center,233.1,8.19,3.1,6,744.73,115.0
210,South,466.7,6.83,3.4,7,792.06,142.0
158,South,55.8,0.37,,2,667.41,169.0
761,West,11.3,4.42,13.6,7,210.44,182.0
856,Center,14.4,5.53,3.9,5,824.72,160.0
529,East,139.4,6.12,1.6,3,900.97,157.0
884,West,283.1,10.98,1.3,3,881.66,161.0
472,North,266.0,1.6,3.5,5,266.74,189.0
855,East,467.3,8.19,4.3,4,913.75,117.0
719,West,185.0,12.87,11.1,2,730.63,
348,East,175.0,3.17,1.4,4,857.78,173.0
25,West,70.9,0.05,6.6,6,545.28,154.0
20,South,47.3,8.19,,9,960.25,187.0
575,West,115.3,4.3,3.1,3,487.69,165.0
72,North,260.1,0.36,0.6,5,334.5,103.0
271,South,220.9,6.79,6.9,2,831.07,102.0
132,Center,89.3,0.97,6.0,4,316.61,168.0
620,North,169.4,3.59,3.5,9,512.74,109.0
688,East,203.9,8.2,12.2,3,634.48,145.0
869,Center,420.5,1.9,7.2,6,154.51,
950,North,97.9,2.59,3.0,9,889.73,114.0
307,South,472.9,5.32,5.0,3,313.85,105.0
893,Center,248.2,7.8,1.9,2,968.06,115.0
745,West,20.8,1.57,3.6,3,641.67,158.0
9,West,499.7,5.02,6.7,4,311.0,145.0
648,Center,51.5,4.11,12.3,8,327.2,
483,East,12.7,8.76,1.6,7,115.72,185.0
672,Center,3.5,2.74,6.9,7,740.85,114.0
239,North,981.9,5.15,5.3,8,941.99,185.0
553,Center,459.7,10.64,2.0,5,827.35,107.0
262,Center,165.1,4.67,4.4,8,209.4,142.0
27,East,79.7,2.61,4.2,6,244.34,116.0
329,North,445.2,4.33,5.2,2,207.9,198.0
424,East,277.0,0.04,2.6,4,752.09,181.0
354,North,71.1,0.37,3.4,4,851.2,120.0
481,East,404.9,0.19,4.6,4,133.46,103.0
804,West,198.4,10.68,7.2,9,773.73,
946,East,216.6,1.81,7.1,6,825.36,
338,East,200.9,4.45,7.4,7,147.24,108.0
512,North,24.8,,7.4,5,652.51,
52,South,53.4,5.45,,8,128.82,175.0
220,South,652.0,0.37,,3,153.74,108.0
155,West,229.0,14.37,2.5,7,177.07,110.0
617,South,413.2,1.94,,6,968.63,175.0
572,West,14.8,0.79,1.6,2,340.57,137.0
987,South,141.0,14.25,1.3,8,641.79,168.0
263,South,75.5,0.64,,2,204.76,142.0
973,North,191.9,7.49,7.7,3,578.7,
117,Center,65.5,2.13,6.1,3,779.57,115.0
441,East,443.9,4.63,13.7,9,794.94,106.0
817,East,264.0,6.91,7.9,4,251.28,
812,South,75.7,2.81,12.6,3,255.9,
683,North,438.8,6.49,2.2,3,210.56,152.0
509,West,225.7,1.73,11.7,3,492.62,
699,Center,38.3,3.66,4.1,2,614.69,178.0
33,Center,15.9,1.66,8.8,4,826.21,
182,North,87.4,5.95,10.8,3,326.44,
791,East,363.4,1.3,10.8,9,125.64,
985,East,61.9,0.27,3.8,8,626.15,161.0
326,West,38.2,3.48,7.9,5,107.28,149.0
407,South,429.4,4.72,,3,148.07,156.0
925,South,223.1,8.17,9.2,9,906.27,
206,South,128.1,1.97,2.8,6,495.98,197.0
385,East,246.2,12.14,2.6,4,325.8,190.0
415,West,259.1,1.72,0.7,6,867.83,109.0
281,South,26.9,,,5,164.69,145.0
865,West,334.5,0.57,6.1,2,994.99,137.0
955,North,57.2,0.29,8.4,7,855.18,
31,Center,64.6,4.46,4.6,3,262.02,102.0
461,South,199.2,2.06,,8,925.19,112.0
801,North,141.9,4.23,7.9,7,172.28,
120,South,433.5,0.53,7.9,8,901.67,
703,South,493.4,4.61,5.0,9,120.96,194.0
136,South,21.3,0.6,0.7,9,874.59,132.0
686,East,289.0,5.61,12.4,6,199.86,
100,South,227.9,4.39,1.0,6,733.86,185.0
566,South,148.7,5.64,,6,598.77,192.0
836,East,142.9,8.73,8.7,8,341.85,
439,North,98.4,1.59,4.6,3,217.58,120.0
981,South,497.7,7.51,2.7,3,663.8,152.0
251,Center,140.2,1.48,4.7,2,469.46,111.0
323,South,590.4,,,5,837.53,180.0
35,West,54.2,26.1,6.3,2,328.52,106.0
28,Center,65.2,3.08,6.5,9,682.83,120.0
583,North,59.1,0.69,2.8,2,387.33,179.0
398,West,6.7,5.65,0.6,9,139.79,161.0
73,South,24.5,3.26,,6,592.22,193.0
470,South,476.7,7.79,,4,636.98,162.0
420,West,209.9,6.0,7.3,8,469.15,
285,West,218.6,0.77,10.0,4,548.66,159.0
233,East,153.3,14.96,5.2,3,874.65,102.0
465,North,267.3,1.96,10.2,4,820.71,188.0
581,Center,121.9,12.76,4.2,8,228.34,115.0
175,South,139.9,4.12,,9,218.93,169.0
602,West,32.5,0.58,9.1,2,476.03,
901,West,205.0,12.25,2.6,4,297.34,119.0
594,Center,445.6,5.78,3.0,4,840.5,166.0
726,Center,111.1,5.0,5.8,3,902.14,196.0
133,North,18.8,0.78,11.5,8,889.44,136.0
135,West,19.4,12.3,0.7,2,519.67,186.0
98,West,258.0,1.65,2.1,3,895.45,173.0
395,North,185.2,1.09,2.5,5,321.25,187.0
787,West,254.0,6.55,8.0,8,374.87,
365,West,62.8,4.79,3.2,8,701.53,133.0
861,North,281.3,7.33,6.2,5,512.79,123.0
565,South,73.0,1.05,,2,669.76,188.0
936,Center,324.1,5.81,15.7,3,834.81,
362,West,298.3,1.78,9.9,5,551.81,
554,Center,304.6,8.19,7.5,5,217.55,
414,North,586.0,5.99,0.7,2,301.54,127.0
811,Center,251.1,1.01,4.0,7,760.6,189.0
283,South,287.5,1.08,,8,911.97,145.0
207,North,146.7,8.49,9.6,8,523.21,
968,Center,391.4,4.45,2.9,2,127.51,101.0
591,Center,61.1,5.11,17.8,9,461.47,100.0
466,East,197.4,6.39,1.8,4,544.14,137.0
373,East,306.9,0.28,2.7,5,984.77,183.0
214,West,459.5,2.95,3.2,3,523.53,178.0
258,North,260.7,1.53,2.2,9,330.39,133.0
844,East,150.7,2.68,1.9,7,153.93,146.0
902,Center,106.8,10.6,1.4,7,374.73,165.0
391,East,1507.7,9.24,9.0,9,579.6,120.0
399,West,138.3,3.44,8.9,7,320.15,
532,East,253.9,1.26,2.4,3,812.34,155.0
645,Center,72.6,6.21,8.6,4,741.29,134.0
519,Center,202.6,1.77,5.5,5,342.29,180.0
933,North,326.8,1.77,6.4,9,780.8,186.0
764,South,182.1,0.36,11.3,6,896.97,109.0
963,West,15.2,1.59,5.7,9,491.22,165.0
126,West,141.8,19.94,9.4,9,590.31,
977,Center,60.1,2.38,7.0,9,466.6,149.0
60,Center,492.3,7.75,7.1,8,532.67,
702,East,39.1,16.27,5.3,2,551.47,107.0
937,Center,85.8,12.23,15.4,3,299.8,160.0
879,South,11.0,0.19,,9,176.16,146.0
374,North,135.8,10.94,1.1,2,621.69,153.0
429,Center,704.3,6.3,5.1,2,988.9,102.0
259,Center,76.1,0.03,9.3,8,694.58,
697,South,146.1,8.45,2.7,2,215.01,104.0
969,Center,241.1,3.03,2.4,3,972.9,155.0
948,South,92.0,23.58,,9,318.01,163.0
851,East,88.1,1.85,5.0,8,216.97,142.0
784,South,68.2,3.18,,7,922.42,147.0
935,South,385.7,0.74,1.3,8,602.63,193.0
834,Center,131.9,3.29,6.8,7,604.95,178.0
496,North,76.3,4.25,2.6,7,345.41,122.0
504,Center,66.6,4.26,6.1,9,116.69,175.0
273,West,229.5,1.35,10.3,6,765.57,
79,West,75.2,7.22,1.7,5,466.97,155.0
852,North,64.1,1.73,3.1,3,547.01,133.0
8,South,259.0,2.87,,2,680.35,106.0
425,North,260.1,0.5,7.5,6,680.62,
600,West,176.2,8.25,8.7,8,617.58,
76,North,44.8,12.13,11.6,3,951.25,141.0
770,South,53.3,9.65,0.9,4,357.57,119.0
671,West,308.9,,11.7,9,609.68,
211,East,10.4,,3.3,2,719.76,100.0
151,South,522.5,3.37,11.3,3,540.36,
45,West,40.6,17.17,3.0,2,532.92,118.0
36,East,134.4,3.29,2.4,9,657.97,125.0
843,East,323.4,2.55,8.0,6,784.72,182.0
160,East,22.1,7.61,9.1,2,162.09,168.0
177,North,0.8,7.23,10.4,9,504.41,
543,West,293.2,1.32,2.1,8,331.13,161.0
445,West,659.1,2.59,3.0,2,117.19,127.0
215,West,565.6,11.3,3.5,9,290.26,125.0
303,North,504.2,6.31,4.7,5,670.43,102.0
700,Center,658.8,4.16,2.2,5,375.01,181.0
830,East,1.0,3.41,7.0,6,330.29,134.0
945,Center,53.9,6.65,4.3,7,269.64,140.0
213,Center,83.4,2.97,1.7,9,761.02,161.0
643,North,188.3,11.39,4.9,5,556.51,101.0
556,Center,18.1,1.75,15.7,3,671.35,
507,East,187.2,4.98,6.6,9,381.99,163.0
121,South,2.0,16.34,,6,629.29,102.0
332,Center,961.5,11.26,2.7,4,262.54,132.0
443,North,31.4,10.09,1.8,3,111.91,107.0
319,North,226.3,1.77,2.6,8,805.27,172.0
850,Center,289.9,0.23,5.9,8,338.02,150.0
130,East,55.2,3.25,1.5,9,994.27,175.0
601,South,147.3,1.05,,7,203.65,147.0
576,West,340.5,0.21,6.1,9,683.3,171.0
667,East,439.4,0.98,10.8,3,651.52,
790,South,80.4,9.24,,7,169.33,169.0
198,West,79.4,13.25,0.9,4,593.03,138.0
517,North,120.4,4.87,8.4,8,214.05,
351,Center,147.9,3.6,2.8,5,454.5,189.0
805,East,92.5,2.63,2.0,6,354.01,127.0
589,South,19.0,1.2,2.4,8,680.53,100.0
396,West,10.2,11.16,6.0,7,880.11,181.0
610,West,73.0,5.56,2.4,2,948.91,111.0
83,North,23.8,20.71,2.5,8,769.75,187.0
786,North,179.0,1.35,8.7,6,139.24,
640,East,131.7,0.68,9.1,2,942.22,174.0
388,West,213.9,7.0,13.1,9,391.47,
897,West,478.0,0.41,4.3,6,275.75,100.0
562,South,178.4,0.26,4.9,3,205.4,188.0
278,Center,62.2,0.29,4.1,5,781.2,109.0
521,East,349.3,1.27,9.8,4,894.82,
559,East,223.5,3.2,7.4,6,399.05,140.0
651,Center,320.4,2.08,4.1,7,280.06,173.0
159,East,536.6,9.63,7.9,6,576.92,
823,East,133.0,1.27,1.2,2,986.02,180.0
375,Center,39.9,6.07,6.9,8,100.98,146.0
944,South,343.9,6.11,,2,918.57,164.0
932,North,8.2,9.13,2.1,5,370.17,183.0
238,North,253.1,0.33,7.9,9,462.93,174.0
931,West,419.8,1.95,2.0,7,970.26,175.0
209,Center,124.0,1.98,2.9,6,194.72,176.0
664,South,126.4,5.11,,4,165.75,118.0
530,Center,115.1,,4.9,5,860.8,102.0
448,East,367.9,1.62,11.9,6,233.51,
383,West,617.7,0.03,16.7,3,591.27,
115,Center,72.1,11.77,3.2,4,636.75,192.0
458,North,6.2,16.3,11.1,8,241.85,145.0
871,East,213.5,5.02,2.3,8,743.7,110.0
828,West,153.4,3.59,5.6,4,634.97,160.0
146,Center,0.3,5.05,12.6,6,130.57,
584,East,104.5,4.07,5.4,4,453.21,124.0
223,South,186.7,7.21,,4,141.44,101.0
174,North,87.7,2.1,3.6,8,879.26,186.0
106,Center,513.2,0.36,2.7,2,720.9,119.0
389,North,44.2,15.58,4.1,5,672.88,174.0
940,West,453.2,16.24,2.9,7,613.41,117.0
295,West,1463.5,,3.1,7,605.51,134.0
81,Center,203.4,12.49,7.6,7,694.9,
148,North,147.5,0.43,0.1,2,519.35,148.0
608,West,98.2,,5.5,7,324.71,143.0
124,East,80.6,2.54,4.4,7,555.37,109.0
361,North,434.2,9.97,6.9,3,117.39,165.0
656,South,137.9,1.98,2.3,3,301.93,173.0
453,North,65.5,10.76,5.9,4,719.97,132.0
204,West,936.6,12.95,2.3,4,555.73,166.0
531,Center,83.0,2.41,14.0,7,367.25,150.0
878,East,34.6,450.0,20.7,9,399.38,
498,Center,69.8,9.68,6.6,9,894.68,170.0
756,Center,21.0,2.68,4.7,7,120.24,197.0
47,South,112.0,31.7,,4,196.04,151.0
711,West,164.1,3.75,8.0,2,575.52,
419,Center,158.4,4.37,7.0,8,377.91,166.0
518,West,37.1,6.13,5.1,2,759.72,127.0
669,East,7.2,4.19,1.8,2,209.59,190.0
859,North,209.1,5.69,3.2,4,850.05,104.0
951,West,85.0,0.32,16.0,6,279.12,
363,North,265.8,1.07,3.6,9,629.48,178.0
967,North,74.1,2.05,3.4,9,663.45,168.0
64,South,260.9,6.04,,5,969.4,111.0
510,West,42.1,2.49,8.9,9,982.76,
747,South,197.7,3.02,,5,512.54,140.0
162,South,146.9,0.57,,6,898.45,128.0
582,South,188.2,0.55,12.7,9,601.05,
526,South,217.0,2.32,,9,862.82,130.0
986,North,178.7,3.05,7.0,2,989.81,175.0
744,North,32.0,1.03,2.4,9,812.06,131.0
274,South,410.3,,,9,490.19,139.0
657,East,115.5,2.87,5.2,4,417.56,195.0
68,North,96.7,7.67,3.3,5,416.48,186.0
738,South,22.5,4.63,,2,376.3,186.0
983,Center,33.4,8.35,4.8,3,736.71,159.0
99,East,140.8,8.59,8.0,5,385.27,
185,West,219.2,17.23,0.2,7,143.7,163.0
779,South,547.2,3.76,,3,510.33,120.0
803,Center,967.5,5.42,4.5,3,278.52,100.0
455,East,513.2,1.03,7.3,8,405.84,102.0
5,North,161.6,3.08,7.5,3,289.52,
789,West,144.5,5.7,3.7,4,956.0,134.0
228,North,12.9,10.64,4.2,6,670.67,181.0
558,East,11.8,9.18,7.4,3,483.61,
229,East,96.9,3.75,8.9,4,121.7,
230,South,117.6,8.71,,7,907.99,192.0
172,East,624.3,3.95,6.6,8,774.5,160.0
406,East,235.0,9.34,12.2,2,300.06,167.0
298,Center,32.2,0.88,3.9,6,352.05,172.0
731,Center,301.3,2.55,9.3,9,854.57,
650,South,381.1,,3.4,9,967.46,163.0
992,East,307.4,1.58,7.0,6,508.97,154.0
899,North,126.3,7.68,5.6,7,244.09,155.0
912,West,466.3,5.83,6.8,7,861.65,135.0
799,West,184.5,3.59,16.1,5,620.85,
993,North,317.2,3.19,1.1,4,526.74,193.0
868,Center,380.1,0.19,1.1,7,903.29,136.0
663,Center,55.8,0.77,2.0,8,191.77,117.0
393,South,112.8,0.92,,4,786.75,196.0
999,East,63.7,5.28,3.3,7,347.47,141.0
919,North,379.2,0.18,17.5,8,705.84,
520,East,735.9,2.66,5.1,8,503.75,186.0
382,South,95.2,9.86,,3,838.97,144.0
16,West,22.5,0.07,6.4,6,578.25,164.0
956,North,3.1,5.59,9.5,9,765.73,
539,Center,131.9,30.13,5.0,4,635.1,100.0
921,North,36.7,2.17,1.7,9,802.17,130.0
164,Center,3.1,0.06,6.8,7,210.1,172.0
908,East,540.8,20.06,4.4,6,765.41,149.0
59,East,27.2,0.86,6.5,9,872.48,117.0
447,North,819.5,17.79,0.5,2,672.06,165.0
964,Center,449.2,6.42,3.3,2,483.8,198.0
459,South,19.1,7.34,3.6,7,631.28,160.0
316,Center,191.1,3.66,9.2,4,269.81,
242,East,223.0,5.29,4.3,2,960.9,132.0
750,South,310.6,2.4,,2,505.03,110.0
954,South,225.3,5.6,,2,999.18,117.0
23,East,68.6,10.37,7.2,8,584.37,
758,North,219.6,3.28,5.8,6,724.96,130.0
90,North,282.6,4.89,6.3,2,749.52,106.0
895,East,312.7,2.12,5.8,2,116.44,189.0
436,South,13.6,9.79,,5,854.46,172.0
416,North,49.6,2.05,0.9,7,328.63,144.0
308,North,156.0,2.47,3.5,5,581.91,181.0
571,West,67.3,2.33,13.8,4,843.73,
875,North,395.9,0.5,10.4,8,624.79,120.0
118,South,92.2,8.24,7.3,4,777.65,
108,East,261.8,3.46,7.5,4,217.65,
549,North,146.9,12.29,6.1,5,715.81,161.0
236,West,273.0,16.33,1.0,6,255.2,195.0
237,West,667.3,3.96,4.3,7,834.14,194.0
142,South,506.7,1.27,,3,145.47,143.0
197,West,67.7,8.96,7.3,4,111.94,183.0
276,North,771.9,4.03,10.7,5,659.25,166.0
56,East,265.4,1.19,1.2,7,972.33,147.0
720,West,328.8,1.31,12.1,6,331.89,
890,West,68.6,11.74,1.4,9,960.28,112.0
826,North,2.0,6.87,4.6,6,399.49,133.0
971,North,15.9,1.2,0.9,8,941.74,161.0
387,Center,58.2,3.0,2.0,3,287.24,113.0
92,North,5.6,11.09,7.4,7,450.45,
240,North,239.7,4.43,1.5,4,954.91,166.0
165,South,303.3,3.98,5.4,6,948.16,191.0
822,North,39.8,2.86,13.9,8,521.3,111.0
491,South,238.4,3.07,,8,297.08,128.0
907,North,694.5,1.51,10.3,6,758.89,
587,Center,184.3,0.24,8.1,2,715.0,155.0
63,South,7.8,0.05,,8,391.39,162.0
585,North,226.4,11.22,1.6,9,351.39,103.0
366,North,436.9,2.93,6.3,3,305.36,135.0
679,South,33.7,2.09,,8,541.32,140.0
314,Center,12.4,0.56,5.3,2,156.59,198.0
915,Center,23.8,1.33,3.9,8,628.64,161.0
782,Center,22.4,11.81,1.3,2,584.65,184.0
150,East,291.6,1.74,9.3,7,736.14,194.0
289,West,327.7,2.77,3.2,6,158.41,126.0
734,Center,166.2,5.68,0.9,5,819.07,130.0
340,West,117.0,6.71,7.2,6,938.64,150.0
923,South,87.3,0.09,,9,350.04,134.0
168,West,331.5,3.89,3.2,8,541.32,119.0
535,South,88.1,,8.9,5,707.91,160.0
180,South,715.7,2.29,6.2,3,435.05,159.0
392,South,194.8,7.15,,7,783.2,161.0
43,North,341.1,5.31,1.7,7,710.68,118.0
152,West,132.2,2.89,5.2,3,271.85,124.0
613,Center,100.4,9.03,6.7,3,971.34,173.0
534,Center,57.5,4.69,5.9,2,840.49,109.0
85,Center,152.2,7.44,4.8,4,933.54,134.0
707,East,184.2,4.3,5.8,8,319.81,171.0
226,East,325.8,0.26,1.2,5,386.81,139.0
451,North,67.6,5.72,7.8,9,843.76,185.0
310,North,59.4,6.58,14.1,9,717.13,185.0
114,South,209.7,1.61,2.5,9,257.45,147.0
649,East,104.3,5.93,2.9,7,618.86,103.0
842,Center,24.5,20.28,5.6,3,777.93,111.0
774,East,655.1,2.49,2.7,2,956.03,197.0
523,West,94.4,3.35,14.2,3,482.11,
642,Center,88.9,9.31,7.2,3,737.85,150.0
810,North,44.8,2.35,5.5,2,502.22,164.0
629,North,145.6,6.73,3.5,9,539.6,189.0
256,East,439.0,2.92,5.0,8,444.09,165.0
917,East,172.1,1.5,4.9,7,783.15,192.0
218,West,120.6,0.8,2.4,3,629.67,108.0
335,West,111.3,6.4,2.4,6,851.38,152.0
179,East,96.8,10.93,10.5,4,327.3,106.0
475,South,390.9,1.59,14.5,5,688.27,
19,West,118.6,1.25,8.8,5,218.78,
191,East,37.1,0.29,1.3,7,596.83,163.0
862,Center,223.1,2.96,3.5,6,791.72,192.0
685,East,30.8,0.89,0.7,3,141.85,121.0
755,West,39.6,1.37,5.1,6,729.26,141.0
190,South,107.3,8.73,14.0,4,302.03,
677,North,2.2,16.04,10.5,5,300.47,
261,East,43.2,17.99,3.0,8,807.49,195.0
785,Center,176.2,2.65,3.0,6,294.2,179.0
65,North,150.2,0.6,4.7,6,920.6,186.0
