days_since_last_visit,visits_last_30d,avg_session_len_min,classes_attended,trainer_assigned,promo_used_last_90d,contract_type,days_to_expiry,feedback_score,missed_classes,churn_30d
29,3,58.66814197384325,3,1,0,2,36,3.3288905314986104,0,0
5,3,70.35126588091758,3,0,0,4,57,4.834813546959555,0,1
24,4,92.57298062939589,4,0,0,3,4,3.2213402754259275,4,0
36,1,58.29946814419157,2,0,0,5,38,4.138692566949013,0,1
1,6,63.678751295752,5,0,1,1,8,5.0,0,0
21,4,50.02457977822451,2,0,0,4,6,3.485990716481391,3,0
4,8,69.85697023764158,3,0,0,3,40,3.9296645498831144,1,0
2,9,,7,0,0,1,19,3.5946386415703295,2,0
13,3,59.82883264508012,2,0,2,2,9,4.311399897108268,4,0
18,5,45.749016053191255,3,0,0,4,25,4.100562770218521,6,0
7,7,30.0,3,0,0,4,3,4.883237097162869,1,0
0,8,100.40683746991265,2,0,1,4,37,5.0,2,0
35,6,72.02862007361061,5,1,0,4,23,3.1274822816364174,2,0
19,5,72.13275971918804,1,0,0,4,13,3.9223235212212777,2,0
4,10,73.6338758459087,7,0,1,1,40,3.990429434882386,1,0
10,7,81.37597122403155,6,0,0,4,0,3.4313687052968564,2,0
0,14,62.43582721316997,9,1,2,5,16,4.835719142381736,0,0
6,4,73.02279792168666,3,0,1,4,44,3.7532652299493554,0,0
11,4,52.49232226651992,3,0,1,5,23,4.969435501567578,1,1
10,3,57.416687708199774,2,1,1,3,26,4.431941082059433,1,0
3,5,,7,1,2,5,6,3.340355918276217,2,0
22,5,63.02896761767573,2,0,0,5,8,4.144631567345711,0,0
5,9,52.05006914599588,4,0,0,4,42,4.618491105891838,0,0
13,11,58.00326178724779,5,1,1,5,34,5.0,1,0
4,4,72.43690140646892,0,0,1,2,57,3.119138497793306,1,1
8,5,64.53094897927527,7,1,0,1,11,4.508125633077441,1,0
3,5,75.45081567477783,2,0,1,5,20,4.475740069184875,2,1
15,6,51.13832583143031,5,1,1,5,2,4.175751229920195,1,0
8,4,,6,1,1,2,14,4.893722446954084,0,0
0,4,50.407337774242,0,0,0,3,20,2.5274577362510193,5,0
0,7,57.35931572621005,3,0,2,1,9,3.9283110217327786,1,0
9,7,55.40238974634993,6,0,0,3,32,3.6511749814577446,0,0
3,7,44.79313530321518,8,0,0,5,45,4.199001907551055,0,0
13,7,53.80763261054242,8,0,2,4,58,4.283849653516612,0,0
7,6,,4,0,0,3,51,4.07402368384657,2,0
15,6,46.26156227689328,1,0,2,4,5,3.2436355123172245,0,0
45,1,50.040868616659886,1,0,0,1,1,4.4871640706325,3,0
11,6,78.6551888673183,6,1,1,3,28,4.128175592291546,2,0
23,1,81.26815317090933,1,0,1,4,54,3.7938167435773216,1,0
20,3,72.4808759531348,3,1,0,5,39,3.3433888109091985,1,1
38,1,85.62020716893421,0,0,1,5,32,4.477038569105919,3,0
3,8,80.46982638074212,5,0,3,1,60,5.0,1,0
26,3,58.67311255265278,1,1,2,5,3,5.0,0,0
35,1,89.83731016701135,0,0,2,5,58,3.7686322580038234,4,0
7,6,83.39287291166306,7,1,1,5,3,4.715201279944326,1,0
5,7,58.91319525754965,6,0,1,4,28,4.521034771734582,0,0
45,2,63.76841322282464,2,0,2,4,36,3.1542342526276794,4,0
14,4,50.07244271389859,0,0,0,3,59,4.318495763734068,2,0
7,8,58.56407493299369,2,1,1,2,59,4.852859080951841,1,1
23,4,36.684167542502976,2,0,3,3,19,2.6550813923451004,4,0
5,14,51.20257337636488,8,1,1,3,40,3.844276330152523,0,0
2,10,71.90811052133645,4,0,0,4,22,3.6694518591105214,1,0
11,8,44.63570505597217,5,0,2,5,44,4.516515380169955,1,0
12,3,55.30204427204907,2,0,0,4,17,3.1481129259767386,1,1
26,0,68.37808668127354,0,0,0,2,48,3.518700210842288,3,1
9,5,55.65647803129233,2,0,1,5,24,4.074910894146962,1,0
25,1,77.27242015051803,0,1,0,5,0,3.4767611226059563,1,0
5,9,77.95462932736291,7,1,0,5,53,4.465678074479486,1,0
12,4,50.7309063754537,1,0,1,5,14,4.644481537141097,0,0
3,9,53.44586749143463,3,1,1,4,33,3.1047603700719,0,0
7,4,60.673997799283626,3,0,0,5,47,3.6265805749427606,1,1
29,5,50.02433014600444,2,0,1,2,19,4.178255859163449,2,1
3,6,84.50542721932433,4,0,0,4,53,4.791922353482322,3,0
24,1,53.81409853167306,0,0,0,3,36,3.7590268099233333,5,0
4,2,73.66287860780965,3,0,2,3,26,3.8515990819836734,2,0
0,5,37.54098152459774,3,0,1,2,21,3.413661403565209,0,1
1,13,48.406732963006206,5,0,2,4,50,4.453754293776454,2,0
20,1,43.71962897013333,0,0,3,5,4,3.878865473724433,3,0
4,7,41.33686961741468,3,0,1,4,33,4.813135489266967,1,0
15,3,52.254633975383356,1,0,0,2,38,4.298477357100586,2,0
18,3,65.51228839245967,3,0,1,5,2,3.5569158753863017,2,1
6,11,83.00162690370334,12,0,2,4,16,5.0,2,0
9,13,56.96688759289208,8,1,1,4,23,4.272837248252003,1,0
7,12,61.228045469306615,10,1,2,5,23,4.2873874154794125,0,0
44,1,65.08913670522078,0,0,0,3,2,4.0754890488395885,6,0
5,9,,5,0,1,3,44,4.171102408509562,2,0
3,6,59.64273122849499,5,1,1,5,6,3.940940783169757,2,0
6,4,91.31491206858293,3,0,3,3,24,3.938417755456662,0,0
16,4,65.82240035077344,3,0,1,4,55,3.4698429548029397,1,1
17,6,91.31097794383844,7,0,1,5,2,4.311478261167413,1,0
38,0,60.36000280121306,0,0,2,5,14,3.454202132671192,2,0
32,2,50.69594622138709,3,0,0,2,28,3.38267461791884,2,0
5,8,75.65265940638626,3,0,2,2,49,4.244068137163112,1,0
9,2,78.95783037190404,1,0,0,1,28,3.7253834674738755,2,0
20,2,52.55223281142586,0,0,0,4,9,4.412349363968943,3,0
37,0,65.46732040758273,0,1,1,4,31,4.757451099527359,3,0
6,7,59.04639174585002,4,1,2,2,22,3.6763126031655395,0,0
8,0,39.28921074292928,0,0,0,5,38,3.6566485988561515,2,0
34,3,40.15512633313341,3,1,0,4,8,3.8157337112915792,1,1
6,4,56.92069563693489,2,0,0,3,36,3.8138261058966405,1,0
9,4,77.25011860105145,4,0,0,4,51,3.999688617307168,0,0
35,2,72.7547280382428,1,0,0,5,39,3.819509840481591,3,0
24,4,46.255680914816,3,0,1,2,13,3.3371790218568527,7,1
4,5,43.16291042758951,2,0,0,3,3,3.278211689698748,0,0
5,5,46.89461973547802,1,0,1,5,19,3.43059254196077,1,0
6,7,45.6353522653763,5,0,1,4,27,4.147165650949525,3,0
36,5,46.773592284191835,2,0,0,4,13,3.805620442320338,0,0
90,2,30.0,0,0,1,4,43,3.5035149682201285,2,1
22,2,30.0,1,0,0,1,33,4.024944096457963,2,0
9,4,,3,0,0,3,12,4.365160382360588,1,1
0,10,36.74223872814821,9,1,0,4,30,5.0,0,0
17,5,77.49640062429663,2,0,1,3,32,3.802078047073774,1,0
7,7,114.0838602549567,8,0,2,1,51,5.0,0,1
15,3,90.29987486031496,0,0,0,5,38,4.452391883596948,3,1
13,2,63.732344488171755,2,0,1,5,27,2.3480194171356183,6,0
9,3,48.36284658832203,4,0,0,5,24,4.842411159946564,1,1
43,2,53.531370339759334,2,0,0,5,31,3.6751725464540286,3,0
0,6,62.10713052769546,5,0,0,3,8,3.2981412822342984,0,0
18,4,91.00604859745017,2,0,1,5,27,4.603208571239484,0,0
7,6,45.125748641688254,3,0,1,3,57,5.0,1,0
18,8,60.04430933745979,4,1,1,5,30,3.625141013717935,1,0
16,7,61.46039626064291,3,0,0,5,16,4.197463735927953,1,0
0,8,58.67651567311992,4,0,2,5,52,4.534850492215074,1,0
5,6,30.0,5,0,1,5,22,3.4940173176507017,0,0
3,8,55.86357545550152,9,1,0,4,12,3.339213443526516,3,0
2,10,39.714444503208156,5,1,2,3,54,4.8018160956626215,0,1
19,3,94.31956745915659,3,0,1,4,9,4.0552650950911975,3,0
4,11,68.56472320056801,5,1,0,4,15,5.0,0,0
9,3,,3,0,2,2,5,4.691760183608416,1,0
4,8,46.72615228686577,5,0,1,4,47,4.319474435870535,0,0
13,6,53.26214702031551,5,0,1,5,10,4.150312678123437,1,0
19,10,90.63042041097901,8,1,2,3,57,4.595790886083886,0,1
6,4,,1,0,1,5,51,3.3053933686931503,2,0
13,6,66.32341148924267,1,0,0,5,2,3.648791123584847,1,0
26,2,80.15497784282448,0,0,0,5,27,3.163389662136626,3,1
1,13,89.41772612732609,6,1,0,5,60,3.4992191000562824,0,0
18,5,82.76294274758624,0,0,0,4,40,3.9686312302274738,0,0
5,7,75.7427357695967,5,1,0,5,14,4.6215526098823165,1,0
1,14,77.18722817601451,8,0,1,5,59,3.3804929870940397,0,0
11,4,,4,0,1,3,12,4.0377385100335506,1,0
3,8,62.93515042369461,5,0,0,4,41,4.45822772517883,1,0
25,1,70.20998752629798,1,0,1,5,51,3.8121227701847316,2,1
0,6,64.77341358770104,1,0,1,3,55,4.374773604290429,1,0
1,8,67.54551759222939,7,1,1,4,44,3.271034290410608,0,0
11,5,57.882471506230054,1,0,1,5,16,3.970633888088455,1,0
13,5,30.0,2,0,0,3,6,3.8615831089899655,1,0
19,6,70.1488545006301,6,0,1,4,27,4.217119493908249,1,1
4,6,61.621066535567515,3,0,1,5,37,4.401545344049355,0,0
27,1,61.90496810385866,0,0,2,4,12,3.4336525249365293,5,0
45,1,,0,0,0,1,59,4.34537269324069,1,1
10,4,,2,0,1,1,16,3.932432003040285,4,0
21,5,47.92615674133239,2,1,0,4,14,4.4183419383301334,2,0
11,4,70.31882798743348,3,0,1,5,35,4.507600995863031,0,0
1,6,61.28341686136321,4,0,0,3,27,4.412186948382863,0,0
5,8,,4,0,0,4,14,3.0384507528544513,3,0
1,10,51.049151338757014,7,1,2,3,45,5.0,0,0
67,2,47.775441675222794,1,0,0,3,52,3.5443546224620945,1,1
3,7,51.90031730074293,4,1,2,5,10,3.410961094210388,0,0
15,2,34.06270877425611,1,0,2,5,55,4.463768395837671,0,0
5,5,53.43506612730933,3,0,1,2,30,3.7689175660430605,2,1
15,6,83.84494194350503,1,0,1,4,3,4.342762861969482,3,0
3,5,49.09814264126794,0,0,0,1,34,3.5178136260220985,1,1
23,4,39.6465947713332,2,0,1,4,33,4.005581168594869,2,1
1,11,52.0795499222617,6,1,3,5,51,4.2620548629931045,0,0
33,2,63.304525821391934,0,0,0,2,26,4.3734019372028605,3,1
27,5,48.80962791138772,2,0,1,3,9,3.7248996601019737,2,0
17,5,61.07517324819306,4,1,1,4,29,4.632031552617052,0,0
1,2,63.77035097152474,0,0,0,5,44,3.2350563383873747,1,0
3,5,60.02590288860832,4,0,1,5,19,4.589179348542505,3,0
29,1,58.65953879721944,1,0,0,1,28,4.682395018669991,2,1
1,14,86.45513040749626,10,1,1,5,57,4.7597820589768975,1,0
2,8,62.649639129853234,7,0,1,4,52,4.030137049270275,2,0
11,2,48.13653932203148,0,0,0,4,28,4.9932788073560115,3,0
4,13,71.31924157566239,11,1,1,5,22,4.006735502224744,1,0
3,8,59.099835223127734,12,0,0,5,56,4.85125051894864,1,1
12,3,61.071675339672275,3,1,2,5,49,4.713669135853587,2,0
6,8,,10,1,3,4,20,3.494027380186855,0,0
2,16,80.12194808230167,4,1,2,4,47,4.909145002085285,0,0
11,4,42.91204453696491,1,0,1,5,42,4.5512344126506274,0,0
7,3,85.97983880328067,4,1,2,3,9,2.3930181578252676,2,0
19,0,,0,1,1,4,40,2.353115358615869,1,0
1,7,59.132187335636665,4,0,2,4,11,3.301112346987856,2,0
14,3,44.8507642263085,1,0,1,5,29,3.719220941542958,2,0
8,8,71.20054440415366,3,1,3,3,60,4.485196039667804,1,0
7,4,38.67414758915385,2,0,2,3,50,4.241289483243556,0,1
3,12,68.07596692298452,12,1,2,5,32,4.76402799894173,0,0
0,18,84.76992304133508,15,1,1,2,17,4.512088609259497,1,0
28,2,55.2803264303482,0,0,1,4,13,3.3183563241588203,2,0
5,14,76.22740185345721,10,1,0,3,21,4.744016803377828,0,0
17,2,61.22914944802474,4,1,1,1,20,3.8361310992807036,2,0
44,0,39.11743290845875,0,0,1,1,0,4.023091598244102,3,0
12,8,61.79607004562309,3,1,0,3,48,4.262519028701541,0,1
7,12,57.220189149537475,9,1,3,5,42,4.855383222733844,1,0
4,5,73.44685109902267,4,0,0,3,51,4.780282046285142,0,0
40,2,54.54988895268177,0,0,2,5,59,3.3091744931863443,4,1
17,5,67.483607738848,1,0,0,4,14,3.7557056560222586,2,0
16,4,44.16466980408799,6,0,1,4,35,3.038757338797207,3,0
8,5,66.44196296827528,4,0,4,4,46,5.0,2,0
27,1,60.35655382069529,2,0,1,4,53,3.658970362058655,1,1
18,6,58.08736623816783,5,0,2,5,21,3.717057858363013,2,0
4,5,,4,0,3,3,31,3.645835513128402,2,0
13,4,55.61431429214544,3,0,2,4,57,3.4783153081241815,1,0
8,5,62.12385980196731,2,1,1,5,45,4.81400314294864,0,0
0,7,57.04476882482422,2,0,1,5,53,4.1809536825616895,1,0
24,1,45.39988843434644,1,0,4,5,32,3.820293150598508,1,0
1,4,40.556674307391546,1,0,0,4,57,3.1724276276043173,0,0
10,8,52.58533009485437,4,0,1,5,40,4.471271259208449,0,1
6,6,55.2431746905429,4,0,0,4,58,3.5622872684065974,1,1
6,6,30.0,8,0,1,4,38,4.14512984783017,0,0
9,5,60.28974193966665,3,0,2,3,22,4.0265702280456,0,0
87,3,93.0449069531605,1,0,0,4,42,4.564373443539148,3,1
7,7,70.34941022114586,4,0,1,3,54,4.5404337867001106,1,0
3,6,57.42859928165112,3,0,1,3,1,4.78529628398419,0,0
14,4,47.770442237711364,3,0,1,5,1,2.8837885244880535,4,0
4,6,34.52975263613224,1,0,1,3,37,4.585141023339517,1,0
1,8,73.32889671883962,2,0,2,2,54,4.490399509391837,2,0
0,7,66.38121274982784,5,0,1,2,50,4.341269341804283,0,0
0,8,41.475418164132286,9,1,0,5,28,3.8436973902518865,2,0
8,4,74.4491735521261,7,1,2,4,51,4.2163936968121485,1,0
8,4,72.59369237471128,1,0,1,4,45,3.4066027651003243,2,0
3,12,49.93015917892962,11,1,0,5,59,4.633188370226468,0,0
22,5,55.62128434311994,8,1,1,5,2,4.231071566071603,1,0
2,5,63.74756603714426,5,0,2,3,38,4.753403511138886,1,0
37,0,68.29256802433584,0,0,0,5,6,3.8810911449237104,1,0
13,4,43.579303316387424,2,1,1,5,35,3.157475445420298,1,1
0,8,68.50405982312452,5,0,0,5,28,3.6826675813402194,4,1
49,3,60.88803872487924,2,0,0,3,54,4.944783077565663,3,1
5,4,76.66268575931034,3,0,1,5,36,3.7435510003014643,3,0
8,2,71.44007618497226,0,0,2,4,48,4.026182765751446,1,0
5,5,60.867678680990025,4,0,0,3,57,4.583107155608665,0,1
19,4,73.75203584788919,5,1,1,4,35,3.1054196866031116,1,1
9,5,37.357790858302664,3,0,0,1,22,4.0919584567462275,3,0
2,9,54.38676250188714,2,0,1,2,44,3.80403731634456,0,1
1,8,45.40820603504875,5,0,0,5,15,4.701366338170865,0,0
19,6,51.668852107124394,7,1,0,1,47,3.132233583042935,2,1
4,4,51.4860560685017,2,1,1,4,30,4.083284330417214,1,0
2,5,,6,0,0,4,33,5.0,5,1
10,0,74.29170622380286,0,0,1,2,49,4.1319711180550875,1,0
24,3,71.26349810431397,0,0,1,5,0,4.36456414354067,1,0
4,8,50.89560417062438,5,0,1,3,17,4.524494955654201,1,0
4,1,30.0,1,0,0,3,57,4.844119602255166,3,0
26,0,52.4230774463468,0,0,0,3,39,4.390561384920816,0,0
2,5,59.27073992499292,4,0,0,3,42,3.857163036994483,4,0
14,2,80.35409443953722,1,0,0,1,55,4.244756242124901,1,0
46,3,51.54133125268416,4,0,3,5,55,4.083031724486695,4,0
27,6,74.67530181478158,2,1,3,5,14,3.972370933690722,0,0
0,13,,4,0,0,3,47,4.053353363731689,1,0
5,7,68.53072085475267,2,0,0,5,48,4.263006784026378,0,0
2,8,72.1141574646645,7,0,2,5,16,4.521671668748735,2,0
44,2,68.67715281042062,1,1,0,5,43,3.4354254432991738,2,1
63,3,45.64308579771138,3,1,0,4,9,3.383042867448534,3,0
4,5,54.54662816302562,3,0,0,3,19,4.758423320834496,3,0
16,5,68.80781066924096,3,0,0,3,5,4.566301316745148,2,0
27,3,36.299916840927935,3,1,1,5,7,4.715177823387649,0,0
3,10,71.84488978168639,8,1,2,5,44,4.106471977492817,0,0
3,4,41.81013202553301,4,0,0,3,33,3.6290675972036808,2,0
0,11,39.72253771870092,5,1,1,4,60,4.712073592209629,0,0
7,10,52.00953476324281,6,0,1,5,31,3.8702153206630014,1,0
34,3,49.72405723885776,0,1,3,5,50,3.612849785738073,1,0
34,4,62.72733308803341,3,1,4,5,53,4.349843182109562,0,0
2,12,64.00809943500684,12,1,1,5,41,4.361901335328081,1,0
3,8,61.05470940069281,4,1,0,4,3,3.3013242649999675,0,0
7,6,45.25482014296133,2,1,1,4,43,4.255201676611181,0,1
22,7,78.1336268906053,5,1,0,5,49,4.108115751429809,1,0
14,0,,0,0,0,2,38,3.113090981739865,3,1
10,12,73.95861919886111,8,1,1,4,19,4.575210364433174,0,0
13,5,30.0,2,0,0,5,23,3.7142529674411526,3,0
1,8,68.02682730070214,5,0,0,3,23,4.291895716555008,1,0
9,7,51.405044418962795,4,0,0,5,54,3.4522722615293575,2,1
72,2,71.38686925682525,2,1,0,4,25,2.7775468034711563,3,1
1,6,86.79282681457731,3,1,0,5,24,3.31438712287944,1,0
10,6,42.477139969804384,2,0,0,1,35,4.030777590272154,0,0
5,6,72.87380617587206,3,0,0,3,6,3.470472808924966,2,0
11,2,51.01748905950161,1,0,1,4,9,4.988583885728627,1,0
12,7,31.928526156495995,2,0,0,3,57,4.431500840603464,4,0
12,5,73.90605673343228,3,0,0,5,46,3.7112281412773283,1,0
28,2,87.29123848057746,2,0,1,5,11,3.8044160081520717,4,0
7,3,91.66692865072002,4,0,1,2,0,3.496615306410048,2,0
10,3,64.50901445607634,3,0,1,4,51,4.702920213659423,0,0
0,9,38.33426028077122,2,0,1,4,49,3.6840671560619813,0,0
23,2,56.889584849770976,3,0,0,4,24,3.54865020308554,0,1
4,10,58.36164812820135,5,1,1,5,15,3.539852302617465,1,0
25,2,76.44375878897414,3,1,1,5,4,3.6608228875535356,0,0
4,10,59.6331001190319,8,0,1,5,18,3.9554193505110073,1,0
0,7,30.0,4,0,1,5,3,3.942174460410106,4,0
2,6,69.45728222357789,2,0,1,4,5,4.551595500013412,1,0
63,1,61.07814504139652,1,0,3,5,25,4.217957530101772,1,1
5,11,73.55864356160022,7,1,0,5,48,4.148562138281405,2,0
1,11,63.7261829203703,12,1,0,5,38,5.0,1,0
1,7,70.33438261952197,2,1,1,5,55,4.382730801821316,0,0
5,7,60.2210730681321,5,0,0,3,54,4.181185176920222,1,0
0,7,64.25410613639808,3,0,3,5,38,4.461381445326172,1,0
10,5,46.177587220317214,3,0,1,3,8,5.0,2,0
3,7,65.31305545036795,4,0,0,3,44,3.8943907644543385,0,0
10,6,57.223198750423784,3,1,1,3,51,3.922857953197409,1,1
2,9,67.34904378240029,11,1,0,5,13,4.333355497874091,1,0
8,5,42.264179648314624,7,0,2,5,47,4.781202430944573,1,1
13,3,,2,1,1,5,54,3.262952385051359,1,0
0,8,63.725211103773304,6,0,2,5,8,4.067285208516581,0,0
7,3,71.89690268285388,5,0,0,4,14,4.781166219356648,1,0
5,8,60.071282039776754,5,0,0,5,36,4.001150193402375,0,0
4,12,69.04854838483531,5,1,0,4,49,5.0,0,1
13,3,30.0,2,0,1,4,52,4.83903354809498,3,0
13,3,58.38678717073288,1,0,1,3,19,3.719743355117938,2,1
14,9,48.10696968313413,5,0,2,5,7,4.090049432969099,1,0
2,2,54.60090463520718,1,0,1,5,31,4.188106322383256,2,0
5,12,75.16009279557561,11,1,1,4,46,4.019893047755389,1,0
3,4,36.00534340642284,1,0,0,1,20,3.7051254417055905,3,0
11,6,71.09581833128755,4,0,1,5,56,3.30366510659427,3,1
9,5,66.91991860458546,3,0,2,1,40,3.601494517882288,1,0
6,11,79.20694075544023,9,1,2,5,18,5.0,1,0
23,7,30.0,4,1,0,5,28,4.3691295679271045,1,0
1,10,68.84248767368994,3,0,1,4,57,3.7181934367678924,2,0
55,3,63.79064487448874,2,0,1,3,30,3.7954947768999427,4,1
1,6,59.202559394309745,6,1,0,5,53,4.687070141336427,1,1
22,8,81.66141985787799,6,1,0,5,5,4.667985286957695,0,0
6,6,30.0,6,1,0,4,3,5.0,0,0
30,1,61.877266735906844,1,0,0,5,42,3.7590034540348274,2,0
1,11,75.33629396970137,3,0,1,2,28,3.8195455421300633,0,0
7,6,35.618825668427036,5,1,1,4,41,4.828682598940404,0,0
6,9,68.91706388510123,6,1,1,5,2,4.050883125836395,2,0
74,1,64.88096818678686,1,1,0,5,0,3.8953825115263347,1,0
63,0,30.0,0,0,0,3,43,3.3333617694230626,0,1
3,8,76.45310887174222,8,1,0,5,54,3.667247153364346,0,0
14,3,46.62288269561411,1,0,1,4,14,5.0,1,0
11,6,,2,1,1,4,46,5.0,0,0
2,9,68.61111979730207,7,0,0,2,20,4.8440716831575985,0,0
2,5,64.49646938820352,3,1,1,5,45,3.770933420545922,0,0
67,0,,0,1,1,3,57,3.729998095314328,0,1
9,2,73.4147066416786,1,0,0,3,30,3.5778474181377695,2,0
2,5,30.61381966356224,3,0,0,3,6,5.0,2,0
3,11,34.425569584559994,4,0,2,5,16,4.591610658381745,0,0
4,8,57.8486035482767,6,1,0,5,55,4.075513081914213,1,0
10,4,43.88602409190169,2,1,1,5,18,3.166927976696674,3,0
6,3,84.89468268493079,0,0,3,3,38,4.499162160250024,3,0
9,6,45.13848252554673,4,0,1,4,59,3.5971103533455198,3,0
2,15,61.38093935463102,6,1,0,4,2,4.002236328771766,0,0
5,6,68.7459698667747,6,1,1,5,29,3.7780478164238938,0,0
1,11,96.66301212538724,15,1,0,5,34,4.268663768103789,1,0
33,1,77.2398351911398,1,1,1,1,57,3.8272630480844114,4,1
3,5,50.082389071517824,4,0,2,5,56,3.1610713342555976,1,1
21,3,67.87106592900237,1,0,0,2,28,3.9813138290866315,1,0
6,2,70.4749290788762,1,0,1,4,49,3.7541266609797583,1,0
9,6,69.32937802811396,6,0,1,3,51,3.5676535153911177,2,0
5,6,45.292329887344216,2,0,1,3,53,4.172958297166779,4,0
17,2,90.47699070517568,2,1,2,4,13,3.948464403101816,1,0
27,4,41.63804405510722,0,0,1,4,34,2.7500816884317993,3,0
5,6,70.20311858661238,4,1,0,3,27,3.7044867353146755,0,0
4,10,46.766676901814336,8,1,3,5,57,4.4856606821973655,0,0
17,2,65.86135661736341,2,0,1,4,29,3.1515195585210214,3,0
3,5,57.06126607100307,1,0,1,2,25,3.261554515843979,1,0
15,4,,5,0,1,5,6,4.799462513575547,1,0
1,12,30.0,5,0,0,3,38,5.0,1,0
14,4,73.28464086981413,1,1,3,4,30,3.8466463569883063,1,1
10,7,51.60998335000558,7,1,2,5,4,4.03971802363237,0,0
1,13,62.08724671021424,5,1,0,3,34,4.525474207398134,1,0
15,6,87.00296311741187,2,0,0,2,49,3.36818277601139,1,0
8,8,69.35672152191285,4,0,2,4,46,4.101533100235533,0,0
3,12,30.0,5,1,1,5,51,4.728644724261532,1,0
6,5,41.629354375365054,4,1,0,4,13,3.393357990546858,2,0
10,6,32.381295758523905,3,0,0,5,60,4.3590358802789,3,0
1,6,47.494791584261556,6,0,0,4,35,4.618153369407835,1,0
47,4,55.93601299127174,2,0,0,3,26,4.337918453117298,1,1
16,4,98.32293703537364,2,1,1,4,23,5.0,2,0
1,9,75.09763784049353,2,0,1,5,39,4.985650695113029,3,0
25,2,65.34640282957056,0,0,1,2,28,3.397099892129209,1,0
5,4,66.65763111799767,0,1,1,3,52,3.876541954910766,1,0
13,1,67.1263423189664,0,0,0,3,44,4.0466093542886705,2,0
4,5,33.71520027592175,3,0,0,4,21,3.488056628975026,2,0
19,4,38.85927986218121,2,1,1,5,7,4.564368804725069,0,0
19,4,66.8297672176017,3,0,0,2,14,4.650300342362255,3,0
12,11,60.0742396449956,6,0,0,4,48,3.753969006980008,0,0
4,5,64.53372683469951,2,0,1,3,4,3.8261790150724355,0,0
4,9,84.07935801728047,9,1,0,5,51,3.550562841846978,1,0
7,5,49.61979125220387,4,0,0,2,3,3.764710265035263,0,0
2,13,54.45628002665352,9,1,1,4,10,4.01438918926332,1,0
6,4,63.70182589175572,2,0,0,5,17,3.91260011947614,3,0
17,7,34.46840853652988,2,0,2,5,41,3.6393576999853763,4,0
26,5,,4,1,0,4,48,4.179364726399598,0,1
6,6,80.44624577384256,3,1,0,3,29,3.134853152086221,0,0
3,7,55.587146144832985,5,0,0,4,14,3.894593921603526,1,0
26,3,52.64573221593479,2,0,1,3,5,4.2875938242298375,4,0
33,1,63.61872633803389,1,0,3,3,54,3.8496304186527053,3,0
7,4,34.95823497548689,2,0,0,4,52,3.157363339770099,1,1
0,9,55.398256594657205,4,0,0,3,15,3.8599355306042353,2,0
17,1,51.38107012770805,0,0,1,3,46,4.017445599101463,2,0
22,3,65.51099731539662,1,1,0,5,39,3.599148656943542,1,0
0,12,30.0,9,1,2,5,8,4.684307606977779,0,0
13,5,47.98248203219725,1,0,1,4,42,4.976329073697887,1,0
13,8,53.091985793594525,3,0,1,2,58,3.5739949534026234,3,0
7,9,,6,0,0,2,33,4.572083537163839,1,0
20,2,75.77366865217601,1,0,0,5,26,3.128296782979289,4,1
8,1,48.19186377772013,1,0,0,3,12,4.026190464468347,1,0
16,5,106.13491133226806,1,1,3,2,35,4.34585749432078,1,0
10,6,71.2041504579127,4,0,2,4,26,3.1300475178435647,3,0
4,5,52.701870226373515,3,0,0,4,8,4.478459421349388,1,0
13,9,69.06770045293062,9,1,1,4,4,3.479580650115046,1,0
20,5,70.8983098999274,3,1,1,3,50,4.427267983825607,1,1
54,2,55.3453983098769,2,0,1,1,21,4.161897094178273,2,0
7,6,77.27668310777747,1,0,1,5,30,3.478782081677455,2,0
0,14,45.36403304342772,10,1,2,3,2,3.4956788858819827,3,0
66,3,68.79442371511306,1,1,2,5,29,4.075412433849011,4,1
14,7,58.426356949361896,1,1,1,5,20,2.8572382287293894,1,0
43,5,64.34263789970247,1,0,1,4,34,4.436199202952194,0,0
1,13,63.431459142951056,12,1,0,3,5,4.757875056511764,2,0
6,5,60.27134223775368,5,1,0,3,27,4.352746374262833,0,1
2,11,89.64850906351884,6,0,1,4,31,4.614417657243838,0,0
27,3,51.22421332737218,2,0,0,5,41,2.747494486533304,2,0
31,2,48.15539101101173,2,0,1,5,36,3.3828259011953494,3,0
10,11,58.672766193307304,4,0,2,2,24,3.9821372536513313,1,0
3,7,79.54851931317366,5,0,2,3,31,3.1872221781510977,2,0
2,15,60.57233486688081,15,1,1,5,34,4.120255552238303,0,0
13,6,58.92732450269199,3,0,0,5,21,4.210991179207361,1,0
10,4,51.664808272093936,3,0,1,5,23,3.3149317869578807,0,0
17,9,52.7031932161659,4,1,0,3,38,3.897221740935796,1,0
5,5,76.04432950513257,1,0,0,4,53,3.365874072902739,3,0
7,6,59.0655238579258,7,0,3,5,29,4.34452089078181,2,0
0,9,63.81911695115363,5,0,0,5,49,3.2471715667622227,1,0
14,2,49.52934114413052,2,0,1,4,31,4.072669453356343,2,0
8,4,71.65299306464756,1,0,1,1,30,3.815469280935337,2,1
37,1,78.34732776039911,1,0,1,4,22,4.6314324204222554,3,0
15,4,46.08625460004343,3,0,0,3,39,4.853102681039342,0,0
7,2,46.465934939046726,2,0,0,4,32,3.2640381571520414,2,0
4,2,47.33397369860048,1,0,2,5,24,3.920194816269424,0,0
35,2,75.53516200140551,1,0,0,4,35,3.8054224221956368,2,0
