delivery_min,rest_dist,food_temp,rest_rating,items,order_sum,weather,promo,hour,late
98,18.75,9,2.16,13,5578.73,0,1,21,0
42,5.06,22,2.67,15,4400.77,1,0,22,1
111,2.15,15,2.78,13,1881.67,1,0,12,1
50,5.55,15,4.64,1,1487.91,0,0,2,0
17,0.87,55,1.41,9,5974.92,0,0,11,0
20,1.2,5,2.12,9,4678.33,0,0,2,0
95,18.34,29,3.15,13,1648.04,0,0,20,1
60,7.36,62,3.79,4,591.18,0,1,18,0
97,8.51,0,3.52,10,4242.12,2,1,8,1
50,0.86,50,4.77,10,1957.5,0,0,15,0
26,5.78,88,4.18,4,1483.72,0,0,17,0
85,16.19,45,3.23,12,4462.64,2,1,15,1
55,12.5,20,1.86,7,4139.72,1,0,11,1
41,15.2,37,2.8,4,2992.19,1,1,6,0
88,9.22,68,3.77,1,5667.4,0,0,22,0
89,6.54,62,4.35,11,4141.9,1,1,18,1
63,9.91,49,4.84,15,5381.83,0,0,23,1
95,6.8,11,3.42,13,1305.21,0,0,11,0
101,16.86,68,3.11,9,1920.55,1,0,10,0
29,6.3,72,1.07,2,806.22,1,1,11,0
42,13.37,43,1.29,5,1966.56,0,0,18,0
83,3.17,51,1.62,4,5836.31,1,0,20,1
49,13.89,8,1.22,8,5784.57,1,0,16,1
41,18.31,64,2.6,6,4610.24,1,1,14,0
106,12.37,9,2.35,15,3222.08,0,0,9,0
11,11.42,45,3.55,7,4728.52,2,0,3,0
106,19.24,57,3.14,2,3410.22,0,0,17,0
42,12.73,36,3.38,4,220.35,0,0,12,0
114,5.56,51,2.89,14,3108.97,0,0,4,1
86,6.2,80,2.11,4,3673.76,2,0,19,0
39,14.25,12,4.81,12,1741.34,2,0,19,0
42,14.84,5,1.35,13,1379.1,0,1,3,0
86,6.42,57,4.76,2,1788.09,1,0,15,1
35,7.23,47,2.24,10,3817.04,0,0,20,0
31,19.83,31,3.05,4,1047.17,0,1,19,0
112,2.49,10,1.44,9,4377.9,2,0,8,1
75,8.39,80,1.28,8,2651.51,0,1,23,1
47,1.72,4,2.72,11,2249.42,0,0,20,0
112,16.51,5,3.97,14,4881.94,1,0,23,0
99,2.3,73,2.08,1,3135.17,2,0,6,0
55,13.64,20,3.25,13,2394.72,0,0,17,1
24,1.6,41,2.11,8,5293.3,0,1,9,0
107,13.62,80,2.55,14,2335.86,0,1,14,0
115,16.94,26,4.63,11,5182.2,0,1,23,1
53,8.28,2,4.42,9,3124.35,0,0,8,1
58,10.68,59,3.06,8,1406.44,2,0,17,0
113,8.33,65,1.95,14,3754.35,0,0,10,0
84,6.36,48,1.77,15,1854.88,1,0,11,0
70,16.16,33,4.82,10,1053.5,2,0,1,1
76,5.8,36,1.81,1,701.87,1,0,8,1
15,14.6,41,4.23,8,1601.84,0,1,16,0
18,4.52,64,2.48,12,4472.02,1,0,2,1
15,5.37,59,4.94,5,5060.4,2,0,13,0
82,7.06,89,2.47,9,5197.98,0,1,2,1
112,11.99,0,2.41,14,1766.86,0,0,5,0
104,9.36,58,3.55,9,4033.64,0,0,10,0
41,15.03,3,4.85,6,1536.05,1,0,22,0
50,4.66,13,4.9,3,3812.02,0,0,2,1
85,0.71,17,3.83,12,5345.82,1,1,14,1
17,15.64,33,4.02,7,437.18,1,0,7,0
81,16.52,0,3.25,3,5914.31,0,1,1,0
59,1.66,52,4.02,7,4997.11,1,0,10,0
101,12.41,21,4.44,8,4617.64,0,0,13,0
71,7.88,79,2.94,5,4209.9,1,0,2,0
93,15.98,60,3.48,5,4667.59,1,0,9,0
71,17.55,21,3.15,14,5968.65,1,1,17,1
120,17.09,49,3.25,4,4667.11,0,0,17,1
16,15.66,15,4.56,3,2239.28,1,0,11,0
84,5.75,27,2.42,12,3760.75,0,0,21,1
93,16.33,85,1.83,8,2154.15,0,0,18,0
89,10.9,69,2.83,11,5826.38,0,0,18,0
13,1.53,88,1.83,6,5420.81,0,1,8,0
15,9.41,41,2.99,14,3492.2,0,0,0,0
67,18.87,65,4.61,6,4731.39,0,0,11,1
31,17.81,70,3.47,2,5476.18,0,1,1,0
35,2.49,80,4.42,4,1612.88,1,0,1,0
12,15.01,34,1.66,15,3560.99,0,1,4,0
50,16.21,19,4.6,5,2993.95,0,0,21,0
69,5.79,1,3.41,11,4675.23,0,0,23,0
115,9.7,6,1.13,10,2398.68,1,0,0,1
23,14.36,48,3.53,5,4312.08,1,0,11,0
84,9.06,82,4.81,3,2537.36,2,0,4,0
91,2.7,75,1.32,10,844.23,1,0,13,0
21,14.26,8,3.33,5,821.3,0,0,7,0
96,18.28,26,4.66,5,890.53,1,0,10,0
21,13.22,77,1.04,2,388.62,0,1,17,0
22,15.59,1,3.52,5,3291.24,0,0,9,0
34,7.49,84,2.9,3,4097.04,2,0,8,0
54,4.07,67,2.39,15,935.02,0,0,14,0
28,13.03,59,3.51,3,3748.78,1,0,9,1
64,6.89,84,1.21,5,3666.89,2,0,3,1
119,17.27,85,4.01,9,1053.15,0,0,10,0
109,2.89,48,1.02,14,2543.68,0,0,22,1
54,8.95,1,2.23,2,4579.79,0,0,16,0
17,8.24,16,3.02,9,297.18,0,0,17,0
102,18.79,82,2.51,3,1052.3,0,0,16,0
62,3.49,87,2.23,13,5975.8,2,1,23,0
64,0.69,19,4.32,12,4454.56,2,0,0,1
41,5.14,75,4.74,7,2891.96,1,0,11,0
60,16.5,88,4.49,12,3852.85,1,0,22,1
53,4.58,86,3.09,14,5108.08,0,0,14,1
91,5.2,31,4.54,1,5085.37,1,0,20,1
79,3.03,50,4.68,1,2083.27,0,0,16,1
27,14.45,87,2.64,8,3049.49,0,0,19,1
92,1.85,41,2.13,9,3900.72,0,0,2,1
31,6.96,62,1.39,3,617.0,1,0,6,0
46,6.01,88,2.92,6,5685.62,0,1,0,0
105,11.33,60,4.79,15,2709.9,0,0,19,1
65,14.74,61,3.24,14,2351.0,1,0,10,1
114,10.89,2,3.67,3,5461.18,1,0,4,0
68,18.66,88,1.45,6,886.06,0,1,2,0
12,19.05,75,1.57,7,427.71,0,0,20,0
37,7.55,25,2.86,5,4173.01,2,0,19,0
83,15.66,47,4.81,3,2433.02,0,0,20,0
44,14.91,7,2.44,8,4633.96,1,1,8,0
70,17.91,4,4.51,13,597.56,0,0,23,0
102,9.23,10,1.48,5,2425.79,1,1,7,0
63,10.84,41,3.47,1,1564.89,1,0,1,0
72,8.61,90,3.4,12,4489.72,2,0,18,0
88,17.08,40,4.44,15,1517.59,0,0,15,0
106,4.98,18,1.01,9,2856.08,0,0,15,1
16,5.17,47,1.76,3,4949.49,2,0,3,0
85,7.77,52,1.88,2,5509.27,0,0,9,0
58,4.99,54,4.8,3,4391.11,2,0,16,0
103,11.44,60,1.61,7,2689.52,1,0,14,0
94,3.12,31,1.15,12,3517.52,0,0,17,1
40,6.74,45,3.14,11,4200.2,2,0,1,1
67,18.31,35,3.11,12,5274.61,0,0,7,0
70,8.48,17,4.38,10,5353.73,1,0,9,0
33,15.09,73,4.8,8,5599.62,1,1,0,0
29,2.71,17,3.15,2,4902.12,1,0,17,0
46,5.33,11,4.72,14,1051.43,1,0,15,0
13,16.24,71,3.9,13,4536.31,1,0,9,0
101,15.38,45,2.06,7,4924.64,1,1,4,1
117,8.03,54,4.71,11,5291.65,0,1,8,1
29,19.11,37,3.67,5,5563.94,1,0,9,0
69,18.26,77,2.66,9,3153.13,0,0,4,0
33,19.26,1,3.72,7,3999.54,0,0,6,0
59,8.84,8,2.61,1,255.41,0,0,5,0
58,4.35,4,1.46,1,3522.14,0,0,13,1
60,12.72,18,3.88,6,2944.55,2,0,21,1
105,13.85,70,4.3,9,5781.38,1,0,17,1
114,2.95,38,3.92,1,5429.91,2,1,12,1
45,15.84,41,1.92,3,4826.1,0,0,9,0
107,0.85,16,4.83,13,530.57,1,0,13,0
109,9.91,62,1.1,5,2531.77,0,0,7,0
75,6.95,89,2.33,4,4237.04,0,0,21,0
88,14.94,45,2.04,1,372.03,2,0,13,0
43,6.6,90,1.19,10,1567.72,0,1,3,0
45,16.62,19,2.62,4,5347.54,0,1,22,0
15,12.1,69,3.49,4,952.73,0,0,8,0
48,15.98,7,4.53,11,497.97,1,0,22,0
51,19.79,18,4.96,12,3567.4,1,0,5,1
67,13.74,31,4.23,10,5689.49,0,1,1,1
21,19.71,18,2.87,13,5040.82,0,0,2,1
12,1.06,23,3.89,4,5853.68,0,0,22,0
118,7.09,23,4.37,3,4570.43,0,0,10,1
27,2.6,55,2.86,7,2736.74,2,0,16,0
49,5.61,80,4.14,1,5690.38,2,0,0,1
30,16.86,17,2.93,2,2674.47,2,0,2,0
24,1.13,11,2.55,1,2230.55,2,0,13,0
106,10.64,40,3.1,14,2799.54,2,0,10,1
108,11.56,86,3.7,4,4921.05,2,0,20,1
35,11.44,47,3.91,5,5522.62,2,0,15,0
17,9.77,81,2.43,11,2274.56,2,1,13,1
109,15.92,63,3.29,15,2881.04,0,0,18,0
103,3.1,15,4.64,10,5410.3,0,0,8,1
96,6.56,79,4.91,5,472.85,1,0,22,0
51,12.51,22,1.91,2,4746.44,1,1,1,0
53,13.97,85,1.77,11,2834.46,1,1,9,1
23,8.38,38,3.71,3,2383.81,1,0,2,0
87,17.57,32,2.66,4,2792.14,1,0,14,0
11,8.6,23,1.1,10,2628.41,0,0,11,1
46,8.35,60,2.39,6,4588.39,0,1,18,1
78,1.21,54,4.23,6,5582.1,2,1,8,0
47,11.25,60,4.19,12,3050.44,1,0,13,1
118,14.32,83,2.98,2,5029.86,0,1,14,1
50,2.73,39,2.89,2,4445.28,2,0,22,1
71,6.46,57,3.32,9,2117.95,0,0,10,1
69,15.73,71,1.88,12,3606.42,0,1,10,0
120,7.64,73,3.1,2,4067.53,0,0,2,0
23,5.21,0,1.04,2,336.3,2,1,10,0
112,13.61,84,2.9,3,2496.54,1,1,0,0
98,4.34,24,2.34,15,5957.3,0,0,3,0
93,17.97,52,3.7,9,3896.09,2,0,20,1
11,2.56,60,3.55,14,2138.62,2,0,19,1
112,14.28,45,2.52,6,1650.14,1,0,9,0
79,10.24,73,1.03,11,1414.99,2,1,17,1
26,17.46,59,2.01,15,2529.52,1,0,0,1
98,2.96,50,3.53,15,1320.94,1,1,20,1
37,13.72,72,1.29,12,984.08,0,1,2,1
75,11.66,83,1.43,6,2311.57,0,1,2,0
44,9.86,47,3.59,12,3720.6,0,1,18,1
110,10.08,83,4.02,10,1049.12,2,0,17,1
14,14.58,39,2.29,5,457.19,0,0,12,0
74,18.79,6,2.96,15,400.87,0,1,2,1
49,2.28,74,4.78,7,1750.83,0,0,22,0
85,0.88,84,4.78,11,1302.77,0,1,17,0
65,16.21,18,2.23,15,3327.68,0,0,18,0
45,2.61,14,4.24,4,2843.18,2,0,7,0
54,19.74,69,3.38,15,2083.65,2,0,13,1
32,12.58,60,4.9,10,5034.55,2,1,23,0
56,13.19,55,2.91,10,3128.69,1,0,0,0
40,4.38,9,4.1,3,730.87,2,0,0,0
20,5.19,45,4.07,7,1915.43,0,0,7,0
19,13.36,79,2.99,14,5845.37,1,0,11,0
76,18.24,74,4.18,10,5866.47,0,0,7,1
23,19.66,56,2.04,1,1677.1,2,0,10,0
89,4.36,34,1.49,6,1169.97,0,1,13,0
83,3.12,71,2.7,13,3074.99,1,1,17,0
102,1.6,2,4.77,11,2992.5,1,0,11,1
19,17.43,65,3.0,11,2578.8,1,0,7,0
85,6.25,52,3.54,11,3270.27,0,0,0,0
103,0.54,77,3.5,2,1546.73,1,0,20,0
114,4.86,51,1.53,2,866.59,1,0,9,1
10,7.14,52,2.56,11,3508.68,0,0,4,0
14,19.82,53,3.83,8,5609.07,1,0,13,0
29,10.71,46,4.89,3,998.95,2,0,7,0
17,4.49,2,1.67,9,4287.93,2,0,23,0
52,7.03,64,2.64,4,2739.8,0,0,11,0
85,6.94,14,1.38,14,1905.06,0,1,3,0
10,0.88,83,1.97,6,5148.03,0,1,17,0
66,3.14,85,2.51,1,2847.65,1,0,14,1
73,14.06,33,3.16,11,3583.21,2,0,5,0
93,2.84,49,1.92,15,2769.73,2,0,10,1
37,5.0,32,1.91,10,671.25,2,0,12,0
116,7.34,72,4.11,10,3650.45,1,0,19,1
46,15.28,2,4.85,3,2629.28,1,0,1,0
56,11.86,1,2.29,4,703.19,0,0,8,1
110,13.94,3,3.75,5,3655.71,0,0,8,1
85,11.56,15,2.03,13,257.25,2,0,22,0
46,13.83,53,4.71,1,1409.42,1,1,1,1
58,0.56,32,3.69,14,4730.2,0,1,2,0
53,18.65,8,4.21,4,419.98,0,1,23,0
65,2.66,56,1.2,5,3950.76,0,0,9,0
37,8.42,39,3.39,4,5708.3,1,0,17,0
120,15.54,51,3.11,10,1192.92,2,0,20,1
88,8.99,81,2.17,10,2619.25,0,0,17,1
15,18.96,15,2.05,7,3537.89,0,1,0,1
117,9.62,7,3.32,8,2812.41,1,0,14,0
70,17.56,86,3.83,12,3798.19,0,0,12,0
29,16.31,59,1.13,8,2543.77,0,0,14,0
87,19.63,35,3.27,3,1061.32,0,1,22,1
11,18.57,2,1.68,13,716.46,0,0,3,0
82,18.01,14,1.56,5,4517.77,1,1,18,0
46,14.77,81,3.49,10,1584.02,2,0,2,0
29,7.66,22,2.24,15,5115.21,1,1,12,0
35,2.57,2,2.76,8,4509.56,1,0,6,0
38,13.93,29,2.44,7,486.83,0,0,11,0
10,19.58,44,3.59,14,1367.02,1,0,22,0
44,14.67,16,2.88,9,1893.56,1,0,1,0
79,18.61,57,4.85,13,3648.0,0,0,15,0
110,16.18,57,2.41,10,4897.0,1,0,21,1
68,3.68,56,3.96,7,549.93,0,1,7,0
78,5.36,6,2.03,2,1647.73,1,1,22,0
42,7.17,38,3.04,4,2382.02,1,0,11,0
60,3.78,77,3.21,12,1263.59,1,0,1,0
87,11.84,57,2.32,14,3362.69,2,0,15,1
21,19.52,55,2.89,12,2972.41,2,0,22,0
115,15.35,14,2.12,8,2035.67,2,1,14,0
29,8.76,43,1.02,9,3197.94,2,0,8,0
62,0.59,11,1.86,7,2263.77,0,0,14,1
97,6.61,7,3.8,5,2190.53,0,0,2,1
52,10.77,79,4.08,1,1739.29,0,0,10,1
107,6.82,40,2.12,15,3334.54,0,0,18,1
98,2.67,33,2.63,9,2775.87,0,0,14,1
59,9.13,45,1.15,12,1338.68,2,0,20,1
38,5.44,87,1.95,6,275.2,1,0,0,0
66,18.23,28,4.12,2,1075.39,1,1,6,0
48,2.48,15,3.42,11,448.44,0,0,22,0
104,1.46,4,1.82,10,2703.27,1,1,3,1
65,0.6,4,2.03,10,1505.56,2,0,21,0
120,6.9,29,4.27,2,2638.64,0,0,0,0
52,13.38,49,1.84,10,2110.81,2,0,19,1
59,14.74,4,2.34,1,3320.49,0,0,10,0
32,9.34,12,3.66,12,4398.43,2,0,18,1
53,13.84,48,3.24,4,2980.02,0,0,11,0
47,7.52,88,2.84,10,559.41,1,0,20,0
93,13.52,49,4.6,11,301.56,2,0,7,0
32,1.29,13,1.88,13,1436.74,1,0,12,0
54,8.12,45,3.97,2,2664.81,1,0,4,1
61,15.92,89,1.64,10,460.45,1,0,0,0
89,16.16,81,3.46,11,2100.86,0,1,17,0
59,14.46,83,4.48,9,5344.75,0,1,1,1
115,4.48,33,2.83,2,722.11,0,1,8,0
17,5.32,70,3.9,11,5701.4,0,0,12,0
94,19.92,46,4.28,9,5168.7,2,0,12,0
10,2.52,59,1.54,1,5024.33,2,1,22,0
17,4.02,73,3.82,14,5209.22,0,0,14,0
38,3.04,78,4.68,7,664.29,2,0,19,0
105,6.89,80,3.31,15,1076.77,0,0,8,1
111,4.6,10,1.74,6,979.36,0,0,14,0
14,10.2,90,1.51,6,845.2,1,1,6,0
120,9.78,84,2.04,2,2100.73,0,0,10,0
95,18.08,49,1.41,15,5015.26,0,0,22,1
56,1.18,3,3.05,1,1661.38,1,1,4,0
43,6.74,40,1.28,10,1616.49,2,0,8,1
74,12.13,58,1.89,8,4120.15,1,0,13,0
64,12.29,59,2.76,8,762.17,0,1,18,0
99,9.86,80,2.9,2,2289.62,0,0,14,0
52,16.41,61,3.26,4,1913.47,1,0,15,1
83,1.72,83,3.82,13,5114.35,1,0,19,0
39,16.4,24,1.19,13,3184.11,2,0,14,1
91,10.15,86,1.32,4,3949.55,2,0,21,0
26,3.11,78,1.24,15,948.4,2,0,22,0
35,17.77,32,2.69,2,5587.73,1,0,14,0
17,13.16,18,1.17,11,2070.22,0,0,23,0
56,3.69,56,3.98,9,4299.67,1,0,3,1
113,1.16,14,1.89,12,5736.83,1,0,18,0
85,3.25,40,4.76,14,3150.16,0,0,18,0
100,12.37,68,2.95,4,3143.7,1,0,4,1
81,4.0,79,2.79,4,880.05,0,0,1,0
98,4.9,59,4.12,15,2463.6,2,0,0,0
55,0.99,21,3.85,15,5144.3,0,0,8,0
77,14.6,42,3.43,4,983.62,2,0,7,0
42,16.3,31,4.74,5,5521.52,0,0,11,0
10,16.04,12,2.69,10,4070.39,1,0,2,0
28,2.99,37,4.23,12,2641.57,0,1,20,0
40,18.11,25,2.52,12,3369.69,1,0,7,0
89,13.61,80,4.35,8,1072.88,0,1,17,0
23,18.0,4,2.04,4,1461.4,0,1,22,0
62,9.22,48,2.16,3,1861.17,0,0,8,1
57,9.02,90,3.71,11,2432.11,1,0,3,0
78,15.8,4,1.85,1,5510.03,2,1,15,0
114,2.32,70,1.92,2,2331.9,1,1,17,1
99,10.66,47,2.22,4,3238.24,0,1,9,0
71,16.81,17,3.72,9,1139.75,0,0,16,0
101,16.69,5,4.56,15,4468.64,2,0,21,1
75,19.14,65,3.7,14,3449.63,1,0,7,0
73,14.12,76,4.31,1,2751.46,0,0,1,0
79,4.55,41,3.17,6,5693.68,0,0,9,0
72,0.9,51,1.28,6,5365.77,1,0,11,1
82,9.85,10,1.4,10,4025.17,0,0,6,0
42,10.52,25,3.22,3,5546.51,1,1,6,0
50,5.19,20,2.31,10,3475.73,1,0,12,0
98,2.93,65,1.88,9,4996.24,0,0,18,0
57,11.93,39,2.87,14,2574.87,1,0,9,0
22,15.4,55,3.67,10,703.12,2,0,19,0
82,19.87,50,2.54,3,5966.06,0,0,23,1
86,15.29,19,4.21,1,1160.66,0,0,5,0
40,15.98,80,3.95,2,1658.76,1,1,12,0
114,12.52,79,3.94,15,1146.0,0,0,17,1
84,19.73,56,4.94,15,2157.38,2,0,15,0
77,12.98,4,2.18,4,1877.82,2,0,21,0
107,17.27,13,3.58,4,3686.39,2,1,6,0
111,18.94,23,4.42,2,5979.47,0,0,7,1
119,18.63,67,3.32,10,504.55,1,0,7,1
13,7.94,51,4.16,6,4714.97,2,1,15,0
111,2.03,47,2.66,15,942.35,0,0,7,0
28,3.85,87,3.36,6,315.04,0,0,14,0
79,1.65,46,1.22,3,3903.75,0,1,7,0
107,2.56,59,4.94,1,5265.23,2,0,5,1
91,4.1,72,4.2,10,1222.53,1,1,0,0
22,7.15,2,4.48,9,2181.36,1,1,15,1
114,11.1,8,3.78,4,1178.75,1,0,12,0
32,14.38,81,1.74,9,5457.74,1,0,3,0
92,4.61,82,1.12,5,1768.09,0,0,17,1
118,13.61,23,4.46,7,2779.33,1,0,6,1
84,14.23,3,2.59,3,5389.5,1,0,0,0
10,11.39,8,2.06,15,3406.64,1,0,4,1
97,18.12,0,3.25,3,5610.53,1,1,7,0
63,2.66,34,2.68,8,5573.41,1,1,3,1
80,3.95,73,3.61,1,2877.29,2,0,6,1
98,8.86,11,2.94,8,3577.82,0,0,15,1
94,2.97,17,3.79,8,1535.82,1,0,4,0
24,11.54,77,4.41,3,5945.11,1,0,16,1
74,8.27,9,1.78,1,1814.24,2,0,10,1
85,6.05,73,2.32,9,4743.18,1,1,17,0
80,3.81,17,2.75,4,2015.22,0,0,4,1
24,7.04,23,4.85,7,2015.65,0,0,22,0
30,12.36,0,2.46,9,802.4,0,0,22,0
28,11.73,78,2.52,3,3447.4,0,0,2,0
69,3.69,71,3.61,5,1620.03,1,0,19,0
102,2.94,81,2.68,10,1060.69,2,1,2,0
98,1.02,15,4.8,11,1514.67,1,0,11,1
42,0.74,84,4.58,13,1656.34,0,0,23,0
58,17.66,14,3.05,3,3123.68,0,0,14,1
105,1.38,61,3.58,5,2438.35,1,0,8,0
44,14.76,4,1.23,11,637.84,1,0,13,1
53,17.5,44,3.78,2,3308.97,2,0,7,1
111,2.41,51,3.83,4,4768.94,2,0,17,1
99,9.01,70,2.44,12,3530.56,2,0,9,1
20,19.26,6,1.88,2,5852.33,0,1,16,0
108,16.77,26,4.66,3,775.07,1,0,14,1
81,10.05,88,2.71,15,4962.68,0,1,20,0
119,15.37,85,3.61,5,3133.02,0,1,1,1
87,16.75,12,1.13,9,3225.25,0,0,2,1
83,7.29,16,2.66,3,3210.78,0,1,8,0
75,17.9,43,4.27,10,2086.85,0,1,18,0
55,9.67,12,2.55,6,2082.42,2,0,16,0
18,10.79,89,3.41,4,3864.7,0,1,1,0
12,19.99,72,1.84,4,459.64,2,0,5,1
94,16.94,4,2.67,11,3614.96,2,0,10,0
35,7.55,32,4.71,13,4402.63,2,0,10,1
81,0.7,3,3.27,15,2266.69,2,1,22,1
57,12.71,25,4.61,15,1460.67,1,0,8,0
75,14.23,67,4.61,10,1437.64,0,1,15,0
79,13.19,15,4.78,10,674.67,1,0,23,1
37,19.37,21,4.58,13,720.37,2,0,21,0
102,17.33,35,1.01,5,1166.79,2,0,19,1
35,9.25,57,4.74,15,311.2,2,1,19,1
34,1.73,54,1.55,11,1744.17,1,0,13,1
21,9.78,34,1.16,7,1977.13,1,0,19,1
14,13.94,24,1.22,11,5972.28,2,1,10,1
107,12.35,71,2.4,14,5951.79,2,1,9,0
57,10.99,80,3.48,4,1284.88,0,0,1,0
46,9.64,60,2.61,8,1435.59,1,0,6,1
88,6.23,17,1.1,12,3053.06,2,0,0,0
53,5.91,57,2.91,13,1062.95,0,1,4,0
109,10.25,75,2.77,9,3123.43,2,1,14,0
24,3.63,56,4.03,9,2516.46,0,1,10,1
52,7.14,86,2.12,9,2082.81,0,0,19,0
57,6.82,62,1.87,2,4971.11,0,0,17,1
96,11.95,11,2.02,3,5003.08,1,0,8,0
79,1.8,10,2.21,5,5929.76,0,1,0,0
55,16.68,12,3.4,12,1493.91,0,1,19,0
117,11.47,34,2.89,1,5352.01,2,0,5,1
52,13.58,26,2.35,4,3319.51,0,0,19,1
118,14.21,88,2.5,11,3630.46,0,0,9,1
30,6.18,66,2.48,14,5398.5,1,1,3,0
32,9.67,88,4.89,14,5667.26,0,0,17,0
116,19.15,44,1.93,5,4415.51,2,0,11,0
89,15.45,73,4.27,9,2217.49,0,0,8,1
56,19.41,80,3.83,8,3040.07,1,0,16,1
24,15.05,66,1.02,1,3767.31,1,1,16,0
34,3.92,21,4.97,14,5006.11,2,1,13,0
45,1.76,77,4.03,13,4016.1,0,0,23,0
84,11.76,90,3.73,12,2319.6,0,0,8,0
60,7.48,41,2.62,3,2623.71,2,1,18,1
24,5.87,19,3.22,14,492.54,1,0,12,0
77,16.24,47,2.01,14,5560.75,1,1,2,0
30,7.66,17,1.14,3,711.09,0,0,17,0
22,6.68,76,4.34,11,3563.6,1,1,8,0
95,17.07,69,4.59,6,5255.58,0,0,15,0
28,17.0,73,1.65,4,2641.02,0,0,17,1
43,7.45,5,4.15,4,4840.73,1,1,6,1
87,16.73,38,3.96,1,4862.13,2,0,17,1
77,17.09,10,1.71,12,547.11,0,0,13,0
61,8.77,24,2.69,10,2590.43,0,0,9,0
119,1.8,54,2.69,13,4207.95,0,0,9,0
36,0.53,83,4.04,12,2649.65,1,0,5,0
38,10.7,57,4.35,11,3361.97,1,0,2,0
120,7.21,36,1.38,4,3647.86,0,0,16,0
37,19.94,15,3.25,1,1077.13,2,0,21,0
44,15.56,69,4.05,15,2589.49,0,1,1,1
17,15.34,72,4.14,5,365.09,0,0,6,0
25,19.13,36,1.59,13,1067.83,0,0,11,1
115,17.81,52,3.1,3,3171.07,0,0,0,0
45,6.7,86,4.43,13,3526.8,0,0,19,1
39,3.74,15,2.27,10,1048.16,0,1,4,1
27,15.04,17,2.7,5,4582.59,1,0,12,1
11,7.88,18,4.22,14,2363.33,0,0,18,0
58,9.73,43,1.36,3,5539.77,0,0,5,0
86,12.79,1,4.44,5,2448.44,0,0,4,1
13,18.2,57,2.24,4,1068.9,0,1,4,0
99,8.67,9,1.01,9,4596.23,0,1,17,1
98,15.77,75,1.94,14,3493.24,0,0,9,1
103,5.73,45,1.36,6,2442.79,2,0,20,0
84,14.11,81,1.37,12,2264.55,1,0,18,1
16,0.53,18,3.77,15,1074.46,1,1,1,0
104,17.49,37,1.86,14,2176.84,2,0,10,1
117,1.09,36,4.74,10,370.2,1,0,21,0
83,14.4,90,3.07,2,3113.93,1,1,0,0
48,1.4,77,2.84,1,5401.0,1,0,5,1
22,5.69,44,2.74,1,4812.92,1,0,13,1
40,10.2,33,3.77,1,365.42,2,1,23,1
80,8.69,1,2.81,9,5311.31,0,0,2,1
72,4.24,43,1.51,5,2823.48,0,0,6,0
65,7.01,82,4.52,14,1307.17,0,0,14,1
51,14.69,26,2.71,4,4563.99,2,1,18,0
70,13.55,47,1.3,10,2072.67,0,0,21,0
51,1.9,6,3.12,5,1669.25,2,1,6,1
65,15.07,26,3.59,9,1135.65,0,1,2,0
45,1.53,84,2.1,3,3022.41,0,0,10,1
93,11.09,70,4.2,3,741.69,0,0,4,0
77,5.57,88,3.68,12,4756.56,1,0,13,0
16,11.96,17,3.6,2,2929.91,1,0,2,0
63,5.6,32,2.68,8,2792.46,0,1,3,0
10,19.71,32,4.85,7,210.75,1,1,4,0
53,6.54,24,2.1,2,4943.61,0,0,22,1
54,5.22,13,3.31,4,3058.45,1,1,3,0
115,5.93,37,2.24,7,2751.39,1,1,3,1
56,17.98,37,3.98,1,4616.03,2,0,1,0
22,12.91,3,1.19,1,564.81,2,0,4,0
31,14.75,61,1.18,8,2326.75,0,0,2,1
30,18.4,81,4.24,6,3539.26,0,1,13,0
95,18.28,9,2.74,2,2871.35,2,0,3,1
101,14.91,34,2.36,10,1253.51,0,0,15,0
18,4.36,22,3.43,10,1935.8,0,1,23,1
35,16.95,88,3.81,15,1941.16,0,0,3,1
18,4.47,64,1.8,1,5953.43,0,1,5,0
24,14.99,81,1.74,3,2091.94,1,0,18,1
19,13.87,78,4.83,12,1390.06,0,1,16,0
97,15.3,24,3.36,4,4971.3,2,0,3,0
51,10.89,52,2.56,13,2642.79,1,1,21,0
81,12.96,83,4.21,5,2774.41,1,0,20,1
33,19.09,16,3.1,11,3383.56,0,1,11,0
89,2.47,56,1.97,10,3655.0,0,1,6,0
58,6.52,74,1.83,3,3625.22,1,0,15,1
35,12.42,76,2.59,15,400.1,1,1,13,1
100,19.3,88,4.44,15,4949.29,1,1,12,1
46,2.36,19,1.25,13,1330.15,0,0,10,1
77,0.94,24,1.87,14,1895.58,1,0,10,1
59,1.59,41,4.57,5,1205.89,1,1,0,0
33,1.52,44,1.49,12,4649.04,1,0,7,0
28,18.2,30,3.52,7,3585.22,1,1,12,0
109,14.56,64,1.85,11,4580.72,2,0,3,1
69,13.7,51,3.42,9,3989.71,1,1,23,0
48,10.69,79,2.53,5,804.12,0,0,18,1
83,15.75,20,1.41,4,1948.7,1,0,19,1
98,3.54,29,3.33,10,3142.14,1,1,5,0
27,8.14,2,3.73,11,1968.68,0,0,2,0
28,10.06,69,3.72,13,1402.36,0,0,8,0
45,2.65,42,3.55,9,5244.91,1,1,18,1
83,8.68,28,3.0,8,4537.15,1,0,6,1
106,6.67,2,3.08,5,2202.28,2,0,22,0
64,1.19,57,3.54,9,4637.07,2,0,10,0
78,3.17,32,3.76,11,3839.72,0,0,14,1
56,15.4,74,3.62,14,221.96,1,1,14,0
