delivery_min,rest_dist,food_temp,rest_rating,items,order_sum,weather,promo,hour
54,19.63,89,3.8,10,4954.25,1,0,5
20,0.89,55,1.12,15,2196.13,0,0,14
79,11.16,89,3.76,10,5274.87,1,0,3
32,7.16,73,2.83,7,4909.43,0,1,3
100,5.9,57,3.76,13,4112.7,1,0,8
119,7.05,80,2.91,13,1699.92,0,0,11
79,12.96,50,4.91,11,5827.91,1,1,2
47,4.22,31,2.34,12,3382.27,0,0,12
11,18.3,87,4.93,1,5463.58,0,1,17
95,9.59,47,1.26,5,1451.23,1,0,21
93,6.85,7,3.74,11,5903.59,1,0,16
98,15.43,29,2.82,6,4933.14,0,0,17
88,0.82,25,4.29,10,5705.52,0,1,3
102,8.92,23,4.16,7,1431.72,0,0,15
81,7.43,26,4.2,13,2697.82,1,1,19
46,7.1,78,1.38,10,766.28,2,0,12
58,7.07,74,4.29,10,994.42,1,0,10
61,1.11,38,1.86,13,1846.96,0,0,18
42,3.47,65,1.1,7,5719.43,1,0,10
31,3.27,50,1.87,3,4069.71,0,1,0
120,19.78,72,2.92,14,2024.87,2,1,7
14,0.93,49,3.97,7,5736.53,2,0,10
112,3.76,44,1.87,1,4490.44,1,0,19
27,19.5,86,1.45,11,5460.48,2,1,17
47,12.75,32,3.58,4,5577.88,0,1,6
46,9.29,18,4.94,15,4554.46,0,0,11
103,2.04,12,3.4,7,1610.17,0,0,0
104,13.56,77,3.76,7,5980.22,1,1,18
73,3.19,21,3.24,4,2085.53,0,0,10
19,13.59,19,4.13,1,4095.89,0,0,20
88,19.59,4,4.9,15,5099.91,0,0,22
51,10.87,83,3.18,14,1215.88,2,0,2
57,4.67,77,2.67,15,3732.44,0,0,12
53,12.69,90,4.44,8,2376.0,0,0,19
91,10.5,89,4.88,4,1616.88,0,0,4
96,10.9,31,1.52,2,268.28,0,1,9
106,9.82,29,3.31,4,5257.45,0,0,17
25,13.64,90,4.17,8,988.11,0,0,6
63,11.65,25,3.13,8,5293.08,0,1,1
111,19.75,81,2.64,5,3684.01,1,0,11
44,16.6,86,3.62,15,3802.12,1,0,21
107,5.66,87,2.08,2,5006.18,2,1,6
37,14.65,3,2.4,7,3154.76,0,0,11
11,4.68,66,4.97,3,2272.25,0,0,3
103,15.76,42,3.55,6,1005.08,0,0,10
22,3.38,29,4.49,9,3508.41,1,0,19
50,9.73,15,4.23,13,3408.37,0,1,7
89,15.92,70,3.61,5,1904.6,1,0,1
68,5.96,38,4.36,9,3680.33,1,0,17
78,16.82,85,2.15,4,2748.33,1,0,17
101,13.06,40,3.55,9,4872.07,0,1,1
62,8.25,30,3.36,1,3445.02,0,1,22
112,8.76,48,3.49,4,5615.34,2,0,3
54,18.56,12,1.67,15,3204.3,0,0,20
29,4.75,40,2.11,11,5347.47,0,1,7
33,14.02,27,2.15,14,3219.05,0,0,22
70,14.29,63,3.41,1,3436.6,1,0,10
100,18.49,18,4.89,12,2327.49,2,1,7
103,14.41,86,4.82,13,2520.98,0,0,4
67,11.9,71,1.91,9,5611.99,1,0,7
118,18.1,24,2.22,8,1495.04,2,0,0
36,16.67,37,1.14,8,904.45,0,0,20
35,14.48,89,2.6,14,5015.22,0,0,11
16,1.14,2,4.34,15,3546.08,2,0,10
51,7.78,1,4.66,7,1850.95,0,0,9
56,12.82,4,1.95,9,2707.92,0,1,1
62,10.68,60,2.06,15,3244.45,2,0,20
68,6.73,19,1.88,11,3634.41,0,0,12
47,3.32,75,2.4,11,4962.1,2,0,11
78,11.28,37,4.22,13,2487.24,0,0,17
96,6.08,79,3.59,3,4123.72,2,0,21
101,5.04,35,4.14,7,5041.65,1,0,17
107,8.28,45,3.33,6,5093.89,0,0,9
62,15.82,36,2.03,5,1674.62,1,0,1
24,10.01,53,1.91,15,2231.0,0,0,18
105,4.72,20,1.04,9,3650.45,0,0,20
35,2.78,20,4.12,4,5337.48,1,0,13
57,10.23,69,4.39,3,4784.59,2,1,18
104,15.99,83,4.07,13,3586.98,1,0,8
28,13.23,59,1.3,11,5905.66,2,0,19
18,5.03,35,4.05,3,2746.13,2,1,5
73,9.02,76,1.18,2,5086.21,1,0,17
102,17.18,10,1.42,1,4946.84,2,0,16
63,3.96,87,2.76,3,5466.62,0,0,17
60,10.88,82,2.9,8,5928.53,1,0,19
48,7.45,86,4.26,12,3075.04,1,0,6
13,2.92,30,3.72,6,1334.65,0,1,1
12,1.47,36,1.61,2,2873.19,2,0,9
73,11.34,59,1.9,8,5152.53,0,0,0
38,0.9,60,2.14,13,5049.42,0,0,18
20,2.52,66,1.49,5,2148.63,0,0,22
106,7.28,28,2.15,12,474.38,1,0,18
111,1.35,66,3.91,4,3157.08,0,0,1
67,8.31,78,1.97,14,2949.79,1,0,14
84,3.04,70,4.34,1,697.43,1,1,16
36,7.32,66,2.88,12,4810.36,1,0,2
106,15.93,15,2.29,13,1844.82,1,0,6
30,12.71,44,2.65,1,3945.36,0,0,18
48,9.19,33,3.84,4,788.63,0,1,20
104,2.29,83,3.07,12,5192.08,2,0,21
111,12.57,43,1.03,15,4487.79,1,0,11
55,3.69,77,4.69,13,2452.85,1,1,13
75,1.99,41,1.26,9,3851.04,0,1,20
100,13.45,34,4.75,10,1287.23,0,0,16
45,18.29,74,1.11,10,5915.45,2,0,20
84,9.48,83,4.08,6,4817.43,2,1,18
120,1.3,29,3.14,1,4775.85,0,0,23
91,17.67,52,3.02,12,1089.61,1,0,4
74,1.81,57,1.29,8,302.85,0,0,7
72,17.42,27,1.95,12,3595.15,0,0,8
108,8.14,14,4.11,9,1035.9,0,0,1
44,7.63,37,4.57,2,4726.51,1,0,14
40,11.08,49,3.12,6,2613.24,2,0,19
37,19.16,12,2.41,15,2163.85,2,0,15
112,18.03,34,1.24,7,627.17,2,0,16
10,9.67,23,3.73,11,5977.18,1,0,9
34,14.07,64,2.11,13,5744.86,0,1,11
52,11.82,87,1.22,1,963.26,0,0,8
111,14.02,90,3.66,14,2130.31,1,0,23
93,16.67,17,2.94,11,2466.57,2,0,12
76,1.17,57,1.05,5,1921.45,2,0,1
72,6.85,25,1.44,11,5619.92,0,0,5
60,19.21,28,3.8,11,4383.78,0,0,20
11,19.01,71,1.25,5,5744.32,0,1,20
91,0.72,43,4.46,3,5272.13,1,0,2
117,4.43,89,2.25,2,4576.34,0,0,16
73,19.88,4,1.35,14,4242.41,2,1,13
83,10.11,32,4.04,1,5223.74,0,1,10
78,11.67,4,3.1,15,4168.07,2,1,5
18,3.75,35,2.23,6,1294.57,0,0,21
11,17.94,76,2.62,7,3959.13,0,1,4
43,5.01,80,1.09,2,3187.01,1,0,8
69,4.2,12,3.65,2,5894.99,2,0,9
111,4.95,24,2.46,15,3157.8,0,0,11
70,18.43,57,3.86,5,423.04,2,1,12
40,14.21,1,3.51,5,1732.3,0,0,9
19,15.49,87,3.61,13,5520.81,2,0,0
85,7.85,35,4.17,3,5781.67,0,0,6
45,18.23,24,3.52,3,4425.29,0,1,21
94,15.89,33,2.67,15,529.81,0,0,12
58,15.14,11,2.56,1,336.54,0,0,18
120,19.43,18,1.48,3,2981.65,0,0,19
79,7.64,36,4.12,9,5998.1,0,1,19
58,12.41,0,4.04,2,5241.92,1,0,19
12,18.24,59,1.99,1,5612.02,1,0,22
83,15.92,66,4.45,9,3816.54,0,0,14
14,11.49,48,3.36,5,5182.92,2,0,19
119,1.99,89,2.91,8,2054.25,2,0,13
99,13.23,78,1.07,11,358.71,2,1,5
70,10.77,45,2.53,4,5525.85,1,0,0
94,4.09,47,3.56,8,1466.9,0,0,7
118,17.7,67,1.36,12,4425.22,0,1,3
99,7.19,18,2.84,5,4022.01,0,1,12
111,8.06,87,4.97,6,1117.35,1,1,2
117,13.61,39,3.87,6,1335.52,1,0,1
35,10.03,5,3.19,6,2108.62,1,0,23
81,2.24,79,3.13,2,4590.2,1,1,10
14,8.06,62,1.18,10,427.62,0,1,5
24,2.34,34,4.83,10,2561.0,1,0,12
25,4.22,71,4.71,9,4057.66,0,1,21
10,0.64,60,3.73,7,1194.53,1,0,21
25,4.04,4,1.4,3,892.62,0,1,1
46,6.94,36,1.83,2,2463.23,0,1,13
12,11.0,75,1.74,4,1862.04,2,0,10
61,18.43,88,3.08,8,3964.75,0,1,22
56,11.04,87,1.83,9,5823.5,1,0,7
104,14.26,10,3.78,10,225.92,2,1,23
22,7.47,39,3.18,2,5433.8,0,0,9
89,15.16,64,1.07,14,2712.69,0,1,14
64,12.6,7,3.98,6,4051.24,0,0,12
116,9.47,86,1.76,8,5135.96,0,1,6
30,4.28,83,4.3,3,3526.06,0,0,6
75,6.42,10,2.42,11,764.41,0,0,20
63,12.61,70,2.35,9,1015.45,0,0,3
36,8.81,57,1.05,4,4777.82,0,1,3
47,17.84,47,4.95,5,1528.77,0,0,17
99,5.08,12,3.45,14,3500.42,2,1,15
67,1.92,59,2.69,12,2682.87,1,1,19
71,11.99,48,1.39,7,1961.11,0,1,22
111,17.78,66,3.8,14,4764.41,2,0,12
55,7.61,6,2.13,11,4441.06,0,0,1
98,13.13,76,4.95,11,3947.43,0,1,14
20,5.01,24,4.8,5,2361.49,0,0,6
81,11.39,22,3.94,4,1513.53,1,1,8
17,15.84,50,4.88,4,3192.19,0,0,18
106,17.41,46,1.42,5,4939.2,0,0,7
80,2.55,4,2.12,3,3538.86,1,1,20
73,7.45,12,2.01,9,5826.81,2,1,9
111,12.97,41,1.29,12,289.54,0,0,3
30,1.18,4,4.89,2,5990.41,0,0,11
81,13.97,22,1.24,12,4210.17,2,1,7
72,10.8,61,4.43,7,5029.51,0,0,0
94,6.13,0,4.07,4,2142.72,0,0,22
73,16.39,73,2.5,8,3148.38,2,0,8
29,6.16,90,1.08,7,4822.54,1,0,6
17,19.83,53,1.02,8,4611.77,0,0,8
67,16.42,71,1.82,4,2137.4,1,0,6
55,14.31,2,2.98,11,2081.58,2,1,1
40,1.7,82,2.83,2,4044.3,0,1,20
102,18.13,63,3.34,7,5615.22,0,0,19
18,15.91,50,4.09,12,2744.96,0,0,15
24,4.97,1,2.51,9,2247.06,1,1,9
103,8.15,48,1.64,6,5389.18,1,0,23
35,5.74,30,4.2,7,4161.73,0,1,9
19,19.7,73,2.33,6,2452.0,1,0,13
38,17.16,79,2.15,2,532.2,1,0,8
89,18.64,83,4.06,13,4384.64,0,0,18
45,15.88,2,4.74,9,2246.74,1,0,18
93,9.4,34,4.66,5,609.28,1,0,20
118,4.51,84,1.55,12,3751.28,0,0,1
46,4.56,35,3.01,15,2073.44,2,0,19
95,3.46,63,1.37,3,2163.05,0,1,18
80,11.16,31,4.84,4,2979.19,0,0,10
32,18.44,17,1.86,4,4361.35,1,0,5
50,19.84,33,1.79,13,1802.72,1,0,16
113,6.1,55,4.56,12,669.49,2,0,4
102,14.1,66,4.87,9,2661.67,0,1,10
89,12.14,52,3.79,11,518.57,0,0,3
111,10.03,66,1.48,5,4244.16,0,1,0
37,13.48,90,2.94,2,5763.61,2,0,15
57,7.74,65,4.27,6,4020.8,0,0,3
47,18.92,63,3.29,12,1797.26,1,1,14
40,14.26,66,1.53,14,1253.87,0,1,22
23,15.21,80,1.69,7,1550.14,0,0,2
106,5.23,38,4.46,8,1485.34,0,0,11
82,3.79,37,3.11,5,2020.22,2,0,20
100,8.19,39,3.82,8,764.61,0,0,23
97,15.45,18,2.49,8,5395.17,0,0,14
86,18.81,82,3.13,14,5333.7,0,1,10
99,8.83,4,4.91,4,3768.37,2,1,2
38,15.6,68,2.32,7,559.14,1,0,18
60,9.67,13,3.7,12,4863.2,2,0,10
58,6.26,90,1.69,13,558.37,0,0,7
52,14.92,48,1.49,9,817.24,0,1,18
101,16.06,63,4.13,10,2086.72,0,0,1
101,4.46,56,4.38,4,2702.53,1,1,1
81,6.45,34,3.67,9,2252.56,0,0,11
96,10.15,84,1.63,12,1158.33,1,0,7
102,4.14,4,1.96,4,850.35,0,0,5
14,18.61,87,4.64,1,5184.61,1,0,2
51,12.03,38,2.15,4,2306.45,0,0,10
16,2.86,23,4.28,2,1467.88,1,0,15
51,4.09,39,2.14,6,3024.55,1,1,10
45,19.11,49,4.76,13,413.58,0,1,9
114,14.89,76,4.66,15,3681.63,2,0,9
36,14.82,57,1.17,15,1641.24,1,1,16
67,1.91,0,4.08,8,3669.54,0,1,10
55,17.96,42,1.68,6,3761.93,1,1,21
75,9.15,38,1.86,9,4893.5,0,0,13
34,13.36,9,2.84,6,1533.45,0,0,8
82,19.21,1,3.31,11,2888.09,0,0,15
36,2.45,62,2.3,7,5778.95,0,0,5
10,9.9,15,3.3,12,4417.32,2,1,16
96,1.47,36,1.68,5,5856.99,0,1,21
83,10.24,15,1.09,8,5578.72,0,1,21
51,5.42,86,3.28,2,3742.34,1,0,2
61,18.27,89,3.07,2,1730.8,1,0,1
34,8.27,79,3.76,11,4590.16,0,0,10
63,12.86,26,3.6,8,4249.09,1,0,23
76,17.28,62,4.59,6,3615.56,0,0,17
15,19.68,63,2.84,2,4247.41,1,0,22
67,10.32,31,1.03,6,3758.8,0,0,2
79,9.39,8,3.52,13,3212.4,2,0,14
62,1.98,10,3.7,11,2612.54,0,0,4
75,0.75,69,3.09,8,459.31,2,1,10
67,12.37,29,3.76,6,5220.99,1,0,2
91,1.78,14,2.29,9,5220.14,2,1,14
96,7.92,58,1.6,6,3645.47,2,1,2
11,0.57,47,3.66,14,1753.73,0,0,6
85,12.5,81,1.98,3,363.16,0,1,6
31,8.8,75,2.83,9,208.29,1,0,22
46,2.98,59,2.97,10,622.86,0,1,10
29,6.28,67,2.91,15,2287.34,0,1,15
112,11.61,56,3.39,5,1292.7,2,1,3
33,13.31,63,1.12,6,1737.34,0,0,10
93,9.52,53,4.96,4,4258.03,0,1,13
74,16.18,79,3.87,3,5763.07,1,1,7
74,2.69,86,2.7,10,1399.3,2,1,16
90,2.15,74,1.77,14,2900.73,2,0,22
10,1.36,53,1.32,5,5950.58,1,0,23
118,10.95,58,3.69,12,5603.71,0,0,17
103,14.27,87,2.27,3,2243.43,1,1,5
114,3.05,85,1.92,13,2054.2,1,0,20
120,12.96,38,2.52,2,1604.59,0,1,19
12,9.8,14,3.37,15,1101.34,2,0,19
55,19.75,78,3.69,6,2868.3,0,0,9
64,14.49,73,3.58,14,2178.5,0,0,5
84,13.32,27,4.45,8,4520.06,0,1,11
97,11.62,35,1.88,14,1573.83,2,0,16
95,19.95,53,3.55,3,4470.73,0,0,12
73,19.62,16,1.4,6,1871.25,0,0,0
117,10.99,85,3.19,11,3637.83,2,0,3
54,9.38,86,3.34,14,3902.89,0,1,15
35,9.51,21,1.86,9,4096.33,0,0,18
86,8.85,74,2.57,15,1216.97,0,0,4
74,10.86,35,4.31,14,1839.73,0,0,12
33,5.83,28,1.59,1,1627.47,0,0,9
83,18.57,54,2.74,3,3541.73,1,0,4
44,10.06,41,4.73,13,639.33,0,0,15
33,16.92,31,3.02,2,3205.89,1,0,0
37,9.77,13,3.9,12,707.31,2,0,11
109,14.51,17,4.31,8,2154.92,2,0,14
89,7.07,37,1.82,9,4182.9,1,0,4
113,12.68,33,1.87,10,2592.87,2,0,5
25,10.22,44,4.03,6,1825.98,2,0,10
68,7.66,86,4.01,3,3771.97,1,0,19
90,17.69,31,1.24,10,4493.56,0,0,13
63,2.7,66,2.29,8,1676.59,2,1,1
88,10.0,62,2.59,10,1936.52,2,0,9
25,4.29,54,4.32,15,3913.7,0,0,11
24,17.29,42,2.69,7,5798.29,2,1,8
107,5.44,21,4.7,14,1440.45,0,0,8
20,12.85,86,4.99,2,3994.64,0,0,9
74,3.73,67,4.12,11,5458.22,0,0,6
88,8.4,76,3.67,7,2879.41,0,1,1
99,18.04,28,2.57,1,2037.7,1,1,22
77,3.74,39,1.27,8,4067.85,1,1,0
52,13.43,44,3.29,12,382.3,0,0,21
78,4.49,9,2.45,5,2288.93,0,1,21
108,8.61,76,2.4,9,1696.25,1,1,20
22,11.04,44,3.75,12,1502.81,0,1,22
19,11.76,16,2.85,11,1242.6,2,0,18
84,12.25,1,4.01,12,4474.97,1,0,22
91,12.98,16,2.59,3,5739.58,1,1,21
107,5.8,89,1.6,12,2431.67,0,0,18
112,8.33,37,2.85,7,484.8,2,1,21
50,1.23,36,4.8,8,4369.69,0,0,0
115,15.49,62,4.21,1,3321.59,0,0,1
59,16.82,4,1.82,14,4397.14,2,1,3
96,4.39,24,2.57,6,3957.84,1,0,15
80,4.43,72,4.71,14,5451.53,0,1,12
68,1.32,21,1.49,11,1014.55,1,0,11
48,19.42,62,2.02,2,1181.14,1,0,4
12,16.24,34,2.05,8,2181.1,1,0,2
85,7.53,54,3.28,6,3050.06,1,0,19
16,9.9,19,2.64,11,5569.14,2,1,1
58,6.19,4,1.32,15,5460.39,2,0,23
35,12.15,38,3.52,11,5256.86,2,0,4
42,14.49,62,1.4,12,1490.66,1,0,0
110,9.22,31,3.43,3,4432.12,0,0,13
57,17.54,62,3.03,4,2424.25,1,1,14
88,10.58,73,2.97,7,5600.86,1,0,3
11,3.31,39,1.27,9,1444.31,0,0,11
114,12.63,16,3.56,11,1019.3,1,1,9
80,9.51,78,2.73,10,5085.83,1,0,17
41,18.75,72,2.64,2,4358.06,2,0,8
13,8.14,31,3.39,9,4964.25,0,0,4
29,8.36,22,3.42,15,1116.07,1,0,21
45,13.19,74,1.06,6,5331.8,0,0,8
41,10.78,59,1.5,2,4130.2,0,1,18
37,7.8,76,1.95,8,3979.05,0,0,19
86,19.8,81,3.71,4,3578.99,0,1,16
10,6.39,55,3.31,11,4636.28,0,0,14
69,5.91,8,4.03,13,2610.53,0,1,13
65,17.36,68,3.96,15,970.36,2,1,23
44,0.57,61,4.41,8,3327.74,0,0,17
39,4.42,63,2.51,11,4538.99,2,0,13
63,12.01,21,2.38,7,1091.16,2,0,19
45,3.67,31,4.32,7,1499.32,0,0,2
64,19.72,46,1.95,11,4239.96,0,0,20
98,9.55,1,2.84,13,1763.98,1,0,1
89,12.15,84,1.78,14,1185.66,0,0,19
67,3.63,51,4.66,7,5358.47,0,0,20
92,6.14,87,2.63,2,1133.19,1,0,5
74,12.49,87,1.85,8,2196.06,0,0,23
78,11.22,13,3.77,2,2684.9,1,0,8
60,15.8,36,1.98,3,2961.61,1,0,0
31,5.75,26,4.77,10,2295.6,2,0,14
97,13.24,23,2.47,7,5492.72,0,0,0
116,6.17,63,3.66,7,4020.03,0,1,2
118,11.94,69,2.38,12,2285.07,1,0,23
110,12.3,25,4.23,7,2274.77,2,0,15
62,2.88,53,4.59,4,3117.12,2,1,14
109,11.2,14,4.15,5,395.25,1,1,14
45,0.73,28,4.39,7,5574.53,1,0,4
77,10.27,73,1.41,8,1495.19,1,0,9
45,14.1,27,4.7,3,4246.04,0,1,21
61,1.92,58,3.5,6,4710.79,1,0,10
62,18.8,72,4.48,12,4998.82,0,0,7
91,9.45,20,3.74,9,1160.73,0,0,14
59,18.8,9,1.81,10,3312.82,2,0,19
89,2.59,3,3.44,14,685.31,2,0,11
50,19.02,61,1.36,11,4867.8,0,0,3
27,2.63,3,3.78,12,3021.42,2,0,9
31,9.5,5,2.64,5,1119.24,0,1,15
75,18.79,89,1.61,4,4368.34,0,1,14
30,5.04,79,4.92,9,2120.79,2,1,4
109,1.18,71,4.6,4,864.14,0,0,21
53,15.97,15,4.57,3,2874.23,2,0,21
112,12.12,37,4.16,13,1564.43,0,0,11
56,10.52,48,3.77,7,5711.29,2,0,10
48,1.17,60,3.62,5,2295.9,2,0,23
38,13.24,64,1.42,1,3520.23,1,0,10
63,3.85,82,4.6,8,5700.49,1,0,12
99,18.66,49,4.52,11,2483.58,2,0,8
94,13.87,16,3.99,1,2277.14,0,1,15
26,14.29,27,4.71,9,1141.95,0,0,15
89,5.04,43,3.21,1,5642.16,1,0,0
69,17.67,11,2.79,4,4844.32,0,1,18
40,10.99,69,4.87,10,1481.86,2,0,22
82,17.21,70,2.86,4,2129.51,0,1,18
104,5.78,71,3.57,11,5506.49,0,1,20
87,15.23,2,2.49,14,3316.22,1,0,3
58,11.7,48,3.55,9,3426.74,0,1,4
110,1.44,20,3.88,1,3959.24,0,1,2
11,8.4,7,3.5,10,4620.55,0,0,18
57,4.09,63,3.06,13,5647.86,2,1,12
119,7.5,58,2.2,9,4852.91,1,0,12
23,7.98,29,3.58,4,5620.39,0,1,23
68,9.76,31,4.63,7,4959.54,1,0,18
106,12.21,74,1.03,9,469.32,1,0,12
108,11.63,19,1.54,11,881.7,1,0,23
67,1.26,15,1.48,7,5332.38,0,0,4
112,15.14,24,4.69,2,360.64,0,1,16
67,19.01,59,3.65,6,4806.21,1,1,17
120,7.3,44,4.81,13,5129.09,0,0,11
60,4.01,8,3.33,6,2609.69,0,1,22
93,11.03,50,2.85,3,2258.16,0,1,16
11,14.25,60,4.17,4,1327.54,0,1,17
50,13.74,39,1.64,6,483.73,1,0,0
92,12.44,60,2.53,11,4523.22,0,0,22
110,3.35,66,2.87,6,627.62,0,0,1
91,16.82,79,2.19,1,5679.08,0,0,12
25,8.8,75,2.49,10,1921.11,0,1,9
13,4.82,14,1.31,8,4806.62,0,0,2
21,2.18,52,1.79,9,546.16,1,0,14
38,8.63,3,2.34,2,3310.42,0,0,22
16,12.55,22,4.18,4,2224.78,0,1,0
23,13.47,26,1.73,11,374.01,0,0,11
21,19.27,36,2.39,6,4003.64,0,0,3
108,3.49,76,1.26,2,5670.34,2,0,22
14,19.72,42,3.23,11,262.37,1,0,1
90,13.27,36,3.45,7,1768.53,1,0,19
115,9.36,84,4.46,6,4280.91,0,1,22
41,17.82,28,4.28,8,5253.27,0,0,18
83,14.04,28,2.14,15,1306.52,0,1,18
52,7.3,48,1.55,7,610.16,1,0,19
90,17.74,74,1.62,10,250.12,1,0,19
78,13.5,50,4.88,1,1448.2,1,1,12
54,14.13,49,3.69,10,613.64,0,0,23
