hour,dayofweek,cust_dist,items_count,total_price,barista_exp,promo,rain,time_to_serve,good_review,repeat_visit
2,5,13.38,5,1272.69,34,0,0,104,1,0
22,6,6.91,2,1336.36,48,0,0,30,1,0
16,0,2.57,4,752.6,29,0,0,115,1,1
7,3,11.58,8,392.47,37,0,0,239,0,0
9,2,11.95,5,1426.65,23,0,1,206,0,0
1,2,9.77,1,1335.18,38,1,1,57,1,0
18,1,12.88,7,442.13,29,0,1,277,0,0
8,0,11.19,4,233.83,44,0,1,133,1,0
6,6,13.29,6,716.92,5,1,0,204,0,0
3,3,6.79,5,1046.96,52,0,1,141,1,0
20,0,11.34,4,345.54,40,0,0,74,1,0
17,4,15.0,1,818.5,11,0,1,107,0,0
12,5,11.01,7,695.58,14,1,0,201,0,0
10,0,2.16,4,1346.77,56,1,0,101,1,1
23,0,8.02,4,701.39,49,1,1,149,1,0
3,2,9.02,7,847.29,42,0,1,213,0,0
20,5,3.03,6,1437.4,2,0,1,245,0,0
3,3,14.46,5,519.57,35,1,0,148,1,0
9,0,3.05,3,504.59,45,0,0,101,1,1
4,2,3.07,8,1219.43,49,0,0,187,1,1
8,1,13.77,7,488.55,59,1,0,191,1,0
23,5,7.25,4,1264.61,35,0,0,53,1,0
2,2,1.42,3,233.75,42,0,0,41,1,1
16,2,9.17,2,255.77,28,1,0,64,1,0
2,6,9.23,4,1361.85,8,0,0,130,0,0
15,2,1.44,3,857.14,32,0,1,108,1,1
3,6,14.6,2,1106.34,4,1,1,110,0,0
17,0,8.39,6,415.4,45,1,0,146,1,0
16,0,8.62,5,332.78,7,0,0,132,0,0
6,1,8.04,4,1268.94,39,0,0,86,1,0
23,4,9.36,5,602.07,48,1,0,114,1,0
22,4,4.33,2,737.05,27,0,1,93,1,0
4,4,4.66,5,139.16,37,0,1,152,0,1
11,6,7.91,5,640.23,60,0,1,108,1,0
16,5,12.2,7,1178.61,17,1,0,208,0,0
22,5,1.22,1,1249.79,10,1,1,65,1,1
12,1,9.25,2,1078.26,4,0,0,72,0,0
22,5,12.2,5,1069.05,23,1,0,147,1,0
2,4,2.78,8,808.73,14,1,0,235,0,0
8,4,0.72,3,853.66,5,0,1,201,0,1
16,2,5.03,2,1139.68,2,0,0,71,0,0
16,5,9.03,1,446.22,46,0,0,30,1,0
19,0,2.51,4,424.12,24,1,1,186,1,1
15,0,6.68,6,1429.89,18,0,0,193,0,0
21,2,8.51,5,138.77,27,0,0,147,0,0
12,2,9.18,3,295.25,24,0,0,74,1,0
18,2,4.48,1,898.47,29,0,0,45,1,1
16,0,6.3,2,1132.97,11,1,1,125,0,0
3,4,11.79,6,853.05,48,0,0,144,1,0
11,2,14.15,6,597.09,18,1,0,182,1,0
8,1,13.0,8,1469.17,59,0,0,220,1,0
18,6,8.68,5,1085.39,48,0,1,166,0,0
11,2,6.45,1,1263.95,53,1,0,30,1,1
8,6,5.33,1,156.35,4,0,1,125,0,0
6,3,2.31,3,430.29,33,0,0,47,1,1
13,2,2.04,4,623.84,14,1,0,120,1,1
19,0,10.48,4,355.64,44,0,1,175,0,0
18,5,4.27,7,202.06,56,0,0,146,1,1
14,2,4.19,4,415.13,42,0,0,110,0,1
15,5,14.97,7,847.09,32,0,0,201,0,0
20,3,3.22,6,1074.04,60,1,0,120,1,1
4,1,2.65,6,1183.63,51,1,0,108,1,1
2,5,1.93,8,160.11,4,0,1,303,0,0
11,6,8.91,2,699.18,20,1,1,88,1,0
19,4,9.6,6,271.1,21,1,0,216,0,0
20,2,5.8,6,703.68,3,0,0,195,0,0
3,3,8.26,1,707.57,25,0,1,58,1,0
20,3,11.93,2,797.5,4,0,0,87,0,0
22,5,12.36,1,1349.96,58,1,0,30,1,0
15,1,14.39,3,1227.13,47,1,1,103,1,0
6,0,12.45,7,991.41,11,0,1,259,0,0
12,2,8.69,7,1339.57,16,1,1,227,0,0
20,3,3.11,3,1049.86,59,0,1,73,1,1
9,1,1.95,7,1246.4,36,0,1,268,0,0
6,4,1.29,2,889.29,6,1,0,102,1,1
13,3,10.16,2,835.31,31,0,1,91,1,0
4,1,12.21,6,1113.74,40,0,0,167,1,0
2,0,7.88,7,127.57,13,0,0,227,0,0
22,0,1.29,3,1066.53,23,0,0,71,1,1
10,3,8.26,5,1408.33,52,0,1,160,1,0
10,6,14.07,4,1099.52,4,0,0,139,0,0
17,3,9.17,6,151.51,37,1,1,211,1,0
14,5,12.24,4,629.04,42,1,1,136,1,0
11,2,12.1,3,1233.41,37,0,0,40,1,0
8,1,14.02,7,1442.05,44,0,1,263,0,0
9,3,11.67,7,618.23,33,1,1,258,0,0
11,2,11.34,4,1277.67,56,0,1,92,1,0
16,5,3.89,5,1309.33,42,0,0,93,1,0
5,2,1.37,7,272.6,29,0,1,261,0,0
6,3,8.01,5,1284.1,37,0,1,182,0,0
13,0,2.3,1,553.95,19,0,0,30,1,1
12,1,14.45,2,930.53,51,0,0,30,1,0
7,1,4.7,4,854.55,20,0,0,116,0,0
9,0,12.87,7,1028.28,32,1,1,252,0,0
8,6,6.12,5,1136.65,44,1,0,134,1,0
17,3,5.19,8,717.23,55,0,0,204,0,1
1,1,14.06,8,1343.64,16,1,1,280,0,0
4,3,5.77,7,1233.3,5,0,0,233,0,0
4,5,6.16,2,1199.59,49,0,1,80,1,0
5,3,2.04,2,741.55,46,1,0,55,1,1
18,2,10.22,1,152.6,12,0,0,43,0,0
7,0,4.69,2,789.16,45,0,0,30,1,0
15,6,8.99,2,1357.82,21,0,1,101,1,0
12,3,9.07,6,366.63,14,1,1,236,0,0
0,6,10.93,8,1475.63,37,0,1,247,0,0
21,6,11.31,3,1230.77,22,1,1,135,0,0
19,5,7.96,8,1093.76,30,1,0,224,0,0
16,4,5.3,8,1048.02,23,1,0,286,0,0
6,0,12.64,7,921.84,5,0,0,236,0,0
12,6,4.99,8,1108.94,29,0,1,277,0,0
3,1,7.86,1,690.67,59,0,1,30,1,1
3,2,6.32,1,1283.4,30,0,0,30,1,0
5,1,12.9,4,1074.88,18,1,1,140,0,0
18,5,6.76,2,1179.75,46,0,1,102,1,0
11,5,6.1,4,1209.48,50,1,0,58,1,0
21,1,10.5,6,228.9,52,0,1,169,1,0
6,0,9.24,8,177.9,1,1,0,266,0,0
9,1,2.06,5,1221.38,39,0,1,198,0,0
18,3,7.87,2,463.14,17,0,0,65,1,0
6,1,11.16,5,914.76,3,1,0,188,0,0
2,2,14.89,8,721.2,42,0,0,225,0,0
12,2,9.62,3,130.85,7,0,1,139,0,0
12,4,5.87,6,156.39,27,0,1,208,0,0
17,2,3.78,2,1257.98,28,0,0,77,1,1
19,1,13.16,4,950.75,44,1,1,147,1,0
7,2,12.31,4,833.38,54,1,1,94,1,0
8,0,3.89,2,1422.09,31,0,1,124,0,0
6,6,3.41,7,342.36,15,0,0,240,0,1
0,2,10.87,4,461.16,55,0,0,90,1,0
2,3,5.07,8,1159.43,53,1,1,239,0,0
12,0,4.94,8,1185.33,48,1,0,209,1,0
16,4,2.71,7,666.86,8,1,0,222,0,1
23,3,4.33,2,1431.37,6,0,0,67,1,0
0,1,6.7,1,1413.56,28,0,0,30,1,0
5,6,11.13,4,117.37,4,0,0,177,0,0
20,1,5.38,7,341.26,30,0,1,227,0,0
5,6,5.26,2,1248.31,43,1,0,32,1,1
11,6,4.63,2,569.3,17,0,0,70,1,1
12,1,7.44,7,233.65,34,1,0,183,1,0
12,3,3.12,4,1199.0,60,0,1,122,1,1
14,3,7.54,1,736.42,6,1,1,114,1,0
20,6,10.71,4,789.38,36,0,1,176,0,0
15,3,0.93,2,360.92,35,0,0,30,1,1
21,6,0.64,1,1025.25,39,0,0,30,1,1
20,6,1.59,8,871.74,39,1,1,252,0,1
10,0,8.27,5,389.34,16,0,1,215,0,0
4,5,12.89,3,576.46,2,1,1,147,0,0
3,0,0.57,4,935.63,8,0,0,140,0,1
2,1,14.08,6,1394.82,15,0,0,180,0,0
18,5,2.04,2,1388.53,27,1,0,54,1,1
19,2,12.71,1,503.07,16,0,1,97,0,0
17,1,7.5,7,1129.87,1,0,0,241,0,0
14,4,10.06,8,1185.73,59,0,0,174,1,0
8,0,7.9,7,1232.35,10,1,0,260,0,0
16,3,7.42,7,899.07,7,0,0,227,0,0
13,0,12.61,1,114.71,48,0,0,30,1,1
14,3,11.46,5,1166.35,10,0,0,192,0,0
0,5,7.51,4,249.24,12,0,1,193,0,0
20,4,2.12,6,263.62,17,0,0,185,0,1
21,5,2.17,8,947.87,45,0,0,187,1,0
21,4,12.12,7,1476.93,12,1,0,234,0,0
2,0,8.18,1,439.56,15,0,0,75,1,0
15,3,7.48,7,1004.14,46,1,1,231,0,0
22,5,10.37,5,525.12,51,1,0,83,1,0
10,4,12.95,2,1358.22,32,1,1,109,1,0
11,6,9.62,7,930.92,32,0,0,181,1,0
9,1,11.56,5,390.47,51,0,1,159,1,0
15,1,11.6,4,466.98,26,1,0,128,0,0
7,5,5.67,8,705.47,14,0,0,265,0,0
5,3,4.47,8,270.86,50,0,1,261,0,0
11,6,12.12,7,210.23,26,1,0,211,0,0
23,5,5.97,5,1052.09,5,0,0,171,0,0
20,0,13.6,1,670.03,52,0,1,30,1,0
7,4,1.51,1,1116.72,38,0,0,30,1,1
3,0,1.34,3,254.08,50,1,0,65,1,1
7,1,13.94,5,953.81,46,0,0,99,1,0
17,4,9.9,2,720.63,4,1,1,137,0,0
4,5,6.0,7,181.2,28,0,1,233,0,0
8,0,11.45,6,862.72,55,0,0,111,1,0
3,2,10.25,6,215.93,1,0,0,221,0,0
21,3,8.2,4,1258.81,13,0,0,116,0,0
16,6,1.93,3,984.74,43,0,0,65,1,1
8,6,12.28,5,879.75,3,0,1,238,0,0
0,3,13.06,2,286.86,49,1,0,30,1,0
20,2,3.0,3,502.44,50,0,0,30,1,1
19,1,12.83,1,790.03,25,0,1,103,0,0
12,4,13.23,4,986.6,42,0,1,151,1,0
15,3,8.47,7,356.52,16,1,1,270,0,0
12,2,10.01,7,112.41,21,0,1,252,0,0
13,5,6.04,7,582.66,13,0,1,262,0,0
2,6,4.59,5,776.02,52,1,0,118,1,1
5,2,10.97,6,358.21,44,0,0,142,1,0
17,1,13.0,2,789.03,36,0,0,75,1,0
18,1,9.98,7,573.88,8,0,0,233,0,0
4,0,7.92,7,737.13,44,1,1,228,0,0
14,3,2.8,1,586.44,19,0,0,50,0,0
1,0,1.28,8,979.85,47,0,0,183,1,1
9,6,6.96,3,160.06,60,1,0,47,1,1
23,2,1.22,7,339.27,16,0,0,215,0,1
17,4,8.76,4,705.85,12,1,1,198,0,0
12,4,6.05,3,598.82,20,0,1,120,1,1
4,1,11.48,6,648.28,18,0,0,184,0,0
22,4,4.93,3,1225.26,54,0,0,30,1,1
23,4,9.1,2,1340.86,12,0,1,123,0,0
0,6,8.3,1,448.14,48,0,1,40,1,1
21,4,0.57,5,1270.95,25,0,0,165,0,1
0,2,1.55,2,742.31,60,0,1,48,1,1
17,4,4.71,6,483.35,52,1,1,186,0,1
14,5,13.29,4,1479.64,11,0,1,158,0,0
16,4,2.63,6,1254.72,22,1,1,204,0,0
10,4,10.81,6,1491.95,52,1,1,200,1,0
20,0,14.61,3,335.47,46,1,0,38,1,0
21,2,11.96,4,301.38,34,1,1,127,1,0
16,1,4.02,2,804.73,13,0,1,109,0,0
12,0,13.67,6,994.1,46,1,1,156,0,0
0,3,1.85,2,339.48,38,1,1,58,1,1
1,2,7.29,7,1304.6,12,1,0,225,1,0
8,5,13.37,7,844.82,39,0,0,215,0,0
2,2,9.8,7,675.32,36,1,0,198,1,0
0,3,6.5,5,942.88,28,1,1,180,1,0
20,3,4.75,3,988.94,27,1,0,79,1,1
15,3,5.94,2,159.9,39,0,0,41,1,1
22,6,7.88,7,1499.85,13,0,0,223,0,0
5,1,5.13,7,609.49,43,1,1,200,0,1
16,4,14.55,4,186.16,40,0,1,118,0,0
4,2,14.03,6,1293.25,27,0,1,234,0,0
4,6,13.12,7,1490.23,51,1,1,251,0,0
5,4,6.62,5,1242.9,31,0,0,144,1,0
2,4,10.52,4,1292.64,2,0,1,171,0,0
20,5,13.59,3,976.31,53,0,0,68,1,0
22,3,12.83,8,1391.26,18,0,0,236,0,0
4,1,6.51,8,150.03,26,0,1,277,0,0
20,5,2.13,5,1173.41,53,0,1,140,1,1
4,0,1.6,5,1038.99,42,0,1,159,0,0
9,6,8.87,5,169.42,31,0,0,156,0,0
9,6,9.82,6,861.56,38,1,0,202,1,0
18,1,12.82,8,821.08,56,0,0,203,1,0
16,4,4.74,7,1068.15,22,0,0,216,0,0
20,6,2.93,1,208.54,36,0,0,30,1,1
13,1,6.0,5,1227.39,19,1,0,149,0,0
8,6,5.63,4,295.16,14,1,0,136,1,0
13,6,2.42,8,686.13,14,0,1,276,0,0
0,3,10.25,4,1333.8,50,0,1,125,0,0
18,0,7.88,3,884.74,29,0,1,141,1,0
12,3,10.96,2,631.43,17,1,1,92,0,0
12,0,5.61,2,167.48,50,0,0,30,1,1
3,6,5.22,1,1041.18,50,0,1,30,1,1
0,5,7.35,6,1481.17,37,1,0,163,0,0
16,4,13.22,7,1376.51,9,1,0,253,0,0
7,6,1.08,6,1104.21,1,0,0,174,0,0
1,0,12.17,7,247.41,4,1,0,252,0,0
7,0,5.85,5,435.22,58,0,1,136,1,0
6,0,12.89,8,361.59,7,1,0,244,0,0
1,6,12.13,7,597.65,11,0,1,265,0,0
21,1,5.56,8,429.72,14,0,1,310,0,0
21,5,10.56,1,442.22,42,0,0,30,1,0
2,1,2.81,3,963.42,19,0,0,76,1,0
17,4,13.5,3,546.18,40,0,1,107,1,0
11,6,6.37,2,1048.03,3,0,0,66,0,0
0,0,7.11,3,1427.05,8,0,0,111,0,0
21,5,10.73,5,993.87,29,0,1,180,0,0
11,5,12.4,4,1152.32,50,1,1,129,1,0
4,2,3.93,3,1152.21,37,0,1,111,1,1
16,4,10.09,1,562.98,52,0,0,30,1,0
15,5,6.18,5,120.94,43,0,0,94,1,1
14,6,5.85,3,177.07,9,0,0,132,0,0
22,0,10.51,6,494.88,19,0,0,200,1,0
14,0,6.11,7,1065.36,12,0,0,214,0,0
4,5,5.52,3,1369.36,27,0,0,67,1,0
20,1,12.62,6,1442.32,37,0,1,205,0,0
13,4,1.97,5,136.19,48,1,1,124,0,1
1,0,10.3,3,1486.12,58,0,1,61,1,0
10,5,4.11,6,551.5,25,0,1,227,0,0
18,0,0.72,4,1280.14,45,0,0,101,1,1
6,5,2.92,8,352.41,38,1,0,206,1,1
5,4,9.3,2,188.06,48,0,1,46,1,0
1,5,10.78,5,629.7,50,1,1,131,0,0
5,2,0.81,6,1302.5,17,0,0,174,0,0
17,5,1.03,1,409.15,44,0,0,30,1,1
1,5,13.59,8,315.54,59,1,1,229,1,0
17,6,1.56,3,1373.73,33,1,0,107,1,0
14,4,13.47,6,1413.67,39,0,0,157,1,0
18,6,3.81,8,117.57,14,0,0,289,0,0
1,5,11.23,7,1118.41,28,0,1,225,0,0
19,4,4.99,8,532.89,18,1,0,251,0,0
5,2,12.95,6,624.59,55,0,1,174,0,0
0,4,10.66,6,756.74,33,0,0,169,1,0
23,0,6.33,7,697.51,52,0,0,162,1,0
14,6,1.61,2,820.96,42,0,1,66,1,1
22,4,11.12,8,915.31,15,0,0,231,0,0
9,2,9.44,7,751.83,11,0,0,213,0,0
18,3,0.54,7,1082.19,36,0,0,214,0,1
16,5,0.64,8,1106.04,15,0,1,302,0,0
4,4,12.23,1,716.5,53,0,0,30,1,0
3,5,4.26,7,299.45,48,0,0,159,1,1
9,1,9.72,1,996.89,30,0,1,75,1,0
23,0,7.09,4,1182.14,58,0,0,57,1,0
16,6,13.02,8,993.35,15,0,0,262,0,0
9,0,13.8,7,923.28,49,0,1,222,0,0
16,1,14.95,2,421.18,23,1,0,65,1,0
19,1,2.73,7,1003.19,43,0,0,188,0,0
23,6,13.01,6,568.8,50,0,1,145,1,0
4,4,4.36,5,1387.38,60,0,1,124,1,0
1,1,9.07,2,1015.21,48,0,0,42,1,0
5,3,7.83,7,489.45,59,0,0,141,0,0
20,5,0.76,2,762.1,15,0,1,103,0,1
1,5,14.03,8,1285.21,29,0,0,226,0,0
12,2,1.64,1,569.65,11,0,0,46,1,1
10,1,10.48,4,835.62,45,0,0,135,1,0
10,1,11.88,4,1051.54,18,1,1,181,0,0
15,3,12.03,8,1156.34,40,1,0,210,1,0
10,0,2.46,8,343.45,31,1,1,304,0,1
18,0,6.99,2,891.21,9,0,1,125,0,0
14,5,12.53,8,1377.08,22,1,0,238,0,0
22,5,4.89,2,1455.7,11,1,0,88,1,0
22,4,7.28,8,1018.6,17,1,1,276,0,0
15,6,4.46,7,1477.13,33,0,0,187,0,0
10,3,7.22,8,899.03,11,1,0,266,0,0
21,6,13.37,3,719.65,39,0,1,115,1,0
15,6,7.1,6,872.22,8,0,0,200,0,0
7,2,8.56,1,262.0,51,0,0,30,1,0
3,6,6.36,6,662.4,57,1,0,119,1,0
7,2,7.17,5,741.77,4,1,0,173,0,0
3,6,0.72,5,1288.08,36,0,0,131,1,1
23,3,4.61,4,1162.11,19,0,1,151,0,0
2,2,6.83,1,942.0,24,0,1,55,1,0
2,0,9.69,6,586.19,41,0,0,144,1,0
17,2,7.03,4,361.85,49,0,0,98,1,1
18,2,5.4,5,586.87,18,0,0,197,0,0
18,3,6.13,2,1051.73,33,1,0,48,1,0
20,3,4.01,1,468.25,46,0,0,30,1,1
4,2,13.91,1,697.64,36,0,0,30,1,0
17,1,8.07,8,641.48,10,1,1,301,0,0
9,3,0.69,8,1171.83,55,1,0,239,1,1
21,4,0.78,6,1337.3,14,1,0,207,0,1
20,4,14.61,8,1079.12,7,0,0,267,0,0
5,0,3.71,8,578.24,12,1,0,270,0,0
0,6,12.18,7,706.45,22,0,1,219,0,0
4,2,1.34,3,300.69,27,1,0,59,1,1
8,1,13.86,6,335.34,48,1,1,212,0,0
11,0,13.18,8,330.01,37,1,0,208,1,0
13,2,8.78,2,282.82,11,0,1,101,1,0
1,3,0.63,7,351.41,36,0,1,238,0,1
16,4,4.24,7,383.76,60,1,0,153,1,1
13,5,6.4,7,256.58,13,1,0,236,0,0
12,1,7.17,2,996.37,32,0,1,76,1,0
8,5,4.82,4,1486.56,8,1,0,167,1,0
14,4,0.98,1,1330.86,7,0,1,112,0,0
21,6,9.06,4,163.84,43,0,0,66,1,0
14,6,8.1,2,692.28,43,0,0,30,1,0
23,5,4.6,3,1303.03,58,0,0,30,1,1
10,3,1.05,1,288.54,17,0,1,129,0,1
15,2,14.92,2,1286.7,22,1,0,93,1,0
16,3,7.49,3,929.78,46,0,0,54,1,0
3,5,11.46,6,1403.82,34,0,0,166,0,0
0,3,7.06,5,1326.45,20,1,0,148,1,0
7,4,1.13,7,1047.85,53,1,0,158,1,1
16,1,4.99,8,1020.95,8,0,0,259,0,0
2,3,5.14,2,398.43,22,0,1,76,0,0
19,4,12.66,5,263.45,27,0,1,209,0,0
14,1,9.99,4,681.55,34,1,0,84,1,0
14,6,4.49,5,361.21,21,0,0,143,1,1
23,2,14.53,2,243.38,15,0,0,67,0,0
21,5,5.16,5,523.26,5,1,1,201,0,0
13,6,14.97,7,1304.69,38,0,0,191,0,0
22,2,14.94,1,124.01,17,0,0,30,1,0
13,6,3.27,2,509.69,8,1,0,93,0,1
23,0,5.03,3,693.67,19,0,1,118,0,0
1,6,7.55,5,814.8,5,0,1,209,0,0
12,4,10.13,1,354.21,23,1,0,30,1,0
13,1,8.16,7,1449.91,19,1,0,226,0,0
23,6,14.56,4,910.42,14,0,0,124,1,0
18,3,11.0,4,830.95,10,0,0,146,0,0
6,2,3.57,7,112.35,31,1,0,190,1,1
2,6,2.02,5,780.0,13,0,1,198,0,0
14,1,10.48,4,1272.74,22,0,0,123,1,0
22,4,2.8,3,407.5,37,0,1,112,1,1
13,0,11.92,2,591.69,39,0,0,30,1,0
10,2,5.01,1,128.8,10,1,1,114,0,1
14,5,5.24,6,1467.7,31,0,0,116,1,0
12,1,0.66,5,193.31,43,1,0,108,1,1
17,5,10.66,4,1357.51,35,1,1,178,1,0
5,1,2.14,2,538.18,13,1,0,77,1,1
2,1,11.71,6,922.58,30,1,0,148,1,0
18,4,7.63,3,1051.04,34,1,1,123,1,0
14,4,11.87,4,297.16,36,0,0,87,1,0
22,4,8.97,4,721.26,35,0,0,113,1,0
4,6,1.7,1,555.65,47,1,1,44,1,1
9,3,11.6,3,179.24,4,0,1,172,0,0
6,1,1.51,3,1266.47,55,0,1,77,1,1
16,2,7.44,5,163.23,53,0,0,83,1,1
6,5,3.0,6,1014.56,4,0,1,234,0,0
21,4,11.41,1,539.71,47,1,1,30,1,0
11,6,13.72,5,368.98,6,1,1,200,0,0
16,4,8.53,1,1033.92,55,0,1,30,1,0
12,5,8.14,3,904.35,28,1,0,98,1,0
19,5,11.58,1,541.36,30,0,0,34,1,0
3,1,0.57,1,818.15,27,1,1,43,1,1
9,4,13.81,1,444.73,5,0,1,125,0,0
2,5,3.36,8,1309.18,44,1,0,207,1,1
8,3,14.77,2,539.35,39,0,1,98,1,0
12,3,11.18,2,443.21,35,0,1,105,1,0
17,4,11.73,6,1152.57,39,1,1,215,1,0
14,6,10.01,6,124.63,44,0,1,192,1,0
3,5,7.34,7,475.22,15,1,1,223,0,1
14,1,8.79,3,625.55,19,0,1,117,0,0
21,1,1.17,1,1335.13,30,0,1,62,1,1
1,6,9.55,3,1430.62,38,0,0,67,1,0
14,1,9.58,2,1103.07,32,0,0,36,1,0
7,0,13.42,8,789.54,40,0,0,216,0,0
7,4,7.83,1,996.87,29,1,0,30,1,0
16,1,1.62,5,679.6,6,0,0,163,0,1
11,3,4.94,2,518.36,26,1,1,81,1,1
18,5,10.01,2,1430.96,27,0,1,105,0,0
9,2,3.97,2,261.55,35,0,0,74,1,1
8,6,4.57,7,584.95,28,0,1,259,0,0
4,2,12.4,1,1358.72,5,0,0,65,0,0
5,1,8.97,6,1112.4,41,1,0,141,1,0
19,2,7.87,4,140.74,56,0,1,117,0,1
1,2,5.12,5,132.34,48,0,0,143,1,1
23,0,11.1,5,823.12,54,0,1,120,1,0
12,3,4.67,3,777.95,16,0,0,107,1,1
5,6,11.19,1,720.19,41,0,0,30,1,0
4,3,1.52,6,523.28,18,0,1,232,0,0
0,0,13.04,2,1481.29,13,0,0,110,0,0
20,0,7.74,4,480.78,43,1,1,141,1,1
21,2,6.86,1,786.06,25,1,0,42,1,0
20,4,9.36,1,666.85,10,0,0,43,1,0
5,5,9.55,7,338.35,29,0,1,250,0,0
5,5,2.41,6,383.67,10,1,1,238,0,1
22,2,11.47,4,1385.62,6,1,0,171,0,0
15,5,4.5,2,1301.59,16,1,0,49,1,0
3,0,13.62,1,378.66,25,1,1,80,1,0
10,3,12.36,5,1325.93,44,0,0,150,0,0
23,5,5.52,8,392.86,4,1,0,250,0,0
22,6,12.21,5,977.16,37,1,1,160,0,0
8,2,5.67,4,213.79,34,0,0,104,1,1
22,4,1.96,8,1332.52,19,0,0,192,0,0
2,2,14.45,2,172.1,33,0,0,30,1,0
18,1,9.96,4,876.92,4,0,1,198,0,0
7,2,7.11,1,1191.6,44,0,1,35,1,0
4,0,6.27,7,263.57,34,0,1,209,0,0
3,3,5.21,7,666.27,12,0,0,217,0,0
23,3,14.73,5,158.73,31,0,0,137,1,0
5,6,2.45,7,1055.85,16,0,0,207,0,0
1,5,5.06,3,530.43,2,1,0,100,0,1
19,0,7.54,4,883.15,49,0,0,85,1,0
10,1,7.43,7,1405.83,58,1,0,203,1,0
3,0,7.33,3,528.2,60,1,1,44,1,1
14,2,3.05,3,168.08,2,1,1,174,0,1
5,0,2.6,6,1045.88,36,1,0,176,1,1
21,0,4.19,5,1201.58,6,0,1,205,0,0
16,6,13.76,4,1441.02,60,0,1,106,1,0
23,1,2.14,3,320.92,23,0,0,73,1,1
5,2,11.48,1,649.0,39,1,0,30,1,0
18,4,11.48,7,1281.8,55,0,1,250,0,0
1,6,12.24,6,1229.62,47,0,0,158,0,0
14,4,13.36,2,974.71,52,1,0,30,1,0
10,6,4.31,7,477.12,44,1,0,184,1,1
7,3,3.76,7,497.65,37,1,0,180,1,1
18,6,7.25,7,273.6,46,0,1,235,0,1
12,5,4.34,6,1390.6,16,0,1,236,0,0
11,0,11.15,2,342.1,43,0,0,30,1,0
4,3,9.72,5,902.04,44,0,1,180,0,0
5,1,13.19,4,918.09,19,1,1,161,0,0
21,4,1.7,4,617.45,49,0,1,109,0,1
3,6,13.77,2,593.53,24,0,0,61,1,0
18,0,4.75,8,1036.02,58,1,0,213,1,0
19,1,7.62,7,643.62,27,0,0,208,0,0
0,5,6.86,1,457.16,7,1,0,35,1,1
19,1,11.52,2,658.78,30,1,0,40,1,0
16,0,6.59,2,1230.73,41,1,0,30,1,1
11,5,14.18,4,1453.07,14,0,0,147,1,0
14,1,13.59,3,990.33,58,0,0,42,1,0
0,5,13.15,1,1194.94,52,1,1,38,1,0
13,6,1.53,4,845.95,44,1,0,74,1,1
5,6,12.89,6,974.75,15,0,1,225,0,0
4,0,11.83,2,1483.32,12,0,1,83,0,0
10,0,2.0,8,713.79,53,0,0,235,0,1
3,5,2.06,3,192.76,53,1,0,60,1,1
12,2,1.97,1,1439.81,29,0,1,40,1,0
10,3,0.66,5,1210.29,23,0,0,199,0,1
2,1,8.46,1,657.63,13,0,1,76,0,0
0,1,14.61,1,1475.35,9,0,1,70,1,0
5,2,6.86,7,583.75,24,1,0,199,0,0
17,2,8.34,2,620.97,39,0,0,60,1,0
23,2,14.54,2,953.62,30,0,0,44,1,0
9,4,4.2,5,484.09,1,0,1,239,0,0
4,4,12.95,5,1078.0,60,0,1,138,1,0
22,5,8.42,5,313.99,10,0,1,215,0,0
9,4,8.76,4,251.24,38,0,0,120,1,0
11,6,5.48,4,848.83,58,0,0,57,1,1
1,6,8.64,2,877.69,47,1,0,30,1,0
12,0,1.56,2,249.32,15,0,1,114,0,1
7,5,11.59,5,1449.85,9,1,0,142,0,0
1,1,4.63,4,902.6,13,0,0,119,0,0
19,3,13.37,3,311.45,23,0,1,143,0,0
0,0,5.83,4,536.02,33,0,0,88,1,1
4,1,2.57,2,1220.33,9,0,0,80,0,1
8,1,10.59,4,832.52,3,0,0,177,0,0
16,5,2.89,2,363.41,30,0,0,82,1,1
8,2,11.43,5,243.99,9,0,1,225,0,0
10,2,14.54,7,703.08,52,0,0,191,1,0
14,0,11.8,5,572.38,25,0,0,128,1,0
23,2,0.83,5,1018.28,47,0,0,138,1,1
5,1,9.2,3,1395.35,24,0,0,109,1,0
22,2,10.58,7,446.82,32,1,0,168,1,0
2,4,12.47,3,1297.33,7,0,0,107,0,0
16,2,1.31,2,1388.65,36,1,1,76,1,1
4,1,7.46,1,1362.8,25,0,0,30,1,0
11,5,8.26,6,1432.91,20,1,1,212,0,0
17,0,2.95,3,1278.95,17,0,0,126,0,1
13,3,5.18,2,930.88,54,1,1,75,1,1
20,2,6.88,7,673.78,36,0,0,198,0,0
23,6,12.58,4,788.36,26,0,0,123,1,0
10,6,13.98,7,1321.66,19,0,1,276,0,0
8,1,9.61,5,521.96,60,0,0,135,1,0
1,3,6.23,5,322.97,37,1,0,139,1,0
11,3,4.18,5,297.15,48,0,0,100,1,1
2,4,14.74,2,1257.79,3,0,0,82,0,0
2,3,14.75,5,1166.08,43,0,0,91,1,0
0,6,13.91,3,796.7,57,0,0,30,1,0
7,5,11.89,4,484.82,28,0,1,141,0,0
21,1,5.22,5,1048.66,22,0,1,170,0,0
7,1,12.35,2,153.81,47,0,1,71,1,0
10,2,6.43,4,895.52,19,0,0,149,1,0
8,2,5.24,5,657.8,53,0,0,138,1,1
4,2,11.3,1,1469.0,56,0,1,30,1,0
13,6,1.65,8,810.58,46,0,0,220,0,0
