house_id,district,house_age,floors,management_company_id,contract_amount,planned_duration_days,actual_duration_days,citizen_complaints_raw,citizen_complaints,inspection_score_raw,inspection_score,budget_overrun_pct
337,Приречный,76,17,2,12007624.31,129,124,1.0,1,36.5,36.5,-3.3
338,Ленинский,63,8,3,7669618.1,165,168,5.0,5,35.8,35.8,-2.1
339,Заводской,91,9,8,11982800.08,140,180,,4,48.7,48.7,9.5
340,Центральный,97,8,12,8449776.43,123,156,0.0,0,86.7,86.7,31.5
341,Заводской,86,18,1,12871982.82,197,238,1.0,1,41.7,41.7,40.5
342,Заводской,99,15,10,13018606.75,164,154,4.0,4,52.2,52.2,-1.5
343,Центральный,98,17,20,16383614.2,234,262,1.0,1,,58.8,18.1
344,Заводской,43,19,3,8014896.53,99,103,10.0,10,17.4,17.4,9.8
345,Заводской,22,4,6,4500743.3,169,159,0.0,0,77.8,77.8,-1.9
346,Ленинский,63,7,7,10024609.29,193,188,3.0,3,20.9,20.9,6.7
347,Ленинский,21,2,20,7728859.27,77,114,1.0,1,67.0,67.0,52.0
348,Центральный,18,4,18,5077479.11,147,155,3.0,3,44.5,44.5,2.3
349,Заводской,35,18,11,8630817.66,84,74,2.0,2,57.3,57.3,-19.9
350,Ленинский,28,2,19,7545566.69,117,112,2.0,2,73.8,73.8,-6.8
351,Ленинский,64,6,5,8870079.87,176,175,1.0,1,73.7,73.7,2.6
352,Приречный,49,5,19,9516614.69,179,201,2.0,2,59.5,59.5,9.1
353,Ленинский,7,5,11,5766274.82,129,134,0.0,0,83.5,83.5,7.0
354,Центральный,41,8,12,9522378.47,95,107,1.0,1,39.1,39.1,17.0
355,Центральный,47,14,10,8009719.23,117,122,0.0,0,72.1,72.1,12.6
356,Ленинский,44,13,8,10029261.76,104,128,9.0,9,26.3,26.3,35.9
357,Центральный,94,18,9,12877786.94,227,269,4.0,4,63.4,63.4,19.3
358,Ленинский,59,15,4,7294386.66,158,204,1.0,1,68.1,68.1,16.0
359,Приречный,91,11,5,8165873.62,188,219,2.0,2,68.7,68.7,13.0
360,Ленинский,43,19,8,9023089.26,92,139,4.0,4,73.3,73.3,51.5
361,Заводской,19,4,9,6159686.7,126,131,3.0,3,76.9,76.9,-14.4
362,Ленинский,8,2,15,7348032.37,61,122,0.0,0,55.4,55.4,100.0
363,Заводской,97,11,15,13271240.49,82,249,3.0,3,27.6,27.6,167.5
364,Ленинский,90,17,16,12869352.85,167,176,1.0,1,74.2,74.2,6.8
365,Приречный,29,1,14,5852723.0,137,165,3.0,3,57.4,57.4,34.5
366,Заводской,17,2,8,8895912.33,162,153,,4,71.6,71.6,-1.5
367,Приречный,86,17,18,10018738.3,202,225,2.0,2,25.9,25.9,19.5
368,Приречный,37,14,10,7649949.07,96,108,1.0,1,92.8,92.8,1.9
369,Центральный,20,4,20,7234497.53,140,132,3.0,3,,58.8,4.1
370,Центральный,46,8,6,8317624.58,168,173,3.0,3,35.7,35.7,0.6
371,Центральный,70,8,12,7245379.19,179,179,1.0,1,53.3,53.3,6.7
372,Центральный,59,10,2,6124897.27,136,143,1.0,1,33.7,33.7,-12.0
373,Центральный,46,11,7,7161507.91,129,156,3.0,3,39.2,39.2,27.2
374,Ленинский,38,10,16,8510089.05,129,148,1.0,1,61.1,61.1,-7.7
375,Центральный,34,5,3,9007220.9,100,145,2.0,2,77.7,77.7,42.2
376,Заводской,17,4,13,8992134.18,113,115,3.0,3,,58.8,-15.3
377,Приречный,17,5,3,8636709.64,170,197,,4,47.1,47.1,22.2
378,Центральный,22,2,18,7747859.8,103,93,0.0,0,53.0,53.0,-9.0
379,Приречный,36,19,11,8607371.15,171,170,2.0,2,51.6,51.6,-8.3
380,Заводской,100,15,8,10644814.4,243,281,,4,36.2,36.2,30.0
381,Центральный,43,17,6,8582255.39,163,188,2.0,2,48.4,48.4,6.4
382,Ленинский,50,11,1,8058090.53,161,151,2.0,2,58.7,58.7,-30.0
383,Ленинский,33,10,1,5993435.86,112,146,2.0,2,53.1,53.1,35.5
384,Приречный,66,10,8,12813282.02,238,229,,4,46.9,46.9,-21.4
385,Ленинский,97,9,5,10828920.03,151,170,0.0,0,56.1,56.1,3.9
386,Приречный,66,10,16,8997409.8,228,273,0.0,0,63.0,63.0,14.6
387,Заводской,61,16,11,16389695.13,123,118,2.0,2,59.3,59.3,-18.3
388,Центральный,20,1,5,8178864.99,64,77,2.0,2,37.5,37.5,15.4
389,Приречный,60,14,4,10807621.73,170,193,2.0,2,59.9,59.9,-0.5
390,Приречный,14,1,6,8733883.88,129,119,2.0,2,62.2,62.2,-6.1
391,Приречный,34,19,14,8428534.7,115,158,3.0,3,,58.8,25.1
392,Заводской,29,2,19,6399918.34,125,126,1.0,1,57.9,57.9,1.1
393,Заводской,88,12,9,12350433.07,165,162,2.0,2,73.0,73.0,9.8
394,Приречный,9,2,12,6915368.41,150,141,2.0,2,47.0,47.0,1.8
395,Заводской,69,13,11,10149040.82,207,238,3.0,3,36.2,36.2,14.2
396,Приречный,98,17,14,12240332.17,120,150,2.0,2,53.1,53.1,15.1
397,Приречный,53,14,16,6642628.02,166,193,,0,61.9,61.9,17.9
398,Заводской,7,1,1,10182590.87,98,96,2.0,2,91.2,91.2,-9.0
399,Приречный,49,14,13,5517405.51,201,191,1.0,1,76.9,76.9,-3.0
400,Приречный,18,3,13,11204838.69,147,153,1.0,1,82.1,82.1,-13.1
401,Центральный,34,9,2,9284676.02,172,204,0.0,0,,58.8,26.7
402,Приречный,72,8,4,10645336.16,158,185,2.0,2,48.3,48.3,17.4
403,Ленинский,22,2,6,5528302.84,75,65,,0,67.8,67.8,8.8
404,Приречный,66,12,5,10737076.04,220,258,1.0,1,58.1,58.1,30.3
405,Заводской,41,7,3,11232999.12,126,174,,4,54.1,54.1,43.8
406,Приречный,29,4,1,6533656.81,124,114,0.0,0,55.8,55.8,-9.3
407,Заводской,52,16,4,5833223.99,147,141,3.0,3,68.0,68.0,-11.4
408,Центральный,69,11,20,13394070.5,216,259,2.0,2,53.6,53.6,29.3
409,Приречный,57,14,2,5926310.11,163,153,3.0,3,64.5,64.5,-8.4
410,Центральный,83,13,5,17266139.45,185,233,1.0,1,56.1,56.1,37.6
411,Заводской,77,6,3,9051986.21,140,142,4.0,4,53.4,53.4,5.4
412,Приречный,19,3,9,8100472.71,62,94,4.0,4,58.9,58.9,55.7
413,Приречный,53,8,20,9083581.89,119,135,3.0,3,51.7,51.7,19.4
414,Ленинский,92,14,6,10299568.47,154,144,1.0,1,43.2,43.2,-15.7
415,Ленинский,72,5,18,6752900.8,198,192,4.0,4,29.9,29.9,-13.3
416,Заводской,16,2,6,9046379.9,143,133,1.0,1,69.8,69.8,-17.6
417,Заводской,63,9,19,12717126.69,225,274,3.0,3,44.5,44.5,32.3
418,Заводской,41,19,12,11158515.6,111,107,1.0,1,41.1,41.1,-13.1
419,Ленинский,65,5,11,9092073.29,212,217,1.0,1,67.6,67.6,-5.9
420,Приречный,47,7,2,7515763.3,161,161,2.0,2,62.6,62.6,5.4
421,Приречный,74,16,15,12629716.96,128,259,3.0,3,27.3,27.3,126.3
422,Приречный,43,6,12,8445691.03,119,119,1.0,1,70.7,70.7,-6.2
423,Центральный,60,5,12,8395777.55,116,106,3.0,3,80.7,80.7,-22.1
424,Заводской,67,11,9,8960118.94,221,238,2.0,2,79.9,79.9,1.6
425,Центральный,50,9,2,6563437.63,200,214,2.0,2,63.4,63.4,6.7
426,Ленинский,92,5,3,8974942.35,209,202,3.0,3,59.7,59.7,-15.2
427,Заводской,15,5,12,9589220.8,102,95,5.0,5,57.4,57.4,-18.4
428,Приречный,66,19,16,11574748.86,198,188,2.0,2,68.6,68.6,16.1
429,Заводской,81,7,1,6540326.96,176,167,2.0,2,60.0,60.0,-13.7
430,Центральный,29,4,3,5183835.67,171,188,,4,69.2,69.2,6.7
431,Центральный,75,11,20,13365296.95,251,264,4.0,4,31.8,31.8,1.5
432,Приречный,56,15,2,5975676.73,124,144,1.0,1,64.2,64.2,11.9
433,Ленинский,8,2,9,5782779.37,87,77,1.0,1,,58.8,-5.3
434,Центральный,63,13,19,10424872.85,140,136,5.0,5,47.7,47.7,6.6
435,Центральный,76,18,15,11022398.78,163,337,0.0,0,33.8,33.8,159.8
436,Ленинский,24,5,18,4388983.69,71,61,2.0,2,47.3,47.3,-17.1
437,Центральный,97,17,11,10972779.8,220,211,1.0,1,48.2,48.2,8.8
438,Приречный,67,13,16,13997939.65,202,192,3.0,3,64.2,64.2,-16.1
439,Ленинский,58,18,17,7409585.84,137,158,2.0,2,48.9,48.9,29.0
440,Центральный,78,13,5,14107862.47,138,130,5.0,5,28.3,28.3,-6.4
441,Центральный,61,6,12,7105407.17,140,130,3.0,3,44.3,44.3,-6.9
442,Приречный,94,7,11,9611401.42,148,196,2.0,2,,58.8,41.4
443,Заводской,45,11,15,7369407.32,93,171,2.0,2,60.0,60.0,78.5
444,Заводской,7,5,3,10043925.54,101,91,2.0,2,66.7,66.7,-30.0
445,Приречный,10,2,1,8495213.92,151,142,1.0,1,53.9,53.9,1.1
446,Приречный,9,3,20,9341551.83,124,114,3.0,3,52.2,52.2,-4.6
447,Приречный,9,2,16,7996750.32,158,148,1.0,1,86.7,86.7,-9.9
448,Приречный,58,10,2,9908088.47,180,210,1.0,1,75.0,75.0,22.9
449,Заводской,51,17,2,6269564.01,147,137,0.0,0,53.2,53.2,1.5
450,Центральный,91,11,3,13183775.32,223,265,,4,61.1,61.1,3.7
451,Приречный,53,13,8,8004028.01,200,236,,4,40.6,40.6,18.2
452,Ленинский,13,1,15,3947247.3,54,240,3.0,3,35.8,35.8,122.6
453,Заводской,24,3,7,8698376.02,71,62,3.0,3,58.6,58.6,-30.0
454,Приречный,65,11,6,13824150.82,165,155,2.0,2,81.8,81.8,-16.7
455,Центральный,39,12,9,5503085.4,91,81,3.0,3,43.6,43.6,-16.0
456,Заводской,54,16,20,10439214.2,140,130,0.0,0,66.2,66.2,-12.3
457,Центральный,86,18,1,10089784.52,164,196,2.0,2,75.8,75.8,40.8
458,Заводской,66,7,8,7954144.75,116,106,,4,25.1,25.1,-30.0
459,Центральный,21,4,3,9468386.01,177,167,,4,57.3,57.3,-7.4
460,Центральный,92,14,4,8467134.6,156,171,3.0,3,52.1,52.1,26.9
461,Центральный,7,2,15,9105936.97,78,243,0.0,0,47.3,47.3,153.4
462,Ленинский,36,11,6,7762074.98,89,82,2.0,2,80.0,80.0,-6.6
463,Ленинский,17,5,15,8063723.81,57,202,2.0,2,46.0,46.0,175.7
464,Ленинский,93,18,3,10485534.34,177,177,4.0,4,61.6,61.6,-6.7
465,Приречный,77,8,14,9213339.38,129,158,3.0,3,55.8,55.8,0.1
466,Заводской,72,12,20,13039747.93,245,263,1.0,1,58.3,58.3,9.4
467,Заводской,18,5,14,7843813.77,113,112,3.0,3,64.1,64.1,-8.6
468,Приречный,15,1,4,9169633.24,88,78,3.0,3,82.9,82.9,-19.4
469,Центральный,60,8,12,5565608.63,142,132,1.0,1,54.5,54.5,-12.0
470,Приречный,71,7,17,8530146.3,211,201,1.0,1,61.0,61.0,12.7
471,Центральный,96,13,7,18305010.86,118,123,4.0,4,55.9,55.9,28.3
472,Приречный,33,12,9,8233283.64,126,143,2.0,2,,58.8,15.7
473,Центральный,13,1,3,7260875.67,76,93,3.0,3,60.9,60.9,17.7
474,Приречный,71,15,13,14376700.41,184,224,0.0,0,76.8,76.8,10.0
475,Ленинский,29,1,15,8853618.89,58,161,2.0,2,58.9,58.9,100.0
476,Приречный,80,11,18,14274911.84,161,184,3.0,3,65.3,65.3,32.1
477,Центральный,46,8,19,6649029.32,179,220,2.0,2,39.8,39.8,20.4
478,Ленинский,13,5,1,6849069.36,148,138,1.0,1,91.9,91.9,-30.0
479,Приречный,83,5,6,8956845.11,167,163,1.0,1,88.2,88.2,4.3
480,Ленинский,44,16,2,7569918.24,201,231,4.0,4,53.0,53.0,24.8
481,Ленинский,29,2,14,8462391.26,106,123,1.0,1,42.9,42.9,0.2
482,Ленинский,9,4,6,4765098.96,112,115,1.0,1,43.0,43.0,4.4
483,Заводской,15,5,14,8426486.67,123,153,3.0,3,58.8,58.8,28.9
484,Ленинский,63,16,4,11973135.34,266,256,1.0,1,56.5,56.5,-4.5
485,Ленинский,92,15,8,5813869.73,205,205,5.0,5,29.2,29.2,-7.9
486,Приречный,83,9,3,9102055.68,203,252,,4,21.5,21.5,34.3
487,Центральный,42,12,19,4517554.39,119,155,2.0,2,49.8,49.8,26.2
488,Заводской,76,10,14,10170443.21,120,138,2.0,2,63.3,63.3,0.1
489,Приречный,9,2,20,7666693.01,109,121,3.0,3,79.7,79.7,-9.5
490,Приречный,52,7,17,4385788.52,161,199,3.0,3,60.7,60.7,36.2
491,Заводской,94,10,8,17097269.29,212,209,,4,43.3,43.3,4.8
492,Ленинский,22,4,14,7300175.1,167,202,3.0,3,59.7,59.7,21.8
493,Заводской,74,17,6,14460401.39,178,214,1.0,1,64.2,64.2,15.8
494,Центральный,41,14,16,8241577.22,89,116,0.0,0,75.7,75.7,25.0
495,Заводской,64,7,19,4908011.82,147,168,2.0,2,59.2,59.2,3.5
496,Заводской,52,10,14,8826479.99,73,79,3.0,3,75.3,75.3,3.9
497,Ленинский,81,10,19,17118904.33,206,237,1.0,1,73.2,73.2,-6.2
498,Центральный,32,6,3,7129374.73,132,153,6.0,6,49.0,49.0,8.5
499,Приречный,73,11,10,12983773.73,191,202,0.0,0,66.0,66.0,2.6
500,Приречный,81,16,19,8997507.59,134,139,2.0,2,76.8,76.8,9.8
501,Ленинский,85,6,9,6995920.92,155,159,0.0,0,58.5,58.5,2.2
502,Ленинский,44,10,20,6469393.15,114,116,,0,35.0,35.0,9.7
503,Заводской,49,5,13,7237415.94,77,113,1.0,1,37.1,37.1,60.2
504,Приречный,100,7,7,7008886.95,135,166,2.0,2,45.9,45.9,33.5
505,Ленинский,66,6,14,6699915.54,129,139,1.0,1,74.9,74.9,12.5
506,Центральный,97,11,9,9856654.99,169,212,1.0,1,52.1,52.1,25.6
507,Приречный,62,18,19,12295603.36,148,160,1.0,1,67.7,67.7,-1.7
508,Приречный,71,8,15,8057350.15,120,181,2.0,2,44.4,44.4,161.8
509,Приречный,60,12,20,8804566.78,123,120,1.0,1,59.7,59.7,9.4
510,Ленинский,44,10,14,8549848.64,177,203,2.0,2,43.4,43.4,17.8
511,Ленинский,44,16,6,6729631.51,128,140,3.0,3,57.2,57.2,11.5
512,Заводской,95,14,4,16942843.05,122,136,4.0,4,52.6,52.6,6.8
513,Приречный,81,8,8,7073161.3,198,228,,4,55.2,55.2,-7.5
514,Приречный,37,9,17,6407328.42,166,163,3.0,3,65.3,65.3,4.6
515,Центральный,10,5,9,11354449.43,77,86,3.0,3,56.2,56.2,23.2
516,Центральный,92,17,1,13188966.53,213,236,2.0,2,36.8,36.8,-4.5
517,Заводской,23,1,20,8199726.82,60,92,3.0,3,70.7,70.7,53.2
518,Приречный,84,11,14,12663671.17,194,184,1.0,1,65.7,65.7,4.8
519,Приречный,44,14,11,7847204.91,171,202,4.0,4,53.0,53.0,14.5
520,Центральный,96,18,3,15376136.92,111,139,,4,67.4,67.4,37.2
521,Ленинский,63,18,9,10396727.82,205,195,1.0,1,80.6,80.6,-6.3
522,Заводской,63,13,14,12648853.89,161,206,1.0,1,64.7,64.7,22.7
523,Приречный,52,11,9,8805973.49,193,230,1.0,1,59.6,59.6,31.7
524,Приречный,45,16,4,10001525.49,199,214,1.0,1,63.8,63.8,-1.8
525,Приречный,17,1,4,8628297.12,101,113,2.0,2,65.2,65.2,4.6
526,Заводской,49,16,8,9295819.73,111,137,,4,52.9,52.9,14.5
527,Заводской,93,12,2,13062798.73,222,214,3.0,3,86.7,86.7,-15.0
528,Заводской,57,8,9,7664974.19,153,172,0.0,0,100.0,100.0,13.9
529,Центральный,46,7,14,8953072.04,86,133,,0,59.0,59.0,49.5
530,Приречный,67,18,9,13594018.25,157,178,0.0,0,33.5,33.5,18.3
531,Приречный,31,17,16,9576642.68,101,99,0.0,0,55.7,55.7,-19.3
532,Приречный,42,11,17,9231138.96,216,214,2.0,2,91.2,91.2,-12.2
533,Приречный,64,16,16,13255907.16,137,174,3.0,3,64.4,64.4,27.5
534,Ленинский,11,3,12,7850929.5,111,113,2.0,2,70.0,70.0,16.5
535,Приречный,9,5,3,7418482.72,162,195,4.0,4,48.9,48.9,24.2
536,Приречный,49,8,11,6989789.72,176,220,0.0,0,,58.8,19.1
537,Приречный,62,12,14,15576205.79,152,143,2.0,2,89.2,89.2,-20.8
538,Центральный,35,12,18,12682845.35,86,89,3.0,3,48.1,48.1,-3.0
539,Заводской,27,4,5,7377497.63,141,154,3.0,3,69.3,69.3,8.8
540,Центральный,46,5,16,4205425.68,167,199,,0,35.1,35.1,-4.4
541,Приречный,14,1,20,7944779.74,97,87,3.0,3,57.8,57.8,-22.4
542,Ленинский,36,18,5,7702285.23,131,128,0.0,0,84.9,84.9,-9.7
543,Центральный,57,9,3,6654430.35,113,149,6.0,6,41.1,41.1,29.3
544,Ленинский,34,8,12,6990429.73,118,108,4.0,4,52.5,52.5,-9.0
545,Ленинский,43,10,1,7960045.03,189,194,0.0,0,69.2,69.2,-3.5
546,Заводской,35,10,9,7117645.31,83,92,1.0,1,45.2,45.2,15.9
547,Центральный,86,6,9,8857817.1,164,197,4.0,4,28.5,28.5,21.4
548,Ленинский,6,1,4,6876824.62,172,164,,0,77.7,77.7,-8.4
549,Ленинский,82,9,3,13934018.07,238,246,,4,41.1,41.1,9.8
550,Приречный,81,16,17,14461570.99,123,113,2.0,2,74.6,74.6,-2.5
551,Ленинский,97,10,2,11752282.98,141,178,3.0,3,70.4,70.4,11.7
552,Приречный,16,4,1,8011995.35,116,106,1.0,1,85.0,85.0,-8.9
553,Ленинский,43,6,8,6873792.04,144,151,,4,26.3,26.3,13.8
554,Ленинский,70,17,13,12510047.73,172,162,1.0,1,56.5,56.5,4.8
555,Приречный,100,18,15,14960601.39,145,331,3.0,3,,58.8,134.8
556,Заводской,17,4,8,9216714.89,110,100,5.0,5,63.3,63.3,-5.1
557,Центральный,50,5,12,7321157.5,178,183,3.0,3,93.7,93.7,4.5
558,Центральный,31,11,12,7805135.33,126,121,3.0,3,47.4,47.4,-12.4
559,Приречный,21,2,14,8872148.78,117,119,2.0,2,81.1,81.1,7.8
560,Ленинский,99,17,15,11170971.06,116,248,0.0,0,49.2,49.2,146.5
561,Ленинский,64,6,15,8473603.85,85,176,4.0,4,15.2,15.2,124.3
562,Центральный,68,13,9,12258792.74,183,177,1.0,1,,58.8,11.2
563,Центральный,92,9,19,9196207.11,148,140,2.0,2,67.9,67.9,-12.0
564,Центральный,39,6,20,8373393.64,88,78,2.0,2,,58.8,-27.1
565,Заводской,74,15,8,11992679.05,220,251,,4,20.7,20.7,3.6
566,Ленинский,87,13,19,10834147.35,154,174,6.0,6,21.6,21.6,22.9
567,Заводской,34,13,6,4751777.62,150,182,0.0,0,67.5,67.5,23.9
568,Заводской,75,5,20,8456954.44,96,125,4.0,4,44.9,44.9,28.9
569,Приречный,78,15,19,12652974.17,249,243,2.0,2,,58.8,-7.5
570,Заводской,100,7,4,9159881.48,190,180,1.0,1,58.2,58.2,-0.4
571,Ленинский,67,8,7,9002974.79,153,172,2.0,2,38.8,38.8,3.9
572,Приречный,32,18,4,6622986.86,99,106,,0,49.8,49.8,10.1
573,Заводской,64,11,12,21178588.26,194,205,1.0,1,37.5,37.5,-1.6
574,Ленинский,83,14,13,9245027.18,188,182,2.0,2,81.8,81.8,-12.2
575,Приречный,98,8,3,7267430.27,109,158,8.0,8,61.6,61.6,38.6
576,Приречный,41,6,12,6965783.26,75,119,1.0,1,23.3,23.3,54.9
577,Центральный,97,11,2,9831413.86,183,173,0.0,0,,58.8,-6.0
578,Приречный,26,3,2,10984713.66,68,58,2.0,2,,58.8,-12.4
579,Заводской,72,10,9,13156599.0,174,179,1.0,1,,58.8,-30.0
580,Заводской,24,3,1,9743301.18,176,216,0.0,0,77.0,77.0,14.7
581,Заводской,100,19,8,10900776.65,180,196,3.0,3,50.8,50.8,5.0
582,Приречный,72,10,6,7926484.54,232,234,2.0,2,62.3,62.3,15.9
583,Заводской,95,16,6,9419614.03,150,169,2.0,2,100.0,100.0,1.9
584,Заводской,68,9,18,14027976.35,199,201,2.0,2,61.9,61.9,2.6
585,Ленинский,21,4,17,8598474.99,166,161,0.0,0,96.5,96.5,11.9
586,Центральный,16,2,12,8983405.87,139,179,3.0,3,60.5,60.5,15.6
587,Центральный,26,4,6,8568921.31,169,216,1.0,1,49.3,49.3,31.8
588,Центральный,21,1,8,10413611.26,131,141,,4,36.2,36.2,-0.4
589,Центральный,14,2,19,6439562.41,115,147,0.0,0,63.5,63.5,22.8
590,Центральный,69,10,10,12353206.79,243,247,1.0,1,49.3,49.3,-6.4
591,Центральный,26,2,1,8848530.62,71,94,2.0,2,46.4,46.4,25.1
592,Ленинский,94,17,13,11645343.4,221,212,,0,57.7,57.7,23.1
593,Центральный,86,7,17,10446001.67,118,108,1.0,1,71.4,71.4,-0.0
594,Заводской,54,18,3,11629687.6,113,104,5.0,5,82.4,82.4,3.1
595,Приречный,18,2,8,9979791.01,82,130,,4,44.1,44.1,63.5
596,Заводской,68,18,14,12636292.85,151,184,1.0,1,67.3,67.3,5.8
597,Ленинский,51,18,3,9946132.13,148,181,5.0,5,24.0,24.0,26.2
598,Центральный,33,10,16,8171520.34,111,118,3.0,3,75.5,75.5,17.0
599,Центральный,80,7,13,5352619.42,153,188,1.0,1,34.2,34.2,14.3
600,Центральный,40,11,20,7559229.45,125,173,2.0,2,66.4,66.4,48.1
601,Центральный,56,8,17,9559092.58,87,124,3.0,3,52.4,52.4,49.6
602,Заводской,80,18,13,11589360.9,152,173,1.0,1,61.0,61.0,32.3
603,Центральный,11,1,6,8921038.47,115,132,0.0,0,62.1,62.1,10.6
604,Центральный,33,19,17,8792589.22,110,157,2.0,2,35.1,35.1,31.8
605,Центральный,15,5,14,8524835.18,68,100,3.0,3,,58.8,43.4
606,Заводской,37,7,17,7958216.67,163,175,2.0,2,74.1,74.1,21.7
607,Центральный,10,2,8,8998375.95,155,190,,4,,58.8,4.3
608,Заводской,83,15,11,14465730.42,200,230,2.0,2,53.4,53.4,-5.7
609,Ленинский,36,6,20,7384047.96,127,149,4.0,4,60.3,60.3,18.2
610,Ленинский,55,7,1,7238924.48,105,99,4.0,4,59.5,59.5,-10.1
611,Центральный,79,6,7,5450060.42,179,196,2.0,2,,58.8,9.6
612,Приречный,62,18,17,11158331.14,127,121,2.0,2,100.0,100.0,4.7
613,Ленинский,91,8,10,9470140.3,182,172,1.0,1,78.1,78.1,-11.0
614,Центральный,30,6,11,8533834.07,107,140,1.0,1,62.3,62.3,12.1
615,Приречный,50,14,9,7466764.08,201,231,0.0,0,56.3,56.3,35.4
616,Приречный,33,13,9,10130782.01,126,116,2.0,2,78.3,78.3,-17.9
617,Центральный,8,2,5,8101986.36,128,119,0.0,0,58.2,58.2,-17.6
618,Заводской,85,13,17,9332823.53,154,144,1.0,1,53.9,53.9,4.5
619,Приречный,17,5,9,10845107.27,141,138,3.0,3,86.4,86.4,-6.0
620,Ленинский,43,10,17,6915326.55,197,212,0.0,0,67.5,67.5,7.0
621,Центральный,19,1,19,8350921.18,125,129,2.0,2,51.7,51.7,8.0
622,Центральный,33,8,7,7425982.34,133,148,1.0,1,64.1,64.1,22.1
623,Заводской,33,19,9,8887977.03,200,246,2.0,2,67.6,67.6,19.7
624,Заводской,79,18,7,23142194.25,228,218,0.0,0,79.3,79.3,10.8
625,Ленинский,36,5,13,11674189.7,136,176,2.0,2,70.6,70.6,8.1
626,Заводской,6,5,11,6235545.11,173,205,1.0,1,41.9,41.9,26.1
627,Заводской,51,8,14,6385305.38,170,167,3.0,3,75.2,75.2,-10.2
628,Ленинский,82,7,19,6260368.33,144,166,3.0,3,53.9,53.9,29.0
629,Центральный,88,7,11,7556122.37,132,146,,0,62.5,62.5,12.0
630,Заводской,26,1,13,9649066.08,162,204,2.0,2,73.7,73.7,19.2
631,Ленинский,79,10,14,8730467.82,180,170,2.0,2,74.5,74.5,1.1
632,Приречный,31,13,13,9670040.76,104,124,0.0,0,71.3,71.3,28.2
633,Ленинский,71,17,1,12888699.65,165,189,2.0,2,29.4,29.4,21.0
634,Ленинский,85,9,8,11737992.31,197,226,,4,51.5,51.5,4.4
635,Центральный,60,6,12,5521449.48,115,122,3.0,3,47.8,47.8,1.2
636,Заводской,96,12,19,7684171.0,242,263,1.0,1,73.5,73.5,8.6
637,Ленинский,97,9,12,22776285.0,219,267,1.0,1,72.3,72.3,21.5
638,Центральный,25,2,8,9198632.32,119,109,4.0,4,53.5,53.5,-0.9
639,Заводской,51,8,8,8350620.76,118,136,2.0,2,50.4,50.4,-4.9
640,Заводской,84,13,13,9765715.41,167,163,3.0,3,84.3,84.3,0.9
641,Центральный,63,19,12,15508787.77,202,216,2.0,2,52.2,52.2,4.0
642,Заводской,88,8,16,9437432.64,211,236,2.0,2,,58.8,3.5
643,Центральный,10,5,1,10275420.18,158,179,4.0,4,41.3,41.3,5.9
644,Заводской,23,4,13,10026703.87,99,117,1.0,1,55.1,55.1,16.0
645,Центральный,61,16,7,9064908.03,218,246,3.0,3,42.5,42.5,-23.2
646,Приречный,73,16,5,9806181.03,212,253,2.0,2,68.5,68.5,12.3
647,Ленинский,7,5,8,9052773.93,87,104,,4,21.6,21.6,10.8
648,Ленинский,5,4,14,7907070.88,171,173,3.0,3,47.4,47.4,6.5
649,Приречный,62,6,13,8981738.74,121,122,1.0,1,66.1,66.1,-7.2
650,Заводской,42,17,15,8008750.32,81,272,2.0,2,29.0,29.0,166.2
651,Центральный,19,4,17,7343587.61,85,113,1.0,1,86.8,86.8,50.9
652,Ленинский,38,19,15,9588115.74,84,202,3.0,3,60.6,60.6,100.0
653,Ленинский,65,10,20,10974650.84,199,246,3.0,3,27.6,27.6,17.2
654,Ленинский,39,17,18,8978583.07,110,100,1.0,1,38.4,38.4,-4.9
655,Заводской,68,15,18,10977476.45,185,213,2.0,2,58.8,58.8,9.5
656,Центральный,29,2,2,8081115.23,166,176,0.0,0,57.9,57.9,0.7
657,Заводской,28,4,4,10412583.97,82,101,2.0,2,42.3,42.3,21.1
658,Заводской,16,3,1,8532452.38,155,182,2.0,2,58.8,58.8,33.9
659,Ленинский,22,3,4,7467427.03,89,119,0.0,0,67.5,67.5,40.7
660,Ленинский,19,5,18,9917494.21,136,158,3.0,3,44.0,44.0,24.3
661,Заводской,84,7,5,6018764.34,203,237,4.0,4,41.8,41.8,32.8
662,Приречный,31,6,19,11354425.48,146,174,0.0,0,53.0,53.0,28.2
663,Ленинский,76,14,15,11457355.62,136,319,3.0,3,18.2,18.2,121.1
664,Центральный,64,13,8,9599927.21,240,276,,4,,58.8,25.3
665,Центральный,50,6,20,8364866.85,104,98,3.0,3,44.8,44.8,-19.9
666,Центральный,93,18,17,15261415.25,173,179,2.0,2,53.2,53.2,7.9
667,Центральный,21,3,1,8321851.11,174,221,0.0,0,54.6,54.6,35.5
668,Центральный,97,6,12,9453535.06,165,208,0.0,0,61.3,61.3,35.0
669,Центральный,57,17,19,8666929.06,129,138,1.0,1,69.3,69.3,-4.2
670,Заводской,12,1,15,9561364.03,79,251,4.0,4,54.2,54.2,100.0
671,Центральный,83,11,9,11047821.51,182,210,1.0,1,70.0,70.0,25.3
672,Приречный,31,7,7,7549427.39,65,99,0.0,0,72.1,72.1,44.7
673,Центральный,50,13,2,10442224.32,168,203,2.0,2,53.0,53.0,17.8
674,Ленинский,54,7,9,9133887.79,176,223,0.0,0,45.9,45.9,42.5
