transaction_id,product_category,quantity,is_member,hour_of_day,unit_price
T024899,Electronics,5,0,17,3031.74
T058738,Electronics,12,1,9,2493.83
T020483,Home,20,0,13,1940.15
T067291,Clothing,15,0,16,1481.77
T039340,Groceries,11,0,18,172.71
T051686,Groceries,4,0,15,224.45
T033324,Electronics,19,0,9,3349.24
T035309,Electronics,9,1,14,3119.86
T038034,Clothing,12,0,9,883.7
T010048,Electronics,4,0,17,4948.85
T039498,Home,17,0,18,895.14
T008570,Clothing,19,1,21,408.81
T070076,Electronics,1,0,14,2500.41
T066080,Groceries,18,0,18,277.04
T059079,Books,17,1,18,208.16
T086028,Groceries,15,0,18,379.98
T031091,Clothing,16,1,20,769.02
T014476,Groceries,17,0,16,376.56
T033660,Books,12,1,16,825.59
T039238,Clothing,17,0,14,1275.14
T008092,Clothing,8,1,10,1095.04
T040155,Books,9,1,21,686.29
T010515,Groceries,12,0,14,340.19
T012258,Groceries,5,0,19,279.82
T015161,Clothing,4,1,12,447.94
T087386,Groceries,14,0,16,190.61
T059126,Clothing,1,0,17,739.72
T001566,Clothing,19,0,21,943.05
T004085,Clothing,5,0,16,1094.62
T039444,Clothing,11,1,16,314.66
T081505,Groceries,16,1,16,402.37
T007834,Home,14,1,9,1075.24
T032171,Electronics,15,0,20,1708.79
T033163,Groceries,1,0,9,217.95
T003168,Electronics,8,0,21,1972.38
T077770,Electronics,6,1,13,2231.92
T044918,Groceries,9,1,21,122.12
T028047,Clothing,9,0,12,1435.71
T003117,Groceries,15,1,21,490.49
T046785,Clothing,6,0,18,413.42
T057328,Groceries,19,1,15,138.12
T006288,Clothing,6,0,15,621.53
T002566,Clothing,13,1,15,1152.56
T025053,Groceries,10,0,11,382.44
T070527,Clothing,11,0,14,541.06
T060658,Clothing,15,0,10,1026.62
T017972,Groceries,12,1,17,62.98
T013476,Electronics,12,1,21,2758.41
T081101,Home,5,0,17,2746.33
T019310,Groceries,20,0,15,388.45
T010026,Electronics,8,0,12,3850.96
T011553,Home,20,1,9,2735.89
T015327,Groceries,9,1,18,264.37
T099057,Electronics,3,0,17,4145.1
T060932,Groceries,7,1,12,230.98
T078980,Clothing,18,0,18,1455.41
T060500,Groceries,3,1,13,113.16
T012920,Groceries,8,1,18,488.27
T027500,Books,18,0,16,977.67
T063099,Home,17,0,10,1922.17
T049677,Clothing,5,1,20,437.57
T029394,Home,4,1,17,1237.89
T006567,Groceries,6,1,15,474.17
T047002,Clothing,2,0,21,875.16
T038986,Books,10,0,17,556.65
T045487,Groceries,2,0,9,103.2
T018900,Groceries,18,0,14,486.16
T060995,Books,19,1,15,247.53
T098681,Books,12,1,15,403.57
T056623,Clothing,14,0,20,1328.35
T003073,Clothing,17,0,14,402.38
T044667,Groceries,3,0,21,337.38
T073712,Clothing,11,1,18,931.99
T040925,Clothing,6,0,17,426.77
T043969,Groceries,13,1,13,455.09
T099973,Home,6,1,19,1305.41
T064720,Clothing,6,0,10,1140.24
T006964,Groceries,15,1,16,187.07
T083165,Groceries,2,1,15,239.13
T017980,Home,16,1,14,2505.03
T029414,Groceries,9,1,9,435.15
T039251,Groceries,17,1,17,108.82
T020019,Groceries,18,1,15,337.21
T021661,Electronics,13,0,16,1680.9
T053303,Home,10,0,15,2965.09
T003280,Home,15,0,15,1194.58
T095690,Electronics,12,0,18,3082.11
T014783,Home,9,0,10,2471.91
T095545,Clothing,8,0,10,873.12
T059949,Groceries,15,1,18,150.62
T064164,Home,8,0,21,2122.79
T032772,Groceries,14,0,17,335.78
T034021,Home,1,0,14,2362.67
T093507,Clothing,15,1,19,900.59
T019855,Clothing,15,0,9,449.86
T039175,Groceries,4,1,16,64.82
T086744,Groceries,11,0,17,94.0
T089734,Clothing,1,1,14,1061.98
T017808,Groceries,10,1,21,489.83
T004495,Groceries,15,1,16,408.75
T099751,Clothing,15,0,16,1040.7
T032921,Home,4,1,14,906.77
T052872,Clothing,5,0,15,787.14
T016097,Groceries,15,0,18,150.9
T028376,Clothing,19,0,10,1307.29
T069918,Clothing,19,0,20,403.55
T057467,Home,19,1,9,2780.28
T065611,Electronics,3,0,14,4450.99
T005629,Groceries,20,0,18,140.88
T047383,Electronics,5,0,12,1809.48
T020882,Groceries,4,0,11,423.67
T040048,Groceries,16,0,10,427.56
T076017,Groceries,15,1,19,98.35
T092711,Groceries,15,0,14,437.07
T046273,Clothing,17,0,16,431.26
T028270,Home,8,0,21,2012.76
T017736,Clothing,5,0,20,624.01
T023582,Books,18,1,17,649.33
T007551,Books,3,1,21,846.73
T004149,Groceries,13,1,20,256.58
T060650,Clothing,12,0,18,346.37
T097228,Home,13,0,21,915.16
T038656,Groceries,4,1,10,146.88
T028266,Clothing,19,1,19,511.87
T050464,Home,9,1,21,884.49
T045197,Clothing,10,0,14,1104.15
T004814,Groceries,2,0,13,463.82
T073528,Home,14,0,17,1455.35
T084745,Clothing,19,0,18,757.24
T054610,Clothing,19,0,19,502.22
T052687,Clothing,19,1,16,1183.75
T058196,Clothing,19,1,13,1215.32
T088497,Electronics,7,0,15,1524.89
T018101,Electronics,10,0,17,3252.01
T002464,Groceries,16,0,15,302.82
T020696,Clothing,10,1,16,898.03
T023538,Books,16,0,16,355.76
T095691,Home,17,0,17,874.79
T078175,Groceries,19,0,21,419.45
T014981,Clothing,4,1,11,465.75
T081716,Groceries,18,0,16,143.23
T081152,Groceries,17,0,21,294.85
T096090,Clothing,18,0,17,553.66
T035887,Groceries,16,1,13,460.65
T092556,Books,3,0,15,517.47
T037977,Groceries,7,0,9,377.93
T025539,Groceries,11,0,14,69.27
T021274,Groceries,3,1,18,427.77
T025148,Books,15,1,11,408.08
T067843,Clothing,2,0,21,309.99
T095437,Books,1,1,21,447.34
T036546,Groceries,1,0,15,233.06
T058967,Books,8,1,13,529.81
T019174,Groceries,16,0,11,139.02
T065709,Groceries,9,1,15,55.14
T018743,Groceries,15,0,15,337.82
T004926,Clothing,19,0,21,676.37
T011406,Groceries,12,1,21,335.57
T039569,Books,14,1,18,686.19
T055299,Books,18,0,18,689.59
T052853,Clothing,11,0,10,1417.91
T075223,Clothing,3,1,15,847.64
T041114,Groceries,3,0,21,129.52
T033338,Books,20,1,14,851.53
T079584,Groceries,8,0,11,270.79
T056710,Electronics,5,1,16,3276.98
T051665,Groceries,4,0,20,219.0
T076287,Clothing,18,0,18,413.9
T043837,Books,3,1,19,803.63
T038953,Home,1,0,14,1933.24
T096582,Groceries,2,0,16,170.97
T099476,Electronics,8,0,20,3351.32
T079549,Electronics,14,0,11,4487.16
T041519,Groceries,5,0,16,365.16
T019338,Groceries,11,0,13,273.56
T091085,Home,10,1,11,921.59
T085363,Clothing,20,1,21,1482.89
T062061,Groceries,4,1,19,123.79
T053091,Groceries,10,0,21,274.14
T052413,Electronics,7,0,16,2626.39
T006044,Electronics,10,1,11,4366.19
T010956,Home,10,1,21,1047.03
T011758,Home,9,0,15,2147.15
T007293,Electronics,12,1,14,2383.41
T083939,Clothing,2,1,16,1261.37
T084846,Clothing,7,1,11,1482.63
T015005,Electronics,6,0,9,3418.2
T045779,Clothing,15,0,14,487.17
T063149,Groceries,16,0,10,129.86
T095836,Home,1,0,20,1007.77
T045558,Home,5,0,13,1255.5
T015495,Clothing,15,1,14,1401.75
T098621,Groceries,1,0,16,487.13
T047433,Clothing,2,1,9,815.71
T088744,Books,15,0,17,858.09
T067893,Electronics,16,1,21,1709.8
T034273,Books,15,0,10,853.46
T079779,Groceries,3,1,9,249.38
T069621,Home,6,1,16,2516.27
T009978,Home,16,0,10,2332.84
T029699,Home,12,1,13,2327.33
T085855,Books,20,1,21,828.15
T088952,Clothing,9,1,18,766.64
T093706,Books,20,1,19,697.18
T067245,Electronics,15,0,14,2554.35
T083120,Clothing,2,0,13,1229.39
T048928,Clothing,9,0,12,450.14
T032247,Books,5,0,21,991.91
T039926,Electronics,18,0,16,4677.98
T042637,Clothing,12,1,14,1144.38
T050906,Books,13,0,16,350.8
T058859,Electronics,2,0,13,2341.08
T000752,Books,17,0,21,266.75
T020029,Clothing,6,0,15,1271.33
T076639,Electronics,13,0,21,3346.5
T026803,Books,2,0,18,925.43
T006771,Electronics,4,0,16,1993.49
T051325,Groceries,17,1,14,220.99
T034565,Groceries,7,1,20,155.31
T082850,Electronics,18,1,20,3649.12
T033829,Home,5,0,11,1680.93
T031265,Groceries,17,1,14,334.04
T046346,Groceries,6,0,17,492.09
T022122,Electronics,8,0,17,4571.61
T024768,Groceries,19,1,20,432.55
T061209,Groceries,3,0,13,195.2
T015053,Electronics,1,0,11,1452.78
T003278,Groceries,20,1,9,219.55
T095950,Clothing,6,0,20,1121.53
T064363,Groceries,13,0,11,128.73
T011774,Clothing,16,0,13,666.03
T092447,Electronics,18,1,13,4876.94
T011476,Electronics,12,1,16,2951.9
T019312,Groceries,9,0,21,262.46
T066269,Clothing,14,0,14,1265.74
T046841,Groceries,12,1,18,401.77
T049151,Groceries,1,0,10,240.66
T008279,Clothing,17,1,12,623.26
T003369,Electronics,20,0,16,3211.78
T018447,Clothing,5,0,15,1253.56
T058855,Clothing,18,0,12,1283.8
T068527,Home,9,0,14,1108.46
T021093,Clothing,14,0,19,582.79
T016033,Home,14,1,18,2605.65
T076540,Clothing,11,1,15,1373.76
T001891,Electronics,2,1,15,4821.38
T057607,Clothing,4,0,21,849.62
T055423,Groceries,19,1,9,364.45
T012286,Home,17,0,11,1560.53
T026782,Groceries,14,0,13,420.17
T035354,Home,8,0,13,2166.56
T034755,Groceries,4,0,17,60.9
T085874,Clothing,5,0,10,574.61
T040896,Home,18,1,15,2336.15
T025590,Clothing,10,1,13,1088.31
T088857,Clothing,6,1,9,1462.18
T035162,Groceries,15,0,20,390.99
T099753,Books,12,0,17,509.77
T010938,Electronics,11,1,15,2264.8
T038067,Electronics,13,0,20,4364.11
T085390,Groceries,8,0,15,234.7
T018148,Clothing,18,0,15,848.72
T005484,Groceries,2,1,15,288.32
T034399,Electronics,6,0,17,2239.7
T071617,Books,16,1,21,903.01
T084891,Electronics,16,0,21,4237.0
T002097,Groceries,12,0,21,332.44
T085955,Groceries,3,1,13,191.28
T069969,Books,15,0,15,926.33
T012334,Books,13,0,12,723.14
T040701,Home,11,0,18,2825.35
T064477,Home,9,0,17,1096.75
T099138,Groceries,5,0,21,85.32
T078836,Clothing,16,1,12,758.81
T093173,Clothing,3,1,19,826.78
T033337,Groceries,17,0,11,334.55
T074381,Home,6,1,10,2153.5
T060201,Groceries,19,0,16,220.39
T036889,Home,13,0,13,1079.16
T077515,Groceries,1,0,19,158.57
T077280,Groceries,7,0,14,126.91
T092818,Books,17,1,20,289.26
T024541,Clothing,1,0,15,558.31
T005327,Electronics,6,1,16,1023.35
T008498,Groceries,10,0,9,332.03
T081959,Groceries,3,1,10,458.23
T065490,Books,2,0,11,497.72
T001307,Groceries,15,0,19,147.9
T016355,Groceries,16,1,13,328.9
T070040,Home,11,0,14,869.08
T007753,Electronics,6,0,14,3012.66
T069906,Electronics,4,0,18,1570.08
T085154,Books,16,0,18,797.46
T089077,Home,5,0,11,1329.1
T037661,Books,8,0,18,610.84
T050003,Electronics,16,0,13,4552.4
T007885,Electronics,5,0,21,1169.17
T007296,Books,11,0,15,616.39
T090348,Groceries,16,1,14,479.96
T065288,Clothing,4,1,17,1238.3
T005240,Clothing,18,0,16,1225.7
T086552,Groceries,13,0,11,454.94
T083659,Home,9,0,12,1074.55
T083667,Electronics,5,1,12,3115.58
T068116,Home,17,0,10,847.62
T050031,Groceries,8,0,18,380.26
T094139,Clothing,5,1,11,385.64
T087131,Electronics,10,0,20,1112.71
T058318,Groceries,5,1,9,89.77
T002833,Electronics,1,0,18,2069.75
T017770,Home,9,1,12,1621.44
T010196,Books,15,1,11,708.25
T098276,Clothing,7,1,17,1009.32
T043789,Clothing,13,0,11,1177.78
T048735,Groceries,6,0,20,148.7
T054693,Home,5,0,15,2301.41
T084273,Groceries,8,0,16,394.94
T046200,Home,2,0,10,2087.62
T012116,Electronics,1,0,15,3212.31
T020590,Groceries,18,1,9,133.69
T064447,Groceries,20,0,17,372.78
T049358,Clothing,6,0,16,1158.05
T030868,Clothing,13,0,17,905.86
T090707,Electronics,3,1,13,1169.72
T067116,Groceries,11,1,20,119.4
T073222,Groceries,1,0,21,138.5
T087926,Groceries,1,1,9,469.4
T059460,Home,14,1,16,1851.57
T056117,Home,15,1,15,2359.38
T074278,Groceries,5,0,20,346.07
T014535,Home,8,1,20,2841.99
T090782,Clothing,1,1,16,834.78
T014778,Electronics,8,1,13,1494.6
T068321,Electronics,2,1,19,3690.34
T016607,Groceries,20,0,18,90.23
T073430,Clothing,8,0,11,463.03
T030028,Home,1,0,14,2683.89
T073985,Groceries,17,1,10,342.15
T092350,Clothing,10,0,13,752.79
T036034,Books,13,1,11,433.04
T019247,Home,14,0,11,1265.44
T070626,Clothing,2,1,15,1210.51
T065025,Clothing,16,1,16,1097.76
T050471,Groceries,17,1,14,205.34
T044189,Electronics,12,0,16,3232.61
T062193,Groceries,11,1,16,398.41
T041902,Clothing,6,0,14,1088.91
T074923,Electronics,10,1,9,2989.2
T063965,Groceries,17,0,16,320.8
T076413,Electronics,19,1,14,4644.53
T016507,Groceries,8,0,15,287.01
T072721,Clothing,20,1,16,573.77
T057099,Clothing,18,0,13,999.06
T028468,Books,9,0,21,669.73
T095875,Electronics,4,0,12,3628.32
T073390,Home,1,1,14,1118.11
T053280,Clothing,8,0,13,310.49
T023391,Home,15,0,13,1503.09
T038267,Groceries,6,1,21,135.76
T009605,Groceries,2,1,15,262.3
T057883,Electronics,14,0,14,3471.75
T006460,Clothing,13,1,19,1031.58
T087607,Groceries,4,0,17,265.59
T083564,Clothing,4,0,16,563.76
T055924,Groceries,2,0,14,241.6
T060439,Books,13,1,15,858.86
T013090,Clothing,11,1,15,361.49
T019318,Books,6,1,9,348.85
T000007,Electronics,14,1,21,1885.39
T015446,Clothing,16,0,19,1475.44
T031380,Groceries,6,0,13,312.32
T054602,Groceries,7,0,10,117.86
T014861,Clothing,15,1,16,637.7
T037002,Clothing,19,1,20,868.82
T076732,Groceries,19,1,13,306.06
T092483,Electronics,17,0,15,2613.86
T093741,Groceries,4,0,16,134.12
T037846,Electronics,15,1,9,2509.88
T091447,Electronics,14,1,17,3096.69
T018144,Clothing,11,1,18,684.84
T004418,Electronics,17,0,9,3982.33
T031068,Home,5,0,21,2969.72
T030116,Electronics,2,0,13,4712.27
T045252,Home,3,1,15,2108.33
T055430,Electronics,9,0,18,4501.67
T022550,Clothing,5,0,15,1163.41
T027167,Home,2,0,14,1018.97
T071048,Groceries,2,1,18,207.7
T003487,Clothing,6,0,14,1067.85
T062391,Clothing,14,1,14,352.91
T088685,Clothing,14,1,18,706.52
T002638,Home,1,0,10,2063.34
T069297,Groceries,9,0,18,196.95
T008054,Groceries,12,0,11,200.65
T036094,Electronics,7,1,14,1069.66
T010542,Groceries,9,1,19,64.12
T024553,Groceries,12,1,21,131.44
T064490,Clothing,10,1,14,1376.75
T070816,Groceries,2,0,21,134.65
T058819,Home,13,0,17,898.65
T091477,Groceries,3,1,21,69.02
T047483,Clothing,12,1,18,324.67
T021679,Home,7,1,11,2536.76
T024834,Home,5,0,16,2473.27
T098545,Electronics,20,1,16,1158.09
T055120,Groceries,4,0,13,77.09
T021629,Groceries,2,0,18,148.46
T046968,Groceries,18,1,13,289.4
T083743,Home,13,0,14,2159.14
T083263,Clothing,20,1,21,922.04
T039107,Groceries,2,0,21,92.63
T018384,Groceries,8,1,21,227.71
T092154,Groceries,7,0,13,207.28
T048158,Clothing,6,0,18,397.75
T015611,Groceries,8,1,18,336.51
T098242,Groceries,16,1,14,261.4
T059356,Clothing,2,1,20,886.48
T056711,Groceries,8,1,18,99.88
T085823,Groceries,13,1,21,54.0
T054941,Home,17,0,17,857.16
T005451,Clothing,16,1,14,1479.87
T004746,Electronics,9,0,14,3037.4
T073110,Books,4,0,9,752.25
T094920,Clothing,3,0,13,817.89
T020552,Groceries,2,1,14,194.63
T072420,Books,14,1,17,748.28
T028817,Clothing,19,1,21,505.83
T078159,Clothing,16,0,18,348.96
T000793,Groceries,18,0,16,228.97
T057496,Groceries,15,1,21,373.24
T030459,Books,12,0,15,270.48
T074273,Books,17,1,17,823.5
T017621,Electronics,12,0,17,4470.42
T013835,Clothing,20,1,20,858.84
T047876,Clothing,17,0,10,942.38
T017981,Groceries,6,0,16,493.56
T023158,Groceries,18,1,13,338.96
T054827,Electronics,3,1,10,2247.37
T063772,Books,8,0,13,298.24
T053743,Groceries,9,0,18,186.29
T081027,Groceries,14,0,16,61.95
T023134,Electronics,2,0,19,2047.68
T023131,Home,6,1,15,2634.09
T057590,Electronics,17,0,10,4736.54
T072548,Books,3,1,19,458.36
T062041,Electronics,11,0,18,2374.53
T050392,Groceries,9,0,13,403.72
T094554,Groceries,20,0,11,297.41
T035643,Groceries,5,0,21,58.1
T036396,Groceries,4,0,15,376.04
T055026,Clothing,13,0,15,619.27
T043376,Electronics,16,0,11,3895.24
T097316,Clothing,16,0,17,799.39
T074033,Electronics,5,1,9,1390.67
T083664,Electronics,11,0,21,3824.88
T041553,Groceries,15,0,18,273.39
T068218,Groceries,15,1,16,300.94
T006777,Groceries,2,0,15,106.66
T016721,Clothing,7,0,17,680.51
T015384,Home,4,0,16,2145.32
T041062,Books,19,1,13,643.63
T062306,Groceries,9,0,15,476.23
T065626,Books,11,0,17,628.86
T009171,Clothing,6,0,14,811.59
T095777,Groceries,6,1,15,217.71
T075107,Clothing,2,1,21,1301.84
T061459,Clothing,11,0,9,1085.04
T006701,Groceries,19,1,16,203.02
T014142,Groceries,8,0,13,131.74
T073762,Groceries,13,0,14,127.96
T098735,Groceries,14,1,14,456.53
T014570,Clothing,1,1,12,755.17
T081673,Groceries,19,0,18,448.97
T084310,Books,14,0,18,892.25
T076774,Home,6,1,15,996.54
T054336,Clothing,12,0,16,1358.14
T070441,Groceries,19,0,17,84.86
T087988,Groceries,9,1,21,113.96
T017825,Electronics,18,1,13,2040.07
T094592,Home,15,0,18,1647.28
T093598,Books,18,1,10,699.65
T023005,Groceries,6,0,19,66.14
T096842,Electronics,17,0,17,2914.99
T001312,Home,15,1,10,915.47
T099032,Books,2,0,11,975.11
T039939,Electronics,2,1,11,3638.63
T068196,Clothing,11,0,21,1094.79
T086405,Electronics,17,0,13,4697.6
T095121,Electronics,16,0,20,1409.95
T041849,Home,19,0,9,2865.1
T038625,Electronics,7,0,17,4831.12
T052136,Books,12,0,17,296.33
T040906,Electronics,11,1,13,3403.91
T025339,Groceries,17,0,13,385.68
T006505,Electronics,9,1,19,3025.3
T092774,Electronics,2,1,14,2013.65
T019234,Groceries,12,0,18,335.78
T097300,Home,7,0,15,1323.17
T015308,Books,5,0,9,941.13
T062554,Home,7,1,15,2396.35
T035906,Electronics,2,1,14,1145.31
T011012,Groceries,17,0,18,432.99
T048740,Home,2,0,21,2910.23
T033391,Groceries,4,0,12,201.8
T079504,Groceries,20,1,16,375.3
T075979,Groceries,10,0,15,156.18
T027648,Electronics,16,1,21,3205.12
T054384,Groceries,11,1,11,332.6
T050900,Home,1,0,16,1482.48
T011736,Groceries,11,0,14,60.19
T074487,Electronics,5,1,16,2544.28
T007684,Groceries,2,0,17,165.41
T097470,Books,19,0,18,279.35
T098373,Groceries,19,1,14,171.76
T015087,Home,2,0,11,1414.69
T080321,Electronics,1,1,13,4251.05
T029899,Groceries,4,0,13,404.02
T016364,Clothing,3,0,12,1058.24
T019474,Clothing,11,0,18,448.03
T051231,Groceries,20,0,16,54.2
T092127,Groceries,1,0,21,330.79
T055073,Clothing,18,1,21,1280.14
T097041,Books,4,0,16,337.37
T035386,Clothing,5,0,21,970.75
T017393,Home,16,1,16,882.73
T024485,Home,17,0,17,2550.6
T001503,Electronics,17,0,14,1354.8
T022174,Electronics,14,0,11,1592.81
T045803,Electronics,6,1,13,2896.66
T094181,Electronics,9,1,11,2428.36
T089589,Groceries,6,0,14,496.05
T075689,Electronics,7,0,18,3176.88
T025867,Electronics,20,0,16,2907.42
T001403,Electronics,2,1,15,1439.17
T020630,Books,13,1,20,308.02
T069911,Home,4,0,11,2810.11
T087365,Electronics,8,1,17,4953.18
T061595,Groceries,2,1,10,223.92
T059181,Home,20,0,11,2574.55
T013463,Clothing,16,1,19,1273.82
T054347,Groceries,17,0,13,390.57
T065424,Electronics,16,0,19,4413.46
T094297,Electronics,19,0,17,3499.04
T043587,Electronics,8,0,18,1083.08
T015574,Electronics,3,0,14,2170.74
T025708,Electronics,5,1,15,3005.74
T073940,Electronics,6,1,20,3407.27
T084490,Clothing,8,1,17,800.45
T025496,Groceries,16,1,16,257.91
T088499,Groceries,18,0,18,383.18
T092607,Clothing,1,0,17,378.7
T054403,Groceries,8,0,18,335.79
T012440,Clothing,18,0,10,1049.79
T075726,Groceries,18,1,13,265.68
T045953,Groceries,7,0,19,240.54
T028092,Clothing,9,0,17,913.13
T043396,Clothing,10,0,13,835.1
T029608,Groceries,10,0,12,323.13
T064838,Groceries,19,0,17,357.48
T004443,Clothing,9,0,19,840.54
T040923,Groceries,18,1,14,187.94
T008027,Home,20,0,13,2887.56
T008825,Home,19,0,13,2440.22
T047103,Electronics,6,0,9,4673.93
T010868,Home,7,0,18,1754.47
T025765,Home,1,1,21,1945.83
T016466,Electronics,10,1,19,4125.8
T038131,Groceries,6,0,16,114.61
T077290,Home,9,0,12,898.84
T021554,Clothing,17,0,13,564.48
T004268,Electronics,13,0,16,4922.81
T001003,Home,3,1,13,2353.67
T068503,Home,8,0,21,1424.0
T073422,Groceries,14,0,11,411.1
T057728,Clothing,11,0,10,446.29
T099635,Home,7,1,11,1784.88
T029587,Clothing,11,1,12,390.46
T016493,Clothing,13,0,17,904.39
T020197,Groceries,11,1,12,117.31
T049222,Electronics,9,1,20,3555.93
T045005,Clothing,13,1,18,932.62
T014814,Clothing,1,1,12,750.45
T059482,Home,14,0,19,892.96
T031457,Electronics,11,1,17,4524.93
T048366,Clothing,14,1,20,852.28
T095846,Books,6,0,18,746.58
T060545,Clothing,10,1,16,1370.55
T091037,Electronics,17,1,18,3261.2
T094680,Electronics,14,0,12,2099.34
T098602,Clothing,13,0,18,701.12
T022749,Clothing,15,0,16,1321.42
T000212,Groceries,5,0,11,65.17
T072550,Electronics,11,0,15,1966.53
T020955,Groceries,11,0,17,418.37
T073798,Electronics,15,0,21,4510.21
T095444,Electronics,14,0,15,1273.59
T064614,Home,8,0,21,2525.43
T000262,Books,18,0,16,631.15
T006661,Groceries,11,0,11,472.44
T028322,Books,9,0,16,513.64
T097977,Electronics,6,1,19,4994.32
T037139,Groceries,16,0,15,187.14
T079693,Groceries,3,0,16,464.45
T061400,Groceries,18,0,12,82.94
T062919,Books,19,0,11,243.97
T023985,Electronics,5,1,18,1562.45
T079432,Home,4,1,16,921.69
T080313,Electronics,9,0,15,4438.94
T096215,Clothing,9,0,18,542.84
T099664,Electronics,16,0,15,4072.48
T076995,Electronics,8,1,19,1799.74
T050478,Groceries,6,0,20,202.45
T069835,Groceries,16,1,21,280.18
T098091,Home,8,0,19,1561.59
T014979,Groceries,19,0,13,300.83
T014720,Clothing,10,1,18,667.03
T008623,Groceries,3,0,17,473.67
T053036,Groceries,5,1,14,331.85
T026401,Groceries,17,1,13,329.45
T094173,Electronics,13,0,16,1107.99
T053097,Clothing,10,1,13,351.51
T026786,Electronics,17,0,14,2560.32
T037350,Groceries,20,0,17,310.24
T009465,Home,8,0,9,1004.13
T069976,Groceries,3,1,14,68.22
T032463,Electronics,20,1,15,2066.12
T000221,Groceries,12,0,11,296.78
T046186,Home,5,0,13,2964.92
T015363,Electronics,20,1,9,2458.63
T064690,Home,7,1,14,2924.32
T063893,Groceries,3,1,21,207.23
T048423,Electronics,20,1,14,1967.81
T042401,Groceries,14,1,17,238.83
T083448,Groceries,17,1,18,334.12
T029659,Clothing,3,1,11,417.8
T081615,Clothing,5,1,13,1296.37
T022841,Books,9,1,16,297.85
T085533,Home,15,1,16,2787.26
T053324,Clothing,5,0,14,1305.52
T082985,Clothing,16,0,14,1220.54
T085400,Groceries,20,1,13,462.3
T019896,Groceries,13,1,14,276.45
T085491,Clothing,10,0,11,584.8
T029423,Clothing,12,0,17,481.18
T037812,Groceries,10,0,10,147.41
T036381,Electronics,14,0,15,3239.38
T095405,Clothing,12,0,15,581.44
T045670,Groceries,4,0,14,128.26
T040281,Electronics,6,0,21,2434.99
T057304,Clothing,13,0,15,1418.17
T071560,Clothing,10,0,21,325.9
T090508,Electronics,9,0,15,2302.77
T050275,Books,5,0,14,612.38
T020468,Home,17,0,15,2022.8
T025989,Books,18,0,12,526.31
T051320,Electronics,1,0,15,1223.29
T005367,Groceries,17,0,18,93.28
T040264,Clothing,16,0,11,365.49
T018765,Home,1,0,12,2130.13
T090067,Home,11,0,16,2779.98
T013657,Clothing,20,1,16,1372.47
T010711,Groceries,13,0,17,309.65
T035706,Clothing,15,0,12,1331.74
T074124,Electronics,12,0,13,4551.47
T077199,Groceries,5,0,11,53.01
T015372,Groceries,5,0,20,67.1
T099714,Electronics,11,1,18,1355.69
T080164,Home,7,0,10,1618.24
T008037,Clothing,6,0,18,893.96
T014730,Books,6,0,20,617.49
T063907,Electronics,15,1,14,4797.52
T045215,Clothing,19,1,18,404.66
T012828,Electronics,16,0,10,3138.1
T063747,Home,15,1,11,1549.16
T078647,Electronics,5,1,18,3389.07
T063840,Electronics,12,0,15,4789.52
T037727,Groceries,1,1,19,95.76
T051545,Groceries,14,0,19,471.41
T009320,Groceries,8,0,9,342.27
T058348,Electronics,11,1,17,1564.37
T086734,Home,16,1,14,1386.09
T076659,Clothing,8,0,17,662.8
T016691,Groceries,3,0,12,449.96
T040277,Home,17,0,15,2810.54
T042534,Groceries,14,1,12,70.34
T038605,Clothing,11,0,11,825.56
T088346,Electronics,20,1,20,2034.41
T061406,Groceries,4,1,14,405.28
T027435,Electronics,17,1,19,1129.33
T096167,Home,10,0,13,2615.31
T055611,Clothing,19,1,15,584.98
T015519,Groceries,5,0,11,275.61
T036957,Groceries,12,1,12,380.31
T050220,Home,4,0,12,1558.44
T025541,Groceries,18,1,15,179.69
T020235,Clothing,10,0,15,1358.36
T072033,Electronics,13,0,17,1497.18
T013198,Groceries,4,0,19,154.27
T023818,Clothing,20,0,9,1103.92
T054561,Home,9,0,10,1053.78
T001436,Electronics,2,0,11,4386.99
T017654,Home,10,0,15,2525.35
T006005,Electronics,16,0,21,4043.98
T007206,Electronics,9,0,21,2400.14
T009422,Groceries,5,1,14,372.28
T001948,Electronics,10,1,15,1230.4
T025448,Groceries,3,0,18,405.17
T005565,Books,5,1,13,730.47
T070956,Home,1,0,15,1386.82
T090510,Groceries,18,0,10,191.81
T038578,Groceries,5,1,9,247.35
T092775,Groceries,3,1,18,475.02
T047470,Clothing,8,0,17,490.25
T001161,Home,10,0,19,2880.7
T098555,Home,13,0,17,2549.18
T072989,Groceries,15,0,13,494.87
T080750,Clothing,18,0,21,507.63
T056696,Clothing,5,1,18,1355.77
T098904,Electronics,3,0,21,2007.94
T073467,Groceries,6,0,18,417.2
T012441,Home,19,0,15,2960.53
T089024,Groceries,8,0,11,135.73
T061822,Home,18,0,21,2268.99
T072124,Home,8,0,17,1784.71
T048947,Groceries,14,0,18,430.07
T092637,Books,13,0,13,502.57
T003758,Clothing,4,0,17,941.59
T007889,Clothing,3,0,17,1135.81
T005988,Books,5,1,16,404.93
T039101,Clothing,11,0,13,1470.34
T069610,Groceries,16,1,14,188.97
T084122,Electronics,11,1,10,4758.04
T060581,Books,9,1,20,397.75
T090547,Groceries,20,1,21,361.91
T002485,Groceries,8,0,17,143.4
T092292,Clothing,13,0,19,970.56
T036422,Groceries,6,0,12,203.85
T006991,Books,5,0,21,411.05
