customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,churn,customer_satisfaction
1759,51,76.41,3896.91,Month-to-month,No,Electronic check,0,5.0
2893,52,78.81,4098.12,Month-to-month,No,Mailed check,1,4.0
996,29,58.78,1704.62,Month-to-month,No,Electronic check,1,2.0
1674,13,62.09,807.17,Two year,DSL,Mailed check,0,
1183,11,25.11,276.21,Month-to-month,Fiber optic,Electronic check,0,5.0
1973,26,32.82,853.32,One year,,Electronic check,1,3.0
2017,1,65.7,65.7,Month-to-month,DSL,Credit card,0,4.0
2247,16,45.62,729.92,Two year,Fiber optic,Credit card,1,1.0
2839,22,108.06,2377.32,Two year,DSL,Electronic check,0,
2570,22,114.26,2513.72,One year,DSL,Electronic check,1,1.0
536,47,41.97,1972.59,One year,Fiber optic,Electronic check,1,2.0
2163,10,122.05,1220.5,Two year,No,Credit card,1,2.0
1158,59,113.98,6724.82,Month-to-month,No,Mailed check,1,2.0
2876,65,66.41,4316.65,Two year,Fiber optic,Mailed check,0,
1768,23,39.99,919.77,One year,Fiber optic,Mailed check,1,1.0
555,23,27.95,642.85,Two year,Fiber optic,Mailed check,0,
846,66,85.7,5656.2,Two year,DSL,Bank transfer,0,4.0
2639,62,28.76,1783.12,Two year,DSL,Electronic check,1,1.0
1243,57,73.07,4164.99,Month-to-month,DSL,Bank transfer,1,
1062,5,53.95,269.75,One year,Fiber optic,Mailed check,0,
1218,30,69.03,2070.9,Month-to-month,No,Credit card,1,
516,63,80.31,5059.53,One year,DSL,Electronic check,1,1.0
2659,59,72.55,4280.45,Month-to-month,DSL,Electronic check,1,
2938,39,54.22,2114.58,One year,Fiber optic,Credit card,1,
1776,28,55.93,1566.04,Month-to-month,No,Bank transfer,0,3.0
392,68,146.42,9956.56,Month-to-month,DSL,Credit card,1,1.0
2764,62,29.98,1858.76,Month-to-month,DSL,Mailed check,1,5.0
2970,62,29.49,1828.38,Two year,Fiber optic,Mailed check,0,
386,40,148.62,5944.8,Month-to-month,Fiber optic,Electronic check,1,
2660,70,131.42,9199.4,Month-to-month,No,Credit card,1,3.0
745,31,61.15,1895.65,Month-to-month,DSL,Bank transfer,0,3.0
759,4,72.4,289.6,Two year,Fiber optic,Mailed check,1,2.0
2186,16,54.96,879.36,One year,No,Electronic check,0,5.0
1236,64,55.82,3572.48,One year,Fiber optic,Bank transfer,0,5.0
1116,43,125.58,5399.94,Month-to-month,Fiber optic,Electronic check,1,2.0
705,62,125.85,7802.7,Two year,Fiber optic,Mailed check,1,
2283,45,137.59,6191.55,Month-to-month,No,Credit card,1,
1622,37,109.76,4061.12,Two year,Fiber optic,Bank transfer,1,1.0
2236,13,36.88,479.44,Month-to-month,No,Bank transfer,1,2.0
2695,50,24.88,1244.0,Month-to-month,No,Credit card,1,5.0
737,19,131.74,2503.06,One year,No,Bank transfer,1,2.0
254,3,111.26,333.78,One year,Fiber optic,Mailed check,1,2.0
2137,67,32.29,2050.33,Two year,No,Electronic check,1,3.0
447,55,108.82,5985.1,One year,No,Electronic check,1,
569,56,123.34,6907.04,Month-to-month,Fiber optic,Electronic check,1,
819,15,39.7,595.5,Two year,No,Mailed check,0,5.0
1058,24,109.49,2627.76,Two year,Fiber optic,Electronic check,0,
185,9,55.29,637.15,Month-to-month,Fiber optic,Bank transfer,1,3.0
575,16,26.86,429.76,Two year,Fiber optic,Mailed check,1,1.0
1626,0,52.77,0.0,One year,DSL,Mailed check,0,
2849,18,101.31,1823.58,Month-to-month,Fiber optic,Electronic check,0,5.0
2933,17,74.61,1268.37,Month-to-month,Fiber optic,Mailed check,1,1.0
1037,24,103.07,2473.68,Two year,DSL,Bank transfer,1,1.0
2439,34,30.09,1023.06,Month-to-month,Fiber optic,Electronic check,0,5.0
2497,59,20.51,1210.09,One year,Fiber optic,Mailed check,1,
834,68,87.1,5922.8,Two year,No,Electronic check,1,
1138,17,142.45,2421.65,Month-to-month,DSL,Mailed check,1,
1465,8,66.17,529.36,Two year,Fiber optic,Mailed check,1,1.0
2952,21,126.3,2652.3,One year,Fiber optic,Bank transfer,1,
2412,22,105.92,2330.24,Month-to-month,DSL,Mailed check,1,1.0
1412,69,81.39,5615.91,Two year,Fiber optic,Electronic check,1,3.0
2700,19,33.5,636.5,Month-to-month,No,Bank transfer,1,4.0
1914,14,27.02,378.28,One year,No,Credit card,0,3.0
2153,17,75.6,1285.2,Month-to-month,No,Bank transfer,1,4.0
586,67,43.89,3270.27,Two year,Fiber optic,Mailed check,1,1.0
1848,35,42.83,1499.05,One year,Fiber optic,Mailed check,0,
2390,4,139.15,556.6,One year,DSL,Mailed check,0,3.0
2627,39,118.29,4613.31,Month-to-month,Fiber optic,Mailed check,1,
2459,34,138.1,4695.4,One year,Fiber optic,Electronic check,0,3.0
2949,19,87.46,1661.74,Month-to-month,DSL,Electronic check,1,3.0
1993,56,66.25,3710.0,Month-to-month,Fiber optic,Electronic check,1,1.0
1978,56,146.39,8197.84,Month-to-month,DSL,Electronic check,1,2.0
1230,1,90.19,90.19,Month-to-month,Fiber optic,Credit card,0,4.0
1214,13,107.12,1392.56,Month-to-month,DSL,Bank transfer,0,
205,35,68.2,2387.0,One year,DSL,Credit card,0,4.0
1803,46,69.3,3187.8,Month-to-month,No,Credit card,1,1.0
720,8,75.78,606.24,One year,Fiber optic,Mailed check,1,2.0
2670,51,28.31,1443.81,One year,Fiber optic,Electronic check,1,5.0
2969,18,102.14,1838.52,Month-to-month,Fiber optic,Mailed check,1,1.0
249,58,61.12,3544.96,One year,No,Mailed check,0,4.0
2483,27,78.1,2108.7,Month-to-month,No,Mailed check,1,1.0
147,59,119.56,7054.04,Two year,No,Mailed check,0,5.0
1079,2,130.27,260.54,Month-to-month,Fiber optic,Mailed check,1,1.0
315,2,28.06,56.12,One year,Fiber optic,Mailed check,0,3.0
593,18,46.13,830.34,Two year,No,Mailed check,0,
2719,8,84.09,672.72,Two year,Fiber optic,Mailed check,0,
1251,34,51.15,1739.1,One year,Fiber optic,Electronic check,1,4.0
1016,11,82.59,908.49,Two year,Fiber optic,Credit card,0,5.0
1460,39,117.41,4578.99,One year,No,Mailed check,1,1.0
1054,69,118.23,8157.87,One year,DSL,Mailed check,1,2.0
1954,56,137.55,7702.8,Two year,DSL,Mailed check,0,3.0
2992,8,23.4,187.2,Month-to-month,DSL,Credit card,1,2.0
848,38,41.52,1577.76,One year,No,Bank transfer,1,1.0
797,0,56.19,0.0,Two year,Fiber optic,Bank transfer,1,3.0
1305,8,115.57,924.56,Month-to-month,No,Electronic check,0,3.0
895,69,135.83,9372.27,Month-to-month,No,Credit card,1,5.0
675,5,59.44,297.2,Two year,No,Mailed check,1,1.0
1219,6,42.18,253.08,Month-to-month,DSL,Mailed check,1,4.0
1424,27,37.9,1023.3,One year,Fiber optic,Bank transfer,0,3.0
1432,61,116.16,7085.76,One year,Fiber optic,Credit card,0,
1482,0,115.0,0.0,Month-to-month,Fiber optic,Mailed check,1,1.0
30,22,143.39,3154.58,Month-to-month,DSL,Bank transfer,1,
908,18,101.88,1833.84,Month-to-month,No,Mailed check,1,3.0
887,49,74.06,3628.94,Two year,No,Mailed check,0,4.0
989,29,96.11,2787.19,One year,Fiber optic,Bank transfer,1,4.0
104,40,81.36,3254.4,Month-to-month,DSL,Credit card,1,3.0
2066,25,125.74,3143.5,Two year,Fiber optic,Mailed check,1,3.0
1668,26,76.2,1981.2,Month-to-month,Fiber optic,Mailed check,1,5.0
1908,17,66.19,1125.23,One year,DSL,Mailed check,0,3.0
587,24,111.35,2672.4,Two year,DSL,Bank transfer,0,5.0
2913,11,46.04,506.44,Two year,Fiber optic,Bank transfer,0,5.0
542,13,81.27,1056.51,Two year,DSL,Electronic check,1,5.0
1984,11,83.73,921.03,Two year,Fiber optic,Mailed check,1,1.0
215,35,97.51,3412.85,Month-to-month,Fiber optic,Bank transfer,1,5.0
8,36,92.02,3312.72,Two year,Fiber optic,Credit card,1,4.0
2720,39,51.79,2019.81,Month-to-month,Fiber optic,Electronic check,1,2.0
2333,59,66.13,3901.67,One year,No,Credit card,0,4.0
2172,64,112.76,7216.64,Month-to-month,Fiber optic,Credit card,1,2.0
241,37,90.58,3351.46,Month-to-month,No,Electronic check,0,4.0
1628,49,124.47,6099.03,One year,Fiber optic,Bank transfer,1,
2314,35,99.31,3475.85,One year,Fiber optic,Electronic check,1,3.0
2188,46,61.0,2806.0,One year,Fiber optic,Mailed check,0,3.0
83,25,51.13,1278.25,One year,No,Bank transfer,0,
1508,43,50.9,2188.7,One year,DSL,Electronic check,1,5.0
1208,55,24.34,1338.7,One year,,Mailed check,0,3.0
2210,23,106.45,2448.35,One year,DSL,Mailed check,0,4.0
558,59,66.26,3909.34,One year,No,Electronic check,1,
72,38,98.28,3734.64,Two year,Fiber optic,Mailed check,0,5.0
1891,16,126.45,2023.2,Month-to-month,Fiber optic,Credit card,0,4.0
792,70,80.71,5649.7,Month-to-month,No,Bank transfer,1,1.0
2055,13,148.96,1936.48,Month-to-month,DSL,Mailed check,1,5.0
2086,62,21.32,1321.84,Two year,Fiber optic,Electronic check,1,2.0
1986,22,52.22,1148.84,One year,Fiber optic,Credit card,1,4.0
1753,27,21.17,571.59,Two year,Fiber optic,Credit card,1,4.0
782,40,33.08,1323.2,Month-to-month,Fiber optic,Electronic check,1,5.0
1533,69,29.69,2048.61,Two year,Fiber optic,Electronic check,1,1.0
2574,16,75.76,1212.16,One year,No,Electronic check,1,4.0
620,54,105.64,5704.56,One year,Fiber optic,Electronic check,1,3.0
2944,2,39.46,78.92,One year,DSL,Mailed check,0,3.0
1616,68,23.11,1571.48,Month-to-month,No,Credit card,1,2.0
2736,54,61.43,3317.22,One year,Fiber optic,Bank transfer,0,3.0
2365,41,59.73,2448.93,One year,DSL,Electronic check,1,1.0
352,51,125.58,6404.58,Two year,No,Electronic check,1,1.0
1454,19,90.84,1725.96,Two year,DSL,Credit card,1,1.0
2942,29,56.56,1640.24,One year,Fiber optic,Electronic check,1,3.0
2862,33,37.74,918.3,Two year,No,Electronic check,1,5.0
2241,47,149.38,7020.86,Month-to-month,DSL,Electronic check,1,3.0
2306,26,79.12,2057.12,Two year,DSL,Bank transfer,1,1.0
2208,13,125.7,1634.1,Two year,No,Electronic check,1,2.0
1462,10,46.15,461.5,Two year,No,Bank transfer,1,2.0
1241,45,38.29,1723.05,Month-to-month,No,Mailed check,1,
46,25,21.52,538.0,Month-to-month,Fiber optic,Electronic check,1,
312,51,62.04,3164.04,Month-to-month,Fiber optic,Electronic check,1,3.0
739,29,131.75,3820.75,One year,DSL,Bank transfer,1,2.0
1338,65,104.32,6780.8,Two year,No,Mailed check,0,
95,67,34.72,2326.24,Month-to-month,Fiber optic,Bank transfer,0,5.0
2550,22,87.09,1915.98,Month-to-month,DSL,Bank transfer,1,2.0
364,6,25.23,151.38,Month-to-month,No,Bank transfer,1,5.0
1242,29,41.29,1197.41,One year,DSL,Credit card,0,
2769,43,71.93,3092.99,Two year,Fiber optic,Electronic check,1,
2453,3,36.4,109.2,Two year,Fiber optic,Mailed check,0,4.0
2394,46,80.44,3700.24,Month-to-month,DSL,Bank transfer,0,
33,27,105.87,2858.49,Two year,Fiber optic,Electronic check,0,5.0
1650,60,78.76,4725.6,Month-to-month,DSL,Mailed check,1,1.0
1391,69,87.03,6005.07,Month-to-month,No,Electronic check,1,
2885,59,140.96,8316.64,One year,DSL,Mailed check,0,5.0
1306,60,75.23,4513.8,Month-to-month,DSL,Mailed check,1,1.0
1060,46,139.61,6422.06,One year,DSL,Credit card,1,1.0
1220,65,102.72,6676.8,Two year,Fiber optic,Electronic check,0,
210,17,119.59,2033.03,One year,No,Bank transfer,0,3.0
2723,45,121.3,5458.5,Month-to-month,No,Electronic check,1,4.0
916,60,37.35,2241.0,Two year,No,Electronic check,1,3.0
1773,10,110.92,1109.2,Month-to-month,DSL,Credit card,1,2.0
2801,22,75.36,1657.92,Month-to-month,Fiber optic,Mailed check,1,2.0
958,56,74.64,4179.84,Month-to-month,No,Electronic check,1,5.0
1920,29,91.66,2658.14,Month-to-month,No,Mailed check,0,5.0
2088,34,87.77,2984.18,One year,Fiber optic,Electronic check,1,1.0
1061,44,96.21,4233.24,One year,DSL,Electronic check,1,2.0
1157,41,137.41,5633.81,Month-to-month,Fiber optic,Bank transfer,1,1.0
2633,69,70.48,4863.12,Two year,DSL,Mailed check,1,4.0
2610,12,79.85,958.2,One year,DSL,Bank transfer,0,
1748,69,28.89,1993.41,Month-to-month,Fiber optic,Electronic check,0,
1503,53,83.78,4440.34,Month-to-month,No,Credit card,1,1.0
1159,30,78.37,2351.1,One year,DSL,Mailed check,0,
1962,24,117.47,2819.28,Month-to-month,DSL,Electronic check,1,1.0
111,40,60.7,2428.0,Two year,DSL,Bank transfer,1,2.0
1469,55,98.9,5439.5,Month-to-month,DSL,Credit card,1,1.0
2025,8,63.46,507.68,Month-to-month,DSL,Electronic check,1,4.0
387,41,31.42,1288.22,One year,Fiber optic,Mailed check,1,3.0
1448,55,84.54,4649.7,Month-to-month,Fiber optic,Electronic check,0,4.0
2181,17,55.91,950.47,Month-to-month,DSL,Mailed check,1,1.0
1559,38,131.68,5003.84,Month-to-month,No,Electronic check,1,3.0
915,62,59.0,3658.0,Month-to-month,DSL,Bank transfer,1,1.0
2244,61,92.33,5632.13,Month-to-month,Fiber optic,Electronic check,1,2.0
2078,53,147.91,7839.23,Month-to-month,No,Mailed check,1,5.0
1457,16,113.81,1820.96,Two year,No,Electronic check,1,3.0
2531,63,107.65,6781.95,Month-to-month,DSL,Mailed check,1,3.0
740,47,22.38,1051.86,Month-to-month,No,Credit card,1,3.0
2272,49,119.15,5838.35,Two year,No,Bank transfer,0,5.0
1919,57,97.24,6724.1,Month-to-month,DSL,Mailed check,0,4.0
794,71,76.64,5441.44,One year,No,Electronic check,1,2.0
281,20,44.64,892.8,Month-to-month,DSL,Bank transfer,0,
120,3,45.72,137.16,Month-to-month,DSL,Credit card,0,4.0
119,63,55.81,3516.03,Month-to-month,No,Credit card,1,
718,31,127.12,3940.72,Two year,DSL,Mailed check,0,5.0
55,48,22.84,1096.32,One year,DSL,Mailed check,0,3.0
878,45,129.04,5806.8,Month-to-month,Fiber optic,Electronic check,1,4.0
2504,25,144.92,3623.0,One year,Fiber optic,Electronic check,1,
628,28,50.41,1411.48,Month-to-month,DSL,Electronic check,1,
2318,49,87.88,4306.12,Month-to-month,No,Electronic check,1,1.0
1860,17,133.28,2265.76,Month-to-month,DSL,Bank transfer,1,
1379,42,126.1,5296.2,Two year,No,Mailed check,0,
637,68,137.86,9374.48,Two year,No,Mailed check,1,1.0
133,62,112.59,6980.58,One year,DSL,Electronic check,1,3.0
2693,25,60.07,1501.75,Month-to-month,Fiber optic,Bank transfer,0,
2838,48,119.12,5717.76,Month-to-month,DSL,Electronic check,1,5.0
1342,51,41.68,2125.68,One year,Fiber optic,Credit card,1,2.0
2165,28,128.22,3590.16,One year,DSL,Bank transfer,0,5.0
2279,62,83.0,5146.0,Two year,Fiber optic,Electronic check,0,5.0
212,22,57.18,1257.96,Month-to-month,DSL,Electronic check,1,2.0
833,41,132.71,5441.11,One year,No,Mailed check,0,4.0
2675,20,49.38,987.6,Two year,No,Electronic check,1,3.0
369,71,109.3,7760.3,One year,No,Credit card,1,5.0
465,51,132.08,6736.08,One year,Fiber optic,Bank transfer,1,2.0
690,55,118.7,6528.5,Month-to-month,Fiber optic,Electronic check,1,1.0
1345,50,121.77,6088.5,Month-to-month,DSL,Electronic check,1,
1552,29,24.57,712.53,Month-to-month,No,Bank transfer,0,4.0
582,16,148.09,2369.44,Two year,DSL,Mailed check,0,5.0
2971,13,126.89,1649.57,Month-to-month,No,Bank transfer,1,1.0
1259,40,99.85,3994.0,Two year,Fiber optic,Credit card,1,2.0
1818,29,22.86,662.94,Month-to-month,Fiber optic,Mailed check,1,4.0
2335,46,78.83,3626.18,Two year,Fiber optic,Electronic check,0,5.0
2955,36,53.46,1924.56,Month-to-month,Fiber optic,Mailed check,0,4.0
1810,64,51.75,3312.0,Two year,DSL,Electronic check,1,
843,13,81.25,1056.25,Month-to-month,Fiber optic,Bank transfer,1,1.0
12,67,95.83,6420.61,Two year,Fiber optic,Electronic check,0,4.0
2349,14,70.57,987.98,One year,Fiber optic,Credit card,1,1.0
90,68,68.11,4631.48,Two year,Fiber optic,Credit card,1,1.0
512,27,45.0,1115.68,Two year,Fiber optic,Bank transfer,0,
2640,58,50.27,2915.66,Two year,Fiber optic,Credit card,0,3.0
2194,65,84.24,5475.6,Month-to-month,Fiber optic,Electronic check,1,1.0
2471,27,56.12,1515.24,One year,DSL,Credit card,0,3.0
1404,6,119.85,970.06,Month-to-month,Fiber optic,Mailed check,1,3.0
1180,11,117.73,1295.03,Month-to-month,Fiber optic,Electronic check,1,2.0
2431,62,57.62,3572.44,Two year,No,Electronic check,1,2.0
2936,250,103.66,884.55,Month-to-month,No,Electronic check,1,4.0
200,4,58.54,234.16,Two year,Fiber optic,Bank transfer,1,2.0
2109,29,44.43,1288.47,Month-to-month,No,Bank transfer,1,2.0
2981,70,146.54,10257.8,Month-to-month,Fiber optic,Mailed check,1,5.0
260,2,44.69,89.38,Two year,DSL,Electronic check,0,4.0
2083,60,116.32,6547.65,One year,No,Electronic check,1,1.0
1971,11,131.02,1441.22,Two year,DSL,Electronic check,0,3.0
2016,12,20.63,247.56,Two year,No,Mailed check,0,4.0
2822,51,79.21,4039.71,One year,DSL,Mailed check,1,1.0
2580,69,40.51,2795.19,One year,No,Electronic check,1,
2142,52,55.5,2886.0,Month-to-month,No,Electronic check,1,2.0
2193,70,49.75,3482.5,Two year,DSL,Bank transfer,0,
2592,41,144.38,5919.58,Month-to-month,No,Bank transfer,0,4.0
1478,59,87.78,5179.02,One year,DSL,Mailed check,0,4.0
2337,60,33.15,1989.0,Month-to-month,Fiber optic,Mailed check,1,5.0
2576,45,123.41,5553.45,Month-to-month,No,Mailed check,0,
63,11,102.65,1129.15,Month-to-month,Fiber optic,Mailed check,1,3.0
1722,12,150.0,1800.0,Two year,DSL,Electronic check,1,5.0
770,4,147.34,589.36,One year,Fiber optic,Mailed check,1,
303,69,100.55,6937.95,One year,Fiber optic,Electronic check,1,1.0
1894,39,140.1,5463.9,Month-to-month,Fiber optic,Mailed check,1,
405,20,73.67,916.06,Month-to-month,DSL,Mailed check,1,2.0
591,42,109.36,2670.43,Month-to-month,Fiber optic,Electronic check,1,
2152,12,39.11,469.32,Month-to-month,Fiber optic,Electronic check,1,5.0
999,45,104.48,4701.6,One year,DSL,Mailed check,1,2.0
2073,25,42.7,1067.5,Two year,Fiber optic,Mailed check,1,
1066,1,135.57,135.57,Month-to-month,No,Mailed check,1,3.0
1610,38,55.76,2118.88,Month-to-month,Fiber optic,Bank transfer,1,1.0
653,13,137.45,1786.85,Month-to-month,DSL,Credit card,1,2.0
1949,23,97.3,2237.9,Two year,No,Credit card,0,4.0
240,2,147.38,294.76,Month-to-month,Fiber optic,Credit card,0,4.0
884,9,138.74,1248.66,Month-to-month,Fiber optic,Electronic check,1,3.0
2407,1,36.48,36.48,Month-to-month,DSL,Electronic check,1,3.0
1308,8,140.21,1121.68,Month-to-month,Fiber optic,Electronic check,1,3.0
899,67,42.38,2839.46,Month-to-month,DSL,Electronic check,1,
1114,53,117.58,6231.74,Month-to-month,Fiber optic,Mailed check,1,2.0
2061,30,43.78,1313.4,Two year,Fiber optic,Credit card,1,4.0
1445,4,34.87,139.48,Month-to-month,DSL,Electronic check,1,
2620,8,123.15,985.2,One year,No,Electronic check,1,3.0
492,4,133.57,534.28,Two year,Fiber optic,Electronic check,0,
685,52,87.01,4524.52,Two year,Fiber optic,Credit card,0,
444,45,63.72,2867.4,Two year,DSL,Bank transfer,1,2.0
2782,68,135.61,9221.48,One year,Fiber optic,Bank transfer,0,
1841,50,118.54,5927.0,Month-to-month,DSL,Mailed check,1,1.0
2118,16,128.59,2057.44,One year,DSL,Electronic check,0,5.0
1784,22,40.5,891.0,Month-to-month,Fiber optic,Bank transfer,1,
1383,30,120.31,3609.3,Month-to-month,DSL,Credit card,0,3.0
2638,48,26.14,1254.72,One year,Fiber optic,Electronic check,1,1.0
2523,17,39.99,679.83,One year,DSL,Credit card,1,2.0
598,63,141.5,8914.5,Month-to-month,No,Bank transfer,1,5.0
714,59,117.7,6944.3,Two year,No,Credit card,1,2.0
2254,64,140.84,9013.76,Month-to-month,Fiber optic,Bank transfer,1,3.0
1865,1,110.4,110.4,One year,Fiber optic,Electronic check,1,
2558,6,63.05,378.3,Month-to-month,DSL,Electronic check,1,2.0
2527,56,90.9,5090.4,One year,DSL,Bank transfer,0,
1568,24,105.24,2525.76,Two year,Fiber optic,Mailed check,1,4.0
1664,16,45.54,728.64,One year,Fiber optic,Credit card,0,5.0
1425,36,67.34,2424.24,Month-to-month,Fiber optic,Electronic check,1,2.0
2830,33,90.82,2997.06,One year,No,Electronic check,0,5.0
2630,12,117.58,1410.96,Two year,DSL,Electronic check,1,1.0
271,7,46.92,328.44,Two year,Fiber optic,Mailed check,1,2.0
2752,11,149.99,1649.89,Month-to-month,Fiber optic,Electronic check,1,1.0
2392,53,98.32,5210.96,Month-to-month,DSL,Bank transfer,1,2.0
585,49,54.97,2693.53,Month-to-month,DSL,Mailed check,1,2.0
2104,46,138.26,6359.96,One year,DSL,Bank transfer,1,2.0
2546,66,40.7,2686.2,Two year,No,Bank transfer,0,5.0
768,44,73.56,3236.64,Month-to-month,DSL,Bank transfer,1,3.0
1850,26,43.88,783.57,Month-to-month,Fiber optic,Electronic check,1,
2737,43,40.76,1752.68,Two year,DSL,Credit card,1,2.0
1247,2,136.27,272.54,Month-to-month,No,Credit card,1,5.0
2834,66,85.52,5644.32,Month-to-month,DSL,Bank transfer,1,1.0
2269,47,84.41,3967.27,Month-to-month,Fiber optic,Mailed check,1,2.0
713,48,78.18,3752.64,Month-to-month,Fiber optic,Electronic check,1,4.0
1471,56,139.82,7829.92,Month-to-month,No,Credit card,0,3.0
2941,62,36.93,2289.66,Two year,No,Credit card,1,1.0
323,71,20.23,1436.33,One year,DSL,Credit card,1,2.0
1588,29,129.78,3763.62,Two year,Fiber optic,Electronic check,0,
1653,68,143.84,9781.12,Month-to-month,DSL,Mailed check,1,1.0
239,0,145.21,,Two year,No,Electronic check,1,4.0
2038,11,85.71,942.81,One year,No,Bank transfer,0,
2045,46,32.66,1502.36,Two year,DSL,Bank transfer,0,
1146,23,124.92,2873.16,One year,DSL,Bank transfer,0,5.0
660,58,30.25,1754.5,Month-to-month,Fiber optic,Credit card,1,4.0
652,23,141.01,3243.23,One year,No,Electronic check,0,4.0
218,29,96.25,2791.25,Two year,No,Electronic check,1,5.0
2145,45,148.88,6699.6,Two year,Fiber optic,Mailed check,0,4.0
698,21,36.09,757.89,Two year,No,Electronic check,1,2.0
1366,44,145.33,6394.52,Month-to-month,Fiber optic,Electronic check,1,
2190,35,32.01,1120.35,Month-to-month,No,Mailed check,1,
2588,66,89.21,5887.86,Month-to-month,DSL,Bank transfer,1,
1521,68,115.8,7874.4,Two year,DSL,Credit card,1,2.0
2304,65,112.96,7342.4,Month-to-month,Fiber optic,Mailed check,1,5.0
2821,35,130.44,4565.4,Month-to-month,DSL,Mailed check,1,4.0
1121,7,60.37,422.59,One year,Fiber optic,Credit card,1,1.0
707,4,121.57,486.28,Month-to-month,No,Bank transfer,1,
2745,37,129.01,4773.37,One year,No,Mailed check,0,4.0
97,51,103.58,3835.64,Two year,DSL,Bank transfer,0,3.0
822,31,134.76,5824.22,Month-to-month,Fiber optic,Bank transfer,1,1.0
2602,70,81.0,5670.0,Month-to-month,Fiber optic,Mailed check,0,
2230,66,39.06,2577.96,Month-to-month,No,Bank transfer,0,
195,62,149.03,9239.86,Month-to-month,,Credit card,0,4.0
305,63,148.89,9380.07,Month-to-month,Fiber optic,Bank transfer,0,3.0
1309,20,56.01,1120.2,Month-to-month,DSL,Mailed check,1,3.0
2910,13,61.91,804.83,Month-to-month,Fiber optic,Electronic check,1,4.0
374,63,127.62,8040.06,One year,DSL,Electronic check,1,
338,51,59.14,3016.14,Two year,DSL,Electronic check,1,1.0
177,25,134.37,3359.25,One year,DSL,Bank transfer,0,
702,36,124.6,4485.6,Month-to-month,No,Mailed check,1,1.0
139,45,94.4,4248.0,One year,Fiber optic,Credit card,1,2.0
2447,2,55.72,88.62,Two year,No,Bank transfer,0,4.0
1033,56,84.55,4734.8,Two year,No,Mailed check,1,
1074,52,49.54,2576.08,Two year,DSL,Mailed check,0,4.0
2070,41,30.84,1264.44,Two year,Fiber optic,Mailed check,1,5.0
2684,14,117.07,1638.98,One year,DSL,Credit card,0,4.0
668,40,85.65,3426.0,One year,Fiber optic,Mailed check,1,
1536,41,114.36,4688.76,Month-to-month,Fiber optic,Electronic check,1,4.0
1375,65,92.46,6009.9,Month-to-month,Fiber optic,Bank transfer,0,3.0
2068,68,45.91,3121.88,One year,Fiber optic,Electronic check,1,
2982,27,118.62,3202.74,Month-to-month,Fiber optic,Electronic check,1,2.0
1091,2,122.9,245.8,Month-to-month,DSL,Credit card,1,1.0
1516,52,34.23,1779.96,One year,Fiber optic,Mailed check,1,
2082,53,57.61,3053.33,Month-to-month,No,Credit card,1,
397,33,69.34,2288.22,Month-to-month,Fiber optic,Mailed check,1,
2903,45,89.46,4025.7,Month-to-month,Fiber optic,Electronic check,1,3.0
2287,38,52.13,1980.94,Month-to-month,Fiber optic,Bank transfer,1,1.0
926,21,106.51,2236.71,Two year,Fiber optic,Credit card,0,4.0
482,35,130.99,4584.65,Month-to-month,No,Mailed check,0,
2747,8,29.43,235.44,Month-to-month,Fiber optic,Mailed check,1,1.0
748,34,110.65,3762.1,Month-to-month,Fiber optic,Electronic check,0,4.0
1902,32,48.9,1564.8,Month-to-month,Fiber optic,Electronic check,1,
1844,45,127.18,5723.1,Month-to-month,DSL,Bank transfer,1,1.0
1600,69,94.99,6554.31,Month-to-month,DSL,Mailed check,1,2.0
1161,14,20.85,291.9,Month-to-month,DSL,Bank transfer,1,
1326,48,90.8,4358.4,Month-to-month,DSL,Credit card,0,5.0
493,12,56.76,681.12,Month-to-month,DSL,Electronic check,1,2.0
2329,19,45.92,872.48,Month-to-month,No,Bank transfer,1,
2060,37,142.27,5263.99,One year,Fiber optic,Electronic check,1,
1485,30,23.46,703.8,Month-to-month,DSL,Electronic check,1,2.0
2044,40,113.2,4528.0,Two year,No,Bank transfer,0,
2805,38,77.13,2930.94,One year,Fiber optic,Mailed check,1,
2011,18,74.72,1344.96,Two year,DSL,Mailed check,0,5.0
2851,40,131.44,5257.6,One year,DSL,Electronic check,0,4.0
2593,11,105.11,1156.21,Month-to-month,Fiber optic,Credit card,1,
2541,31,146.55,4627.05,One year,Fiber optic,Credit card,1,5.0
2381,59,59.28,3497.52,Month-to-month,DSL,Bank transfer,0,4.0
868,44,93.24,4102.56,One year,No,Mailed check,0,5.0
1574,3,119.79,359.37,One year,DSL,Electronic check,1,1.0
611,36,83.05,2989.8,Month-to-month,Fiber optic,Bank transfer,0,
955,49,102.07,5001.43,Month-to-month,No,Mailed check,1,2.0
1618,21,100.63,2113.23,Two year,Fiber optic,Credit card,1,1.0
1795,43,66.17,2845.31,Month-to-month,DSL,Bank transfer,1,1.0
2599,63,50.51,3182.13,One year,Fiber optic,Bank transfer,1,4.0
2526,58,145.71,8451.18,One year,Fiber optic,Credit card,0,
2948,29,142.8,4141.2,Month-to-month,Fiber optic,Mailed check,1,3.0
393,36,122.1,4395.6,One year,DSL,Credit card,0,4.0
817,64,93.79,6002.56,Month-to-month,No,Credit card,1,1.0
1211,38,35.95,1366.1,One year,Fiber optic,Electronic check,1,4.0
2219,31,109.35,3389.85,Two year,Fiber optic,Electronic check,1,
