order_id,client_age,gender,procedure_price,procedure_duration,master_rating,return_visits,satisfaction_score
ID0055,44.0,male,1802.14,47,low,3,9.0
ID0942,39.0,female,2232.09,66,low,2,2.0
ID0025,20.0,male,2037.5,45,med,7,7.0
ID0881,29.0,male,1434.5,33,low,7,8.0
ID0311,31.0,female,2501.9,56,low,1,5.0
ID0141,21.0,female,3916.85,106,low,5,6.0
ID0290,31.0,female,2518.18,66,med,3,7.0
ID0948,31.0,male,2818.73,83,med,8,9.0
ID0939,27.0,female,1426.21,41,top,6,7.0
ID0196,53.0,male,1949.12,44,low,7,9.0
ID0549,50.0,male,1503.27,38,low,7,6.0
ID0284,28.0,female,1904.84,50,low,3,8.0
ID0073,51.0,male,1984.12,51,low,6,
ID0105,50.0,female,1944.72,52,med,5,6.0
ID0014,21.0,female,2807.28,81,top,5,8.0
ID0734,31.0,female,2245.52,60,med,9,7.0
ID0648,53.0,male,2047.13,32,low,5,8.0
ID0791,19.0,female,2239.27,60,top,8,6.0
ID0301,,female,2506.44,64,top,8,9.0
ID0068,25.0,female,1917.46,43,med,6,9.0
ID0104,39.0,male,1563.74,37,low,4,5.0
ID0057,22.0,female,2887.55,74,top,5,9.0
ID0728,32.0,female,1438.54,33,med,5,5.0
ID0327,21.0,female,1655.35,41,med,6,9.0
ID0102,27.0,female,3162.29,83,med,6,8.0
ID0445,55.0,male,1282.98,31,top,7,10.0
ID0433,40.0,female,,72,med,3,6.0
ID0558,40.0,male,1893.56,57,top,12,7.0
ID0951,28.0,female,2752.61,75,med,5,7.0
ID0450,31.0,male,1613.61,44,top,10,10.0
ID0785,35.0,male,1812.82,43,low,5,8.0
ID0460,28.0,female,3037.02,70,low,3,8.0
ID0248,42.0,male,1867.47,46,med,8,7.0
ID0990,37.0,male,3027.54,77,top,12,
ID0313,26.0,male,2907.19,76,med,5,7.0
ID0408,34.0,male,2532.97,64,low,5,9.0
ID0276,34.0,male,3156.21,85,med,10,8.0
ID0580,31.0,female,2627.47,70,med,4,7.0
ID0406,22.0,female,4247.35,123,med,5,10.0
ID0312,39.0,female,2405.5,62,med,6,4.0
ID0741,37.0,female,2915.89,82,top,11,8.0
ID0143,24.0,female,2232.36,57,low,3,4.0
ID0817,52.0,female,1999.87,49,med,6,6.0
ID0129,53.0,female,2454.27,66,top,9,4.0
ID0539,30.0,female,2163.87,52,top,7,7.0
ID0910,37.0,female,2566.83,68,top,6,8.0
ID0917,24.0,male,2416.53,50,top,7,9.0
ID0153,18.0,female,953.87,15,low,6,7.0
ID0718,42.0,female,3284.55,84,med,4,5.0
ID0650,35.0,female,3324.23,97,med,4,5.0
ID0089,52.0,female,1488.45,34,low,4,3.0
ID0074,52.0,male,2490.28,68,low,5,7.0
ID0265,53.0,male,1865.14,45,med,9,7.0
ID0058,41.0,female,2404.15,68,low,7,4.0
ID0579,33.0,female,2147.83,55,med,3,8.0
ID0983,18.0,female,2845.02,73,med,6,10.0
ID0798,43.0,male,2956.33,79,low,6,7.0
ID0399,40.0,male,2115.23,63,low,5,6.0
ID0258,34.0,female,1317.74,40,low,1,7.0
ID0177,36.0,female,1948.62,51,low,4,4.0
ID0405,58.0,male,3437.42,92,med,12,10.0
ID0733,18.0,female,1804.25,50,med,8,9.0
ID0011,41.0,male,1913.78,41,top,11,4.0
ID0267,39.0,male,1431.67,32,low,5,3.0
ID0788,18.0,female,1901.95,48,med,5,10.0
ID0697,36.0,female,1779.78,38,med,5,6.0
ID0238,28.0,female,1581.47,34,low,2,3.0
ID0947,56.0,male,3407.09,101,med,7,10.0
ID0273,36.0,male,1525.87,31,top,9,8.0
ID0755,36.0,male,1529.01,36,med,6,5.0
ID0421,37.0,male,2712.58,53,top,11,7.0
ID0299,40.0,female,2787.1,83,low,8,4.0
ID0097,34.0,female,2568.98,76,top,9,10.0
ID0995,,female,,54,med,4,7.0
ID0600,,female,2009.68,59,low,5,6.0
ID0710,39.0,male,1756.62,50,top,9,7.0
ID0183,47.0,male,2414.38,59,med,9,10.0
ID0571,47.0,male,2197.72,58,med,10,8.0
ID0861,46.0,female,2356.8,54,med,6,6.0
ID0446,57.0,male,1122.82,22,med,12,10.0
ID0726,38.0,female,1871.58,40,top,9,10.0
ID0291,36.0,female,3282.73,93,med,4,6.0
ID0645,46.0,male,,76,top,8,9.0
ID0274,26.0,female,1445.04,49,low,4,7.0
ID0337,28.0,male,1821.59,43,top,8,9.0
ID0872,33.0,female,2633.99,69,low,3,3.0
ID0877,45.0,female,2228.38,65,low,6,5.0
ID0518,47.0,male,,84,top,8,10.0
ID0671,30.0,male,3278.24,103,low,5,7.0
ID0126,21.0,male,1863.25,41,med,7,8.0
ID0208,29.0,female,3121.04,69,top,4,8.0
ID0423,37.0,female,2340.39,67,low,10,5.0
ID0117,33.0,female,3035.38,81,med,7,6.0
ID0287,43.0,female,1879.89,55,top,8,5.0
ID0303,52.0,female,2373.57,56,med,3,7.0
ID0051,42.0,male,2603.41,75,top,11,10.0
ID0933,40.0,female,2211.65,58,low,5,8.0
ID0622,43.0,female,780.71,15,top,5,7.0
ID0410,33.0,female,2585.79,71,top,10,7.0
ID0804,,female,2272.72,63,med,6,10.0
ID0444,32.0,male,3578.42,103,low,7,7.0
ID0239,36.0,female,1170.45,24,low,1,8.0
ID0341,43.0,female,2524.87,70,low,8,3.0
ID0938,39.0,female,2419.11,56,top,6,9.0
ID0495,33.0,female,1806.07,45,top,6,6.0
ID0972,34.0,male,2441.61,68,low,7,7.0
ID0922,64.0,male,541.12,16,top,7,9.0
ID0666,26.0,female,2090.17,48,low,6,8.0
ID0504,34.0,male,2461.28,72,low,7,9.0
ID0038,37.0,male,2701.17,73,top,10,8.0
ID0569,29.0,female,974.7,15,low,5,6.0
ID0487,22.0,female,2211.79,66,top,4,10.0
ID0322,52.0,female,2674.18,68,med,7,7.0
ID0931,58.0,male,1943.65,65,med,5,9.0
ID0387,37.0,female,35360.02569842479,75,med,6,5.0
ID0407,29.0,female,1580.56,37,low,4,7.0
ID0392,33.0,female,3441.11,100,top,7,9.0
ID0223,25.0,female,1817.84,39,top,13,8.0
ID0034,36.0,male,2313.57,60,med,11,8.0
ID0561,,female,2625.79,66,med,7,7.0
ID0283,18.0,female,2151.69,56,med,5,8.0
ID0618,42.0,male,580.69,15,top,9,4.0
ID0705,50.0,male,1501.81,29,low,6,8.0
ID0954,39.0,female,2648.41,63,low,6,7.0
ID0855,27.0,female,826.56,15,med,7,4.0
ID0484,33.0,female,2658.96,74,med,3,8.0
ID0385,27.0,male,3204.04,97,med,6,10.0
ID0989,37.0,male,47170.389061309426,48,low,6,8.0
ID0532,42.0,male,1935.26,55,top,14,9.0
ID0679,45.0,male,2673.23,80,low,6,4.0
ID0155,,female,1780.02,43,med,8,8.0
ID0663,19.0,female,2407.57,58,top,8,10.0
ID0084,25.0,female,2356.39,52,med,6,7.0
ID0832,40.0,female,2558.94,70,top,9,8.0
ID0729,46.0,female,1556.42,28,med,6,8.0
ID0207,40.0,female,1384.3,36,top,4,10.0
ID0091,37.0,male,2963.07,71,low,5,8.0
ID0292,41.0,male,2389.39,62,top,12,8.0
ID0975,45.0,female,2861.32,76,low,7,7.0
ID0453,50.0,male,2782.9,76,low,5,7.0
ID0217,29.0,male,2202.85,55,med,4,8.0
ID0137,32.0,male,1081.39,17,low,3,7.0
ID0250,29.0,female,1596.9,36,med,4,7.0
ID0443,36.0,female,2319.63,58,top,10,10.0
ID0825,37.0,male,2850.54,81,med,6,6.0
ID0522,35.0,male,2056.63,57,top,10,9.0
ID0209,32.0,female,1878.88,48,med,4,8.0
ID0263,31.0,female,1959.26,53,top,9,8.0
ID0676,39.0,female,2326.65,64,med,5,10.0
ID0181,45.0,female,3756.19,100,top,8,7.0
ID0415,36.0,female,2136.64,50,low,3,7.0
ID0694,24.0,female,2468.15,57,med,9,7.0
ID0838,27.0,female,2278.11,64,low,1,7.0
ID0436,25.0,female,1701.76,40,low,7,7.0
ID0455,,female,1680.87,31,top,11,7.0
ID0997,31.0,female,1865.09,48,top,8,8.0
ID0342,38.0,female,3110.22,78,low,3,7.0
ID0120,48.0,male,2042.03,48,top,9,9.0
ID0630,49.0,male,2801.97,69,med,8,8.0
ID0041,46.0,female,1552.5,54,med,6,6.0
ID0056,47.0,female,2227.28,55,med,8,7.0
ID0680,40.0,male,1707.5,43,low,9,9.0
ID0510,35.0,female,2806.6,77,top,6,8.0
ID0142,33.0,female,2324.57,56,top,8,9.0
ID0684,50.0,male,,79,med,6,10.0
ID0293,,female,2765.57,79,low,3,7.0
ID0812,36.0,female,2093.86,62,top,5,10.0
ID0418,32.0,male,908.53,18,low,6,8.0
ID0945,42.0,female,2797.69,81,med,9,6.0
ID0535,45.0,male,2327.88,44,low,3,6.0
ID0904,20.0,female,1971.97,36,low,5,8.0
ID0252,45.0,male,3174.7,83,low,9,8.0
ID0695,38.0,female,2487.58,49,top,7,10.0
ID0247,54.0,male,2387.18,63,med,8,10.0
ID0632,36.0,female,1554.83,42,med,3,7.0
ID0490,42.0,female,2396.28,63,med,6,5.0
ID0356,43.0,female,,77,top,5,8.0
ID0596,35.0,male,1917.07,50,top,10,8.0
ID0973,18.0,female,2415.61,55,low,5,8.0
ID0978,48.0,female,2227.29,58,med,10,6.0
ID0167,25.0,female,2472.95,63,top,7,6.0
ID0970,18.0,female,2617.17,57,med,3,6.0
ID0608,32.0,female,2208.09,50,med,7,7.0
ID0043,32.0,male,2788.84,77,top,14,8.0
ID0270,49.0,male,2494.36,81,low,7,10.0
ID0610,36.0,female,3606.21,106,med,4,8.0
ID0245,42.0,male,2413.23,65,top,10,9.0
ID0203,50.0,male,1604.66,58,med,6,10.0
ID0125,32.0,female,2880.96,89,low,6,6.0
ID0813,40.0,male,2194.41,71,top,11,10.0
ID0090,30.0,female,2591.67,74,top,10,10.0
ID0072,,female,2426.66,75,low,8,9.0
ID0660,,female,2860.44,88,top,13,8.0
ID0806,24.0,male,1698.25,46,med,10,7.0
ID0547,35.0,male,2406.07,64,low,11,7.0
ID0887,26.0,female,2840.38,83,low,4,7.0
ID0362,30.0,female,2286.54,53,top,8,10.0
ID0176,18.0,male,3002.82,85,top,13,10.0
ID0020,41.0,female,1644.49,40,top,9,8.0
ID0379,28.0,female,1632.14,47,low,4,8.0
ID0799,61.0,male,2807.94,72,top,10,10.0
ID0719,44.0,male,1336.18,29,top,9,10.0
ID0691,,female,990.42,20,med,4,9.0
ID0720,46.0,male,1655.91,38,med,5,7.0
ID0599,50.0,female,2930.29,69,low,3,5.0
ID0393,41.0,male,3340.55,85,low,5,6.0
ID0831,18.0,female,2290.05,52,med,8,9.0
ID0780,27.0,male,2093.6,64,low,3,10.0
ID0516,41.0,female,1931.61,57,low,7,5.0
ID0333,36.0,female,1685.29,45,low,6,5.0
ID0914,33.0,female,2427.8,67,med,8,8.0
ID0802,21.0,female,2571.75,65,med,7,9.0
ID0854,28.0,female,1082.79,24,top,6,8.0
ID0306,42.0,female,1019.52,23,top,6,9.0
ID0359,39.0,female,2618.68,67,med,5,8.0
ID0830,29.0,female,1903.69,57,low,6,6.0
ID0195,18.0,female,1805.04,50,top,11,9.0
ID0305,25.0,male,2664.78,63,low,5,9.0
ID0139,34.0,male,2172.42,56,med,9,7.0
ID0587,22.0,female,1193.21,23,med,5,5.0
ID0505,18.0,female,1907.18,46,top,8,10.0
ID0298,47.0,female,1728.4,45,top,6,9.0
ID0340,43.0,female,2452.53,58,med,8,8.0
ID0191,18.0,male,3029.45,86,top,9,8.0
ID0888,40.0,female,1546.53,48,med,11,6.0
ID0361,45.0,female,1736.0,33,med,3,4.0
ID0372,25.0,female,2042.87,54,top,6,6.0
ID0893,22.0,female,2534.95,67,top,8,8.0
ID0272,32.0,male,2097.63,57,top,6,7.0
ID0182,46.0,male,2316.92,65,top,9,9.0
ID0986,39.0,male,1635.1,42,med,6,7.0
ID0166,18.0,female,2480.32,66,top,7,10.0
ID0000,33.0,female,1554.61,43,low,2,5.0
ID0081,18.0,female,851.8,18,low,3,7.0
ID0876,26.0,male,3300.92,82,top,9,7.0
ID0706,18.0,female,3195.38,83,low,0,9.0
ID0304,33.0,male,2678.76,66,med,7,4.0
ID0194,27.0,female,,80,med,6,10.0
ID0828,50.0,male,2039.69,57,med,8,9.0
ID0717,36.0,male,1966.36,55,low,5,7.0
ID0052,51.0,male,1589.21,29,med,10,7.0
ID0531,61.0,male,3119.22,87,low,7,6.0
ID0031,27.0,female,3027.85,81,top,7,8.0
ID0398,64.0,male,2215.59,67,top,10,10.0
ID0757,26.0,female,2628.66,63,med,8,7.0
ID0730,20.0,female,1884.19,47,low,2,6.0
ID0114,45.0,female,2583.46,70,top,8,8.0
ID0748,64.0,male,1859.68,44,low,5,7.0
ID0605,34.0,female,1880.74,49,low,3,6.0
ID0152,18.0,female,1898.53,36,top,9,10.0
ID0883,,female,2649.31,73,med,8,8.0
ID0334,33.0,female,1326.35,31,low,4,7.0
ID0028,,female,2531.57,75,low,3,6.0
ID0439,53.0,female,1837.65,48,med,5,5.0
ID0417,37.0,female,2863.35,75,med,9,8.0
ID0586,31.0,female,2101.61,54,top,7,7.0
ID0853,43.0,male,1645.21,50,med,8,8.0
ID0576,26.0,female,2433.62,61,top,8,7.0
ID0157,45.0,male,2454.68,62,med,9,8.0
ID0452,31.0,female,,91,low,7,4.0
ID0332,40.0,female,2683.57,71,med,7,10.0
ID0344,48.0,female,3742.75,97,low,8,7.0
ID0486,30.0,female,0.0,40,top,8,8.0
ID0655,34.0,female,3211.23,87,med,9,7.0
ID0249,34.0,male,3038.25,83,top,10,6.0
ID0411,45.0,male,1983.87,49,top,13,10.0
ID0701,,female,1447.45,40,med,7,7.0
ID0003,38.0,female,1806.32,38,low,5,7.0
ID0554,50.0,male,2237.2,55,low,9,
ID0230,20.0,male,2152.19,60,low,8,3.0
ID0122,32.0,female,2865.26,78,top,9,8.0
ID0175,43.0,female,2428.74,66,top,7,6.0
ID0836,31.0,male,1487.16,38,low,2,4.0
ID0370,22.0,female,2452.05,70,med,9,7.0
ID0509,57.0,male,2614.93,55,med,5,8.0
ID0065,36.0,female,2205.72,56,med,6,7.0
ID0629,29.0,female,2075.45,47,med,5,10.0
ID0508,32.0,male,3271.26,86,med,7,7.0
ID0515,31.0,female,2998.85,88,med,5,8.0
ID0030,,female,1750.97,44,low,5,5.0
ID0493,28.0,female,2987.84,81,top,9,8.0
ID0899,27.0,female,2927.35,70,top,8,9.0
ID0534,47.0,male,,82,top,9,10.0
ID0744,28.0,female,2314.66,59,med,7,9.0
ID0140,18.0,male,4697.67,124,low,5,7.0
ID0110,40.0,female,3610.77,109,low,2,8.0
ID0787,37.0,female,2804.49,83,low,4,8.0
ID0991,31.0,male,1688.32,35,med,7,7.0
ID0060,31.0,female,2194.64,53,top,7,10.0
ID0473,39.0,male,2472.66,67,low,4,5.0
ID0185,46.0,female,2403.77,59,low,4,6.0
ID0468,34.0,female,3005.61,78,med,5,8.0
ID0368,47.0,female,2379.63,51,med,4,7.0
ID0875,29.0,female,2022.18,50,top,7,10.0
ID0286,19.0,female,2132.6,59,med,9,8.0
ID0214,44.0,male,2576.88,71,low,10,5.0
ID0764,25.0,female,2629.23,78,med,9,6.0
ID0360,29.0,female,3020.63,84,top,12,10.0
ID0909,29.0,female,1489.03,28,low,4,10.0
ID0035,29.0,male,1956.01,62,top,9,10.0
ID0542,31.0,female,1683.51,50,med,5,8.0
ID0921,36.0,female,2799.66,81,med,4,9.0
ID0858,52.0,female,2077.59,48,low,8,6.0
ID0805,32.0,male,2266.05,63,low,7,4.0
ID0849,40.0,female,1741.18,37,med,9,8.0
ID0389,45.0,male,2462.86,67,top,10,10.0
ID0192,47.0,male,2895.88,73,top,10,10.0
ID0496,55.0,female,1491.91,29,med,6,7.0
ID0023,27.0,female,2412.04,55,med,9,8.0
ID0162,38.0,female,1787.0,52,top,14,8.0
ID0420,61.0,male,1182.28,18,low,4,
ID0976,30.0,female,2775.47,77,top,8,9.0
ID0479,31.0,female,2195.69,64,low,5,9.0
ID0502,,female,2126.89,52,low,3,4.0
ID0958,41.0,female,2687.92,74,top,11,6.0
ID0242,56.0,male,2185.52,52,med,8,7.0
ID0128,38.0,female,2325.47,57,med,5,7.0
ID0955,18.0,female,2690.17,78,top,6,10.0
ID0180,38.0,female,2060.55,62,low,1,7.0
ID0156,,male,860.78,19,top,15,10.0
ID0220,45.0,female,2277.24,56,top,10,9.0
ID0275,25.0,female,3079.8,69,top,6,8.0
ID0570,20.0,female,2485.14,67,med,6,8.0
ID0201,36.0,female,1790.49,35,top,7,8.0
ID0583,22.0,female,2103.96,61,low,5,4.0
ID0412,64.0,male,3478.52,98,low,9,8.0
ID0221,41.0,female,2030.13,64,top,7,7.0
ID0923,52.0,male,1899.89,36,top,12,9.0
ID0086,52.0,male,2396.88,67,med,10,9.0
ID0488,33.0,male,1848.73,40,low,7,7.0
ID0076,56.0,male,2549.11,68,top,11,9.0
ID0902,,female,1363.54,32,med,6,7.0
ID0880,45.0,female,1454.27,36,low,2,4.0
ID0767,33.0,male,2787.73,80,low,5,6.0
ID0803,32.0,female,1708.57,44,med,5,8.0
ID0868,40.0,male,1281.13,21,low,10,8.0
ID0232,52.0,female,2975.46,73,med,5,9.0
ID0006,40.0,female,3438.81,98,low,4,8.0
ID0578,18.0,female,2696.14,79,top,11,10.0
ID0784,39.0,female,2470.75,66,top,5,10.0
ID0148,47.0,female,1893.82,47,top,9,7.0
ID0237,27.0,female,2169.21,61,med,5,6.0
ID0740,44.0,female,1307.99,37,med,6,9.0
ID0241,43.0,male,2035.11,57,top,10,10.0
ID0338,34.0,female,1145.62,30,med,3,7.0
ID0021,26.0,female,3158.25,80,low,3,6.0
ID0200,39.0,female,1185.15,23,low,7,7.0
ID0556,25.0,female,3008.53,81,low,6,9.0
ID0738,21.0,female,1898.66,51,top,11,10.0
ID0833,,female,3033.71,77,med,7,8.0
ID0158,34.0,female,2808.19,75,low,6,6.0
ID0993,33.0,female,2100.36,60,med,5,9.0
ID0642,28.0,female,2377.22,66,med,8,7.0
ID0213,25.0,female,3045.95,86,low,3,7.0
ID0819,24.0,female,1620.63,32,med,8,9.0
ID0550,47.0,female,1705.25,42,top,8,9.0
ID0677,35.0,female,1343.4,38,med,5,8.0
ID0078,26.0,female,2500.69,62,top,9,7.0
ID0197,51.0,male,1823.88,44,low,7,6.0
ID0294,41.0,female,2075.37,32,low,6,5.0
ID0761,49.0,female,2439.69,70,low,0,5.0
ID0867,41.0,female,2581.8,73,low,5,7.0
ID0381,42.0,male,2362.02,55,low,9,7.0
ID0093,24.0,female,2487.11,66,top,6,10.0
ID0343,20.0,female,2498.55,58,top,7,8.0
ID0782,18.0,female,,71,low,7,5.0
ID0352,48.0,female,1321.89,36,top,7,9.0
ID0456,48.0,female,1726.2,36,low,4,6.0
ID0597,42.0,female,1500.97,40,top,9,6.0
ID0132,34.0,female,2731.05,68,low,4,5.0
ID0690,43.0,female,2668.42,65,low,4,
ID0329,51.0,female,2275.65,53,top,8,7.0
ID0082,47.0,female,2439.22,63,med,3,9.0
ID0568,48.0,male,1551.59,29,low,6,8.0
ID0429,49.0,female,2375.15,71,low,2,7.0
ID0682,29.0,female,1914.6,58,med,3,6.0
ID0363,33.0,female,1539.99,44,med,10,10.0
ID0940,37.0,female,2130.92,51,top,12,10.0
ID0168,31.0,female,2020.87,40,top,7,6.0
ID0552,29.0,female,1879.92,45,med,9,6.0
ID0536,50.0,male,3222.02,91,low,3,8.0
ID0763,36.0,male,2244.16,53,top,10,8.0
ID0425,32.0,female,2179.32,59,top,10,8.0
ID0696,30.0,female,1220.05,32,med,7,7.0
ID0377,54.0,female,,71,low,5,7.0
ID0517,56.0,male,2760.82,64,med,7,7.0
ID0659,39.0,female,,36,top,10,10.0
ID0957,21.0,female,1802.1,42,med,5,9.0
ID0593,18.0,female,1624.39,45,top,7,10.0
ID0296,47.0,male,1391.09,38,med,9,9.0
ID0915,51.0,female,1904.32,40,top,9,6.0
ID0297,27.0,female,1446.57,30,med,9,6.0
ID0886,22.0,female,2998.04,76,med,4,7.0
ID0851,45.0,male,1785.98,43,low,7,10.0
ID0161,40.0,female,2186.8,56,med,4,10.0
ID0609,52.0,male,2118.99,67,med,7,7.0
ID0116,36.0,male,3210.26,84,med,13,8.0
ID0279,42.0,male,2648.73,56,low,3,4.0
ID0514,32.0,female,1275.85,38,med,5,9.0
ID0944,22.0,female,1850.81,50,top,8,8.0
ID0254,27.0,female,2323.75,55,top,6,8.0
ID0358,25.0,male,2238.05,61,med,5,10.0
ID0601,,female,2109.4,66,low,6,5.0
ID0962,32.0,female,1903.51,55,med,2,7.0
ID0572,37.0,female,2119.32,49,med,4,5.0
ID0260,48.0,female,2926.3,84,low,5,3.0
ID0559,33.0,female,2070.05,52,low,6,5.0
ID0638,47.0,female,2372.08,60,low,6,4.0
ID0159,41.0,male,2401.57,57,low,7,6.0
ID0470,35.0,female,2305.1,74,med,5,8.0
ID0475,44.0,male,2460.23,63,low,6,9.0
ID0231,33.0,female,1230.47,20,top,7,8.0
ID0672,34.0,female,2733.87,69,low,3,4.0
ID0724,30.0,female,1988.27,51,low,4,6.0
ID0012,38.0,male,2928.07,84,low,4,8.0
ID0357,19.0,female,2974.47,75,med,4,5.0
ID0171,35.0,female,2172.77,63,top,9,9.0
ID0521,41.0,female,1715.65,48,top,6,8.0
ID0681,19.0,female,,88,med,6,6.0
ID0262,,female,1970.17,40,med,6,5.0
ID0633,53.0,female,1622.47,37,med,7,6.0
ID0667,37.0,female,2820.89,73,low,4,8.0
ID0431,47.0,male,2007.55,47,med,7,6.0
ID0278,43.0,male,2296.31,52,low,7,5.0
ID0013,19.0,female,1844.03,52,med,7,10.0
ID0319,35.0,female,2898.03,80,low,6,8.0
ID0925,29.0,female,1566.64,32,low,1,5.0
ID0163,31.0,female,1630.3,33,low,2,7.0
ID0736,47.0,female,2408.98,69,med,7,5.0
ID0820,18.0,male,1777.93,41,top,9,9.0
ID0315,39.0,male,2386.14,71,med,7,9.0
ID0029,23.0,female,1769.26,44,med,5,8.0
ID0067,29.0,male,2547.8,59,med,7,10.0
ID0870,37.0,female,1490.05,42,low,4,5.0
ID0269,45.0,female,2886.2,76,med,7,6.0
ID0932,45.0,male,,73,top,8,8.0
ID0434,,female,2619.66,60,low,6,6.0
ID0871,35.0,female,2683.63,61,med,6,7.0
ID0527,31.0,female,2825.62,77,low,4,7.0
ID0988,33.0,female,2756.3,75,low,2,6.0
ID0366,20.0,male,1956.57,48,low,9,7.0
ID0485,54.0,male,2659.38,65,low,7,9.0
ID0017,38.0,female,965.69,30,med,6,8.0
ID0936,35.0,female,2067.52,48,low,1,5.0
ID0316,32.0,female,1706.11,44,top,7,6.0
ID0173,46.0,female,1419.56,30,top,5,6.0
ID0350,35.0,female,2780.29,79,med,7,9.0
ID0160,19.0,female,1841.82,50,top,9,10.0
ID0548,19.0,female,2617.83,66,top,11,10.0
ID0261,35.0,male,2358.25,67,low,4,9.0
ID0092,36.0,male,2038.77,57,low,5,4.0
ID0668,44.0,female,2494.41,60,med,4,6.0
ID0665,25.0,female,2641.51,77,low,2,5.0
ID0015,,female,2699.25,72,low,2,5.0
ID0611,28.0,male,1892.76,45,low,7,8.0
ID0331,38.0,male,,31,med,9,3.0
ID0007,30.0,male,1706.8,35,med,10,8.0
ID0662,33.0,female,3205.98,89,med,4,6.0
