days_since_last_visit,visits_last_30d,avg_session_len_min,classes_attended,trainer_assigned,promo_used_last_90d,contract_type,days_to_expiry,feedback_score,missed_classes
4,8,63.40003096909776,5,0,0,5,5,2.9135568961513325,0
6,7,73.24223229137655,5,0,0,3,23,3.8555541122302968,2
0,8,76.09752195488022,5,0,0,3,46,3.9653056155049833,0
2,6,69.34102995473256,4,0,1,3,52,3.508749815851287,0
5,6,72.6138903269545,4,0,0,5,30,3.641083057833909,1
5,6,76.55481618892384,3,0,1,3,18,4.201081340469065,2
24,5,63.71085612114485,3,0,0,1,37,5.0,1
27,4,48.561298038332204,2,0,0,5,11,4.262812341000977,0
3,9,61.33642008679925,4,1,0,3,13,4.151545017983729,1
1,4,49.25752337938499,2,0,1,2,49,4.000340809389818,1
15,4,75.7382334461877,5,0,1,3,59,4.071139701378967,2
24,1,78.0297185022055,1,0,2,4,11,3.740520231993177,1
49,1,78.93971454040216,0,1,0,4,55,3.7378516479769854,3
0,9,42.74336935974215,7,0,1,1,55,3.7157365334909547,0
8,7,75.92698862659992,8,0,2,5,14,4.312655066496676,0
19,6,51.40046948969568,3,0,0,5,18,4.757477985629052,0
26,6,65.53331354006667,2,0,2,3,27,3.6513440929450054,1
0,11,72.41089868751867,4,0,1,3,39,2.9647635121282,1
17,3,38.43944022355234,1,0,1,4,40,3.7906819516844656,3
5,8,72.93522753912083,2,0,1,4,4,3.8624183746040317,1
1,5,36.787214183281264,3,0,1,2,4,3.839832197977614,3
10,3,57.01086196941457,1,0,0,3,5,3.52556993328476,1
2,5,74.64742464774054,5,0,0,5,22,4.063958171875287,2
20,6,79.90419621389225,7,0,1,3,2,3.3575874486129074,3
20,2,72.12850875083252,1,1,1,4,36,5.0,0
27,4,51.53231595179848,2,0,0,5,32,3.7252403158080174,1
7,11,50.99975255046372,6,1,1,5,42,2.401594317959712,2
0,8,57.86232736197041,2,0,1,3,57,4.411385228632415,0
4,9,60.8077168010606,6,1,2,5,20,3.931836106877239,0
9,4,73.130050199006,6,0,0,1,19,3.7073199231230154,3
17,2,59.035870446093206,1,0,2,5,0,3.4066173723672333,1
7,3,53.0756821631152,3,0,2,4,38,4.212015766635717,2
11,3,54.619678952399354,1,1,0,5,46,3.460330448826801,3
11,5,77.03642707308535,3,0,0,5,16,4.641973542024771,1
2,10,60.84284666319229,10,1,1,5,28,5.0,0
14,4,82.85849582761425,2,0,0,5,7,3.653973735086043,3
8,4,74.26116358109742,3,0,1,4,25,2.8339075380431282,1
24,4,52.15215691681047,0,0,1,4,27,4.276882353242933,1
17,9,53.26337544823015,6,1,0,4,33,3.0797299045438997,1
1,3,58.37758179850667,1,0,1,5,25,3.8006065825938724,0
10,2,57.9487563670324,2,0,1,5,12,4.4095138971048105,2
18,3,77.3406931981331,1,0,0,3,43,4.046370969467764,1
1,14,51.89329291667141,12,1,2,5,36,3.6149865022485512,0
23,4,61.67672696809074,3,0,1,5,12,3.594305001210102,1
3,7,65.02828186624599,6,1,0,5,37,3.879474336661583,0
10,7,70.58277860382964,5,0,3,5,24,3.7374618371234893,0
42,4,67.08612452315825,2,1,1,3,46,4.287198836246488,1
12,5,65.93528162132428,1,0,0,2,22,4.096525128509626,1
8,14,52.835119662691596,13,1,0,2,21,3.6155589093595006,0
0,8,54.309171513546424,5,0,1,3,20,2.8536557131932208,1
2,10,63.71852310329595,5,0,0,4,53,4.408946938141494,2
12,3,57.16698327922497,1,0,1,5,29,3.8216646075308462,2
10,2,46.01330087767067,0,0,1,5,10,3.621632620608061,2
6,8,53.4072224528627,11,1,0,4,3,3.6880935345072077,1
38,1,62.569779764761975,0,0,0,1,32,3.892463536303876,1
6,6,77.82110244306745,3,1,0,3,46,4.066828134750355,0
11,3,45.87841093713708,0,0,0,2,11,3.5262242406692055,0
12,6,43.48716553622835,2,0,2,4,8,3.4923010774390573,2
11,3,71.40625167107382,2,0,0,4,31,3.582076497946962,1
9,6,53.87027128288673,2,1,1,1,10,3.401067998760803,1
6,5,47.292394208857615,2,0,0,3,36,4.108655869811607,1
35,5,59.722229673810055,5,0,0,3,23,4.071567174768105,2
8,4,46.51206170204228,2,0,1,4,6,4.311851107148105,0
11,7,93.06215860989772,4,0,1,4,7,3.3238647045670486,1
16,5,48.387995361214124,9,1,1,4,32,3.00145668608075,0
1,5,62.85469116680823,2,0,1,4,24,4.3324026144829375,0
22,3,67.76867912933363,6,1,2,5,0,4.571633020461234,1
10,3,74.21989038516865,1,0,0,3,2,2.522341750948267,2
16,4,43.8241463061227,5,0,0,4,39,4.3220767318489015,3
22,4,66.8077389967899,3,1,0,5,27,4.095234841896883,0
31,2,35.370408993982934,1,1,1,4,42,5.0,2
7,4,64.63675649398165,5,1,3,5,32,4.23673864372783,1
25,2,59.13336468816612,1,0,1,4,45,2.5957386088150933,2
4,6,71.27463492226745,3,1,0,4,0,4.93112155598051,0
16,5,63.907122178391376,4,0,3,2,37,3.3451096551946113,4
1,10,58.331055761559355,12,1,0,4,52,4.4802346794709065,0
0,5,59.47578866856577,0,0,1,3,26,3.99964632053888,2
1,1,38.17194130892448,1,0,0,3,37,3.9603953947141566,3
5,5,47.78503847584582,1,0,0,4,34,4.874884570679764,2
0,14,82.8165039745443,10,1,0,4,9,4.368277278493675,1
14,4,63.06875137076132,2,0,1,2,11,4.836297047225529,2
5,12,70.22839110353657,9,1,1,5,9,3.837242690264097,2
19,2,50.74015828577579,0,0,0,4,53,3.993776830390856,2
0,7,73.06201494382233,6,0,1,3,33,4.960147557560714,1
3,8,55.8117375713512,7,1,0,4,23,4.29997811711921,1
7,8,38.447361514754846,3,0,1,5,27,5.0,0
7,6,58.76412058115572,9,1,0,4,21,3.7218184863402892,1
2,14,79.43126723348917,15,1,2,4,44,4.187728060087785,1
77,0,30.0,0,0,1,3,15,4.26157450972506,4
5,7,71.03725960026267,11,0,1,4,12,4.625347019048335,3
19,7,62.363074965222644,4,0,1,5,35,4.673146995728945,1
3,6,98.89088064363472,2,0,0,5,35,4.604219776647164,1
31,4,94.42149170911945,2,0,2,2,42,4.2467392917645865,0
7,3,33.53790803933542,2,0,0,4,22,3.1114555371992103,3
34,2,80.72182768451664,4,0,1,5,13,3.590913426195395,1
6,10,54.14439270718987,7,0,0,2,31,3.661288607309261,1
0,14,57.083151101355796,15,1,0,5,2,4.949747678100039,1
10,4,51.36202728191473,1,1,0,5,26,3.511411698871544,0
11,5,49.5109761511667,3,0,1,2,18,2.356133852629867,3
1,10,79.76524704650993,8,0,3,5,21,4.4395750150360636,0
4,3,30.0,4,0,1,4,56,3.8524941358120346,3
22,5,50.02402314461534,3,1,1,5,0,4.422665679164551,1
0,9,70.14457643449155,6,1,1,4,4,4.728940814151005,1
10,7,30.0,5,1,0,4,48,4.1162250227327375,1
11,5,56.54520250517793,4,1,1,4,32,3.9151391627208847,0
17,5,41.873879738009265,4,0,1,5,50,3.9256286841285313,2
0,8,63.51024243510559,7,0,1,1,18,4.416466853855768,0
13,6,60.748916016394496,3,0,1,4,35,3.704898012262257,2
0,11,73.9974866488227,7,0,0,3,50,4.029854666843813,0
4,2,30.0,1,0,1,3,5,4.732556364726114,0
10,9,66.45564509875948,5,0,0,3,59,4.378995254825041,1
36,2,48.7505965794345,0,0,1,4,14,3.575554308937441,1
2,4,81.76068638361488,3,0,2,3,35,3.7103699538493258,1
2,7,53.35598785172968,5,0,1,2,55,4.203874188092191,1
16,5,47.74175714528803,3,0,0,2,32,2.9873506118046187,2
7,4,51.750588233750314,0,0,0,1,23,4.2005119470327354,1
14,10,68.49224861955179,1,0,1,4,26,4.0648282876573125,2
89,0,70.44638652990714,0,0,3,5,48,3.657591373421652,3
64,4,59.6202550034167,3,0,2,2,10,3.614257730348248,2
6,6,45.324946321174814,3,0,0,5,48,3.8188972010779407,1
10,12,42.23138959170828,10,1,1,5,22,4.355896039272929,1
35,1,70.16249221172767,2,0,1,4,32,2.93473606544992,3
1,5,67.85768709824237,1,0,0,4,40,4.017891710041828,1
9,8,66.16106513703465,3,1,0,5,45,4.067668574986347,1
7,3,83.74364632873157,3,0,0,2,46,3.8491170632917218,4
5,4,48.10261189401461,6,0,0,4,55,3.5086338232776844,1
77,1,89.66492964287642,0,1,1,5,28,3.877190747304602,3
19,6,65.06007158514322,3,0,2,4,30,4.19966817555083,2
7,2,52.42462602031956,0,0,2,5,0,4.4414285839809,0
26,1,59.18593423404409,1,0,1,2,33,3.6677960127053644,4
10,7,42.11272997790222,7,1,1,5,17,3.878858041765111,1
30,0,44.68859292715514,0,0,3,4,17,3.773994744896304,4
4,5,58.308972000112824,3,0,0,4,5,4.297290088548827,2
3,3,71.64993741882967,3,0,0,3,51,3.649575108197833,2
4,5,49.43563650174685,3,1,1,4,39,2.785699151960346,1
11,4,92.23945394350247,6,0,3,5,0,4.197528914232046,2
5,8,59.360503797146485,7,1,0,4,46,4.783500638121359,0
2,4,50.968872808632504,1,0,1,5,41,3.3999970693924975,3
78,3,40.73828642598459,2,1,1,4,29,4.658316486471615,0
34,3,52.19784250684865,2,0,0,2,3,4.2590128873784945,1
15,8,81.63592194784063,8,1,0,2,31,3.2962064415258534,0
33,1,85.85952994865458,0,0,0,2,9,4.678206345986099,1
41,2,69.21284217636678,2,0,1,4,42,4.384081278928738,1
16,5,60.84373836748685,2,1,0,3,4,3.7069263990952837,3
10,1,38.4701367936186,0,0,0,5,8,4.391418139978301,2
32,2,30.0,2,0,1,5,4,4.334456643983644,0
12,4,62.83078488530584,3,0,0,2,60,3.284470662191516,4
2,9,54.02867107458552,6,0,1,3,10,4.454526841234279,2
6,8,51.78917299992801,5,1,2,3,34,3.737251583753191,0
8,5,65.95824629673456,3,0,0,4,26,3.9950091081906174,1
41,3,39.93371931987247,3,0,0,2,3,3.9186318353778886,3
16,4,81.92279387825099,2,0,1,2,9,4.749024043381781,1
31,2,87.93859993476379,1,0,0,5,38,4.047916005554555,3
21,3,70.34926342759826,2,1,1,5,32,3.3185021251892906,4
5,10,55.47954440348094,9,1,2,3,58,3.2733624157268943,0
19,4,50.93385043243608,0,0,0,4,37,3.6921498565641833,3
3,6,55.37419289648164,6,0,0,4,7,5.0,3
7,8,64.79274235175097,6,1,4,5,48,4.935696529284463,2
24,3,75.13399234325902,3,0,0,4,23,3.4854323895024186,1
14,4,66.75370189840608,3,0,0,2,38,5.0,0
26,4,78.9136983377837,4,1,1,5,32,4.810311585854868,1
4,10,68.28079188145506,6,1,0,4,40,3.902815676606001,0
20,3,75.49843859406427,1,0,1,3,42,5.0,3
3,3,59.554347340722344,2,0,0,4,18,3.697722475159128,2
11,4,42.76442092054276,4,0,0,4,1,4.3949138211478385,4
8,5,79.30101908636397,2,0,0,3,54,2.903890792755211,2
12,6,92.77654558935714,1,0,1,3,10,3.2509263696003607,2
2,12,64.42937915254977,10,1,1,4,34,4.825380558584139,0
6,4,51.81745471693436,0,0,0,1,16,3.7326468013868626,4
16,0,67.1009880592542,0,0,1,5,41,4.093680380466186,4
12,6,54.713183550632564,5,1,1,3,60,5.0,0
11,6,60.47680095264269,6,0,1,1,2,3.508440792872993,1
10,3,61.26977339512067,3,0,0,5,21,3.932765416896786,2
43,4,48.641079971995396,5,1,1,5,34,4.4399421027432995,1
40,1,49.21849239579754,1,0,1,5,20,4.55551399264365,2
6,1,58.924168647658675,0,0,1,4,24,2.981292213640229,3
6,8,57.03094319670748,8,0,1,3,38,3.2345489406469836,1
12,7,68.55007521891784,3,1,1,5,1,4.321727748282393,0
1,4,64.05944990254541,6,1,2,5,0,4.931690693294408,1
5,10,69.09263601017638,6,0,0,3,6,4.109300461018983,3
3,10,57.88394246029214,4,0,0,5,19,3.6203905048070086,1
3,8,47.898372746925794,3,0,1,2,42,3.8496577859833345,0
15,0,44.35083145888309,0,0,1,5,54,3.6073444750912684,2
7,5,74.8415064391147,1,0,0,5,5,3.061567385622973,0
2,8,52.718193373050056,6,0,1,5,54,4.030422305125565,2
32,4,50.51513536736363,3,1,1,5,35,3.5537220014428907,1
31,3,79.18881208590878,2,1,1,5,50,3.97607485893556,1
29,4,54.0980220537876,6,1,2,3,59,4.967126440124252,2
7,5,30.0,6,0,1,4,20,4.865265946047831,0
0,8,63.3070331180748,4,0,0,2,50,4.429520715324716,2
1,10,51.76261666701657,9,1,0,4,45,3.9260102087075843,1
4,4,49.1600866606396,6,0,1,5,34,4.427227385728783,2
3,5,57.91340263463816,3,1,1,4,35,3.2362651512042704,1
31,1,30.0,0,0,0,3,7,3.384183047098637,1
64,2,32.11187866345641,4,1,0,4,49,3.7602540254296373,1
25,4,53.09762621683317,2,1,1,5,3,4.43960148994869,3
19,5,68.41646573938795,4,0,2,1,42,3.6903460338057696,0
13,2,56.05350435131888,3,0,1,4,15,3.9551118024600935,2
22,2,55.40175265300372,2,1,1,3,2,3.2110700085648096,1
44,9,59.97311893626714,11,1,1,5,6,4.62677594541287,1
13,4,73.35136637660979,3,1,0,2,1,4.253601219947556,2
2,3,60.586912275505846,1,0,1,5,0,4.679139728663105,2
2,5,59.238036138006215,4,0,0,3,57,3.999739234266456,1
13,4,51.65499025725329,3,0,1,3,0,4.579921962851356,1
6,4,54.158815199375994,1,0,1,5,37,2.8572676953580016,3
36,0,62.687054198325,0,0,1,1,50,3.1914149887099255,2
14,6,79.72889142534763,1,0,4,4,6,3.7600256332782713,1
16,2,63.5651089410033,2,0,1,1,23,2.948312989730306,5
0,12,47.78730721323541,8,0,1,4,4,4.355240432584784,0
10,3,55.49112212345484,1,0,0,4,20,4.57101823724527,3
8,7,76.6167031892856,1,0,0,3,27,4.108117394595524,0
18,7,61.1709607961467,7,1,3,2,17,3.8535684081984876,1
7,11,39.25156404759572,5,1,0,4,23,5.0,0
56,1,66.50720793521027,0,0,0,5,57,2.928197210676797,3
16,1,50.34335490486286,0,0,0,5,31,3.798052772235322,1
16,10,42.76428866034186,11,1,0,4,44,3.8468799708481383,0
37,6,61.26971579853888,8,1,1,4,32,4.138820453115425,1
80,2,47.38073729946213,2,0,2,3,9,3.476228986049418,3
3,5,72.18917397542265,3,0,0,3,8,3.070207011313149,2
24,5,61.35069964265522,1,0,0,3,48,3.8150773822050663,2
2,7,80.15859175028186,8,1,0,3,32,3.8670422582284814,1
9,5,65.20674908647327,6,0,0,3,32,3.752147341765907,2
1,10,52.54035519650181,8,1,1,4,6,3.4603355662267434,0
14,4,52.34628981369311,2,0,0,4,3,4.172502368572007,1
9,6,54.579122089447466,3,1,0,5,27,4.358472972364305,1
14,5,67.40421686907327,3,1,0,3,22,4.130298392324788,0
16,4,38.374802098446125,2,1,0,4,52,3.789764067729483,1
14,7,64.09772781603111,4,0,0,5,31,3.5993146163724896,1
5,3,46.20831027634909,0,0,0,4,43,3.5788097739289984,2
27,4,93.60151360181237,2,0,1,3,15,4.836789032583085,1
12,5,68.28947559158009,1,0,1,3,45,3.7591453497164364,1
10,4,69.76497348409718,2,0,2,1,54,3.9605119575537855,2
65,2,61.094667699521644,2,0,0,3,9,4.023232071616299,1
5,4,36.07350989942532,3,0,3,5,13,3.3574565560312624,2
11,7,60.27877419036721,4,0,0,1,38,3.693241880441581,2
17,9,65.8626391712299,5,1,1,3,35,4.421898708850441,0
2,4,51.43920696577303,3,0,1,5,33,3.617587469029712,1
6,10,58.84674885627287,10,1,1,5,23,3.787198119444679,0
24,4,69.46861829653136,2,0,1,4,17,2.935472639560855,1
4,10,61.67302612813444,8,1,0,5,15,4.692895289574579,0
10,8,64.07844457961015,7,0,0,4,40,3.816956941022702,0
14,4,67.87608411858447,1,0,2,3,36,3.3236190854350554,2
16,6,78.52772721369551,0,1,1,4,40,4.032447835249471,1
19,1,47.49747732231059,2,0,1,4,24,4.118628546094522,1
30,0,89.09351904288033,0,0,0,5,7,3.0607875979984653,6
7,6,89.05879133586046,7,0,1,2,23,4.780517123754501,4
18,3,51.696438224691185,1,0,2,4,19,4.564286729330174,3
19,3,70.08434734745266,2,0,0,3,47,3.4634491415371493,5
5,8,87.32728229846008,9,0,0,4,29,4.013409370587943,4
51,0,81.60878328066512,0,0,0,1,19,2.878198746555136,1
30,3,34.23590371444962,0,0,1,3,17,4.222481741002159,2
5,5,57.696856848126025,6,1,1,5,3,4.264694488083059,0
16,1,52.45293258427995,0,1,1,4,47,2.609922759737823,2
18,2,72.84097376310451,1,1,0,4,35,3.3979214102028723,4
8,9,74.18547206195952,8,1,2,3,5,3.2188108456657156,1
29,2,42.27492481554577,0,0,1,3,2,4.238726333243358,3
17,1,49.39211584862288,1,0,1,4,17,3.118219712470992,1
16,4,36.38199245192343,2,1,1,5,46,2.910950389837293,2
3,6,58.67390898571222,3,0,1,5,39,3.3430718045215086,2
7,8,55.68344007446313,5,1,0,4,17,4.104289728409547,0
8,8,66.97036337175234,4,0,1,4,55,4.019116940843554,1
19,2,87.0689823969713,2,1,0,5,22,3.417187557443037,1
14,5,64.01501136279302,0,0,0,4,34,3.89729578194113,2
1,8,55.51338484750772,6,1,0,4,5,3.754127295837573,0
5,5,72.05966829921633,3,0,1,3,53,4.119252948420655,1
9,6,54.73274833792716,3,1,1,5,25,4.351291349095119,2
20,5,57.30295203073547,5,1,0,4,20,3.946404946258221,2
20,3,62.608864829868466,3,0,0,5,60,3.713979360893942,2
10,6,42.13546034073805,5,1,0,5,23,3.9297336943588377,2
1,5,55.37376568224095,0,0,0,3,14,3.158562097412083,4
5,6,48.02193016655921,6,0,2,5,26,4.539453326666212,1
4,3,72.10441416741818,0,0,1,5,31,3.8071743763374126,2
22,3,44.55616602414722,0,0,0,3,11,4.768561959735147,1
2,13,45.90610948116529,10,1,1,3,4,5.0,0
9,4,49.346154097543454,4,0,0,1,6,3.079528481987004,1
16,0,48.25766449358234,0,0,1,4,21,4.22438778622335,1
50,1,85.10444981656993,1,0,1,4,26,3.486592837261174,3
90,1,76.26887634585235,0,0,1,4,14,3.8133464523566345,3
45,2,67.34796866987656,1,0,0,3,38,3.869816997766344,1
19,4,53.901820442871184,2,1,1,5,44,3.2373341290803697,1
20,5,59.043547625444475,4,1,0,3,56,4.3784336452892365,1
21,4,83.69122618307188,3,0,0,3,34,3.277555012076129,4
29,4,55.35613705755429,2,1,1,4,25,4.755220616549038,2
45,3,43.88667127406839,4,1,2,4,22,3.5858153169164644,3
8,4,72.25017624030555,6,1,0,3,12,3.992971923293253,2
8,9,56.46887083816817,7,0,2,3,25,4.450390741635545,1
9,7,57.398171148180126,3,1,0,3,2,4.355507767177745,1
16,4,56.62649871166798,1,0,2,5,28,4.23403689547723,2
22,7,57.67856563226792,6,1,1,5,1,4.261824979567889,3
30,3,67.45473156681109,0,1,1,4,27,3.735590443703258,2
9,5,55.42807048485045,1,0,3,5,22,3.4712793508968365,4
6,9,64.62570737857179,4,0,2,5,35,4.539671772641879,1
61,1,75.65868502848076,2,0,0,2,48,3.8406699711746635,2
3,5,82.16806287397236,3,0,2,5,5,3.567175115788955,1
3,7,46.46102194802157,7,1,1,5,10,4.187911998498243,0
18,2,75.31149923710649,1,0,0,3,37,2.998441289724406,2
2,8,76.99775474998512,6,0,0,3,53,4.094940347708929,0
7,5,78.9193583246781,4,0,1,2,33,3.9926384964521087,0
5,6,60.73831529321969,2,0,0,2,16,3.9216853174094424,2
2,8,56.41218533861807,5,0,0,5,2,4.1160787058387704,1
13,3,36.82829449320894,2,0,0,4,43,4.375453743260008,1
7,7,61.48948024256144,2,0,2,5,45,4.955618081526926,0
9,6,86.7330811301619,4,0,0,5,33,3.8442728591570985,0
3,5,64.71466384475792,1,0,0,4,21,3.5566152648925105,2
21,4,56.76391631837923,1,1,0,5,28,3.9413157446580636,2
5,7,68.70313616274842,3,0,1,1,59,3.5873270551095446,0
6,6,42.202621376619476,5,1,1,3,53,5.0,2
4,10,55.90593680974215,9,1,1,4,28,4.2868406486401085,0
8,4,72.22392219798205,4,0,0,1,4,3.2630621185861597,3
9,5,68.38388334874203,3,0,0,1,9,3.110022143372957,6
11,4,52.49634809351763,3,0,1,5,9,3.430780580923124,2
51,1,86.7552014662898,1,0,2,5,52,4.134068975325591,4
35,1,38.10525148895921,1,0,0,3,8,3.8269790611277212,3
14,4,64.69908857093998,5,1,0,5,20,5.0,0
0,10,72.70143539083489,12,1,1,5,12,2.237787891755707,0
14,8,78.53044951384962,3,0,2,3,9,4.83241190958402,1
1,8,61.829113549328234,3,0,0,1,37,2.5729568583339724,2
18,4,71.4869759413865,1,0,0,5,10,3.3156111513070785,2
7,9,60.06398688669562,11,1,1,3,3,4.161559472433035,0
27,1,85.02715002713491,0,0,1,2,57,3.3228765407487533,2
42,2,64.84347256920687,0,1,0,4,45,3.582450853571499,0
8,2,77.3995629519238,3,1,2,5,30,4.361022038261321,1
9,4,42.66582396396623,3,1,2,3,48,4.722681654304862,1
13,7,58.29190896987908,11,0,1,3,51,4.494817374595412,2
3,10,68.09207897781332,4,0,1,3,33,4.3507447918464495,1
39,4,67.95910687916421,2,0,3,5,41,3.958973806464627,2
8,6,51.47525718705163,6,1,0,3,34,3.094002995409504,0
2,15,32.087928973360576,8,1,2,4,38,4.101519855063835,0
21,3,33.59776354708187,1,0,0,5,38,3.2660137309949118,2
3,4,45.789441793441256,5,0,0,2,32,4.378517269830733,4
2,7,101.8112432053601,4,0,1,5,7,4.77640569630992,1
12,4,30.0,3,0,3,5,31,3.408799907705345,1
16,2,57.486338270162385,0,0,4,5,54,2.7652105836255045,3
12,6,55.59057770366231,7,1,0,3,32,5.0,0
16,5,60.632413346104,6,1,0,4,7,5.0,0
1,9,58.7636688148941,7,0,1,5,45,3.4751670659971956,1
9,4,45.29404996936009,1,0,1,5,13,3.076453173568285,2
6,8,75.28363354866669,2,0,1,3,33,3.8097545116499396,1
54,1,35.52735178737019,0,1,3,5,7,4.024122571855243,3
0,5,88.04862898932895,2,0,4,3,50,4.61066843919344,0
5,6,66.77683431969587,2,0,2,3,41,3.412301224150412,1
42,3,46.32765942417576,1,1,1,4,6,5.0,0
61,1,49.64244973667459,0,1,2,5,12,2.986166564850352,6
26,3,77.16025589137683,3,0,1,4,53,4.065471542961402,0
1,4,39.86516570248396,2,0,0,4,20,3.818354892867095,1
12,1,60.7433101825624,1,0,0,5,46,3.6062447675481057,1
7,11,59.53361846591167,5,0,0,4,31,5.0,0
24,2,59.13337966712637,1,0,1,4,10,2.5207383071122242,2
0,7,68.17842978754645,3,0,1,4,57,4.141078229109071,1
3,10,69.66999223118563,5,1,0,4,13,5.0,0
10,3,66.19681592683658,0,0,0,5,10,2.791228709415534,1
2,7,76.81288930937771,7,0,1,5,1,3.933752067679323,1
17,3,63.863954379181685,1,0,0,4,33,4.443245836498209,0
25,0,52.47597129292255,0,0,0,5,60,4.32983104837852,3
18,4,43.03078900535615,1,0,0,2,43,4.09612907839845,1
8,6,60.92755326612161,2,0,0,3,46,3.3880920604220797,0
31,2,65.84915672134785,1,1,0,4,16,4.1560167503043415,2
2,4,33.489864737128116,5,1,0,1,13,3.5315339175288134,1
4,5,66.6513665427444,3,1,2,3,24,4.303943917111868,0
10,5,46.92399232071966,4,1,0,4,47,2.985418183851592,0
0,5,46.48445678583673,3,0,1,1,26,4.0144836631095755,0
1,3,62.25811892512115,1,0,1,3,7,3.8606743611235745,2
7,6,30.0,4,0,1,4,55,3.925374035417257,0
43,1,81.70570082769845,0,0,1,4,16,4.02771402711072,2
35,1,73.67473191172323,1,0,0,5,4,3.651674585567631,6
9,7,42.15974680484793,4,0,2,4,11,5.0,0
2,7,57.171716573199404,5,1,0,4,37,3.7252992785072303,0
2,5,62.29024018059947,4,0,2,5,17,4.591472896874137,1
7,7,48.7684687577147,7,1,0,5,25,4.092126574107893,1
3,11,52.54264912647573,8,0,1,3,30,4.598773268286868,1
1,10,58.16013065794617,5,0,0,2,36,4.387800243386802,2
16,2,59.82992535810135,1,0,1,5,5,3.9282618032113588,1
13,5,58.00908587549326,3,1,1,4,40,4.451683274561255,1
5,13,60.846185996843936,12,1,1,5,14,3.834409989927463,0
22,2,65.62112491488188,3,0,1,5,41,4.204588733819544,2
22,4,54.96288990862707,5,0,1,4,48,3.1378733044934535,1
10,8,66.49934165218436,8,1,1,5,60,4.506365494823835,0
1,7,77.541917754634,7,0,1,4,25,4.509154798009422,1
37,2,66.78178320636346,1,0,1,2,50,2.3699172690480816,6
16,2,86.11854252320869,0,1,3,5,11,3.2281427249329644,1
4,5,38.96182215898256,1,0,0,3,40,3.6773193757462286,0
14,4,51.25585413792567,4,0,1,5,46,4.213717621066654,5
7,9,65.45685878891265,3,0,2,5,13,4.58039809383475,3
15,6,63.638335474342135,6,1,2,5,0,3.940917210310191,0
9,6,54.20801492430883,7,1,3,4,16,4.244404318373912,1
9,5,69.19110077462936,1,0,3,4,32,3.4933924056041312,0
19,8,63.12363690079937,4,1,1,4,54,3.600635191785127,5
14,6,77.64200651996255,6,0,1,4,28,4.703077822770952,0
1,6,44.10123756933395,3,0,0,4,52,4.478150332248177,3
1,5,60.8345457566757,2,0,0,5,53,4.830179295501266,2
5,6,53.327775573754,5,1,2,5,44,3.6941433710620335,0
8,3,72.85941320539033,2,0,2,3,30,3.985915691086125,0
4,7,68.19215868939918,6,0,1,4,7,3.492540378571734,1
15,6,52.77766657650519,7,0,0,5,29,4.255152807052985,0
3,9,75.01085925906564,5,0,0,4,12,3.864791256834757,2
18,5,59.671719126171666,2,0,0,4,15,4.248953669023906,0
22,5,41.352210103394654,5,0,1,5,1,3.9558244479097473,0
1,7,56.19133611241381,7,0,1,5,44,5.0,1
15,1,94.77402490073912,0,0,0,4,17,3.984849621443835,3
48,2,57.152830108917755,0,0,2,5,34,3.522141705227588,1
3,9,63.55135809221532,3,0,1,3,44,4.0659968183888395,0
36,2,64.31949939987769,0,0,0,5,18,3.8940247410618873,3
13,4,59.35278326161859,0,0,1,2,12,3.3946165469493317,2
13,4,82.98347470962244,3,0,1,1,50,3.5080744554136523,4
0,8,70.99681084413811,10,0,2,5,3,3.075876351303019,3
20,0,69.79097328984825,0,0,1,3,18,3.377074336634727,3
9,7,55.96434830365077,5,1,0,5,49,3.6721544639064985,0
19,1,70.42934881408046,1,0,0,5,24,2.3543863930011213,5
24,2,55.37912507686684,1,1,0,5,37,3.9394432682058733,0
11,5,66.4098635357526,4,0,1,5,50,3.568427499249662,1
4,8,90.96898755449004,3,0,0,3,56,2.7853519701590326,2
2,5,83.42444105415052,6,0,3,5,30,4.6651793066055856,0
2,8,58.25014978993055,4,0,2,2,35,4.369946438163572,4
30,7,63.35457138092446,1,1,1,4,3,3.754917271148736,0
1,5,43.52914646329907,6,0,0,5,55,4.333677459313185,2
7,7,56.35962116368401,7,0,1,4,38,3.614025886434372,0
6,5,30.0,6,1,0,4,6,3.334410054084341,4
30,3,73.70515061511486,4,0,3,4,57,3.7908833186990787,1
9,5,48.773479038945,4,0,0,4,54,4.837224586412436,1
84,2,58.55671502777025,0,1,1,5,57,3.7645590164309817,3
20,4,53.19969696447553,2,0,2,2,15,4.370447465273964,2
28,5,75.4517722618576,2,0,0,4,58,2.942999987477683,2
1,12,80.53337356838678,6,1,0,5,47,4.034909190068913,0
4,5,81.171404688095,3,0,0,4,4,4.307229150350973,3
2,9,40.84431960873011,5,0,0,2,46,4.18653303800562,0
9,7,69.814722226033,3,0,0,4,22,3.9862096059641,1
19,2,46.92504098467564,2,0,1,3,35,3.7110925977712674,1
2,9,62.230123114600175,9,1,3,3,31,4.789391535511168,0
2,3,74.45028173253674,1,0,2,5,23,3.8006282248104335,3
14,4,56.085633749986975,2,1,2,4,24,3.2262678052008105,1
3,15,63.30959738064081,13,1,1,5,44,4.019121953331712,0
9,5,50.71702716668701,5,0,3,5,27,5.0,0
0,15,76.37561937398841,9,1,0,5,18,4.395729552852765,0
17,3,56.74695835852821,1,0,1,1,6,2.665834417370789,2
