distance,cargo_weight,cargo_type,departure_hour,day_of_week,season,weather_score,driver_exp,traffic_index,fuel_consumption
737.2,2.8,2,0,2,1,7,20,1.8,24.4
1480.6,8.8,2,21,6,4,4,2,8.7,30.0
186.0,10.6,3,23,1,4,2,10,9.8,29.9
647.9,2.1,4,10,5,4,3,5,7.0,28.3
1319.5,9.5,2,12,6,4,9,22,9.4,28.9
461.9,13.2,4,3,3,4,3,12,6.6,31.3
1192.3,12.5,3,21,1,3,7,23,9.8,27.2
605.0,1.6,4,18,1,4,6,14,8.2,27.9
1471.0,2.4,3,2,3,2,7,19,7.1,25.3
1331.1,7.4,3,12,4,1,7,23,9.9,32.2
486.9,16.9,3,4,4,1,10,21,5.4,31.2
1166.8,17.5,3,14,4,1,10,18,5.4,31.7
538.4,6.5,2,15,0,3,4,20,8.7,25.9
929.2,14.5,3,9,0,2,4,21,7.1,30.3
1004.8,11.8,3,10,1,4,4,17,2.3,25.6
,19.7,3,17,6,2,7,14,3.8,30.7
85.5,2.3,4,3,3,4,5,13,6.3,28.1
369.2,11.2,3,0,2,4,10,6,1.1,24.7
1082.3,12.1,2,9,4,2,8,15,5.6,28.1
867.1,6.5,4,11,3,3,5,22,3.1,25.9
768.6,,2,6,1,3,4,22,3.1,21.9
130.1,1.5,1,10,3,4,8,12,9.1,25.8
555.0,9.3,4,2,4,2,9,13,3.5,29.9
1304.4,14.0,4,17,6,2,10,20,9.1,31.4
94.8,14.2,3,18,2,4,6,25,5.8,28.2
624.8,,3,6,1,4,8,1,9.4,28.0
1420.5,17.2,3,15,6,1,9,18,7.6,32.4
123.8,7.9,4,5,2,1,1,12,4.7,30.0
1137.1,19.3,4,9,1,4,2,6,1.3,35.0
423.5,2.8,1,7,3,2,2,9,9.0,28.6
1306.6,16.8,4,23,0,3,3,25,7.4,31.7
1131.8,18.2,3,11,6,4,3,8,2.2,29.6
1334.3,16.5,1,15,5,2,1,13,9.4,33.7
363.1,16.3,1,5,3,2,7,17,5.4,29.7
820.4,7.5,1,22,3,4,7,7,1.3,25.7
1179.9,14.4,4,16,2,3,7,21,3.7,26.7
406.3,11.8,3,2,3,3,8,2,8.7,29.4
384.6,8.8,3,7,6,2,2,22,4.8,28.6
89.4,19.9,1,12,5,3,4,18,8.3,30.9
1439.8,6.2,3,10,4,4,5,21,4.6,26.2
1079.5,8.6,3,19,6,4,3,3,2.2,25.6
,18.1,4,13,1,3,5,21,2.8,29.9
,6.1,3,13,6,4,5,8,8.9,28.7
820.8,3.5,3,9,1,4,7,21,2.6,24.1
740.4,6.5,3,20,1,3,3,9,9.4,28.6
701.8,15.3,3,16,4,3,3,18,3.6,26.4
978.6,17.3,4,16,0,2,3,25,9.7,35.1
,2.7,3,15,3,3,3,19,1.9,23.3
1337.7,12.6,4,15,2,4,9,3,5.9,29.6
,11.6,1,18,0,3,6,6,1.3,25.4
556.9,13.5,3,5,1,3,9,4,3.3,25.9
889.0,13.6,4,12,3,3,1,24,8.7,33.5
254.5,19.2,4,3,0,3,8,9,2.7,29.6
1459.9,,3,8,6,3,7,13,9.0,27.2
1359.2,6.3,3,6,3,1,8,15,6.3,26.8
1386.8,11.8,4,4,5,1,5,7,7.5,34.9
531.6,8.9,2,13,1,1,8,10,4.2,26.2
295.2,9.7,4,10,3,4,6,12,9.9,32.4
357.1,1.9,2,10,0,4,9,1,8.4,26.7
180.5,3.4,1,20,1,2,9,21,9.2,26.7
224.2,18.7,3,8,4,1,9,23,2.3,30.7
153.4,1.8,3,2,2,1,2,18,3.4,27.3
1485.2,12.0,3,18,6,2,8,11,8.6,27.5
157.4,15.2,2,5,6,3,3,4,7.0,28.8
242.2,0.7,4,23,0,2,5,9,4.5,26.2
1249.5,4.8,3,15,4,3,10,11,5.2,23.2
891.3,7.9,4,6,5,1,2,5,4.9,32.0
1172.9,10.4,2,13,1,3,8,19,6.0,24.5
964.8,7.2,3,22,5,2,4,12,5.4,23.6
1329.2,13.2,2,21,5,4,3,18,5.1,31.1
975.8,4.9,3,9,2,4,1,13,3.9,28.4
807.1,,1,0,0,2,8,5,5.0,23.9
1083.5,0.5,1,1,3,4,9,17,2.6,21.1
698.7,7.2,3,21,2,4,5,19,2.7,26.9
551.8,7.6,3,15,3,1,2,11,7.2,28.7
728.1,19.0,3,17,1,3,7,17,9.7,32.5
296.1,1.4,3,17,2,3,10,25,2.9,21.2
1205.0,10.8,3,18,6,2,8,7,9.2,28.8
428.0,11.8,3,12,5,4,8,23,6.6,29.3
272.6,14.1,3,9,5,3,1,8,9.6,30.8
407.2,13.0,4,5,2,4,9,2,4.6,31.1
1271.0,0.7,4,7,3,1,7,11,7.2,29.5
528.8,12.8,2,18,2,4,7,21,5.9,26.5
1044.8,6.8,3,0,2,4,4,17,9.8,31.4
1291.8,15.6,4,3,3,4,9,9,1.5,28.3
162.7,4.2,4,18,6,2,6,24,1.5,24.9
,14.5,3,15,5,4,3,25,8.8,32.1
496.1,12.7,3,3,1,1,4,25,1.5,30.5
364.1,13.2,3,0,6,1,3,14,9.2,32.2
1048.9,,4,5,0,3,10,18,1.8,25.3
1369.2,13.5,3,2,0,4,9,14,2.0,26.0
477.8,14.9,2,6,5,1,6,11,4.0,30.9
874.8,10.0,4,19,1,2,8,14,7.5,30.1
470.3,7.1,3,20,5,1,9,2,6.2,28.8
853.7,3.7,1,6,0,1,4,5,9.2,29.8
951.7,6.2,2,6,1,1,3,15,6.7,30.5
935.0,15.4,3,19,5,4,10,11,6.4,28.9
954.1,8.5,3,10,1,4,4,13,6.1,27.4
245.9,,3,5,3,3,1,23,4.7,28.8
1055.6,14.9,2,17,5,1,8,17,6.8,31.3
1028.4,13.6,2,11,2,3,3,2,9.8,31.1
1039.8,13.6,3,21,1,3,3,25,9.7,30.7
157.4,12.4,1,21,5,4,8,22,2.0,26.5
697.9,10.6,3,18,4,2,10,5,5.1,25.6
643.1,4.4,3,23,6,1,1,22,6.3,30.4
175.7,16.9,2,12,4,4,7,10,7.4,29.3
372.4,19.3,3,13,5,4,4,10,3.7,31.8
689.4,9.6,1,0,4,4,9,15,9.8,29.2
1127.2,18.7,3,4,4,3,9,23,4.7,28.8
393.7,20.0,3,3,2,4,2,9,3.6,33.1
1253.1,10.0,3,22,6,1,1,15,8.0,32.5
841.4,14.6,4,6,5,2,5,5,6.3,33.6
1152.6,13.1,2,14,1,2,1,3,9.1,33.0
735.2,5.1,4,9,6,2,4,15,2.0,27.2
773.8,1.4,2,18,1,1,2,6,1.5,27.1
948.6,9.3,4,8,4,4,10,1,9.5,30.6
1395.6,15.9,1,22,6,2,8,1,5.0,32.3
763.1,6.8,3,12,2,1,2,10,2.9,28.9
816.6,15.8,2,5,1,1,7,7,7.7,32.1
,13.3,3,9,6,1,8,25,10.0,31.7
,14.1,1,8,5,3,9,12,10.0,31.5
154.2,6.1,2,17,3,4,7,12,9.7,26.8
797.7,9.7,1,7,6,1,6,4,2.4,32.1
748.3,4.0,1,1,0,1,9,3,8.7,31.7
1386.4,5.3,3,18,3,4,3,8,2.1,23.7
765.6,2.3,3,23,1,2,10,21,4.2,23.5
729.1,3.0,1,6,1,1,3,16,2.6,26.8
1445.2,4.6,4,20,2,1,9,5,4.2,28.3
703.3,11.8,3,0,4,3,10,1,3.2,24.6
312.3,9.1,2,8,1,1,3,7,9.1,31.7
364.5,5.7,3,0,3,2,7,7,9.9,28.9
188.0,17.3,3,9,5,4,9,25,2.6,27.5
,10.7,3,14,1,2,3,5,2.2,27.8
676.3,18.5,4,23,0,1,6,20,2.5,33.6
1165.4,12.9,3,20,5,4,9,10,6.1,27.3
1113.5,0.8,4,22,2,2,7,9,8.9,27.6
96.6,18.3,3,15,1,2,9,6,7.7,32.1
876.5,17.2,4,9,6,2,3,17,4.8,32.4
273.7,12.9,3,21,2,4,6,18,9.6,32.0
1414.6,10.9,3,1,0,2,9,13,5.8,26.2
292.7,9.3,3,19,2,2,3,24,8.1,29.0
958.6,9.9,3,23,4,4,5,23,5.5,27.7
523.0,15.5,1,0,2,2,6,20,7.0,32.4
980.3,10.5,1,15,6,3,9,15,4.4,27.4
647.8,3.9,2,21,4,1,8,14,1.5,25.5
1151.5,1.6,2,16,0,3,5,17,6.5,24.2
384.5,3.0,4,23,2,2,10,15,3.6,24.2
,5.4,3,6,2,3,7,4,6.0,24.9
775.3,7.7,1,15,1,2,7,17,6.9,30.8
1146.3,17.9,3,19,0,1,2,7,5.1,32.8
1282.1,5.2,2,1,0,4,3,19,2.4,24.2
,6.7,4,13,4,2,1,1,8.2,30.4
374.7,4.8,4,23,1,3,1,2,2.6,26.7
466.0,11.1,2,11,2,4,10,15,2.2,23.5
413.1,12.5,3,19,0,2,3,20,3.9,26.7
431.2,10.9,4,17,6,4,8,15,1.5,28.0
894.5,19.1,3,6,6,2,6,5,4.2,31.2
1490.6,19.9,4,8,4,1,2,8,7.8,38.9
1485.9,16.8,3,11,2,4,9,12,8.1,29.0
813.8,16.2,2,10,4,4,6,6,5.1,27.7
976.6,7.6,3,14,2,3,8,25,2.7,20.7
1297.0,,1,15,6,4,8,12,9.8,29.4
1402.8,7.4,4,9,4,3,9,23,8.4,26.9
345.6,15.8,3,15,0,4,6,3,1.0,27.1
816.4,3.9,2,15,0,1,2,12,6.5,29.8
1257.6,4.7,3,23,5,4,5,22,9.5,27.1
489.6,1.3,3,19,5,1,8,8,9.4,30.3
,12.4,4,13,5,4,9,21,4.6,31.9
1479.2,13.9,3,4,2,4,6,19,6.5,28.9
1478.3,0.6,3,7,4,1,1,15,6.5,26.3
,10.5,2,7,1,3,10,2,7.6,26.3
1207.8,7.8,4,6,4,2,7,23,9.5,30.1
440.2,16.0,3,22,2,2,6,12,5.2,30.2
515.2,1.3,2,12,0,4,5,16,1.6,21.0
843.6,1.4,3,23,5,2,5,18,7.5,23.6
863.1,12.6,3,2,5,3,7,13,9.5,29.4
783.0,12.0,3,17,5,2,7,4,8.8,29.2
973.2,16.7,2,14,4,3,3,15,1.2,26.8
642.1,12.0,3,18,4,2,4,15,8.9,29.3
1136.3,19.0,4,9,5,2,2,3,2.3,32.6
533.6,6.6,2,12,3,3,4,5,9.8,28.5
529.5,8.3,2,8,6,1,10,6,7.7,26.6
,19.6,4,16,5,4,3,10,2.1,32.6
323.6,2.6,3,4,3,4,9,14,1.9,22.9
1283.3,16.0,3,15,4,3,5,16,3.5,28.2
697.1,0.7,4,11,6,2,10,3,3.1,27.2
380.4,10.0,1,19,3,1,6,22,1.0,28.0
1151.0,3.5,4,0,0,3,8,21,9.0,27.4
,12.2,3,4,5,2,4,3,2.1,29.0
80.7,16.1,1,14,0,1,1,5,9.9,37.3
508.7,1.1,4,8,1,2,4,22,3.4,27.8
306.7,3.7,3,6,2,4,7,11,6.2,26.3
1001.0,7.2,2,22,0,1,3,12,7.3,31.0
448.8,5.5,4,21,1,2,4,13,3.7,28.0
144.2,8.0,4,2,1,2,1,25,5.1,29.8
129.7,19.1,4,12,3,4,4,4,8.0,35.3
893.5,2.5,1,16,6,2,1,24,1.6,24.1
81.5,8.8,2,18,1,2,3,7,4.3,28.4
1280.7,9.4,3,4,2,2,4,23,8.1,31.0
275.3,6.0,4,20,4,4,2,13,4.0,26.8
929.5,5.9,2,15,4,2,1,19,1.5,26.7
694.8,14.4,3,21,6,2,2,3,2.7,29.5
692.1,12.5,2,16,3,2,7,10,7.1,30.2
,16.4,3,20,5,4,2,5,9.7,32.6
1214.0,8.4,3,0,5,3,1,15,3.1,25.9
1344.9,12.3,1,5,2,3,8,1,5.7,29.9
66.0,17.9,3,12,5,1,5,10,3.2,31.9
309.0,17.1,3,7,6,1,10,13,9.3,34.1
1360.7,18.4,3,4,0,1,4,12,9.1,34.6
846.8,5.7,4,16,5,2,4,21,4.5,28.0
267.6,19.7,1,23,4,4,1,16,1.3,31.9
344.0,16.4,1,12,5,4,2,21,6.5,32.7
1007.0,16.0,3,14,3,4,9,13,6.6,30.2
1101.0,13.5,3,14,1,3,3,9,6.6,28.9
919.2,19.7,2,10,3,3,1,8,3.7,30.6
1432.1,9.1,4,16,4,2,8,18,1.2,27.8
766.4,15.0,2,19,6,3,10,24,1.3,26.2
485.4,14.1,2,2,0,1,4,25,8.0,31.7
742.0,14.8,4,6,1,1,4,6,5.8,36.6
571.5,15.2,4,4,1,4,7,11,3.4,29.6
,4.2,3,19,4,2,2,16,9.2,28.6
116.6,7.3,1,15,0,3,3,23,9.0,29.3
560.7,8.1,3,16,6,4,9,8,8.3,26.9
1081.5,15.1,2,15,4,3,8,20,6.6,27.7
76.7,14.5,3,12,6,4,2,22,6.5,28.2
686.8,16.8,3,19,0,2,7,5,5.8,30.8
983.8,15.9,3,3,1,2,10,8,2.6,26.7
,12.1,3,16,3,2,3,12,7.5,30.1
1176.1,3.2,3,20,5,4,3,22,5.7,25.0
1225.3,12.9,2,4,4,2,10,24,5.9,27.9
1082.0,17.8,2,17,2,4,10,5,7.2,30.4
,13.0,4,1,2,1,6,5,4.3,31.8
738.8,18.0,1,3,2,2,5,10,7.3,32.6
924.9,20.0,2,9,2,4,3,2,3.2,29.9
406.1,7.5,1,23,4,3,1,13,8.8,29.9
111.7,14.6,3,8,6,2,6,7,9.9,32.3
374.2,11.0,3,10,3,1,2,10,6.3,32.2
709.6,9.4,3,18,6,2,5,1,4.4,28.0
,5.2,3,19,2,4,10,6,3.6,25.1
306.2,5.3,3,16,6,2,10,4,9.0,25.7
1245.4,4.1,2,0,0,2,5,6,3.9,24.6
,12.8,4,20,5,2,4,11,8.3,30.8
342.0,3.3,4,6,6,4,10,6,4.7,25.8
1397.9,8.9,3,12,1,3,9,20,8.9,25.8
75.9,10.7,3,17,4,3,7,12,4.9,26.9
1391.2,9.0,3,6,0,3,8,6,6.2,26.7
1430.3,,2,16,5,2,5,16,2.1,30.2
,9.1,2,12,3,4,7,22,9.8,28.0
1156.4,2.1,4,3,2,3,6,13,6.1,26.9
1456.8,19.8,2,5,6,1,2,25,6.6,35.5
1363.6,17.0,1,18,6,2,1,9,2.1,33.8
1457.5,13.4,3,1,1,4,1,12,7.2,31.5
848.0,15.2,3,9,6,2,8,11,4.8,28.3
163.3,,3,11,1,4,9,25,4.8,23.4
1282.2,15.4,2,9,5,4,6,19,5.3,29.5
940.1,4.6,3,9,5,4,6,15,5.8,27.3
941.4,10.0,2,23,3,4,10,10,8.2,27.2
655.0,4.0,4,0,4,1,10,2,4.1,28.0
879.2,15.2,2,23,2,1,8,23,8.9,35.6
272.7,5.3,1,17,2,2,6,3,2.0,24.3
1122.7,5.4,3,22,3,2,5,19,5.8,27.1
158.8,2.6,2,15,6,4,6,13,7.1,26.1
1108.2,14.6,3,22,3,4,8,18,9.7,30.7
1281.0,6.3,2,1,4,4,10,24,4.6,22.6
735.1,10.6,3,17,4,4,7,5,7.1,31.7
789.3,7.0,2,17,6,1,8,3,8.1,30.2
502.7,15.6,3,22,6,3,1,10,8.5,30.9
1455.7,4.9,1,1,2,4,4,15,9.3,27.7
,18.8,2,12,6,4,3,2,4.1,28.7
585.0,6.8,2,12,3,4,9,21,8.6,27.5
303.5,2.5,4,2,0,4,3,16,9.6,29.1
368.4,5.2,3,14,0,4,3,25,5.2,25.7
,1.9,2,11,1,1,7,8,7.2,27.1
,9.6,1,11,2,2,6,23,3.9,27.9
1114.5,5.4,1,16,2,4,5,10,3.3,26.8
362.1,17.8,2,17,1,3,3,3,3.5,30.4
1296.4,10.6,3,15,1,2,9,21,1.5,25.4
598.4,5.1,3,9,0,3,10,2,6.2,23.4
1285.0,9.3,4,23,6,1,1,18,8.8,33.5
400.5,4.3,3,5,1,2,10,6,3.6,23.4
947.1,4.0,1,8,4,4,9,17,1.3,24.0
1393.7,6.4,2,11,3,4,9,7,3.5,24.6
423.9,2.6,1,7,2,3,5,3,7.9,24.7
1054.7,4.2,1,8,1,2,5,22,5.0,26.4
1481.6,18.8,3,22,0,2,7,9,7.9,30.4
268.4,13.5,1,3,0,1,8,17,3.0,30.4
178.2,18.5,1,12,4,4,10,1,6.8,32.7
1027.6,,1,11,3,4,3,24,7.6,25.6
542.6,17.2,3,2,6,3,10,16,8.3,30.8
153.3,7.6,1,4,1,2,4,11,7.2,28.1
739.2,3.3,4,6,6,1,7,23,9.2,32.4
1143.0,16.2,3,11,0,1,9,11,2.1,30.6
463.4,1.7,2,9,5,2,7,9,6.0,24.3
535.8,8.4,3,14,6,4,1,7,5.0,28.9
1276.3,16.5,3,9,1,2,9,17,10.0,30.1
804.1,12.5,3,18,3,4,1,11,5.9,28.0
1272.0,10.6,3,8,6,1,6,15,7.2,32.3
697.3,7.4,2,20,5,4,7,20,9.3,27.0
1431.8,2.0,2,23,1,1,3,17,2.3,28.4
993.7,19.8,1,16,1,2,8,18,4.1,31.6
218.1,3.9,3,2,2,1,6,16,3.9,25.9
1333.4,5.5,3,21,3,3,4,20,2.1,24.2
759.4,5.1,3,19,2,1,2,19,6.0,30.1
255.4,18.2,4,13,0,1,7,21,3.8,35.9
271.4,15.4,3,8,3,2,2,16,2.5,28.3
1046.9,9.4,4,17,2,1,10,1,1.2,29.1
118.7,19.1,3,14,2,2,2,23,1.2,29.8
465.6,1.5,3,18,5,2,1,6,4.5,25.8
252.7,17.9,3,15,2,4,3,18,6.5,29.7
689.6,1.7,2,19,6,3,9,17,2.9,22.4
650.8,8.1,2,23,0,2,9,17,9.2,29.5
806.7,1.6,3,18,3,3,6,12,2.9,22.4
455.5,20.0,1,7,6,1,8,12,3.4,31.5
96.5,18.3,2,21,2,1,5,3,3.7,32.5
940.9,11.9,3,19,4,1,10,7,2.4,27.0
591.9,4.7,3,11,5,4,1,2,10.0,29.5
994.4,5.9,1,1,2,3,7,23,7.5,26.7
,9.3,1,22,4,4,4,24,3.7,28.4
70.0,6.8,4,12,4,4,4,3,9.8,33.6
410.0,0.9,4,9,3,1,8,22,6.7,29.6
712.0,13.3,3,14,2,1,8,18,7.9,30.2
621.4,12.5,2,1,3,4,6,8,4.1,28.6
1224.9,18.1,3,19,1,3,9,4,3.0,27.1
597.9,9.8,2,4,3,3,2,16,5.0,27.0
,7.2,3,6,2,1,1,1,4.8,30.6
910.6,10.5,3,13,2,3,3,4,9.9,30.2
81.7,4.3,3,15,1,4,1,3,2.3,27.0
796.9,12.7,3,0,3,2,9,4,2.2,26.8
550.0,15.5,4,13,0,3,6,1,6.6,30.5
660.9,3.5,3,3,0,3,5,9,6.1,23.1
195.4,,3,22,1,4,5,21,5.9,27.2
1185.1,17.4,3,8,3,1,1,8,4.7,34.5
1416.5,10.4,3,11,1,4,7,7,4.3,28.4
,10.9,4,14,3,3,10,25,1.8,25.6
922.0,14.6,3,3,1,4,2,13,8.1,31.9
1157.6,11.8,4,3,2,2,3,1,5.0,32.3
,1.9,3,23,3,1,8,15,9.1,26.3
1192.0,16.2,2,13,2,1,8,14,5.5,29.5
,18.5,2,5,0,2,3,11,9.1,34.1
1397.3,,1,15,4,3,1,22,9.3,28.1
1472.5,2.9,4,21,1,2,8,18,6.0,28.5
111.4,14.2,1,18,3,2,3,1,8.2,35.0
,12.3,2,9,4,4,9,10,1.9,25.3
843.1,8.0,2,15,0,3,4,14,2.1,24.2
262.8,11.0,3,21,4,3,10,17,7.3,24.7
,14.2,4,6,2,3,9,10,1.5,28.2
1482.1,10.3,4,18,3,4,1,12,7.4,30.1
73.5,3.2,2,23,0,1,8,6,3.1,24.9
,2.2,3,8,3,4,8,16,3.1,23.2
1271.8,9.1,2,21,2,4,4,6,4.2,26.6
519.7,18.5,4,0,1,2,10,13,9.3,33.5
745.7,11.4,1,8,3,2,8,21,7.4,28.9
1468.2,7.5,4,6,4,1,3,23,7.8,31.9
738.6,18.2,4,0,2,3,9,12,8.0,29.7
239.8,,3,14,4,2,8,6,8.5,28.8
125.0,10.4,3,12,2,2,6,2,2.5,26.3
1420.9,2.8,2,9,5,3,9,22,9.5,25.1
435.4,14.9,2,20,1,1,6,11,4.6,31.2
780.9,14.2,3,5,5,1,3,5,6.1,32.8
181.5,16.0,2,19,2,4,6,21,8.3,30.8
664.3,6.8,3,15,3,1,5,13,8.7,30.5
,9.0,3,21,0,4,2,18,5.6,27.7
778.5,3.8,4,0,0,3,6,2,5.9,26.2
1458.1,19.3,4,23,6,2,9,24,4.7,34.4
425.3,2.2,2,0,0,3,9,8,1.4,22.2
781.6,13.2,2,17,3,2,8,20,6.8,30.1
1296.3,14.3,3,18,3,2,5,8,7.1,31.8
,,1,3,4,3,9,5,5.3,24.4
455.3,7.6,3,0,0,4,10,11,1.4,23.2
1290.4,1.3,3,0,1,1,9,2,6.1,26.7
615.3,11.4,3,3,2,3,8,13,1.9,24.1
819.5,19.9,3,3,6,4,8,12,5.1,31.2
1466.0,8.9,4,23,2,1,5,2,8.2,33.2
320.4,19.8,3,4,3,1,8,12,3.0,30.3
487.0,3.0,4,19,4,3,4,15,9.3,27.3
95.1,8.2,4,1,2,1,10,14,7.4,31.1
618.2,18.1,3,15,5,4,9,2,3.3,28.1
340.3,17.6,1,10,4,1,7,17,3.1,31.4
,6.8,4,12,3,3,8,9,1.7,25.6
,13.7,2,18,2,2,9,7,8.9,28.4
1028.5,17.8,3,5,1,4,6,22,1.6,28.7
,15.5,3,0,6,4,9,25,6.6,27.2
565.1,,2,5,0,4,8,3,7.8,28.0
555.8,3.5,1,19,1,3,3,13,3.3,24.4
,1.9,2,14,1,1,2,7,4.4,27.8
,12.5,4,22,5,1,6,18,3.6,33.2
573.9,10.3,3,20,4,2,1,16,8.2,30.2
1286.3,5.1,4,3,6,1,8,11,10.0,30.5
879.3,6.2,4,1,5,4,7,19,9.7,30.7
360.1,8.1,3,0,3,2,2,18,1.6,26.4
1355.1,10.2,3,4,0,2,4,24,7.1,27.8
546.8,8.1,3,11,6,3,6,25,6.3,25.9
,8.1,2,0,4,3,8,11,9.4,28.9
767.2,2.8,4,20,0,3,1,4,6.2,27.6
229.7,17.4,4,11,6,3,6,24,5.1,32.0
395.8,,1,17,4,1,3,11,5.0,34.2
1133.3,3.3,4,20,4,2,4,23,8.7,29.6
239.6,8.8,1,0,2,4,5,18,7.0,27.6
1220.1,8.6,4,10,2,3,2,14,1.7,29.3
1408.5,12.2,3,16,2,3,4,22,9.4,30.5
929.5,12.4,2,23,0,4,5,19,7.1,29.8
1080.0,13.1,4,19,3,4,8,16,2.4,28.7
1084.7,14.1,3,5,0,1,3,13,5.2,33.5
,2.5,1,6,4,3,7,6,3.3,22.9
545.2,6.4,3,19,1,4,4,6,6.3,28.5
286.1,0.8,3,15,4,2,3,17,6.0,24.8
802.8,9.4,3,5,2,1,2,10,9.7,31.1
823.2,8.9,3,11,1,1,1,16,1.5,27.7
308.0,14.8,1,22,1,3,4,18,5.1,30.0
939.0,3.8,2,4,2,4,3,2,2.6,25.4
,12.8,3,7,0,3,8,3,1.2,25.6
1395.1,6.5,2,21,1,1,6,16,8.0,29.4
433.6,7.9,3,16,3,2,1,25,7.8,29.1
107.4,14.5,4,5,4,2,8,14,9.4,33.6
207.0,1.9,4,6,3,4,4,17,6.3,30.8
398.4,7.2,3,20,0,3,7,8,3.3,23.8
,8.1,3,6,5,1,2,6,4.3,31.4
97.6,14.5,4,16,2,3,1,6,6.4,33.5
455.1,4.4,4,11,4,3,2,24,6.7,28.5
329.8,19.0,1,5,6,3,5,20,1.4,27.2
599.0,20.0,3,8,0,2,9,9,9.2,33.7
,16.5,2,17,6,3,10,2,9.3,30.1
541.6,6.3,1,19,6,2,9,22,8.2,26.7
,13.4,2,0,3,1,10,8,3.2,27.9
,,3,21,0,4,8,6,4.1,24.0
,17.5,3,5,1,3,8,18,7.3,28.0
,10.6,4,15,1,3,5,4,3.8,28.3
1147.1,3.9,3,6,4,4,3,6,4.5,25.3
1486.7,6.9,3,6,4,3,7,13,7.0,25.9
1396.4,16.1,2,21,3,1,1,3,1.3,32.6
781.1,17.5,2,16,2,4,2,23,2.2,28.8
821.1,10.6,1,21,0,1,5,25,1.3,28.8
506.1,9.9,4,0,6,3,7,21,3.4,27.4
,15.1,1,6,6,4,4,15,5.3,29.9
1158.9,16.6,3,1,0,2,8,14,8.6,29.9
1274.2,15.4,2,11,2,2,7,7,2.6,27.2
1348.5,8.0,3,11,6,4,3,4,4.2,27.7
,13.0,4,23,2,2,1,4,1.1,32.6
1162.0,17.2,4,5,4,4,3,4,5.2,32.1
1219.3,3.5,2,15,3,2,10,1,1.2,22.6
497.3,8.1,4,23,4,1,3,19,3.9,31.3
1397.4,1.6,2,1,6,3,8,19,8.5,23.9
186.8,8.5,4,10,2,2,7,19,9.4,30.2
1491.7,15.6,1,9,5,3,10,9,4.3,29.3
1166.6,4.3,3,0,3,2,10,3,3.5,20.7
185.2,11.1,3,10,1,4,9,5,7.8,27.0
,1.2,4,6,0,2,4,21,7.3,29.3
99.6,18.0,4,7,5,2,5,23,4.4,33.5
1166.8,,2,5,4,3,5,2,9.1,33.4
,10.7,4,12,6,2,7,18,5.1,29.8
923.5,14.3,2,9,1,2,2,23,9.4,32.3
,2.5,2,17,4,3,9,21,9.0,22.1
191.9,17.0,1,8,0,2,7,7,9.5,33.0
450.1,14.4,2,16,0,2,3,17,2.0,28.6
650.6,2.8,1,12,4,2,1,21,3.4,25.7
111.6,19.6,3,8,3,3,1,23,4.3,30.2
699.9,0.9,1,19,4,2,4,18,7.7,28.4
434.6,,3,17,5,3,4,9,3.6,29.0
619.5,3.8,1,12,5,1,2,17,2.9,29.0
666.4,14.5,3,12,1,4,5,4,4.1,28.9
1325.1,1.9,2,18,1,4,1,3,3.8,26.5
442.0,2.1,2,18,3,1,7,1,8.3,28.3
1345.9,9.6,3,17,6,1,5,14,9.9,33.5
667.7,19.9,4,2,4,1,3,1,3.7,35.7
525.3,5.9,4,5,1,1,5,4,1.5,30.6
778.6,12.4,3,9,4,4,5,22,7.5,29.2
655.7,10.6,4,13,2,1,9,11,5.3,31.0
423.2,16.9,3,9,0,3,7,16,4.9,28.6
778.9,6.1,4,19,4,2,3,12,4.2,28.4
270.1,11.3,1,8,1,1,9,2,5.2,32.2
560.3,19.0,1,13,5,1,4,15,2.2,32.0
870.4,7.0,1,16,3,4,3,3,6.5,29.6
649.4,9.1,4,9,3,3,8,17,9.4,28.9
1244.7,17.8,1,13,1,3,8,18,9.3,32.9
422.2,7.0,2,17,2,1,1,18,7.6,32.1
1456.2,7.9,3,9,2,2,10,10,4.5,25.1
,6.4,4,23,4,3,7,12,9.3,29.3
1453.0,16.3,3,12,2,4,5,20,6.9,32.4
1265.3,18.6,3,18,0,3,8,11,5.5,29.8
256.1,12.8,2,16,0,3,6,24,3.6,25.1
813.4,12.7,4,19,1,3,10,17,7.8,30.8
296.5,8.1,1,16,3,2,1,19,8.2,29.9
1236.4,0.7,2,12,2,3,6,17,6.0,23.4
,3.9,3,18,6,2,8,5,3.6,21.5
432.0,3.4,2,11,1,3,1,12,4.5,26.1
1397.9,2.8,3,20,2,2,9,17,6.6,23.6
217.0,13.3,3,12,2,3,4,13,3.0,26.7
867.6,3.2,2,17,1,2,1,15,5.2,24.6
,2.2,1,4,6,3,4,23,1.4,23.3
135.3,8.0,1,4,1,3,9,22,8.2,27.1
916.9,5.4,1,13,0,2,10,6,4.4,24.0
,3.3,4,20,3,2,2,6,5.0,28.9
147.9,3.3,3,17,4,2,4,4,9.0,27.5
792.8,5.5,1,7,3,1,9,18,4.6,29.5
424.9,11.0,1,20,2,4,1,13,5.3,29.5
1011.2,15.3,4,15,6,3,6,15,3.7,30.4
222.1,17.1,4,13,2,1,6,22,8.3,34.2
1408.7,15.2,4,23,4,1,4,12,4.9,34.7
1347.4,12.8,2,18,5,4,4,16,5.3,29.2
,18.2,3,7,2,4,10,8,5.4,29.7
518.7,10.6,1,1,3,3,4,21,7.1,28.8
