machine_id,hour,day_type,drinks_sold,beans_level,milk_level,pressure,last_clean_hours,water_temp,brew_time,water_consumption
25,7,0,13,75.5,5.0,4.79,47,79.9,16.2,0.181
98,11,0,10,18.5,61.0,7.65,70,86.1,15.0,0.212
49,22,0,10,69.3,40.7,8.77,8,92.2,15.0,0.205
24,8,0,13,38.5,31.7,6.45,104,76.6,15.0,0.192
23,7,0,14,77.5,64.0,7.47,86,83.3,15.0,0.166
12,13,0,12,22.3,43.7,5.73,65,,15.0,0.218
59,17,0,11,90.8,9.2,6.37,13,87.8,15.0,0.182
6,9,1,6,31.8,91.6,8.92,55,88.0,15.0,0.247
56,10,0,6,41.8,77.8,5.07,88,74.5,15.0,0.226
35,18,1,8,95.5,5.6,2.46,85,77.1,17.6,0.15
44,20,1,13,62.1,52.5,8.7,109,87.1,15.0,0.241
19,21,0,17,42.9,8.3,7.55,43,90.4,15.0,0.242
64,15,1,9,95.5,83.7,4.79,4,92.2,15.0,0.243
7,21,0,18,39.6,61.3,8.88,71,93.4,15.0,0.162
15,17,0,10,18.5,17.2,4.42,60,81.2,15.0,0.226
13,22,1,14,99.7,2.1,4.6,12,89.9,15.0,0.184
75,21,0,18,34.1,3.2,6.27,59,85.8,15.0,0.234
86,17,0,9,86.6,50.7,3.92,77,74.5,15.0,0.183
14,13,1,13,24.9,73.4,6.89,54,89.3,15.0,0.253
91,8,0,15,75.8,12.1,3.07,44,80.2,15.0,0.183
97,21,0,11,57.2,22.1,2.76,16,79.1,17.0,0.15
65,18,1,11,98.3,32.7,5.74,6,86.9,15.0,0.205
31,13,0,6,59.8,21.8,5.89,14,81.9,15.0,0.209
86,10,0,12,12.3,39.1,2.75,115,77.1,15.0,0.179
62,13,0,8,64.3,56.0,8.75,112,81.9,15.0,0.186
85,17,0,11,23.1,68.5,6.01,58,82.5,15.0,0.165
50,6,0,14,81.9,96.4,3.06,31,82.7,15.0,0.162
24,11,1,9,87.1,93.1,4.18,100,77.7,15.0,0.2
57,23,0,12,53.4,57.0,7.6,101,79.0,15.0,0.241
62,13,0,8,80.5,73.4,5.66,41,78.3,15.0,0.191
61,12,1,10,23.1,95.1,3.32,120,76.5,15.0,0.214
21,6,1,7,54.3,8.3,2.72,35,75.0,16.0,0.21
57,21,0,17,45.5,0.6,5.02,118,,15.0,0.233
57,17,0,12,65.0,3.0,4.36,10,83.1,16.5,0.211
85,11,0,12,14.0,56.3,6.59,81,,15.0,0.195
48,7,0,10,77.7,76.3,8.48,115,78.5,15.0,0.22
51,19,0,19,17.1,36.7,3.73,106,80.0,15.0,0.227
41,9,0,14,69.1,54.5,7.99,30,82.2,15.0,0.204
69,6,1,15,11.7,51.6,8.44,44,94.1,15.0,0.22
14,23,1,13,84.9,9.5,8.31,55,92.0,15.0,0.255
53,18,0,12,25.7,32.2,8.66,71,88.7,15.0,0.195
59,7,0,12,56.4,1.9,7.89,18,91.8,15.0,0.208
96,14,0,11,33.5,11.1,6.15,83,80.9,15.2,0.16
7,7,0,8,75.0,81.2,4.87,79,74.5,15.8,0.222
52,14,0,12,38.9,82.9,5.44,103,78.7,15.0,0.202
59,6,1,10,75.2,80.2,8.11,108,82.2,15.0,0.259
4,16,0,10,35.6,72.7,4.11,86,78.8,15.6,0.228
67,8,0,14,77.7,79.3,3.11,39,82.7,15.0,0.177
5,9,1,8,12.8,67.1,2.99,42,79.7,15.6,0.164
95,23,0,12,35.5,67.0,7.79,120,,15.0,0.21
93,11,0,10,54.9,66.7,7.33,54,85.5,15.0,0.241
46,8,0,12,14.1,51.4,5.48,30,87.6,15.0,0.196
98,16,0,10,26.7,36.3,3.92,20,87.7,15.0,0.15
54,20,1,8,94.1,73.0,6.74,96,,15.0,0.227
39,10,0,10,97.9,29.9,2.27,42,79.0,15.0,0.194
51,15,0,14,76.6,54.3,5.98,89,80.0,15.0,0.21
15,17,0,10,32.7,43.3,4.79,87,76.2,15.0,0.2
12,20,1,11,33.4,27.7,8.85,5,92.1,15.0,0.214
29,22,0,14,68.1,97.5,5.55,50,74.9,16.2,0.202
18,15,0,11,20.6,25.9,5.87,41,81.3,15.0,0.211
16,11,0,11,95.3,30.9,6.99,94,79.4,15.0,0.231
62,23,0,7,30.2,16.2,5.39,112,73.8,15.0,0.202
18,18,0,14,100.0,82.3,3.57,39,83.6,15.2,0.174
91,8,0,14,54.6,58.7,5.76,57,80.6,15.0,0.234
57,15,0,17,79.4,61.3,8.61,91,83.6,15.0,0.22
54,19,0,14,10.2,82.1,4.87,57,76.1,15.0,0.222
89,11,1,15,90.0,34.3,6.76,106,83.7,15.0,0.261
89,8,0,18,34.3,19.4,8.85,37,89.0,15.0,0.188
61,21,0,9,70.1,19.8,7.81,7,87.4,15.0,0.207
22,12,0,17,82.6,73.3,6.61,5,93.0,15.0,0.15
8,19,1,13,24.8,61.4,7.15,79,82.6,15.0,0.242
11,14,0,15,49.8,20.6,8.56,51,89.9,15.0,0.233
0,20,1,12,54.4,14.5,8.72,106,80.8,15.0,0.269
57,8,1,18,38.1,12.1,8.78,8,96.4,15.0,0.265
0,7,0,8,53.4,62.8,6.38,56,79.2,15.0,0.217
33,7,1,14,38.6,0.0,4.69,73,81.0,15.0,0.216
95,8,0,14,42.5,1.8,2.93,11,87.9,15.0,0.15
47,23,0,19,70.2,39.0,4.7,22,83.7,15.0,0.211
88,19,1,7,66.9,69.1,8.6,98,86.8,15.0,0.25
0,23,1,14,30.9,69.5,8.23,99,83.0,15.0,0.202
15,15,0,17,90.8,43.0,5.67,77,85.5,15.0,0.219
60,7,0,11,87.7,69.1,5.76,11,89.3,15.0,0.19
63,6,0,14,55.8,52.1,4.16,60,81.5,15.0,0.186
62,9,1,8,49.0,97.7,5.18,96,73.7,15.0,0.251
68,19,0,13,43.9,16.2,7.0,106,81.1,15.0,0.209
21,6,0,11,73.7,60.1,4.82,15,,15.0,0.165
92,19,0,11,70.4,49.1,3.32,38,80.6,15.0,0.15
66,21,0,15,27.7,19.4,5.79,1,89.9,15.0,0.207
75,19,1,12,70.4,75.0,3.58,46,82.1,15.0,0.178
25,8,0,11,32.7,27.6,8.82,114,82.0,15.0,0.205
15,8,1,15,11.7,38.2,4.73,88,80.6,16.0,0.249
50,14,0,9,72.9,37.5,8.37,43,87.1,15.0,0.202
85,11,1,7,68.0,24.4,3.58,104,72.9,15.0,0.277
56,18,0,7,47.0,43.1,3.32,22,77.0,15.0,0.203
28,7,0,13,57.3,47.3,6.32,3,95.7,15.0,0.206
77,13,0,14,95.2,74.4,7.46,14,89.9,15.0,0.231
91,7,0,15,63.6,76.5,5.97,2,98.0,15.0,0.173
68,9,0,8,69.2,15.9,3.61,61,77.8,15.0,0.172
46,20,1,9,15.8,59.3,2.27,32,82.5,15.0,0.164
93,9,0,6,24.9,89.6,6.33,112,73.5,15.0,0.169
61,18,0,14,37.1,10.9,2.92,38,79.6,15.0,0.226
68,17,0,14,58.5,47.3,4.4,97,76.8,17.9,0.19
75,18,0,9,79.9,75.0,6.73,46,,15.0,0.233
15,19,0,8,38.9,61.1,2.69,42,74.9,15.5,0.15
89,23,1,11,42.1,10.1,2.89,6,90.9,15.0,0.187
89,11,1,13,33.1,39.7,2.43,41,83.7,15.0,0.246
47,16,0,6,32.9,50.7,8.97,103,,15.0,0.219
84,7,0,12,95.4,99.6,4.71,25,87.0,15.0,0.195
38,10,0,9,67.2,17.9,8.34,98,78.6,15.0,0.207
99,7,0,12,24.0,98.2,4.06,11,79.4,17.7,0.17
32,15,0,16,75.0,37.6,7.27,110,,15.0,0.226
93,7,0,14,75.0,20.0,3.53,101,75.5,15.0,0.171
22,16,0,11,70.0,41.4,5.49,41,86.7,15.0,0.187
9,23,0,12,22.1,61.4,7.77,71,84.7,15.0,0.243
68,20,1,15,46.7,21.3,7.71,57,,15.0,0.185
99,14,0,12,19.6,29.1,7.56,46,84.9,15.0,0.231
33,14,0,14,83.5,85.5,7.77,112,82.7,15.0,0.252
51,8,0,10,69.0,99.9,3.48,86,72.9,15.7,0.193
94,14,0,22,55.6,31.8,5.38,48,89.0,15.0,0.209
9,19,1,9,40.9,14.9,5.39,63,81.8,15.0,0.211
18,12,1,16,26.6,79.3,8.23,39,91.1,15.0,0.234
57,21,1,9,19.6,60.0,4.08,10,83.8,18.0,0.236
95,21,0,14,97.2,10.0,8.52,85,85.8,15.0,0.243
0,6,1,11,28.0,94.7,5.16,70,,15.0,0.236
68,9,0,17,15.4,7.8,6.69,113,77.5,15.0,0.249
3,9,1,8,96.6,62.5,3.88,65,,15.0,0.225
15,12,0,10,59.4,42.4,4.87,98,,15.0,0.166
23,13,1,10,81.7,55.7,6.97,59,87.0,15.0,0.261
79,22,1,18,13.9,21.3,5.59,78,91.3,15.0,0.2
1,10,1,17,61.0,68.8,8.51,36,94.6,15.0,0.237
91,12,0,13,45.8,96.0,7.16,27,86.7,15.0,0.233
31,9,0,9,79.5,45.8,5.95,73,77.6,15.0,0.166
90,11,1,15,13.5,52.3,8.21,55,87.9,15.0,0.266
83,12,0,14,46.2,24.0,6.66,70,81.4,15.0,0.181
23,23,1,6,81.9,89.2,6.53,95,80.2,15.0,0.249
11,10,0,16,57.0,97.1,3.72,81,80.0,15.0,0.237
49,8,0,7,59.5,78.6,4.76,53,80.9,15.0,0.166
34,12,1,17,18.7,54.3,6.78,107,85.3,15.0,0.22
32,19,0,13,21.9,95.7,8.24,60,90.5,15.0,0.21
32,12,0,14,70.9,15.4,4.21,61,78.6,15.1,0.177
60,10,0,9,70.8,47.8,3.51,36,84.3,15.0,0.15
50,10,0,15,98.1,53.8,6.16,85,79.6,15.9,0.217
42,7,1,12,74.1,49.2,2.47,27,83.1,15.0,0.217
11,11,0,9,54.4,80.2,7.0,41,83.6,15.0,0.194
66,20,1,10,87.2,67.0,6.92,28,88.5,15.0,0.229
64,15,1,17,19.4,12.7,4.48,16,91.2,15.0,0.248
32,12,0,13,50.4,34.6,8.25,35,84.4,15.0,0.209
39,10,1,14,35.8,33.9,5.52,36,84.4,15.0,0.225
73,6,0,16,19.4,56.6,6.52,56,87.4,15.0,0.207
42,18,0,14,78.7,29.1,3.47,99,,15.0,0.194
43,23,1,15,56.0,11.7,4.92,109,79.5,15.0,0.23
28,18,0,11,60.1,65.4,8.04,19,86.1,15.0,0.262
12,23,0,16,47.0,85.1,3.49,57,81.1,15.0,0.201
11,10,0,11,51.4,93.2,4.73,85,79.4,15.0,0.191
94,18,0,12,20.4,97.3,4.23,33,81.2,15.0,0.236
45,9,0,12,70.6,78.1,3.06,23,85.6,15.0,0.209
1,22,1,10,48.9,14.0,4.03,119,78.6,15.0,0.243
34,8,0,10,83.5,85.3,3.63,63,76.2,17.1,0.177
86,22,0,10,27.7,40.0,8.47,70,83.1,15.0,0.3
80,16,0,14,28.5,73.0,7.19,96,73.5,15.0,0.189
89,9,0,12,68.1,53.1,4.21,22,80.1,15.0,0.15
7,7,0,18,86.1,82.9,7.34,67,82.9,15.0,0.238
92,21,0,11,52.5,42.6,2.15,99,68.6,18.7,0.191
25,23,0,19,75.4,6.2,5.69,80,84.2,15.0,0.15
73,13,0,12,99.9,55.7,3.75,106,,15.0,0.198
89,8,0,9,99.1,17.1,2.8,59,,15.0,0.179
33,14,0,17,77.0,96.6,8.19,25,92.0,15.0,0.208
6,11,1,8,76.6,52.7,3.4,17,76.6,15.0,0.228
67,15,1,13,32.3,55.4,7.76,39,87.6,15.0,0.226
57,15,0,14,85.0,90.7,4.89,77,82.0,15.0,0.198
74,18,1,14,46.5,62.5,2.1,92,76.5,15.0,0.261
28,22,1,11,96.6,30.3,7.13,75,87.4,15.0,0.26
35,14,0,10,17.3,29.6,6.17,74,78.8,15.0,0.203
88,22,0,10,49.2,50.2,4.41,39,85.3,15.0,0.2
20,14,1,10,60.0,86.7,3.97,24,84.8,15.0,0.237
35,14,1,11,46.5,79.5,2.52,38,,15.9,0.18
9,6,0,19,29.0,96.3,8.59,88,87.0,15.0,0.24
72,7,1,11,63.4,7.2,5.46,97,76.7,15.0,0.245
23,21,0,9,78.0,26.8,2.6,81,74.2,17.5,0.21
63,6,1,14,68.0,8.0,8.08,57,89.3,15.0,0.213
98,15,1,13,31.1,75.1,3.95,44,79.4,17.5,0.227
48,23,0,6,75.8,14.1,3.43,36,79.1,15.0,0.157
98,13,1,9,33.1,10.0,3.97,99,,15.1,0.229
35,16,0,11,25.8,56.2,5.95,70,82.4,15.0,0.178
81,7,0,11,72.2,41.1,2.52,80,78.4,15.0,0.169
95,13,1,11,85.9,71.5,5.37,45,85.7,15.0,0.225
23,13,0,12,53.3,48.7,8.27,92,79.9,15.0,0.199
22,22,0,13,57.8,42.5,3.32,105,77.5,15.4,0.15
61,20,0,16,37.2,42.6,4.32,96,75.4,15.0,0.246
95,22,0,15,54.5,87.2,4.77,26,85.6,15.7,0.177
36,18,0,11,21.9,39.5,6.1,11,86.5,15.0,0.154
11,10,1,10,96.0,33.3,8.43,52,85.6,15.0,0.21
54,17,0,17,82.0,33.9,4.76,25,94.0,15.0,0.18
12,6,0,16,70.1,19.7,2.48,31,81.4,15.0,0.236
22,10,0,13,58.4,86.1,4.44,85,,15.0,0.19
88,13,1,17,81.3,14.7,3.33,45,,15.0,0.237
98,18,1,15,54.5,90.9,6.56,119,78.8,16.9,0.241
29,13,1,12,37.0,28.3,2.2,115,72.0,16.5,0.233
16,16,1,11,24.4,89.9,4.04,67,80.4,15.0,0.216
61,6,1,14,68.3,79.1,5.82,76,82.1,15.0,0.256
83,18,0,11,93.6,58.2,3.94,115,72.9,17.6,0.173
88,8,0,10,23.8,66.9,5.86,40,84.6,15.0,0.198
85,22,0,14,26.2,32.6,2.8,46,81.9,15.0,0.191
12,10,1,13,49.0,57.4,8.6,54,91.3,15.0,0.251
58,13,1,10,82.6,29.2,4.04,41,87.0,15.0,0.167
18,19,0,11,36.5,40.2,8.46,89,,15.0,0.208
48,9,1,15,32.9,76.5,4.28,120,,15.0,0.251
99,16,0,9,65.8,24.4,7.47,81,85.4,15.0,0.211
11,20,0,10,58.2,83.9,3.72,38,84.6,16.9,0.232
60,12,0,11,15.4,37.6,6.69,100,73.6,15.0,0.21
18,16,0,7,17.3,53.2,4.27,36,85.3,15.0,0.15
75,10,0,8,67.9,94.2,5.56,83,75.4,15.0,0.194
8,10,0,9,51.9,68.1,6.72,44,77.9,15.1,0.15
70,13,0,15,97.4,64.6,6.12,57,89.7,15.0,0.219
27,15,0,12,71.1,71.2,6.03,66,83.6,15.0,0.203
77,11,1,12,10.9,91.8,2.46,81,78.5,15.1,0.228
94,20,1,8,53.3,24.9,3.74,30,81.6,15.3,0.228
51,21,1,14,47.3,61.3,6.0,111,81.5,15.0,0.272
82,22,0,17,19.6,40.0,2.13,10,84.5,16.3,0.15
15,13,0,8,93.1,1.2,3.75,99,71.3,15.5,0.15
68,13,1,15,82.5,12.5,3.6,61,82.3,15.0,0.201
98,14,0,16,30.7,32.5,3.75,63,81.2,15.0,0.19
11,7,0,17,33.0,56.5,5.75,116,74.6,15.0,0.235
24,20,0,14,12.9,88.1,6.07,36,86.6,15.0,0.205
51,23,0,12,36.7,79.1,8.36,54,82.1,15.0,0.229
84,8,0,8,62.6,55.3,4.7,97,80.2,15.0,0.15
99,22,0,18,47.9,7.4,8.49,65,89.1,15.0,0.199
52,9,0,13,97.2,28.6,6.56,82,,15.0,0.21
22,9,0,13,15.0,36.7,8.39,4,93.4,15.0,0.199
15,19,0,13,63.2,62.2,7.83,55,84.4,15.0,0.202
56,14,0,10,87.2,6.5,6.81,54,83.2,15.0,0.213
38,14,0,15,53.3,53.0,4.49,111,78.0,15.0,0.175
52,23,0,13,10.3,90.1,3.69,91,,15.9,0.192
41,15,0,8,31.9,70.5,3.56,89,79.9,15.0,0.199
57,9,0,10,39.1,79.7,8.67,64,90.9,15.0,0.21
38,17,0,7,96.9,68.2,8.71,119,76.8,15.0,0.215
13,13,0,12,92.1,20.7,7.07,92,77.5,15.0,0.213
94,7,0,9,95.4,11.0,8.19,117,76.5,15.0,0.213
4,18,1,16,84.3,82.9,8.43,22,92.8,15.0,0.231
34,21,0,11,41.6,69.6,5.58,106,80.7,15.0,0.188
86,7,0,7,91.5,57.5,6.4,25,82.1,15.0,0.187
92,16,0,14,98.4,18.9,4.93,81,76.5,15.0,0.222
74,15,0,8,41.5,60.3,4.93,59,79.4,15.8,0.203
17,20,0,7,33.5,3.1,2.27,57,70.7,15.0,0.151
75,22,0,13,59.2,11.9,5.04,54,86.0,15.0,0.247
8,13,1,12,26.8,31.2,6.71,44,88.9,15.0,0.211
73,23,0,16,12.9,44.4,4.95,52,82.7,15.0,0.219
57,14,0,8,95.1,12.1,8.11,76,,15.0,0.184
16,13,0,5,93.3,12.0,4.33,16,,15.0,0.224
6,19,1,15,24.6,72.6,2.93,101,74.4,15.1,0.251
45,23,0,5,46.7,57.0,7.68,16,84.4,15.0,0.211
12,17,1,19,84.8,53.4,6.72,81,,15.0,0.242
39,19,0,18,69.5,45.2,3.69,55,79.0,15.0,0.152
41,22,1,15,45.5,97.7,5.76,61,84.9,15.0,0.285
8,8,1,5,77.0,5.0,4.81,95,72.1,16.0,0.258
49,12,0,10,90.7,18.1,8.57,79,87.6,15.0,0.2
26,22,0,11,93.4,64.8,6.25,77,,16.2,0.224
65,17,0,19,44.1,13.6,3.11,40,81.0,16.3,0.162
4,14,0,11,25.6,58.9,5.52,91,,15.0,0.15
28,20,1,14,92.2,56.8,8.04,21,91.0,15.0,0.238
36,23,0,13,18.3,97.1,6.7,66,80.9,15.0,0.192
37,18,0,14,75.0,88.3,7.9,8,94.5,15.0,0.185
82,13,0,12,22.6,94.6,3.75,106,73.5,15.0,0.205
7,19,1,16,45.0,11.4,8.22,71,91.6,15.0,0.206
64,13,0,12,47.0,86.8,7.29,10,89.3,15.0,0.199
85,19,0,16,24.3,12.9,7.1,57,,15.0,0.179
16,12,0,11,93.0,63.3,4.43,4,86.8,15.0,0.213
70,17,1,13,10.2,72.0,8.21,43,88.3,15.0,0.239
88,16,0,12,90.4,16.1,6.47,105,76.4,15.0,0.237
44,16,0,11,89.5,63.3,7.96,100,84.7,15.0,0.16
3,18,0,9,38.5,5.2,4.53,99,76.9,15.0,0.217
35,23,0,14,73.4,29.3,3.02,63,79.3,20.8,0.238
69,7,0,10,32.8,92.1,4.33,43,82.6,15.0,0.192
30,20,1,9,78.3,17.2,5.19,67,83.2,15.0,0.237
18,23,1,15,60.5,6.5,5.73,82,87.0,15.0,0.223
60,20,0,10,37.0,44.4,5.58,51,78.8,15.0,0.216
53,17,1,12,46.0,85.1,5.82,110,79.3,15.0,0.288
38,18,0,12,72.1,7.7,7.89,56,89.4,15.0,0.273
90,16,1,2,91.5,35.6,3.19,43,82.2,15.0,0.203
73,10,1,6,21.8,90.0,4.21,24,80.5,15.0,0.182
89,6,0,16,61.4,11.8,8.22,96,84.2,15.0,0.245
18,8,1,19,32.8,31.1,5.92,34,90.1,15.0,0.197
38,12,0,16,82.1,77.8,6.08,59,80.8,15.0,0.199
66,17,0,14,16.3,54.3,5.35,2,87.7,15.0,0.179
44,20,0,12,72.0,83.2,5.84,2,83.8,15.5,0.262
12,10,0,15,25.7,11.2,3.39,10,84.3,15.0,0.231
91,20,1,7,63.7,92.1,5.83,23,82.8,15.0,0.259
57,13,1,15,85.2,93.5,8.98,15,95.4,15.0,0.262
19,15,0,12,78.0,15.5,5.96,118,75.8,15.0,0.191
91,21,1,16,77.8,3.4,2.31,76,79.0,15.3,0.23
71,13,1,10,56.6,99.0,7.58,107,85.8,15.0,0.291
60,6,0,15,90.2,48.2,4.78,17,86.2,15.0,0.208
38,17,0,17,62.9,57.2,3.08,82,84.3,15.0,0.221
0,10,0,14,92.6,61.6,8.04,14,92.2,15.0,0.157
2,8,0,15,59.2,79.0,3.39,81,,15.0,0.218
76,6,1,12,55.5,81.2,8.45,79,83.2,15.0,0.22
91,9,0,17,30.0,19.4,5.09,76,79.6,15.0,0.208
61,13,1,14,59.0,23.7,7.2,16,91.7,15.0,0.272
62,8,0,10,22.7,87.7,5.83,32,87.3,15.0,0.2
24,15,0,16,88.3,82.0,3.8,23,83.9,15.0,0.218
55,7,0,12,70.8,61.8,6.7,102,74.6,15.0,0.221
32,16,0,5,99.4,99.5,8.71,34,87.0,15.0,0.15
37,15,0,11,18.3,73.5,7.39,98,80.5,15.0,0.189
5,19,0,10,31.7,21.6,6.23,16,85.0,15.0,0.218
57,12,0,12,88.9,84.7,8.93,34,88.2,15.0,0.226
43,7,0,6,45.6,41.5,3.86,104,68.8,15.7,0.254
44,14,0,17,52.0,3.6,2.44,71,,15.0,0.195
31,21,1,15,87.5,32.1,2.22,33,,15.0,0.184
44,18,0,18,57.0,76.4,6.97,68,87.2,15.0,0.215
60,14,0,12,27.4,96.0,7.81,43,85.1,15.0,0.243
46,9,0,13,90.3,27.6,6.45,64,87.0,15.0,0.15
20,15,0,10,12.8,24.7,8.34,116,80.1,15.0,0.234
79,17,1,12,90.6,56.4,6.89,71,78.5,15.0,0.212
84,22,0,17,14.5,81.2,4.6,18,89.2,15.0,0.196
74,19,0,16,69.9,74.7,3.27,68,79.2,15.0,0.221
35,19,1,7,16.5,56.0,8.47,113,80.3,15.0,0.264
98,7,0,13,73.6,63.1,2.73,61,80.5,15.9,0.227
18,16,0,16,13.1,24.2,5.8,75,83.1,15.0,0.218
19,21,0,8,85.8,43.3,4.2,107,78.8,15.0,0.206
56,11,0,10,51.9,25.5,3.9,20,82.5,15.0,0.202
17,10,0,14,18.4,88.4,6.52,11,87.5,15.0,0.174
46,9,0,14,73.6,11.3,3.62,79,72.3,19.3,0.208
48,20,1,10,54.0,68.0,8.41,46,86.8,15.0,0.167
13,9,1,17,27.2,26.0,4.84,64,83.6,15.0,0.246
14,15,0,15,11.4,47.6,6.74,81,87.5,15.0,0.15
30,8,0,10,47.6,29.9,7.09,98,77.6,15.0,0.244
0,10,1,11,17.7,32.3,6.78,114,84.4,15.0,0.285
53,11,0,9,18.5,26.0,8.32,112,75.6,15.0,0.245
2,13,1,11,34.1,75.3,3.62,76,76.4,15.0,0.247
15,12,1,14,66.7,36.6,2.6,106,79.0,16.0,0.257
86,15,1,10,57.7,72.6,2.39,28,,15.2,0.197
56,11,0,7,16.2,45.6,8.14,48,87.5,15.0,0.162
74,19,0,9,97.2,54.7,8.81,35,85.6,15.0,0.211
11,9,0,8,89.8,54.3,4.12,8,80.4,15.0,0.164
73,18,1,14,33.3,97.6,6.85,91,85.9,15.0,0.241
95,22,0,9,21.0,36.7,2.06,22,77.1,16.9,0.188
15,12,1,10,94.8,20.8,3.32,118,72.7,16.6,0.216
71,9,0,14,51.5,91.2,6.82,24,,15.0,0.181
75,19,0,6,38.0,17.5,2.46,66,73.2,16.1,0.15
23,8,0,13,54.1,83.4,5.28,95,76.3,15.0,0.209
27,10,0,9,79.5,15.0,6.64,86,75.5,15.0,0.204
7,21,0,11,25.2,65.9,7.36,64,88.6,15.0,0.19
91,9,0,8,79.1,15.1,5.18,65,83.3,15.0,0.211
35,7,1,9,77.5,92.3,6.41,14,88.7,15.0,0.278
89,23,0,12,58.5,56.5,5.78,25,85.8,15.0,0.186
7,22,0,18,87.9,32.9,2.37,100,76.2,15.3,0.214
57,19,0,14,21.9,14.0,7.2,100,84.2,15.0,0.222
59,18,1,15,63.6,37.1,3.21,105,80.7,15.0,0.258
49,17,1,11,50.4,70.5,2.22,3,82.6,16.9,0.177
27,11,0,10,48.0,38.5,5.16,5,88.8,15.0,0.154
91,9,1,9,32.7,24.6,8.06,65,87.1,15.0,0.21
40,21,1,17,43.5,57.7,3.06,54,86.9,15.0,0.15
99,18,0,13,19.7,41.8,2.09,19,,15.0,0.188
63,9,0,12,32.6,16.6,2.77,97,72.4,16.5,0.169
26,22,0,10,34.5,15.4,4.55,106,74.9,16.0,0.213
62,6,0,13,74.9,70.7,6.06,54,81.8,15.0,0.15
16,23,1,10,14.4,97.5,3.35,94,82.7,15.0,0.209
72,22,0,12,68.6,23.3,7.61,76,82.8,15.0,0.209
32,20,1,9,29.9,77.3,7.27,10,91.8,15.0,0.203
83,16,0,17,17.4,8.8,6.87,98,83.1,15.0,0.251
76,18,0,11,37.1,38.2,5.41,16,84.9,15.0,0.17
91,6,0,10,30.2,50.7,4.56,104,72.3,15.0,0.22
28,22,0,13,59.7,26.9,4.63,46,,15.0,0.164
12,11,1,10,42.2,53.0,5.52,29,85.0,15.0,0.272
45,9,1,15,96.9,88.3,2.54,15,87.6,15.3,0.201
34,21,0,4,96.7,94.4,6.78,48,,15.0,0.217
5,20,0,10,49.9,10.1,4.46,11,83.2,15.0,0.206
81,20,0,14,81.6,27.2,3.57,108,75.9,15.0,0.239
68,11,0,22,11.2,97.9,3.95,34,87.7,15.5,0.204
46,20,0,8,59.3,27.0,3.26,36,,15.0,0.15
24,19,0,12,76.9,69.3,8.31,30,87.1,15.0,0.226
65,16,0,14,29.5,25.3,3.18,99,76.9,15.0,0.208
9,12,1,7,15.5,35.6,8.18,73,84.2,15.0,0.15
55,14,0,8,24.0,19.1,6.01,82,76.4,15.0,0.159
29,21,0,10,49.8,85.6,8.07,19,,15.0,0.23
4,10,0,7,55.6,88.3,5.32,103,75.5,15.0,0.246
32,15,0,12,44.3,29.7,8.49,68,79.7,15.0,0.227
64,23,0,13,49.6,82.4,3.48,70,78.2,15.0,0.221
17,8,1,15,52.3,35.8,5.88,115,80.3,15.0,0.248
95,18,1,12,79.2,9.9,2.88,33,88.0,15.0,0.202
48,16,0,12,19.5,75.8,5.13,96,77.8,15.0,0.204
10,22,0,15,79.2,59.6,5.99,80,,15.0,0.215
84,18,0,18,72.0,27.4,6.24,75,85.5,15.0,0.225
25,11,1,15,76.7,25.3,4.56,22,85.3,15.0,0.213
62,22,0,12,76.1,97.6,2.53,36,79.7,15.0,0.222
88,18,0,12,52.4,86.3,6.59,114,78.4,15.0,0.188
85,15,0,10,29.0,81.0,5.42,23,86.3,15.0,0.24
58,8,0,9,58.3,12.8,2.96,63,73.7,15.3,0.187
26,19,0,16,96.2,75.5,8.55,26,92.1,15.0,0.212
48,10,1,12,63.0,21.5,8.69,60,,15.0,0.236
76,10,0,14,11.0,97.7,8.0,95,84.3,15.0,0.233
32,22,0,15,15.4,5.2,7.91,93,83.5,15.0,0.212
97,15,0,16,99.4,35.2,2.69,5,,15.0,0.158
98,10,1,11,16.5,42.9,8.95,54,,15.0,0.259
0,9,1,13,14.1,82.4,4.8,38,,17.7,0.263
20,11,0,15,41.8,76.6,3.14,62,76.0,15.0,0.172
54,9,1,17,97.2,37.5,7.68,25,94.7,15.0,0.258
5,12,0,10,38.7,56.6,3.58,98,79.3,15.0,0.227
91,12,0,10,46.9,83.6,5.68,12,90.2,15.0,0.15
80,23,0,11,67.1,1.8,2.9,22,78.3,15.0,0.163
68,8,0,7,12.2,80.2,5.32,9,84.3,15.0,0.223
94,6,0,12,90.8,94.7,5.91,84,82.8,16.1,0.215
4,9,0,12,56.7,3.2,5.12,29,79.9,15.0,0.255
2,11,0,8,52.0,4.6,2.49,44,79.7,15.0,0.171
52,14,1,18,87.5,34.5,5.39,93,81.2,15.0,0.23
22,19,0,9,95.8,8.8,5.28,109,74.8,15.0,0.25
52,17,0,12,48.1,47.9,3.83,27,83.6,15.0,0.161
36,9,0,15,25.5,72.9,8.45,118,84.7,15.0,0.218
73,17,1,17,83.4,56.7,4.92,55,90.7,15.0,0.238
73,15,0,18,46.3,19.6,8.05,81,85.6,15.0,0.246
82,12,0,12,94.2,65.5,2.77,5,81.6,15.2,0.159
16,8,1,15,95.5,68.5,4.23,52,82.1,19.4,0.237
84,19,0,17,20.3,93.2,3.23,109,78.7,15.0,0.194
77,15,0,7,96.1,14.7,4.86,13,86.0,15.0,0.15
