distance,cargo_weight,cargo_type,departure_hour,day_of_week,season,weather_score,driver_exp,traffic_index
522.8,3.1,3,20,1,1,4,7,9.1
815.7,5.2,2,17,3,1,6,3,5.3
,6.7,3,0,4,4,3,4,3.4
248.6,9.3,2,6,6,2,9,9,2.5
1100.4,1.2,4,15,6,4,1,5,7.7
191.4,20.0,3,11,6,1,9,13,9.0
1374.2,6.4,3,1,2,1,1,18,7.9
974.1,6.1,4,13,5,3,8,4,5.7
765.3,11.3,2,18,2,4,7,6,9.3
,17.2,3,17,0,4,5,5,5.6
313.0,9.4,4,22,6,3,1,21,3.0
551.6,5.4,4,3,6,2,9,4,3.1
,11.5,2,22,1,1,10,24,6.8
834.4,9.9,3,12,1,4,8,22,8.3
817.5,8.7,3,7,6,1,10,10,7.3
333.1,19.7,2,20,3,1,9,18,2.1
1051.0,19.9,2,2,5,2,9,5,5.2
618.4,11.5,3,0,6,2,3,4,1.6
,1.8,2,17,3,4,9,17,9.3
1418.5,11.6,3,17,0,1,7,17,1.9
784.9,19.1,2,2,4,3,1,8,9.2
815.7,18.6,1,21,0,2,1,13,4.2
1473.0,4.7,3,20,4,1,3,14,6.3
,4.2,2,19,4,4,6,15,7.3
1417.4,3.5,2,9,3,4,10,8,8.5
1057.6,16.5,2,22,3,3,9,21,7.4
968.0,10.1,2,3,6,2,10,16,5.5
389.9,7.1,3,18,2,1,8,12,3.4
125.0,6.8,4,20,5,3,2,13,2.8
684.8,5.9,3,12,5,4,8,8,7.1
64.7,17.7,1,8,6,2,4,9,4.6
153.0,8.5,2,11,6,3,4,20,7.5
913.2,5.3,4,1,4,4,6,4,8.0
1100.5,14.4,2,0,6,2,4,4,3.3
,12.9,2,8,4,1,7,5,1.2
,14.4,1,0,0,4,10,24,5.5
,16.5,3,15,0,1,4,21,3.9
1127.6,,3,15,4,4,3,24,1.9
1187.8,0.5,2,20,3,2,10,8,4.9
,,1,6,6,3,1,9,4.5
375.9,14.3,3,19,3,3,9,8,3.0
573.3,18.7,1,7,1,1,4,20,4.0
1426.4,,3,13,5,1,10,19,1.4
1008.8,15.7,4,19,3,1,8,24,9.7
1194.1,14.7,2,8,6,1,2,8,7.5
1454.6,19.6,3,2,0,4,6,23,2.6
385.6,9.7,3,19,0,1,3,24,6.1
516.4,3.7,3,6,0,3,1,3,6.9
,15.4,3,5,6,2,7,9,5.8
85.3,16.5,3,16,0,4,7,5,6.4
,14.3,3,12,4,3,9,25,8.8
1222.6,17.3,3,0,4,4,8,13,9.0
935.1,7.7,2,21,6,4,7,1,1.2
478.3,14.0,2,12,4,4,7,14,5.6
1100.0,5.6,2,6,0,4,7,5,5.1
261.7,9.2,3,2,0,2,2,9,1.4
1347.4,5.2,3,16,0,4,7,15,9.2
196.3,3.5,3,18,4,2,2,2,9.9
1302.1,1.2,3,17,3,3,6,23,7.4
771.8,13.6,4,15,0,1,5,11,3.5
671.5,17.6,3,21,0,4,9,17,1.6
,6.6,3,14,1,1,4,8,3.5
340.3,8.9,1,5,3,4,1,20,6.5
,0.6,3,5,6,2,2,12,3.6
1282.1,8.6,3,9,5,4,3,13,7.7
1211.4,6.0,4,17,3,2,9,7,9.8
286.4,11.7,4,0,2,1,8,5,2.9
1026.5,18.2,2,7,5,1,10,11,9.9
1292.4,10.4,4,10,6,4,8,8,5.5
,13.7,3,13,2,3,2,15,4.8
667.2,14.3,3,3,3,1,1,15,2.8
,3.5,3,2,0,2,6,10,1.6
1400.2,7.3,3,21,0,3,6,4,7.7
,2.7,4,2,6,2,5,6,7.0
573.4,9.1,1,1,1,1,6,7,7.9
1151.3,17.8,3,4,1,3,5,10,3.0
432.8,9.9,1,8,2,1,3,19,7.7
1260.4,9.4,2,5,2,2,6,7,6.7
160.3,4.6,3,19,1,3,4,19,4.6
1124.0,6.5,3,3,4,3,5,2,2.6
1450.4,18.8,4,3,4,1,9,17,7.0
1493.9,6.4,3,2,4,3,5,16,9.2
1389.5,,3,15,6,2,10,20,8.2
1312.6,1.3,4,21,6,2,2,16,9.9
454.4,3.0,3,3,1,4,7,8,2.4
1451.6,6.6,3,13,6,2,8,8,6.8
1395.5,18.1,4,8,4,3,1,21,4.2
824.8,4.8,3,14,1,1,6,24,4.1
633.0,14.7,3,15,2,2,8,13,4.0
,3.8,3,6,1,4,1,20,7.0
,12.5,3,14,5,3,9,25,8.1
1065.8,,3,1,4,4,4,23,6.0
635.8,12.6,3,11,5,4,7,1,7.3
,6.1,3,23,1,1,3,12,4.2
,3.7,2,21,3,1,2,16,5.5
90.3,17.8,2,1,3,2,4,14,2.5
1438.9,11.6,3,1,4,4,2,15,1.5
,4.6,2,19,2,4,2,18,5.1
,8.6,3,5,0,3,6,6,9.8
58.0,1.8,1,15,6,3,7,15,9.3
1292.5,9.8,1,13,2,3,10,17,9.1
1301.7,8.8,4,9,6,2,6,17,4.3
188.2,3.1,3,7,2,3,6,15,7.7
270.7,9.2,3,17,1,3,6,11,9.4
699.5,13.0,1,6,3,1,10,9,1.5
319.3,18.6,2,18,0,4,4,4,5.0
1116.9,,1,5,3,4,7,19,4.3
134.2,10.3,1,21,6,1,8,21,8.6
847.1,15.5,1,16,1,2,2,25,6.2
605.0,,3,13,1,3,9,10,10.0
724.2,13.5,1,2,0,1,5,6,1.5
665.9,0.6,3,5,1,4,5,16,3.8
272.1,1.9,3,15,2,2,3,16,6.0
369.4,12.7,2,13,1,1,5,10,3.0
,4.3,4,2,4,3,6,9,9.7
217.2,13.9,3,2,2,4,9,13,7.2
1467.9,12.9,3,14,2,2,4,11,6.5
455.7,1.7,3,9,1,4,7,16,2.2
495.2,8.2,3,11,4,3,9,19,8.1
234.3,12.5,3,14,2,3,6,15,9.7
1145.0,14.4,4,20,4,2,2,18,8.2
1390.0,16.4,3,6,0,3,8,4,6.1
1195.1,,3,16,4,1,6,8,7.2
938.3,16.8,4,20,5,3,4,6,5.8
1229.2,7.4,3,21,4,4,9,20,1.3
636.1,0.6,4,23,1,3,1,5,8.8
1296.3,12.4,3,0,4,4,10,22,3.1
1207.9,5.2,3,1,5,1,8,15,3.8
52.5,2.9,3,20,3,3,7,5,9.2
757.3,5.5,3,4,4,2,7,10,7.7
433.7,16.6,1,6,5,3,10,2,6.0
175.0,18.3,3,11,3,1,5,7,3.3
1277.0,19.3,2,15,1,2,10,16,8.4
61.5,6.4,3,0,6,2,1,2,5.8
1108.7,9.4,3,15,2,3,10,14,5.9
,16.1,4,2,2,3,10,20,2.7
,6.7,1,8,4,3,3,7,5.0
588.3,8.0,3,21,1,4,8,2,4.2
928.5,5.1,3,3,2,2,4,16,3.6
1216.8,11.7,3,1,4,2,4,10,5.3
398.4,13.4,1,11,5,2,6,11,8.6
413.5,6.7,3,5,0,3,3,12,3.8
930.4,1.0,3,5,5,4,3,15,3.2
,14.9,2,10,1,3,6,12,8.9
482.7,12.5,3,4,6,4,10,8,8.0
596.3,4.8,2,0,6,2,1,4,6.1
,6.6,3,22,4,3,5,25,7.1
305.5,,4,19,6,3,5,18,1.8
,12.8,1,9,1,1,8,17,7.6
905.1,12.1,2,19,3,1,10,6,9.0
85.2,,4,23,0,2,6,1,5.3
311.6,19.1,1,9,3,1,8,16,8.6
952.2,7.1,3,3,4,2,2,23,6.1
1006.3,6.0,3,4,3,2,10,10,1.3
790.1,7.8,3,23,0,3,10,3,1.1
606.4,16.1,3,21,0,4,4,14,2.1
885.5,2.9,3,16,6,3,8,25,9.7
982.9,4.5,4,16,1,4,1,12,9.6
1215.0,5.0,3,7,3,3,6,9,1.4
1199.5,12.9,3,12,4,3,10,24,4.3
,13.0,4,8,1,4,2,6,9.5
1346.6,7.8,1,9,2,3,9,9,6.0
,5.9,4,17,4,4,10,7,8.1
243.2,15.2,4,12,1,3,6,4,2.8
1437.2,1.1,4,10,5,2,8,23,1.9
,14.9,1,5,4,2,3,10,4.0
,,3,15,6,3,5,20,7.2
79.3,18.1,4,10,3,2,8,13,9.4
925.8,8.6,2,1,5,3,5,19,8.0
685.7,13.0,3,16,2,1,1,2,4.7
1136.9,2.9,2,8,4,3,9,15,4.4
810.7,5.5,1,9,6,1,10,23,8.8
,14.2,4,23,5,1,6,25,5.7
404.8,,4,16,5,4,7,5,5.1
,15.5,1,1,3,4,2,20,3.6
,11.5,1,17,4,3,2,24,7.2
1118.2,,3,7,4,4,10,19,2.4
473.3,17.2,1,18,1,3,2,11,4.5
706.3,8.8,3,8,1,1,10,4,7.8
820.0,18.0,3,13,4,4,1,14,7.1
412.6,7.8,3,16,4,1,5,1,2.2
,6.9,3,4,4,3,8,18,4.2
1055.5,15.7,1,3,4,4,1,11,4.5
173.3,0.7,2,16,4,3,2,2,3.1
592.2,3.9,4,1,3,1,8,18,2.8
1129.3,1.9,1,19,4,4,6,11,5.6
1096.4,10.5,2,10,2,4,9,13,4.0
839.7,12.7,3,2,1,1,4,8,6.5
1177.6,0.7,2,18,4,4,8,11,6.8
206.1,3.6,3,21,2,1,6,5,9.6
221.4,6.4,4,1,5,1,1,5,6.3
,6.2,2,22,6,3,7,17,8.4
1055.3,,3,9,2,3,10,21,9.2
1231.1,3.9,1,16,0,1,3,5,4.8
312.5,17.0,3,6,0,1,8,5,2.6
799.3,14.2,3,2,4,3,3,15,3.5
,6.3,4,23,6,1,10,14,7.2
374.4,5.6,1,15,6,4,4,10,3.9
799.5,2.1,3,6,6,2,7,25,2.2
,7.3,4,8,0,4,10,25,2.3
361.0,8.3,3,18,0,3,6,16,4.0
594.6,18.1,3,7,6,2,5,23,2.3
363.7,15.0,2,16,4,4,5,12,9.3
1359.3,9.8,3,0,6,1,3,1,1.1
393.4,3.1,3,23,6,2,1,3,3.1
,13.3,2,17,5,4,6,21,9.4
101.0,18.8,3,8,2,4,8,4,8.3
,2.0,3,13,4,4,2,5,9.3
327.8,17.0,3,4,4,1,10,18,8.9
931.9,4.0,4,10,6,2,8,12,4.8
75.6,14.2,3,8,6,1,7,7,1.8
465.8,4.1,3,9,1,4,4,21,8.5
134.3,12.2,3,19,6,4,8,18,4.4
635.3,5.1,3,9,4,4,10,8,2.0
120.4,11.1,3,0,5,1,3,6,8.0
930.9,12.2,2,10,2,2,7,19,1.2
,12.6,3,1,3,3,5,6,3.0
1110.4,13.8,3,11,6,2,7,7,6.9
375.3,,3,16,0,2,3,23,3.2
1309.3,14.2,2,2,3,4,3,22,1.6
1050.9,3.5,2,1,6,3,9,25,7.1
132.1,13.7,3,9,5,3,2,11,3.7
689.1,2.9,2,11,1,4,9,19,9.3
,9.8,3,1,1,3,1,5,1.6
500.8,8.0,3,7,3,3,9,25,4.1
603.3,19.4,2,18,1,4,9,2,9.1
962.9,12.8,4,13,6,2,10,22,1.7
130.4,,3,12,5,4,10,16,8.9
1452.1,14.2,1,2,6,1,10,24,8.5
303.0,4.3,4,19,2,1,3,18,2.2
88.7,6.1,3,14,1,2,9,5,6.0
57.7,,3,10,3,2,10,18,2.1
629.4,15.6,2,14,0,2,6,19,9.3
1332.2,18.9,4,3,5,4,7,13,9.9
,,1,16,6,1,9,15,4.1
1372.5,3.8,3,7,1,1,8,11,9.6
824.0,1.7,4,0,1,3,8,7,3.5
700.7,16.7,4,5,2,1,10,16,6.4
609.5,6.1,3,8,5,1,9,13,3.2
117.3,11.9,1,10,2,4,10,1,1.2
1368.8,19.6,2,5,5,4,10,19,4.2
769.5,4.1,4,18,6,4,6,6,5.0
709.8,7.8,3,6,3,2,6,2,2.7
797.0,17.4,4,2,0,1,6,7,5.7
,13.2,1,5,6,2,4,23,9.4
375.5,18.8,4,9,2,1,7,20,8.3
1079.4,12.8,2,1,4,1,7,11,4.7
,6.4,2,2,6,4,3,12,4.8
1281.9,16.2,4,3,6,1,9,11,8.8
62.6,15.3,3,9,5,1,4,2,6.1
297.1,18.7,3,22,2,2,5,9,4.8
733.0,9.8,3,13,4,1,9,23,3.5
1283.3,10.3,4,1,2,4,7,16,9.4
1449.4,6.8,2,1,3,4,2,10,5.4
,5.7,1,2,2,1,4,25,3.9
357.6,19.9,3,1,5,4,5,2,9.1
317.6,19.6,4,12,5,2,8,22,7.1
977.2,10.8,4,17,6,2,4,11,9.0
354.6,19.1,3,10,1,4,5,13,3.7
852.0,7.4,3,9,6,3,6,24,9.8
1260.5,17.1,3,14,1,4,6,24,8.8
615.2,,2,8,4,2,2,21,6.7
,14.5,1,19,1,3,6,14,9.8
,14.5,2,16,5,2,10,15,5.0
418.4,12.9,2,23,5,3,7,23,5.5
1062.4,17.1,2,2,5,4,8,19,6.4
572.6,8.1,2,10,1,1,8,8,8.0
279.5,17.1,4,20,5,3,1,13,7.3
203.4,4.1,2,16,1,2,5,21,9.3
187.8,4.4,4,18,5,3,4,21,5.2
1005.7,14.5,4,11,3,2,6,8,6.1
938.3,15.1,3,9,1,2,1,22,4.7
801.9,18.1,3,18,6,2,3,15,8.1
775.5,5.9,2,11,5,3,2,9,7.5
272.0,1.6,1,9,1,1,1,13,9.6
775.9,10.4,3,9,2,2,5,12,9.7
136.9,17.6,3,2,5,1,8,2,6.0
1392.5,19.4,3,18,1,2,4,6,1.3
134.1,17.2,4,20,3,3,8,4,6.3
664.1,10.1,3,0,0,3,6,18,6.8
50.8,17.3,3,9,0,1,7,11,1.6
1189.9,4.7,1,16,1,4,3,4,2.6
290.9,18.5,4,3,4,2,5,15,8.8
,11.6,4,7,3,4,4,12,4.9
113.8,8.1,3,23,2,4,5,17,9.3
1240.1,11.8,3,18,1,1,10,25,3.9
1002.1,15.8,3,21,5,1,2,25,9.8
412.1,5.2,2,23,4,3,9,12,7.1
343.5,,4,16,6,4,10,1,7.7
,14.8,3,6,6,2,1,2,6.4
1251.2,19.1,3,22,4,3,5,4,5.9
1299.8,12.9,3,10,0,3,7,1,7.5
304.2,3.3,3,12,6,4,3,17,2.8
562.5,13.0,1,13,0,4,2,24,5.4
394.4,2.8,3,13,4,3,4,19,9.6
227.8,6.4,1,13,1,4,8,18,9.1
987.4,1.1,2,18,5,3,5,8,9.4
551.5,10.0,2,3,5,2,9,18,8.2
,6.8,2,10,5,3,4,13,8.1
1305.7,2.4,4,13,1,3,7,10,9.3
1135.1,6.5,1,13,4,4,8,2,7.9
,13.1,3,17,1,1,7,13,1.8
106.8,6.1,3,8,6,2,5,11,6.2
1376.9,3.3,4,22,1,1,9,14,1.3
883.4,11.1,3,0,5,1,2,12,2.6
780.5,,4,17,1,1,2,20,7.1
65.3,16.7,3,4,2,4,1,23,9.3
1351.6,9.7,3,14,5,2,8,13,1.1
838.6,14.4,3,0,6,4,4,9,7.8
1246.5,16.7,2,5,4,3,2,8,5.1
1000.5,13.6,3,9,2,1,2,23,8.4
1205.2,10.8,3,2,2,2,1,14,6.7
1054.8,1.7,3,7,4,3,5,25,6.3
1385.4,6.2,3,15,3,3,7,18,4.8
377.0,6.7,3,3,1,2,3,15,4.1
343.0,8.2,3,15,4,1,3,2,5.5
1083.2,,2,11,3,4,10,19,7.1
777.0,4.6,2,20,6,3,1,12,4.4
918.8,11.1,3,15,0,4,9,3,5.4
1077.4,19.8,1,10,5,2,1,9,6.4
843.8,12.6,4,19,5,1,8,12,1.0
1192.2,4.6,2,4,5,2,10,23,2.9
512.4,19.2,1,13,4,1,4,16,2.7
1295.5,7.1,3,5,6,3,3,10,8.9
,1.4,2,10,2,3,3,25,9.1
969.3,8.9,3,11,2,1,5,16,2.6
1340.7,5.2,2,14,6,2,3,25,7.3
416.4,16.5,2,7,0,2,3,12,4.7
523.9,4.8,3,15,5,3,2,22,5.9
492.9,16.5,3,4,5,4,10,21,4.7
868.2,1.2,3,4,4,2,3,18,5.2
648.7,18.6,2,2,0,2,1,24,7.2
206.5,1.3,3,11,4,4,4,14,3.6
1342.4,18.8,3,9,3,4,6,3,1.2
346.8,1.9,1,19,0,4,2,10,5.5
824.4,17.5,3,8,5,1,5,1,1.9
912.5,16.7,3,13,5,3,10,7,9.6
109.1,12.1,4,23,3,4,7,18,4.1
,1.2,4,14,1,4,4,4,1.2
1459.0,12.6,3,20,2,1,9,16,5.3
1013.5,12.5,1,12,3,2,4,16,3.9
98.7,11.4,3,4,3,4,1,14,7.2
1201.6,12.8,3,10,4,3,3,18,7.4
787.4,19.4,4,18,1,1,1,11,7.3
159.0,19.9,3,2,5,1,5,17,4.5
1037.1,10.6,1,11,0,4,4,19,8.7
774.1,2.3,4,12,6,4,1,15,1.4
347.1,3.1,3,22,2,1,5,18,5.2
1322.7,14.5,1,23,5,3,2,20,9.5
472.5,19.6,3,14,0,3,9,11,4.8
462.6,9.0,3,5,4,2,7,23,9.8
445.5,2.4,3,4,6,2,3,9,7.4
1162.8,,4,14,6,3,8,2,4.7
1073.9,8.0,2,4,3,1,9,25,7.1
1359.6,19.9,1,16,2,1,8,22,9.5
382.5,13.9,2,23,6,1,1,11,8.6
1190.2,2.8,4,4,4,4,6,6,2.8
880.9,7.1,2,22,6,1,1,6,8.3
497.6,1.4,3,0,1,4,7,15,3.0
101.4,13.2,3,11,3,2,8,25,1.9
1237.5,13.6,4,9,2,1,1,8,4.6
399.6,1.6,1,13,2,3,8,18,6.3
966.0,7.0,1,11,6,2,3,10,3.8
845.9,18.1,4,13,6,2,1,14,8.6
56.5,16.6,3,2,4,4,3,16,3.9
1491.8,11.7,1,18,0,3,10,20,2.1
1230.8,10.0,1,22,3,1,3,19,5.5
755.4,19.9,4,11,3,1,1,6,6.7
1036.5,14.6,4,20,4,4,1,3,3.5
741.1,19.1,3,2,1,3,9,14,9.1
1129.7,1.9,3,17,4,2,7,11,1.6
244.8,4.6,3,7,5,4,2,7,6.4
697.2,1.1,1,16,3,1,7,5,8.6
,17.4,4,13,5,1,1,22,8.3
716.5,14.0,2,1,1,2,7,3,6.9
703.2,4.0,2,8,4,4,9,4,1.4
257.5,19.5,2,10,3,4,8,9,1.7
1465.9,19.1,1,19,2,2,2,6,5.3
72.5,4.9,3,2,2,3,4,2,9.5
64.6,13.1,3,22,3,2,6,7,1.7
591.5,,3,1,3,4,1,10,8.7
949.5,0.6,3,5,4,4,9,11,8.3
310.5,13.9,2,3,6,1,7,14,9.6
,4.8,3,21,4,3,2,4,2.4
1098.0,18.1,3,13,3,1,8,25,1.9
186.4,16.9,3,17,6,3,8,14,4.4
,18.2,2,16,1,2,2,11,5.7
,15.3,4,14,1,2,6,19,8.7
981.5,3.7,1,7,0,2,4,24,9.3
210.5,7.5,1,3,1,3,3,1,3.9
1078.8,14.3,2,10,0,4,9,13,8.4
1268.7,6.8,3,9,1,3,1,23,8.5
,14.3,1,10,4,4,5,6,4.7
,7.1,1,23,4,4,3,22,5.1
457.5,4.0,3,3,4,1,4,15,8.9
67.3,10.6,2,15,6,4,5,2,8.9
1479.8,,2,3,6,1,6,22,9.6
917.7,10.6,3,14,2,1,4,2,6.5
,13.0,3,16,1,1,6,18,5.4
1440.5,9.0,1,0,2,2,8,15,8.4
1256.4,15.7,2,11,6,1,2,20,1.7
,13.2,3,7,6,3,5,8,8.9
542.3,11.7,4,11,1,3,6,3,2.9
535.6,9.0,3,11,1,3,4,13,5.2
473.0,10.9,2,11,5,4,6,19,7.2
552.7,1.5,4,15,6,1,9,15,1.3
585.8,13.5,3,4,6,4,7,3,4.5
253.0,4.5,3,20,6,4,5,16,3.6
566.1,17.3,4,20,1,1,7,11,1.6
697.8,16.3,3,10,5,3,10,19,2.5
498.6,10.8,3,21,4,2,1,24,2.4
289.8,17.0,3,6,2,1,6,22,7.8
591.4,13.6,4,4,0,3,1,25,4.6
747.3,3.3,2,6,4,1,10,16,1.4
