session_count,device_type,pages_viewed,time_on_site,key_pages_viewed,consultation_requested,visit_time_of_day,weekend,order_made
3,ПК,5,1.0,0,0,вечер,0,0
2,смартфон,3,3.7,1,0,вечер,0,0
1,смартфон,3,2.06,0,0,день,0,1
1,смартфон,5,6.78,1,1,утро,0,0
4,смартфон,3,18.88,1,0,ночь,0,1
2,смартфон,5,12.84,4,0,день,0,1
2,смартфон,5,14.05,1,0,день,1,1
1,смартфон,3,9.17,3,0,день,0,1
2,ПК,3,12.05,5,0,день,0,1
1,смартфон,4,1.98,1,0,день,1,0
2,смартфон,6,8.04,1,0,ночь,0,0
1,смартфон,5,8.45,0,0,утро,1,0
2,смартфон,6,9.91,1,0,день,1,0
1,ПК,5,15.11,2,0,утро,0,0
3,смартфон,3,28.82,3,0,день,0,0
1,планшет,4,12.44,2,0,вечер,0,0
2,планшет,3,25.58,3,0,ночь,0,1
1,смартфон,3,7.98,1,0,день,1,0
1,смартфон,4,3.42,0,0,утро,0,0
1,смартфон,2,10.74,1,0,день,1,0
2,смартфон,6,39.6,1,0,день,0,0
1,смартфон,4,12.37,2,0,утро,0,1
2,ПК,3,34.74,0,0,утро,1,0
2,смартфон,4,1.0,1,0,утро,0,0
1,смартфон,2,2.99,1,0,вечер,1,0
1,смартфон,2,3.2,1,0,день,1,0
2,планшет,3,5.57,2,0,вечер,0,0
1,смартфон,5,1.0,4,1,вечер,0,1
4,смартфон,5,24.56,1,0,утро,1,0
4,планшет,3,12.28,1,0,день,0,1
1,смартфон,5,1.0,2,0,день,0,1
2,смартфон,3,1.92,1,0,вечер,0,1
3,смартфон,5,9.24,1,0,ночь,0,0
4,ПК,5,23.91,1,0,утро,1,0
3,смартфон,5,1.0,0,0,день,0,1
1,смартфон,2,5.68,2,0,утро,1,0
3,ПК,8,2.23,1,0,вечер,1,0
1,смартфон,1,1.99,0,0,вечер,0,0
1,планшет,3,13.1,0,1,вечер,0,0
1,смартфон,6,17.52,2,0,вечер,0,1
3,смартфон,3,25.4,2,1,утро,0,1
1,планшет,4,11.52,3,0,день,1,0
3,ПК,4,1.0,4,0,день,1,1
1,смартфон,1,4.42,0,1,вечер,0,0
2,планшет,4,5.83,2,0,вечер,1,1
1,планшет,7,3.23,1,1,день,1,1
1,смартфон,5,7.76,1,0,ночь,0,1
1,планшет,3,2.65,4,0,день,0,0
1,смартфон,2,22.97,1,0,день,0,0
1,смартфон,5,1.55,1,0,день,0,0
3,смартфон,3,5.55,2,1,вечер,0,1
1,ПК,1,1.33,1,0,день,0,1
1,смартфон,4,4.44,1,0,ночь,1,0
3,планшет,3,6.63,0,0,день,0,0
2,смартфон,1,8.07,0,0,день,0,1
1,смартфон,8,4.03,1,0,утро,0,1
1,планшет,5,16.59,0,0,день,0,0
3,ПК,6,7.24,5,0,вечер,0,0
3,смартфон,2,48.82,1,0,ночь,0,1
1,смартфон,6,1.32,0,0,день,0,0
2,ПК,5,2.03,4,0,день,0,1
3,смартфон,4,16.18,1,1,день,0,1
2,планшет,3,8.08,5,1,ночь,0,1
1,планшет,6,4.46,2,0,день,1,1
2,планшет,6,5.28,1,0,вечер,0,0
1,ПК,5,8.3,2,0,утро,0,0
2,планшет,4,1.0,0,0,вечер,0,0
4,смартфон,7,14.49,0,0,день,0,0
1,смартфон,3,5.96,1,0,ночь,0,0
1,смартфон,2,5.32,1,0,утро,0,0
1,смартфон,7,14.84,2,0,утро,0,1
4,ПК,3,8.42,1,1,день,0,1
2,смартфон,5,14.03,2,0,день,0,0
1,планшет,2,26.4,3,0,ночь,1,0
1,планшет,3,29.16,1,0,день,0,1
1,ПК,6,5.61,0,0,вечер,1,1
3,смартфон,5,1.0,2,0,утро,1,0
1,планшет,1,1.0,0,1,ночь,0,0
2,смартфон,7,12.22,3,1,вечер,0,1
2,планшет,9,1.0,0,0,ночь,0,1
3,смартфон,1,4.95,4,0,утро,0,1
2,ПК,4,10.85,1,0,день,0,0
1,смартфон,7,60.0,2,0,вечер,0,1
4,смартфон,2,2.52,2,0,день,1,1
2,смартфон,3,1.0,2,0,утро,0,0
2,ПК,5,1.0,0,0,ночь,1,0
1,планшет,4,2.53,3,0,утро,0,0
4,смартфон,3,49.63,1,0,утро,0,0
1,смартфон,3,1.0,1,0,день,0,0
3,смартфон,2,13.83,0,0,вечер,1,0
2,смартфон,8,1.62,1,1,день,1,1
1,смартфон,5,2.28,1,0,утро,0,0
1,смартфон,5,1.0,1,0,день,0,0
1,планшет,7,2.59,3,0,вечер,1,0
1,смартфон,7,1.23,2,0,день,0,0
1,ПК,7,1.0,2,0,вечер,0,1
1,смартфон,4,16.03,2,0,день,0,1
3,планшет,4,2.11,0,0,день,0,0
2,планшет,3,1.26,2,0,утро,0,1
3,смартфон,3,3.18,2,0,вечер,0,0
1,смартфон,1,14.02,3,0,вечер,0,0
1,смартфон,4,2.55,1,0,день,0,0
1,смартфон,2,7.81,2,0,вечер,0,0
5,смартфон,6,2.45,2,0,день,0,1
5,смартфон,6,4.9,0,0,день,0,1
3,смартфон,5,7.37,2,0,утро,1,0
3,смартфон,5,14.18,1,0,утро,1,0
2,смартфон,3,3.31,2,0,вечер,0,1
2,смартфон,8,5.91,2,0,день,1,0
2,смартфон,5,10.3,2,0,вечер,0,0
1,планшет,5,3.22,1,0,вечер,0,1
2,планшет,4,2.49,0,0,вечер,0,0
1,ПК,1,8.41,4,0,день,0,0
2,смартфон,3,30.45,3,0,ночь,0,1
2,смартфон,2,24.09,3,0,вечер,0,0
4,смартфон,5,9.17,0,0,день,0,1
4,смартфон,2,5.48,1,0,день,0,0
2,планшет,7,8.34,1,0,утро,0,1
2,смартфон,2,16.19,2,0,день,0,1
4,ПК,2,1.0,0,0,день,0,0
2,планшет,5,15.2,3,1,утро,1,1
4,ПК,5,10.73,2,1,ночь,0,1
1,смартфон,5,3.13,3,0,день,0,0
1,смартфон,5,20.88,4,0,утро,0,1
2,смартфон,1,1.0,3,0,вечер,1,1
2,смартфон,7,25.09,3,0,день,0,1
3,ПК,8,4.91,0,0,вечер,1,0
3,смартфон,4,16.62,0,0,день,0,0
4,смартфон,4,1.68,1,0,утро,0,1
1,смартфон,4,8.38,1,0,ночь,0,0
2,смартфон,4,1.0,0,0,вечер,0,0
1,смартфон,1,3.27,3,0,утро,0,1
1,смартфон,4,17.7,1,0,вечер,0,0
5,планшет,8,6.06,0,0,вечер,1,0
1,ПК,3,10.77,1,0,вечер,0,0
3,смартфон,2,16.46,0,0,утро,0,0
1,смартфон,5,7.56,0,0,утро,1,0
1,смартфон,3,8.81,1,0,день,0,0
1,ПК,4,14.54,1,0,вечер,0,0
1,смартфон,7,1.28,0,1,день,0,1
1,ПК,3,1.0,1,0,день,0,0
3,смартфон,2,9.73,4,0,день,0,1
2,смартфон,2,36.91,3,0,ночь,0,0
1,смартфон,4,10.35,1,0,ночь,0,0
3,ПК,6,12.21,1,0,ночь,0,1
3,смартфон,2,10.75,1,0,день,1,1
1,смартфон,3,9.31,2,1,утро,0,1
2,смартфон,6,2.2,0,0,ночь,1,0
1,смартфон,4,18.34,3,0,утро,0,0
2,смартфон,8,8.59,2,0,ночь,0,0
1,ПК,5,38.33,2,0,день,0,1
3,ПК,5,1.0,0,0,день,0,0
2,ПК,5,3.55,1,1,утро,0,1
4,смартфон,1,1.05,2,0,ночь,0,0
1,смартфон,7,19.6,3,1,утро,0,1
4,смартфон,1,17.03,2,0,вечер,1,1
1,смартфон,2,14.83,3,0,утро,0,0
1,ПК,6,11.35,1,0,утро,0,0
1,смартфон,7,1.13,1,1,утро,0,1
4,ПК,4,5.21,0,0,утро,1,0
4,ПК,8,12.19,3,0,вечер,0,1
2,смартфон,2,4.48,2,1,утро,0,1
2,планшет,4,12.65,0,0,вечер,0,1
2,смартфон,8,3.36,1,0,вечер,0,0
2,смартфон,3,7.84,3,1,день,0,1
4,смартфон,2,4.38,2,1,вечер,1,1
1,ПК,4,25.45,2,0,вечер,0,0
4,смартфон,3,5.84,1,1,ночь,0,0
1,планшет,5,3.38,1,0,вечер,0,0
1,планшет,2,1.0,0,0,день,1,0
2,ПК,4,1.57,1,0,утро,0,0
3,планшет,4,8.32,0,0,вечер,0,1
2,смартфон,3,12.08,0,0,день,0,1
7,планшет,5,30.87,0,0,день,1,1
5,смартфон,1,9.08,1,0,утро,0,0
2,смартфон,5,11.42,0,0,день,1,1
3,смартфон,1,9.67,3,0,день,0,0
2,смартфон,7,23.28,0,0,вечер,1,1
2,ПК,4,3.6,3,0,утро,0,0
2,смартфон,1,9.24,2,1,утро,0,0
2,смартфон,3,32.13,4,0,день,0,1
2,смартфон,1,1.0,0,0,вечер,0,0
1,смартфон,3,3.16,2,0,день,0,0
1,смартфон,2,14.22,1,0,вечер,1,0
5,смартфон,3,6.35,2,0,день,0,0
5,ПК,6,1.84,0,0,утро,0,1
1,смартфон,7,8.48,2,1,день,1,1
2,смартфон,3,7.24,0,0,утро,0,0
1,смартфон,6,6.05,4,0,ночь,0,1
1,смартфон,12,4.18,1,0,ночь,0,1
2,ПК,2,1.0,1,0,день,0,0
1,смартфон,1,9.27,1,0,день,0,0
2,смартфон,4,7.28,2,0,вечер,0,1
4,смартфон,2,8.8,2,0,день,0,0
3,ПК,8,1.0,1,0,день,0,0
3,смартфон,4,1.0,2,0,вечер,0,0
5,смартфон,3,1.84,3,0,утро,0,0
3,смартфон,4,5.95,0,0,ночь,1,1
6,ПК,1,16.5,2,0,вечер,0,0
1,ПК,3,2.82,0,0,вечер,1,0
4,смартфон,4,16.52,1,0,день,0,1
1,ПК,5,2.68,0,1,вечер,0,0
2,смартфон,3,13.82,1,0,день,0,0
4,смартфон,6,20.73,2,0,день,0,1
2,смартфон,4,16.95,1,0,день,0,1
3,ПК,2,13.41,0,0,ночь,1,0
1,смартфон,6,1.0,0,0,день,0,0
1,планшет,3,4.01,2,0,день,0,0
2,смартфон,4,2.19,2,0,ночь,0,1
5,ПК,3,6.44,0,0,утро,0,0
1,смартфон,1,4.37,3,0,день,1,1
1,смартфон,3,9.62,1,0,вечер,1,0
2,смартфон,4,8.34,3,0,вечер,1,0
2,смартфон,7,5.64,1,0,утро,1,0
1,смартфон,2,14.58,2,0,утро,0,0
1,смартфон,1,1.0,1,0,вечер,0,0
3,ПК,3,20.08,1,0,день,0,1
1,смартфон,6,1.0,2,0,день,0,1
1,смартфон,5,6.02,1,0,вечер,0,0
1,смартфон,9,21.32,1,0,вечер,0,1
2,смартфон,1,5.41,2,0,вечер,1,0
2,смартфон,2,14.09,1,0,утро,1,0
2,ПК,4,5.16,1,0,день,1,0
1,смартфон,5,19.03,1,1,день,0,1
3,ПК,5,60.0,0,0,вечер,0,1
4,смартфон,4,22.86,1,1,утро,0,1
1,ПК,4,1.0,5,0,вечер,0,0
5,смартфон,4,1.6,4,0,вечер,0,0
2,смартфон,1,7.81,0,0,ночь,0,0
1,смартфон,1,32.6,1,0,день,0,0
3,ПК,2,5.21,1,0,день,0,1
2,планшет,5,3.24,2,0,вечер,0,0
1,смартфон,4,33.52,0,0,вечер,1,1
2,смартфон,1,12.34,0,0,утро,0,0
1,ПК,3,14.72,1,0,вечер,0,0
4,смартфон,6,1.17,1,0,вечер,0,1
3,смартфон,5,3.05,0,0,утро,1,0
3,ПК,2,7.0,1,0,день,0,0
5,ПК,3,13.33,1,1,день,0,1
1,планшет,4,4.27,3,0,день,1,0
3,ПК,2,2.28,0,0,день,0,0
3,смартфон,2,5.75,1,1,утро,0,0
5,смартфон,5,5.52,1,0,утро,0,1
2,планшет,3,20.63,1,0,ночь,0,0
1,планшет,5,27.15,2,0,день,0,1
2,ПК,3,1.85,2,0,вечер,0,0
4,ПК,1,3.28,3,0,день,0,1
1,смартфон,4,15.42,2,0,день,0,0
4,смартфон,3,2.81,1,0,день,0,0
2,смартфон,2,3.07,1,0,вечер,1,0
1,планшет,2,11.29,1,0,ночь,0,0
2,смартфон,1,7.15,5,0,утро,1,1
2,ПК,4,12.16,3,0,день,0,1
2,смартфон,3,1.0,1,0,вечер,0,0
3,смартфон,4,7.02,4,1,день,1,0
4,смартфон,4,11.17,2,0,день,0,1
2,планшет,4,6.43,3,0,утро,0,0
1,смартфон,4,1.37,1,0,день,1,0
2,планшет,7,1.44,1,0,вечер,0,0
2,смартфон,7,8.87,2,0,вечер,0,1
1,смартфон,3,1.56,5,1,день,0,1
1,смартфон,2,3.62,0,0,вечер,1,1
1,планшет,6,5.82,4,0,день,0,0
1,смартфон,9,9.0,0,0,день,1,0
2,ПК,6,3.08,0,0,утро,1,0
1,смартфон,1,5.2,2,0,вечер,0,0
2,смартфон,1,4.59,5,1,утро,0,1
4,смартфон,3,1.02,5,0,утро,0,0
4,смартфон,6,16.28,1,0,день,0,1
2,смартфон,3,13.56,0,0,ночь,0,0
2,смартфон,4,15.33,2,0,вечер,1,0
2,ПК,1,1.59,1,0,ночь,1,0
1,смартфон,4,7.29,1,0,утро,0,0
1,смартфон,4,4.01,1,0,день,0,0
1,смартфон,6,4.28,3,0,вечер,0,1
1,смартфон,5,1.0,2,0,ночь,0,0
1,смартфон,4,29.16,1,0,день,0,1
3,ПК,6,28.08,5,0,день,0,1
2,планшет,11,5.25,1,1,вечер,1,1
2,ПК,3,19.27,3,0,утро,0,0
3,смартфон,4,4.01,1,0,ночь,0,1
1,смартфон,8,8.2,0,1,день,0,0
6,смартфон,7,13.65,2,0,день,0,1
2,смартфон,7,7.4,3,0,день,1,1
4,смартфон,8,1.79,1,0,вечер,0,0
2,смартфон,5,4.76,3,0,утро,1,1
1,ПК,5,14.25,3,0,вечер,0,1
3,ПК,4,15.18,2,0,утро,0,0
1,смартфон,4,4.12,1,0,день,0,0
1,планшет,3,7.78,0,0,день,0,0
2,планшет,3,2.32,2,1,утро,0,1
1,смартфон,5,2.89,1,0,вечер,1,0
3,ПК,3,1.56,2,0,ночь,0,0
2,смартфон,6,5.76,1,1,ночь,0,1
4,планшет,3,12.73,3,1,день,1,1
1,смартфон,2,21.14,0,0,день,1,0
2,смартфон,1,7.87,0,0,день,0,1
2,смартфон,5,10.56,2,1,день,0,1
2,ПК,5,3.1,0,1,день,0,1
3,смартфон,3,2.26,2,1,день,0,1
3,смартфон,7,5.04,1,0,день,0,1
1,смартфон,3,8.19,0,1,день,0,1
2,смартфон,5,1.0,1,0,вечер,0,0
2,планшет,4,1.0,3,0,вечер,1,0
3,ПК,5,9.96,4,0,утро,0,0
3,ПК,3,2.22,1,0,ночь,1,0
1,планшет,2,6.04,0,0,вечер,1,0
1,ПК,1,27.57,3,0,утро,0,0
2,планшет,4,19.85,1,0,утро,0,1
1,ПК,1,1.0,0,0,ночь,0,0
2,смартфон,4,1.0,1,0,вечер,0,0
5,смартфон,3,1.57,4,0,утро,1,0
4,ПК,6,1.24,1,0,день,0,1
3,планшет,3,2.93,3,0,вечер,0,0
4,ПК,7,4.65,0,0,вечер,0,1
1,смартфон,3,1.0,2,0,утро,0,0
1,ПК,6,6.17,4,0,день,0,1
1,планшет,4,7.55,2,0,вечер,0,0
1,смартфон,5,10.84,5,0,вечер,0,1
2,смартфон,4,5.21,1,0,утро,0,0
1,смартфон,2,3.51,2,0,день,1,0
1,ПК,2,10.31,3,0,утро,1,0
1,планшет,6,24.21,0,1,день,1,1
3,ПК,6,5.05,0,0,день,0,1
3,смартфон,3,3.47,2,0,утро,1,0
2,ПК,3,12.65,1,0,вечер,0,0
2,смартфон,4,20.98,3,0,день,0,1
1,смартфон,4,32.14,1,0,день,1,0
1,смартфон,3,2.49,1,0,утро,0,0
1,ПК,5,3.61,3,0,день,1,0
1,смартфон,2,23.63,0,0,утро,0,0
4,смартфон,4,3.15,0,0,утро,0,0
2,смартфон,4,4.24,1,1,вечер,0,1
1,смартфон,5,10.2,1,1,вечер,0,0
5,ПК,7,8.4,0,0,день,0,1
1,смартфон,5,21.03,0,0,день,1,0
2,планшет,4,9.46,1,0,день,0,0
3,ПК,2,6.71,0,0,ночь,1,0
1,смартфон,5,1.0,2,0,ночь,0,0
1,ПК,5,36.9,1,0,день,1,0
2,смартфон,4,5.49,2,0,утро,0,0
1,ПК,6,8.5,1,0,ночь,0,1
1,смартфон,4,6.97,1,0,день,0,0
2,планшет,3,13.39,3,0,ночь,0,1
1,планшет,2,10.4,0,0,день,0,0
3,смартфон,6,4.2,2,0,ночь,0,1
1,смартфон,7,7.34,0,0,день,0,0
1,смартфон,2,17.49,3,0,день,1,1
1,смартфон,3,10.04,1,0,ночь,0,0
3,смартфон,5,30.92,2,0,вечер,1,1
3,ПК,5,14.02,0,0,вечер,0,0
1,смартфон,2,6.64,3,0,утро,0,0
2,смартфон,3,16.45,1,1,день,0,1
2,смартфон,5,5.84,3,0,вечер,1,0
2,смартфон,5,2.4,2,0,утро,0,1
1,смартфон,7,9.93,1,0,день,0,0
2,ПК,5,4.37,2,0,вечер,1,0
2,ПК,6,1.0,0,0,утро,0,0
1,смартфон,1,2.41,0,0,вечер,0,0
3,смартфон,2,1.83,0,1,утро,0,1
1,смартфон,6,15.84,4,0,утро,0,1
4,планшет,2,12.97,2,1,утро,0,0
3,планшет,5,9.53,3,0,день,1,0
4,ПК,4,27.23,3,1,утро,0,0
3,смартфон,9,1.96,1,0,день,1,0
1,ПК,5,1.78,1,0,день,0,0
2,смартфон,4,23.98,1,0,день,0,1
2,смартфон,3,10.41,2,1,утро,0,1
1,ПК,3,8.16,1,0,вечер,0,0
1,смартфон,5,13.47,0,1,день,0,1
1,смартфон,8,3.31,1,1,день,1,1
4,смартфон,5,9.04,3,0,вечер,0,1
1,смартфон,5,5.57,1,0,день,0,1
2,смартфон,4,3.67,1,0,утро,0,1
1,смартфон,6,20.9,1,1,утро,0,1
1,смартфон,5,1.75,1,0,вечер,0,0
4,ПК,1,1.0,0,0,утро,0,0
1,смартфон,4,4.45,1,0,вечер,1,0
2,планшет,2,2.21,4,0,вечер,0,0
1,смартфон,5,16.66,2,0,день,0,0
3,смартфон,2,1.35,1,0,день,0,0
2,смартфон,5,27.72,2,0,утро,0,1
2,планшет,7,1.83,3,0,вечер,1,0
2,планшет,2,22.01,4,0,ночь,0,0
1,смартфон,4,1.84,1,0,утро,0,0
2,ПК,2,1.0,2,0,утро,0,0
2,ПК,6,6.69,2,1,день,0,0
3,смартфон,2,4.41,5,0,вечер,1,1
3,планшет,5,9.11,0,0,утро,0,1
1,смартфон,5,10.24,2,0,день,0,1
3,смартфон,3,27.24,2,0,утро,0,1
3,смартфон,3,30.52,2,0,ночь,0,1
4,ПК,2,6.83,0,0,утро,0,0
1,смартфон,4,2.34,1,0,день,1,0
1,ПК,5,2.84,2,1,день,1,1
1,планшет,1,1.05,1,0,утро,0,0
1,смартфон,5,3.28,0,0,день,0,0
1,смартфон,1,24.23,1,1,день,1,1
2,планшет,8,4.54,2,1,вечер,0,1
5,смартфон,4,9.93,0,1,вечер,0,1
1,смартфон,3,39.76,3,0,ночь,1,1
6,планшет,4,1.13,2,0,день,1,1
1,ПК,3,14.93,2,0,вечер,0,0
4,ПК,4,12.03,1,0,вечер,1,0
2,смартфон,7,17.09,1,0,утро,0,0
3,смартфон,3,1.48,1,0,день,0,0
1,ПК,6,6.97,1,1,ночь,0,0
4,ПК,3,10.0,3,0,вечер,1,0
2,смартфон,3,14.27,0,0,вечер,0,0
1,ПК,2,12.47,2,0,день,1,0
1,смартфон,2,8.46,2,0,вечер,0,1
3,смартфон,4,6.33,2,0,вечер,0,1
4,смартфон,6,28.42,1,0,день,1,1
2,смартфон,3,2.01,1,0,вечер,0,1
4,ПК,4,2.29,2,0,утро,0,0
3,смартфон,4,1.18,1,0,день,1,1
2,смартфон,2,1.2,3,0,утро,1,0
5,ПК,6,20.67,1,1,вечер,0,1
1,ПК,5,9.33,0,0,утро,0,0
2,смартфон,2,27.35,4,0,утро,1,0
2,планшет,4,21.79,1,0,день,0,0
1,планшет,6,3.57,1,1,день,1,1
1,планшет,5,10.25,1,0,утро,0,0
3,планшет,6,4.77,1,0,день,1,1
3,смартфон,9,20.89,3,0,день,0,1
3,смартфон,5,13.25,4,0,утро,0,1
2,ПК,3,1.32,3,0,день,1,0
3,ПК,3,2.92,0,0,день,0,0
3,смартфон,6,10.72,3,0,вечер,0,1
1,смартфон,6,2.83,4,0,утро,0,0
1,ПК,4,7.64,1,1,день,0,0
4,смартфон,5,2.8,4,0,день,0,1
1,смартфон,7,11.47,3,0,вечер,1,1
2,смартфон,3,1.0,5,0,ночь,0,1
3,смартфон,5,12.77,0,0,вечер,0,0
1,смартфон,5,4.11,0,0,день,0,0
1,смартфон,2,6.04,0,0,вечер,0,0
4,смартфон,3,6.61,1,0,вечер,0,1
5,ПК,2,2.16,2,0,утро,0,0
1,ПК,6,28.5,3,0,вечер,0,0
1,ПК,4,1.0,0,1,день,0,1
5,ПК,13,4.66,2,1,утро,0,1
1,планшет,1,1.38,4,0,ночь,0,0
2,смартфон,3,4.46,2,0,вечер,1,0
1,смартфон,5,1.1,0,0,вечер,0,0
2,смартфон,5,4.76,0,1,ночь,0,1
2,смартфон,4,2.16,4,0,ночь,0,1
1,смартфон,4,8.07,4,0,день,0,1
3,ПК,7,1.0,0,0,день,0,1
3,смартфон,3,7.05,3,0,вечер,0,1
3,смартфон,4,3.32,3,1,день,1,1
1,планшет,2,3.88,0,0,утро,0,0
1,смартфон,5,4.38,1,1,вечер,1,0
2,ПК,7,10.58,3,0,день,0,1
1,смартфон,2,14.18,2,0,утро,0,0
4,смартфон,2,4.0,1,0,ночь,0,1
4,ПК,1,25.9,0,0,утро,0,0
1,планшет,8,13.71,2,0,ночь,0,1
1,смартфон,2,5.17,1,0,день,0,0
2,смартфон,3,1.03,1,0,день,0,1
2,планшет,2,8.22,2,0,день,1,0
4,смартфон,6,9.51,0,0,ночь,0,0
1,ПК,6,1.47,2,0,утро,0,1
1,ПК,5,19.11,1,0,вечер,1,1
2,смартфон,4,4.8,2,0,утро,1,0
6,планшет,5,1.65,0,1,ночь,1,0
1,ПК,2,7.36,1,0,ночь,1,0
1,смартфон,9,5.48,1,0,день,0,1
1,ПК,3,10.28,2,0,день,1,0
1,планшет,3,1.89,1,0,вечер,0,0
1,смартфон,3,1.0,1,0,день,1,0
1,планшет,2,6.47,2,0,утро,0,1
1,смартфон,1,1.71,1,0,ночь,0,0
4,смартфон,8,1.7,0,0,утро,0,1
6,ПК,2,11.33,3,0,утро,0,0
1,смартфон,5,2.99,4,1,утро,0,1
1,ПК,1,18.33,0,0,день,0,0
1,смартфон,4,7.23,0,0,день,1,0
2,смартфон,3,9.37,2,0,день,0,1
1,ПК,3,3.87,4,1,вечер,0,1
5,ПК,5,2.53,1,0,день,0,1
2,ПК,5,1.73,4,0,ночь,0,1
2,ПК,6,12.28,1,0,утро,0,1
1,смартфон,3,11.68,1,0,ночь,1,0
1,ПК,1,6.79,1,0,день,0,0
1,смартфон,2,15.2,1,1,утро,0,1
6,смартфон,2,16.22,1,0,вечер,1,1
2,смартфон,2,5.84,1,1,утро,0,0
1,ПК,5,10.53,3,0,вечер,0,1
1,смартфон,7,24.32,2,1,день,1,1
4,смартфон,2,1.0,3,0,утро,0,1
1,смартфон,5,1.0,2,0,вечер,0,0
4,смартфон,6,6.41,0,0,день,0,1
1,ПК,5,4.03,1,0,день,1,1
3,смартфон,7,1.0,1,1,вечер,0,1
2,смартфон,4,1.62,2,0,день,0,0
2,смартфон,4,2.98,0,0,вечер,0,0
3,смартфон,4,1.05,4,0,день,0,1
1,смартфон,5,3.84,2,0,день,1,1
1,смартфон,6,1.42,0,0,вечер,0,0
1,смартфон,1,9.8,1,1,утро,1,1
2,смартфон,10,11.93,0,0,ночь,0,1
1,ПК,4,14.94,1,0,день,0,0
1,ПК,2,20.38,0,0,утро,0,0
1,смартфон,3,1.0,4,0,день,0,1
3,смартфон,3,1.94,2,0,день,0,1
6,ПК,6,16.86,2,0,утро,0,0
2,смартфон,4,1.0,3,0,вечер,0,1
1,смартфон,2,10.95,1,1,день,0,0
1,смартфон,4,1.99,1,0,день,1,0
3,ПК,4,7.06,4,1,день,1,1
3,планшет,3,32.78,2,0,день,1,1
4,смартфон,6,10.46,0,0,ночь,1,0
2,смартфон,2,4.59,1,0,день,0,0
1,смартфон,2,11.68,3,1,день,0,1
2,смартфон,3,1.0,2,1,вечер,1,1
3,смартфон,4,30.06,3,0,утро,0,0
2,ПК,2,4.22,1,0,вечер,0,1
1,смартфон,3,39.18,2,0,день,0,1
2,смартфон,1,11.28,2,1,вечер,1,1
2,смартфон,1,3.39,2,0,день,1,0
1,смартфон,3,9.55,0,0,вечер,0,0
1,ПК,2,4.78,2,0,день,0,0
4,смартфон,7,10.29,2,0,вечер,1,1
2,смартфон,4,15.64,0,0,вечер,1,0
4,смартфон,3,6.36,0,0,утро,0,0
1,смартфон,5,2.51,2,0,день,0,0
1,ПК,4,39.87,1,1,день,0,0
3,смартфон,1,5.32,0,0,утро,0,1
2,смартфон,6,1.94,1,0,ночь,0,1
1,смартфон,3,13.44,3,0,день,0,1
1,ПК,4,10.65,5,1,утро,0,1
1,планшет,5,16.96,0,1,день,0,1
1,планшет,2,1.0,0,0,вечер,1,0
1,смартфон,5,4.27,2,0,утро,1,0
3,ПК,5,3.78,1,1,день,0,1
4,смартфон,4,25.75,0,0,утро,1,0
1,смартфон,4,4.3,3,0,вечер,0,1
3,планшет,4,7.49,1,0,утро,0,0
1,смартфон,6,1.0,1,0,день,1,1
3,смартфон,2,16.51,4,1,утро,0,1
1,смартфон,8,1.21,0,0,утро,0,0
2,смартфон,4,21.4,0,0,вечер,0,0
3,смартфон,6,13.28,2,0,утро,0,0
2,планшет,1,8.13,0,1,утро,0,1
1,смартфон,4,13.83,3,0,ночь,0,1
1,планшет,1,15.75,1,0,день,0,0
2,ПК,2,13.93,2,0,день,1,1
1,смартфон,8,10.81,1,1,вечер,0,1
2,смартфон,4,21.26,1,1,ночь,1,1
2,ПК,7,5.5,0,0,день,1,0
3,планшет,7,8.35,0,0,день,1,0
5,смартфон,7,34.86,0,0,день,0,1
2,смартфон,4,4.66,3,0,утро,1,1
2,планшет,4,13.9,2,0,день,0,0
1,смартфон,5,4.97,2,0,день,0,1
4,планшет,4,6.35,1,1,день,0,1
2,смартфон,2,4.09,2,0,день,0,1
2,ПК,8,1.66,2,1,утро,0,1
1,смартфон,4,35.83,0,0,день,0,1
1,планшет,3,5.93,2,0,день,0,0
1,ПК,7,3.28,1,0,ночь,0,1
1,смартфон,7,10.39,1,0,день,1,1
2,ПК,5,1.18,0,0,вечер,0,0
3,смартфон,1,7.84,2,0,вечер,1,0
3,смартфон,7,8.54,3,0,вечер,0,1
4,ПК,3,2.18,0,0,день,0,1
3,смартфон,4,32.09,3,1,день,0,1
1,смартфон,2,9.03,0,0,вечер,1,0
3,смартфон,3,2.52,1,0,утро,1,0
1,смартфон,4,17.92,3,0,утро,1,0
2,планшет,5,3.67,2,0,день,0,1
1,смартфон,7,13.09,2,0,вечер,0,1
1,смартфон,3,9.9,3,0,утро,0,0
1,смартфон,4,1.74,2,0,вечер,1,0
4,смартфон,2,1.0,0,0,день,0,0
1,смартфон,2,9.35,1,1,день,0,1
2,планшет,4,11.04,3,0,утро,0,0
2,смартфон,4,1.4,2,0,день,1,1
1,смартфон,3,1.9,1,0,вечер,0,1
3,ПК,4,1.0,0,1,день,0,1
4,смартфон,7,1.44,0,0,день,0,1
1,смартфон,5,8.87,4,0,утро,1,1
2,планшет,4,2.24,3,0,день,0,1
2,смартфон,4,3.41,0,0,вечер,0,1
5,смартфон,3,8.1,2,0,ночь,0,0
2,смартфон,4,5.35,2,0,день,1,1
2,смартфон,2,18.66,1,0,день,1,0
4,смартфон,2,8.46,2,0,вечер,0,1
1,ПК,3,1.42,4,1,утро,1,1
