membership_type,distance_km,visits_per_week,duration_months,age,gender,personal_goal,late_cancels,churn
1,4.2,6.9,3,22,0,1,0,0
2,2.4,6.4,55,43,1,0,3,0
1,18.1,6.7,23,37,0,0,0,0
2,12.2,6.0,12,24,0,1,0,0
1,3.9,0.1,16,61,1,0,3,0
2,12.9,0.9,47,64,1,1,0,0
2,7.0,4.7,37,18,1,1,2,0
0,3.3,1.0,3,48,1,1,1,0
0,16.1,3.2,16,41,1,0,1,0
2,2.6,1.4,4,27,1,1,2,0
2,19.3,1.1,1,42,0,0,0,0
2,15.6,0.7,23,46,1,1,0,1
0,14.4,5.9,14,45,0,0,1,0
0,5.2,5.9,59,40,1,1,0,0
2,15.3,3.4,3,57,1,1,2,0
2,0.9,4.3,44,52,1,1,0,0
1,11.3,1.6,56,60,1,1,0,0
1,6.6,6.4,38,63,0,0,1,0
1,16.7,4.0,43,18,1,1,0,0
0,15.3,4.5,40,24,1,1,0,0
0,10.0,3.1,13,41,0,1,1,0
2,9.7,4.7,36,61,0,1,1,0
2,1.9,4.5,58,47,0,0,0,0
0,5.1,6.8,50,25,1,0,1,0
0,14.3,4.2,8,56,0,1,2,0
2,1.8,1.2,34,20,0,0,1,0
2,15.9,5.0,17,50,0,0,2,0
2,19.6,2.1,31,20,1,0,1,1
0,2.0,1.6,5,36,0,0,1,0
2,9.4,3.2,45,46,0,1,0,0
0,11.8,3.8,45,51,0,1,0,1
1,16.4,0.3,51,61,1,1,0,1
1,3.4,4.1,17,24,0,1,0,0
2,7.5,4.7,46,34,1,0,0,0
2,16.8,6.4,52,64,0,1,2,1
1,10.6,3.8,21,60,1,1,2,0
1,3.7,0.7,52,21,0,1,0,0
2,17.5,4.0,7,24,1,1,0,0
0,18.8,6.0,51,58,1,1,1,1
0,14.9,4.7,8,25,0,0,1,0
2,19.5,5.9,17,43,0,1,1,0
1,18.6,0.9,21,47,1,1,2,1
1,2.9,3.5,41,55,0,0,1,0
1,8.5,3.8,33,60,1,1,2,0
2,12.1,5.9,18,29,1,1,0,0
1,14.8,2.3,8,50,1,1,1,0
2,10.9,5.0,17,65,1,1,0,0
1,13.2,4.2,44,30,1,1,1,0
2,2.8,2.2,3,63,0,1,1,0
0,8.4,4.1,44,40,1,1,1,0
1,0.6,5.8,7,57,1,0,1,0
1,13.2,3.4,27,37,0,0,0,0
1,3.7,0.1,45,42,0,0,2,0
2,8.4,1.6,12,61,0,1,1,0
2,10.2,2.9,32,62,0,1,0,0
1,13.5,4.8,50,24,0,0,1,0
0,15.4,6.5,51,37,1,0,1,0
0,14.4,2.5,1,24,0,1,2,0
1,11.6,1.7,44,55,0,1,1,0
1,10.8,0.7,29,25,0,1,1,0
1,17.2,5.1,40,36,1,1,0,0
2,17.4,5.0,11,19,1,1,0,0
1,1.7,4.5,26,35,1,1,1,0
2,5.8,5.7,10,65,0,0,1,0
2,18.5,3.1,7,39,0,0,1,0
0,12.1,0.8,21,29,0,1,1,0
2,3.1,2.3,10,47,1,0,0,0
2,1.9,1.2,4,25,0,0,1,0
2,2.3,6.6,21,65,1,1,1,0
1,15.5,6.3,36,61,1,1,1,1
2,4.8,4.4,45,56,0,0,2,0
0,5.2,6.6,57,38,1,1,0,0
2,3.0,6.7,44,21,1,1,0,0
0,12.2,6.4,26,40,1,1,1,0
2,10.5,2.1,16,25,1,0,1,0
2,6.0,0.2,18,53,0,0,1,0
1,13.3,3.6,25,37,0,1,2,0
0,15.7,4.5,60,62,1,1,2,1
1,19.6,3.3,24,38,1,0,3,0
2,9.8,6.8,28,39,0,0,0,0
2,8.6,4.9,54,49,1,0,2,0
0,6.2,4.1,44,28,1,1,0,0
2,15.8,5.4,7,37,0,1,2,0
2,19.5,3.7,27,44,0,0,1,1
0,12.2,6.1,55,62,1,1,1,1
2,13.0,3.3,46,48,1,0,0,0
0,13.9,0.7,15,24,0,1,0,0
0,8.8,1.4,59,36,1,0,0,0
1,4.8,3.1,60,62,0,0,3,0
2,5.5,3.1,51,55,1,1,0,0
2,12.5,6.5,3,63,1,1,1,0
0,12.9,3.0,48,20,0,0,1,0
2,9.5,0.6,53,38,0,1,1,0
2,1.3,3.4,32,50,0,1,0,0
1,17.6,5.0,35,60,1,1,0,1
2,5.3,1.6,10,36,1,0,1,0
1,11.8,6.1,36,62,1,1,0,0
0,14.9,0.1,13,51,0,1,2,0
1,4.1,4.9,36,21,1,1,1,0
2,9.7,1.7,53,39,1,0,1,0
0,0.5,5.1,25,57,0,0,2,1
1,1.4,4.2,33,61,1,0,0,0
1,5.4,6.3,45,45,0,1,1,0
2,13.3,0.6,16,57,1,0,0,0
2,17.8,3.4,41,27,1,1,0,1
0,8.8,4.3,8,36,0,1,2,0
1,1.0,6.1,40,63,0,1,0,0
1,6.2,0.1,56,24,1,0,4,0
2,19.2,5.6,5,20,1,0,1,0
2,2.7,3.3,19,24,0,1,0,0
1,15.2,6.3,34,60,1,1,2,1
1,15.1,0.7,17,65,0,1,0,1
2,12.0,1.6,54,47,0,1,0,0
1,18.7,3.4,52,64,1,1,1,1
2,13.0,4.8,11,35,1,1,2,0
2,19.3,0.9,49,22,1,0,1,1
2,16.6,4.2,34,57,0,0,0,1
2,16.0,3.0,26,37,1,1,2,1
0,19.0,2.4,60,62,1,1,1,1
1,12.5,5.0,38,38,0,1,0,0
1,6.8,4.0,4,56,1,1,3,0
2,2.5,0.6,49,20,0,1,0,0
1,14.0,2.7,40,22,0,0,1,0
2,10.7,0.3,47,47,1,0,2,0
0,8.0,2.6,21,64,1,1,2,1
2,19.0,6.5,15,24,1,1,1,0
1,18.3,4.4,47,47,0,1,0,1
2,7.9,5.0,54,46,0,1,0,0
1,18.9,2.1,3,43,1,1,2,0
2,8.9,4.8,53,20,1,1,0,0
1,4.5,6.7,1,34,0,1,0,0
2,12.6,5.2,17,44,0,1,1,0
2,2.3,6.0,13,33,1,0,0,0
1,3.5,1.0,55,39,1,0,1,0
0,16.4,3.5,38,45,1,0,0,0
2,16.5,1.4,48,36,1,1,0,1
0,5.2,4.1,54,64,0,1,1,1
2,15.1,4.4,57,59,1,0,1,1
2,19.5,0.4,44,46,0,0,1,1
0,19.2,6.8,48,59,1,1,1,1
0,9.2,5.3,1,31,0,1,1,0
2,17.3,4.6,31,38,0,1,0,1
2,11.4,2.3,39,48,1,1,1,0
1,11.5,2.6,26,59,1,1,0,0
1,5.2,0.5,14,44,0,1,0,0
0,8.0,0.9,42,53,0,0,2,1
2,4.7,2.6,28,23,0,1,1,0
2,15.0,5.4,18,56,1,0,0,0
2,13.0,5.1,53,49,0,0,0,0
1,16.2,1.3,46,52,0,0,0,1
0,12.6,2.0,32,46,1,1,0,1
0,5.9,0.4,24,25,0,1,0,0
1,19.1,5.0,3,19,1,1,0,0
2,13.2,6.5,12,61,1,0,1,0
2,9.8,3.0,46,49,1,0,1,0
2,15.7,1.9,51,32,0,0,1,1
0,5.5,1.6,15,56,0,1,0,0
1,16.3,5.5,44,25,1,1,2,0
0,7.1,4.6,12,62,1,1,2,0
0,2.0,6.9,48,65,1,0,3,1
2,15.8,6.7,38,62,0,1,0,1
1,4.2,0.5,6,57,0,1,0,0
1,13.1,1.3,2,53,1,0,1,0
0,5.8,1.0,51,51,1,0,2,1
1,13.9,3.5,56,48,1,1,0,0
1,3.0,2.8,40,64,1,1,0,0
1,12.7,5.5,18,29,1,1,1,0
1,4.2,1.4,39,27,0,1,1,0
1,10.3,0.7,3,61,1,1,1,0
1,17.5,4.4,44,57,1,0,0,1
0,9.8,1.2,36,28,0,1,1,0
2,15.6,5.7,11,50,0,1,0,0
2,3.4,1.9,18,60,0,1,0,0
1,13.3,2.7,33,52,0,0,1,0
1,3.5,2.4,37,52,0,1,0,0
2,15.5,6.6,52,20,1,1,0,1
1,14.4,1.8,19,54,1,1,0,0
2,8.3,2.9,32,40,0,0,4,0
2,9.7,2.9,53,18,0,1,1,0
1,3.8,6.0,43,18,0,0,0,0
0,12.9,5.7,25,32,1,1,2,0
2,18.3,6.0,33,21,0,1,1,1
0,11.4,4.4,31,25,1,1,2,0
1,6.6,1.8,7,38,0,1,1,0
0,8.5,1.4,15,42,1,1,1,0
1,4.8,0.8,59,60,1,1,0,0
2,9.1,4.0,22,24,0,1,1,0
1,10.2,2.7,40,56,1,0,1,0
0,18.8,0.4,50,32,0,1,0,0
0,8.9,5.0,42,40,1,1,1,0
2,17.3,3.2,35,64,0,1,0,1
2,3.8,0.4,49,45,1,1,0,0
1,11.1,3.1,24,64,0,1,1,0
2,12.0,6.6,37,54,1,0,1,0
0,12.1,1.2,36,45,0,1,1,0
2,10.3,4.5,40,29,0,1,1,0
1,15.5,3.0,14,62,0,1,0,1
2,3.9,2.3,27,60,0,1,3,0
1,1.8,1.1,45,32,1,0,0,0
2,3.3,2.7,3,43,1,0,0,0
1,11.5,0.2,44,33,1,0,0,0
1,5.4,2.6,44,65,0,0,0,0
2,14.9,4.0,35,33,1,1,3,0
0,1.7,2.3,40,41,0,1,1,0
0,18.2,1.1,1,65,1,0,0,0
0,19.1,3.0,25,48,1,1,1,1
2,15.8,2.5,58,40,0,0,0,1
1,17.6,6.9,54,21,1,1,1,0
2,7.9,3.9,11,37,0,0,1,0
1,3.6,3.2,2,59,1,1,0,0
1,4.4,6.7,54,34,1,0,0,0
1,10.3,5.5,45,24,0,1,0,0
2,13.4,2.5,57,55,1,1,0,0
2,11.6,3.3,24,60,1,1,4,0
0,2.5,3.6,30,18,0,0,2,0
0,14.7,1.4,4,33,1,0,2,0
0,15.9,0.9,42,65,1,1,2,1
1,1.1,1.1,33,44,1,1,2,0
1,9.4,2.5,18,60,0,1,2,0
2,9.0,0.6,9,32,0,1,1,0
2,1.8,1.4,44,33,1,1,1,0
0,3.9,0.7,36,47,0,0,0,1
2,16.4,0.1,1,19,0,1,0,0
1,11.9,2.8,26,37,0,1,1,0
1,4.8,3.1,18,32,1,0,3,0
1,9.4,5.2,52,49,1,1,2,0
2,17.2,4.0,33,33,0,1,2,1
2,2.5,6.0,6,36,0,1,2,0
2,19.1,4.8,5,58,0,1,2,0
2,3.3,5.7,51,28,1,0,2,0
2,6.2,4.0,8,51,1,1,1,0
2,4.0,3.7,36,18,1,1,0,0
0,9.7,6.8,8,55,1,0,2,0
2,6.6,2.9,12,28,0,0,0,0
2,19.8,3.7,24,44,0,0,2,1
0,0.8,4.9,1,44,0,1,1,0
2,6.8,3.4,17,35,1,1,1,0
2,12.1,2.9,1,57,0,1,0,0
0,7.1,4.7,1,27,0,1,2,0
1,9.4,0.3,26,24,1,1,0,0
1,8.8,6.0,1,27,1,1,1,0
0,2.2,6.8,5,57,1,1,1,0
0,13.2,4.3,46,49,1,1,0,1
1,16.8,3.3,30,27,0,0,0,0
2,10.8,3.2,5,34,1,0,0,0
1,3.4,3.9,31,37,0,1,2,0
1,9.9,5.1,26,29,1,0,1,0
2,0.8,2.1,4,51,1,0,2,0
2,18.2,2.2,58,39,1,0,0,1
2,5.2,1.0,12,41,1,1,0,0
0,18.1,5.1,57,63,1,0,0,1
1,11.9,2.6,35,46,1,0,1,0
1,19.7,5.9,57,47,0,0,1,1
2,17.1,3.4,28,57,1,0,0,1
2,0.7,0.8,17,50,0,0,0,0
1,0.8,7.0,18,31,1,0,1,0
1,15.0,5.7,10,25,0,0,2,0
2,10.6,1.9,23,44,1,1,0,0
2,15.2,0.6,35,30,0,0,0,1
1,12.0,0.2,7,46,1,1,1,0
1,5.0,5.5,57,36,1,1,1,0
0,15.8,0.7,25,21,1,1,2,0
0,1.1,1.8,22,46,1,0,0,1
0,16.2,0.7,26,26,0,0,0,0
0,13.5,6.7,7,54,0,1,0,0
2,13.6,2.3,14,21,1,1,0,0
1,1.4,1.7,36,45,1,1,3,0
0,4.6,5.0,28,46,1,1,1,1
2,10.0,4.5,5,25,0,0,1,0
0,9.1,2.4,21,24,0,0,1,0
1,1.0,3.9,36,57,0,1,0,0
0,7.0,4.4,39,20,0,1,0,0
2,19.4,2.9,49,43,0,0,1,1
0,6.5,5.6,53,38,1,1,0,0
2,12.8,5.2,29,59,0,0,2,0
2,13.8,6.0,25,31,1,0,2,0
2,12.7,0.7,16,54,0,0,0,0
2,6.1,4.1,53,37,0,1,0,0
0,11.6,5.1,37,65,0,1,1,1
2,14.2,0.1,50,61,1,1,2,0
2,8.0,4.3,51,31,1,0,3,0
1,6.0,2.5,30,36,0,0,2,0
2,5.9,6.2,60,21,1,0,0,0
2,18.4,5.8,17,47,1,0,2,0
2,13.1,1.8,7,65,0,1,2,0
2,15.2,5.6,43,55,1,0,0,1
1,11.6,1.0,59,59,1,1,0,0
1,12.8,5.5,10,24,0,1,1,0
1,5.9,4.8,60,57,1,0,1,0
0,17.9,5.8,9,56,1,0,0,0
1,10.3,3.7,11,26,1,1,0,0
1,16.2,5.4,46,26,1,1,2,0
0,10.6,5.1,58,38,0,1,0,0
0,2.8,0.4,58,35,1,0,1,0
1,2.7,3.6,51,27,1,1,1,0
0,9.6,3.9,26,58,0,1,2,1
2,8.9,6.3,59,30,1,1,0,0
1,18.3,3.9,40,30,0,1,1,0
1,3.1,6.3,11,20,0,1,0,0
0,13.9,1.7,23,63,1,0,1,1
1,18.4,3.0,1,44,0,1,1,0
0,8.5,3.7,1,20,0,1,0,0
0,17.8,2.4,30,31,0,0,0,0
1,3.3,2.4,40,61,1,1,1,0
2,2.6,1.1,36,37,0,1,3,0
1,5.1,1.2,12,49,1,1,0,0
0,10.7,6.0,60,30,1,1,1,0
0,13.1,5.2,50,65,1,1,0,1
2,15.5,3.1,45,27,1,0,0,1
2,15.4,5.4,47,44,1,1,0,1
2,2.7,1.0,13,63,1,0,0,0
1,17.5,1.5,46,19,1,1,0,0
1,2.7,4.1,9,32,0,1,1,0
2,18.0,0.7,59,26,1,0,2,1
1,19.2,4.7,8,33,1,0,1,0
2,11.9,2.2,37,49,0,1,1,0
1,14.0,6.3,23,21,1,0,1,0
1,7.7,4.4,43,25,1,0,0,0
0,11.2,3.1,6,49,1,1,2,0
0,16.7,3.8,27,31,1,1,0,0
2,3.6,1.6,10,64,0,0,1,0
1,10.3,0.2,31,24,1,1,2,0
2,8.5,0.4,32,23,0,1,1,0
1,17.4,2.8,30,31,1,1,1,0
0,3.1,5.9,58,32,1,1,0,0
1,17.9,4.8,27,38,0,1,1,0
1,5.4,4.5,15,39,0,0,0,0
2,12.3,6.7,40,64,0,1,1,0
0,7.9,6.3,60,28,0,1,0,0
2,18.7,3.0,19,25,0,0,0,0
1,4.4,5.2,52,64,0,1,0,0
1,10.3,3.5,56,51,0,1,2,0
1,5.0,4.9,49,58,0,0,1,0
1,16.1,3.1,58,21,0,1,1,0
1,5.8,4.0,43,26,1,1,0,0
1,19.1,1.1,20,42,1,1,1,0
1,18.5,5.2,33,19,0,1,0,0
1,9.8,0.3,5,26,1,0,0,0
1,0.8,0.4,36,54,0,0,0,0
2,19.3,3.9,60,59,0,0,1,1
0,13.9,4.5,29,49,0,1,2,1
1,10.1,2.0,23,48,0,1,1,0
1,12.3,6.3,30,48,1,1,0,0
0,2.7,3.5,41,53,0,0,1,1
1,3.6,0.9,58,49,0,1,2,0
0,13.0,6.3,22,54,0,1,1,1
1,1.5,4.0,48,26,1,1,1,0
2,14.2,4.8,40,50,1,0,1,0
1,18.4,2.5,31,54,0,1,2,1
1,14.3,6.0,19,53,0,1,3,0
0,11.4,4.4,35,21,0,0,0,0
1,16.0,4.3,47,63,0,1,2,1
2,15.1,2.4,3,21,1,0,1,0
1,12.0,6.5,32,31,1,1,1,0
0,4.3,6.8,19,53,1,1,0,0
1,0.7,4.6,31,49,1,1,0,0
2,9.4,0.2,18,29,0,0,0,0
0,5.2,5.6,10,35,1,1,1,0
1,4.9,3.5,39,40,0,1,1,0
0,10.4,6.8,32,25,1,0,0,0
1,7.8,1.8,8,64,0,0,0,0
0,10.3,0.6,26,33,1,1,2,0
2,5.8,5.9,22,46,0,1,1,0
1,12.4,3.5,28,38,1,0,1,0
2,12.6,2.5,45,26,1,0,0,0
1,4.6,3.0,60,37,0,1,2,0
0,11.6,6.6,26,43,0,0,1,0
1,9.2,0.3,10,27,1,0,1,0
0,19.4,3.8,53,62,1,1,1,1
1,14.6,1.6,8,32,0,1,3,0
1,4.0,5.9,9,18,1,0,1,0
2,17.7,4.1,6,34,1,0,0,0
1,9.8,3.5,1,36,1,1,1,0
0,17.0,4.2,27,24,0,0,0,0
1,16.7,2.3,52,41,1,1,1,0
1,0.8,5.6,19,35,0,0,0,0
1,5.1,4.1,28,64,1,0,0,0
0,18.3,5.9,56,52,1,0,1,1
2,15.5,4.1,3,25,1,0,0,0
1,3.1,1.2,7,41,0,0,0,0
0,4.6,5.4,54,49,1,1,0,1
2,12.6,6.0,41,48,1,0,1,0
0,5.9,5.5,20,37,0,0,2,0
2,4.5,3.1,31,32,1,1,1,0
2,19.7,4.7,22,39,0,1,1,1
1,9.4,5.4,2,32,0,0,1,0
0,10.6,2.0,17,62,1,0,0,0
1,13.2,0.9,10,50,1,1,0,0
2,2.0,6.7,8,52,0,0,2,0
2,8.2,6.5,57,47,1,1,0,0
2,18.2,4.8,33,38,0,1,0,1
1,18.9,4.1,17,59,0,0,3,1
1,10.2,6.7,58,34,1,1,0,0
2,17.9,5.4,19,35,1,1,0,0
1,10.2,3.1,32,48,0,0,1,0
0,19.7,6.1,40,28,1,1,1,0
1,15.9,5.8,40,59,0,1,1,1
2,16.7,3.8,13,29,1,0,1,0
1,4.1,2.5,57,44,0,1,0,0
0,0.6,2.5,6,49,0,0,1,0
0,10.3,3.9,37,50,0,0,2,1
0,19.7,6.1,13,54,0,1,0,0
1,19.4,3.0,49,38,0,0,2,0
1,12.5,0.8,30,42,0,1,2,0
2,4.1,2.3,50,30,0,1,1,0
0,0.7,0.1,44,46,1,0,1,1
2,10.2,6.1,44,53,0,1,1,0
0,6.4,1.7,52,43,1,0,4,0
0,7.1,6.7,12,60,1,0,0,0
1,16.7,2.7,22,57,1,1,2,1
2,2.2,3.7,3,32,1,0,0,0
1,2.3,5.3,13,56,0,0,1,0
2,9.1,0.3,30,62,0,1,1,0
1,8.6,2.9,13,33,0,1,1,0
2,1.7,2.8,16,46,0,0,0,0
2,11.1,0.3,58,29,0,1,0,0
0,8.9,4.9,57,28,0,0,1,0
0,19.9,5.3,12,46,0,1,0,0
2,1.8,4.2,47,32,1,0,0,0
0,2.8,3.0,41,54,1,1,1,1
2,3.6,1.4,21,53,1,1,0,0
1,6.8,1.4,14,19,0,1,1,0
2,13.5,4.7,20,22,0,1,0,0
0,19.3,3.4,6,25,1,1,4,0
0,18.2,4.6,20,49,1,0,0,0
0,9.1,6.4,11,18,0,0,1,0
0,1.9,4.5,33,31,0,0,1,0
1,13.1,0.5,55,49,0,0,1,0
1,8.6,4.7,44,41,0,0,0,0
2,1.0,0.1,55,33,1,1,0,0
2,16.4,6.7,53,19,1,1,0,1
2,10.8,1.8,12,18,1,1,0,0
0,9.0,3.8,38,61,0,1,0,1
1,14.6,4.2,52,33,1,1,1,0
2,17.2,1.5,59,25,1,1,0,1
1,18.7,0.9,58,27,0,1,3,0
2,7.0,5.6,44,43,0,1,1,0
0,4.1,4.8,58,52,1,1,0,1
0,6.9,4.3,49,59,0,1,0,1
0,19.5,1.2,35,38,0,1,0,0
0,2.4,5.3,41,22,1,1,0,0
2,19.0,4.5,8,38,0,1,2,0
1,12.6,4.1,5,52,0,1,0,0
2,0.7,3.2,26,35,1,1,2,0
2,17.3,1.2,23,24,1,1,0,1
1,13.8,1.3,10,22,1,1,1,0
2,3.3,5.8,26,65,1,0,0,0
2,7.2,1.5,26,34,0,1,1,0
0,17.5,6.4,26,44,0,1,0,0
0,14.7,1.1,9,45,0,0,0,0
2,6.7,4.7,55,63,1,1,0,0
0,16.0,2.9,13,26,1,1,0,0
1,5.5,4.4,41,34,1,0,0,0
0,11.2,0.3,4,63,0,1,1,0
0,18.7,2.5,1,49,1,1,4,0
2,9.0,1.3,53,42,1,1,1,0
1,11.3,0.8,46,51,1,1,1,0
1,15.6,0.2,48,18,0,0,0,0
1,4.5,0.3,33,50,1,1,2,0
1,9.3,4.9,46,54,1,1,1,0
0,18.4,3.5,56,35,1,1,1,0
1,13.2,2.2,28,48,0,1,2,0
0,14.2,0.6,56,57,0,0,1,1
0,19.3,1.2,41,61,1,1,0,1
2,12.0,1.9,16,36,0,1,1,0
0,17.5,3.4,54,52,1,1,0,1
1,19.9,6.6,13,31,1,0,0,0
1,13.7,2.4,23,26,0,1,4,0
0,13.9,2.5,42,37,0,1,0,0
1,4.0,5.0,21,20,1,1,1,0
1,9.5,3.4,13,27,0,0,0,0
1,14.9,2.0,35,24,1,0,0,0
0,7.2,1.1,45,46,1,1,2,1
0,2.8,0.3,57,18,1,1,1,0
0,0.9,1.5,3,31,0,1,2,0
0,13.5,6.5,23,48,0,0,0,1
1,1.1,7.0,14,47,1,0,0,0
2,10.0,5.6,17,33,0,1,0,0
2,17.7,3.2,38,24,0,0,0,1
2,16.6,5.0,28,20,1,1,0,1
0,14.5,5.8,25,48,0,0,1,1
0,17.3,2.5,7,38,0,0,0,0
1,15.1,1.2,28,24,1,0,1,0
2,0.9,1.1,20,38,0,0,0,0
2,9.7,4.0,42,33,1,0,0,0
1,0.8,0.4,9,55,0,1,1,0
0,11.3,7.0,22,45,1,0,0,0
1,5.1,3.1,54,59,1,0,2,0
2,9.1,1.6,6,19,0,1,0,0
1,4.5,3.6,18,49,0,1,1,0
0,16.5,1.7,59,29,1,0,0,0
1,4.1,4.3,14,56,0,0,0,0
2,6.9,5.7,28,19,0,1,0,0
2,0.8,3.0,34,36,0,1,2,0
0,6.5,5.2,49,33,1,0,1,0
1,1.0,4.1,30,63,0,1,2,0
1,9.3,1.2,2,32,0,1,1,0
1,1.0,1.5,13,23,1,1,1,0
0,8.1,3.8,1,20,1,1,1,0
1,12.3,5.9,23,43,0,0,0,0
1,18.2,3.1,17,21,0,1,1,0
2,11.3,4.4,10,23,1,0,0,0
1,10.5,5.3,17,27,1,1,1,0
1,1.4,5.6,25,60,1,0,1,0
2,7.8,4.5,41,59,1,1,1,0
1,8.2,5.5,31,26,1,1,1,0
2,6.8,4.2,35,40,0,1,0,0
2,17.8,6.5,51,31,1,1,0,1
2,8.2,2.4,9,40,1,0,2,0
2,4.6,5.9,56,19,0,1,0,0
2,15.8,4.5,38,64,1,1,0,1
0,16.3,4.0,39,31,0,1,3,0
2,7.2,5.0,14,22,0,0,1,0
2,16.5,0.2,45,24,1,0,1,1
0,14.3,5.5,50,32,0,0,1,0
2,2.6,1.6,4,35,1,0,1,0
0,7.7,1.1,48,31,1,0,0,0
2,17.1,4.7,3,42,1,1,1,0
2,7.8,6.3,41,42,0,1,0,0
0,17.4,3.9,11,58,0,1,1,0
0,9.2,1.6,8,38,0,0,1,0
2,11.5,5.2,34,24,1,1,2,0
0,8.1,6.3,2,35,1,1,0,0
2,12.5,5.1,10,54,1,1,0,0
0,10.7,5.7,42,45,0,1,1,0
2,16.9,6.5,48,26,1,1,1,1
1,19.4,3.7,24,54,1,1,3,1
2,6.1,6.3,39,34,1,0,0,0
2,3.5,5.6,4,55,0,1,4,0
2,6.9,2.4,3,61,0,0,3,0
1,14.4,2.3,43,25,1,1,0,0
2,4.6,1.5,3,59,0,0,2,0
1,6.8,4.7,4,35,1,1,0,0
0,18.7,6.2,46,37,1,0,0,0
0,15.2,0.6,1,27,1,1,3,0
0,19.1,4.1,11,54,0,1,3,0
1,2.2,4.9,54,24,1,1,2,0
1,10.0,5.7,19,30,1,1,3,0
0,18.1,3.9,48,24,0,1,1,0
0,9.1,4.6,35,44,1,1,0,0
2,13.9,3.7,3,62,0,1,1,0
0,3.8,1.3,59,43,0,0,0,0
0,5.3,0.5,56,36,1,0,1,0
1,8.8,1.8,5,37,1,1,1,0
2,6.6,5.7,30,50,1,1,0,0
2,13.1,0.8,29,60,0,1,0,0
1,16.6,0.5,49,33,0,1,1,0
0,7.5,1.6,45,54,1,0,1,1
0,15.4,2.0,34,42,1,0,0,0
0,6.0,2.8,54,33,1,1,1,0
0,8.4,5.8,23,28,1,0,1,0
0,1.2,4.4,49,43,1,1,0,0
1,3.3,5.3,30,32,1,1,1,0
0,2.7,6.2,22,54,0,1,0,1
0,11.8,5.4,20,31,1,1,1,0
1,12.7,1.8,17,39,1,0,0,0
2,1.6,3.8,41,31,0,0,0,0
1,11.4,3.2,12,18,0,1,1,0
2,15.2,5.8,36,19,1,1,1,1
2,10.3,1.7,50,22,0,1,0,0
0,9.5,4.3,59,31,1,1,0,0
2,12.9,0.3,36,47,1,0,0,0
0,8.0,2.3,58,46,1,1,1,1
2,12.3,3.3,42,52,0,1,0,0
1,18.5,1.4,17,38,1,0,0,0
2,17.2,4.7,15,58,1,1,1,0
2,14.9,2.6,38,60,0,1,1,0
0,17.5,1.3,22,24,0,0,1,0
2,6.3,6.1,28,46,0,0,0,0
1,15.1,1.4,39,65,1,0,3,1
2,6.2,4.0,37,35,1,0,1,0
2,10.6,3.4,19,53,1,0,0,0
1,10.0,3.1,14,22,0,1,1,0
0,1.4,1.7,3,21,1,0,0,0
2,11.6,5.7,21,58,0,1,0,0
1,10.3,4.5,12,54,0,0,0,0
2,10.6,5.6,57,30,0,0,1,0
2,1.1,5.1,2,21,0,1,2,0
0,7.8,5.4,33,34,0,1,2,0
2,8.8,1.3,13,36,0,1,0,0
1,14.9,4.3,22,51,0,1,0,0
1,14.8,5.5,11,39,1,0,1,0
2,7.9,3.5,3,56,0,0,1,0
2,8.4,4.3,11,63,1,1,1,0
0,14.4,1.9,5,48,1,1,1,0
0,8.7,3.2,56,58,1,1,1,1
2,12.3,5.9,15,42,0,1,1,0
2,5.7,1.5,23,63,1,1,0,0
2,1.5,5.0,23,25,0,1,0,0
1,14.0,4.4,46,64,1,1,0,0
1,13.5,0.5,39,42,0,1,3,0
1,2.1,4.7,51,29,1,1,4,0
1,1.0,3.2,55,47,1,1,1,0
1,0.5,1.3,59,60,1,1,2,0
2,3.0,3.0,46,25,0,0,0,0
2,4.6,0.9,28,57,1,1,2,0
2,17.2,6.6,35,29,1,1,1,1
2,9.0,6.8,53,28,1,1,1,0
2,13.2,3.0,39,59,1,1,1,0
1,19.4,1.5,28,63,0,0,1,1
2,9.1,5.6,60,59,1,0,2,0
2,16.1,2.2,4,59,1,1,0,0
2,8.0,2.5,24,57,1,0,2,0
2,15.0,2.8,13,38,0,1,1,0
0,5.6,5.0,13,27,0,1,1,0
2,17.8,4.3,4,30,0,0,1,0
0,1.5,6.9,17,31,0,1,1,0
0,9.3,5.9,7,61,0,1,0,0
2,19.8,6.8,10,53,0,1,0,0
2,3.3,5.4,58,50,0,0,1,0
1,2.5,3.0,58,40,0,0,0,0
1,7.0,6.4,2,27,0,1,0,0
0,3.2,2.8,15,47,0,1,0,0
0,13.7,0.7,55,42,1,0,2,0
2,12.5,1.5,55,59,1,0,0,0
2,10.8,6.9,5,25,0,1,1,0
1,19.4,1.3,8,58,1,0,1,1
0,6.7,2.8,11,32,0,0,1,0
1,9.2,5.8,4,18,1,0,0,0
1,9.5,3.5,44,46,0,1,0,0
0,14.2,4.6,26,61,1,1,0,1
0,4.9,6.1,41,29,1,0,2,0
0,15.2,0.8,9,41,1,0,1,0
1,4.1,3.3,44,50,1,1,1,0
0,19.6,2.3,21,31,0,0,0,0
0,19.1,4.4,20,18,0,1,0,0
2,8.3,3.5,12,19,0,1,1,0
0,17.7,2.4,51,63,0,0,0,1
2,8.2,1.4,38,34,1,0,1,0
1,11.1,1.0,51,18,0,1,0,0
1,15.1,5.2,6,40,0,0,1,0
1,15.3,5.8,16,65,0,0,3,1
0,17.8,5.5,48,61,1,1,0,1
1,9.5,4.7,52,53,0,0,0,0
