transaction_id,user_id,category,price,quantity,total_amount,payment_method,is_return,rating
583,3796,Electronics,89.12,3,648.59,Card,0,5.0
36,3832,Clothing,285.87,3,1544.36,Card,0,1.0
1758,1285,Books,215.99,5,828.98,Card,0,2.0
3130,2027,Food,116.3,2,1580.1,Cash,0,
1861,3447,Clothing,195.42,3,2024.08,Online,1,4.0
655,2230,Electronics,353.28,4,791.15,Card,0,4.0
3331,3262,Electronics,464.58,5,147.24,Card,0,1.0
2885,3802,Clothing,259.63,2,1431.18,Online,0,2.0
3622,3056,Food,254.39,5,1192.8,Cash,0,2.0
2257,2072,Food,112.52,4,2279.85,Cash,0,1.0
979,2582,Food,422.48,4,2367.21,Online,0,
3701,2549,Books,429.3,5,2440.13,Card,0,4.0
360,2803,Books,365.61,1,2390.82,Cash,0,5.0
2402,1101,Electronics,460.5,1,1644.09,Cash,1,1.0
3134,1832,Electronics,326.19,4,709.99,Online,0,1.0
4004,2714,Clothing,280.05,4,1062.86,Cash,0,1.0
4454,4094,Books,184.92,5,774.41,Online,0,2.0
3002,4217,Food,22.58,4,107.7,Online,0,1.0
4476,3755,Clothing,431.8,3,1138.38,Cash,0,5.0
2549,1814,Food,394.55,4,2141.63,Cash,1,
659,1301,Food,9.28,3,1546.28,Cash,0,
2099,1183,Electronics,481.56,2,1389.48,Online,0,2.0
3747,3014,Electronics,195.55,3,1007.0,Cash,0,1.0
2427,1222,Clothing,324.07,4,1313.8,Online,0,5.0
3434,1704,Clothing,192.94,5,1778.28,Card,0,5.0
1871,3812,Electronics,454.87,1,658.64,Card,0,5.0
2054,2570,Food,390.76,5,1764.61,Cash,0,5.0
375,4323,Clothing,83.29,3,2400.77,Card,0,2.0
3232,3357,Other,417.45,3,688.76,Online,0,2.0
4034,3062,Clothing,403.58,3,2269.96,Card,0,1.0
3653,2209,Clothing,170.29,2,503.44,Cash,0,2.0
1178,2938,Clothing,440.37,5,1943.9,Cash,0,2.0
4308,2875,Clothing,226.69,3,825.73,Cash,0,2.0
3801,1019,Books,479.68,5,1657.68,Cash,0,4.0
1271,2474,Food,21.58,1,2491.48,Card,0,
2739,2889,Other,100.09,5,1313.26,Cash,0,3.0
928,1106,Clothing,375.7,5,1763.78,Card,0,5.0
4994,2499,Books,18.59,4,410.43,Card,0,3.0
3971,4471,Food,142.68,4,1728.78,Card,0,
1224,1044,Books,375.14,3,1405.55,Cash,0,4.0
1486,2435,Books,334.24,1,2153.11,Online,0,5.0
4764,4476,Electronics,287.21,5,1839.6,Online,0,1.0
1318,4971,Clothing,397.72,3,1179.18,Card,0,1.0
3242,1179,Food,133.26,2,1007.38,Card,0,4.0
999,2393,Clothing,356.8,3,379.34,Cash,0,2.0
4805,1116,Clothing,163.27,4,2029.12,Cash,0,5.0
2984,1465,Clothing,403.11,2,1037.1,Cash,0,1.0
4543,1008,Other,447.9,2,1437.56,Card,0,2.0
642,1589,Other,373.96,1,1417.06,Card,0,4.0
567,3137,Electronics,359.87,5,660.1,Online,0,2.0
1418,4215,Other,12.34,3,2253.79,Cash,0,3.0
4673,4338,Electronics,37.1,5,2434.43,Online,0,4.0
1520,2697,Clothing,461.45,4,808.6,Card,0,2.0
2181,2146,Electronics,209.6,4,943.02,Online,1,
2865,2406,Clothing,293.19,1,552.94,Online,0,5.0
3531,2233,Food,277.38,5,1164.89,Card,0,3.0
2811,1595,Clothing,242.47,2,529.34,Cash,0,4.0
4965,1778,Books,120.56,3,358.37,Cash,0,1.0
1716,1774,Electronics,325.95,2,1788.22,Card,0,3.0
3740,1796,Clothing,302.75,4,1331.94,Card,0,1.0
3182,1087,Books,383.05,5,636.52,Card,0,1.0
1695,3021,Books,148.36,5,2229.01,Online,0,5.0
4499,3194,Clothing,361.34,1,979.49,Online,0,4.0
4355,2933,Food,411.92,5,2246.24,Cash,0,4.0
963,1605,Other,439.23,2,1131.76,Online,0,4.0
1858,2766,Food,323.43,3,1648.48,Online,0,
1372,1786,Other,274.72,1,376.09,Card,1,3.0
3872,1686,Other,455.79,2,976.37,Card,0,1.0
593,3598,Books,182.07,1,732.87,Card,0,1.0
112,2250,Books,8.97,4,952.92,Cash,0,5.0
2890,4005,Food,96.39,2,1165.43,Cash,0,3.0
1945,1732,Books,296.57,5,2474.67,Cash,0,4.0
690,2073,Books,22.8,1,1352.23,Card,0,4.0
707,1241,Food,275.37,1,896.75,Card,0,
874,1293,Food,204.76,3,1076.66,Online,0,5.0
3280,1462,Clothing,62.62,3,295.52,Online,1,4.0
4009,2428,Other,437.95,4,1625.14,Cash,0,4.0
2597,2047,Clothing,26.04,5,1002.98,Cash,0,2.0
4127,2099,Clothing,178.45,4,1031.44,Cash,0,1.0
2722,4952,Food,349.53,1,2302.93,Card,0,
839,2472,Food,156.56,2,1053.98,Cash,0,1.0
2477,1762,Food,155.19,1,2024.35,Cash,0,
1599,4392,Food,105.26,5,2081.6,Online,0,
1718,3575,Food,473.96,4,711.23,Online,0,5.0
3439,2126,Clothing,496.66,3,108.91,Online,0,5.0
4266,1846,Clothing,387.09,4,1973.65,Card,0,1.0
1966,1713,Clothing,326.51,1,1466.05,Cash,0,3.0
3171,1933,Electronics,326.0,4,1270.89,Cash,0,3.0
111,4043,Clothing,79.4,4,2350.13,Cash,0,4.0
3621,4543,Other,93.02,1,2170.41,Card,0,3.0
4452,2822,Electronics,403.84,1,808.61,Online,0,4.0
4516,4512,Food,410.01,4,1573.58,Card,0,5.0
4781,4634,Other,275.46,1,167.43,Card,0,3.0
2720,1896,Clothing,21.77,1,1375.83,Card,0,5.0
847,4950,Electronics,43.0,1,85.03,Card,0,5.0
4931,1900,Electronics,381.27,1,323.95,Cash,0,5.0
2390,2911,Clothing,275.54,5,1492.12,Online,0,4.0
3470,4914,Clothing,85.84,4,1383.72,Card,0,4.0
1274,4375,Other,398.64,2,2213.69,Card,0,3.0
4114,3964,Books,123.33,5,125.15,Online,0,3.0
4675,4832,Food,414.64,2,1554.39,Card,1,
264,1934,Books,257.17,1,630.75,Card,0,4.0
3483,1949,Clothing,475.14,3,742.32,Card,0,5.0
3143,2092,Clothing,273.66,5,660.42,Card,0,2.0
3259,3577,Electronics,496.98,4,39.72,Online,0,4.0
3510,1622,Books,388.55,2,1855.18,Cash,0,1.0
3429,2389,Other,469.2,2,875.28,Online,0,3.0
875,4898,Clothing,185.38,4,1752.04,Card,1,4.0
1888,4418,Other,307.38,1,1955.01,Card,1,
462,2291,Books,184.77,3,322.96,Online,0,1.0
2735,1585,Books,48.53,3,1336.74,Card,0,3.0
3788,2286,Clothing,62.0,1,2160.76,Online,0,2.0
1702,2285,Electronics,416.08,4,175.15,Card,0,3.0
4343,3811,Food,203.04,2,1375.4,Online,0,
339,4138,Clothing,70.14,5,520.11,Cash,0,3.0
1667,4125,Electronics,394.75,4,2243.36,Card,0,5.0
2736,3982,Books,111.23,5,149.49,Cash,0,5.0
284,4903,Food,415.95,2,318.24,Card,0,
275,3194,Books,261.4,1,630.49,Card,0,1.0
3843,3425,Books,11.53,2,470.54,Cash,0,2.0
4086,2624,Electronics,408.63,3,1749.0,Card,0,5.0
2474,2478,Other,177.5,3,388.56,Cash,0,2.0
369,4549,Other,163.25,2,943.66,Cash,0,3.0
4625,4723,Electronics,386.31,1,819.25,Online,0,2.0
1383,4562,Electronics,291.85,2,239.11,Online,0,2.0
4984,4212,Clothing,478.63,2,1388.35,Online,0,4.0
69,3258,Food,452.15,5,1861.9,Card,0,
3282,4638,Clothing,450.79,4,1760.54,Card,0,5.0
1621,2690,Food,352.77,5,185.14,Online,0,
4665,4781,Food,10.94,2,553.61,Card,0,1.0
1796,1912,Food,159.73,4,1576.8,Card,0,4.0
3623,2948,Electronics,222.24,1,1951.73,Online,0,1.0
4376,1059,Books,363.69,1,893.44,Card,1,
1241,3262,Food,57.15,2,846.49,Cash,0,
4263,3603,Books,59.92,3,1091.6,Cash,1,
618,2074,Other,85.39,5,635.12,Cash,0,5.0
2297,3059,Clothing,195.98,5,1732.78,Online,0,2.0
204,2975,Electronics,168.13,2,1560.97,Online,1,3.0
1512,1410,Electronics,434.02,5,2477.82,Online,0,5.0
4724,1269,Electronics,434.83,1,2227.64,Card,0,5.0
395,1454,Food,74.59,1,35.02,Card,0,4.0
4353,1786,Clothing,480.08,4,941.02,Cash,0,4.0
1290,2540,Electronics,209.53,4,2245.83,Cash,0,3.0
1639,4433,Clothing,329.59,5,1647.54,Cash,0,1.0
2915,3553,Books,315.77,4,1986.29,Card,0,2.0
3720,4319,Other,75.57,1,1236.61,Online,0,4.0
3923,1592,Electronics,469.96,3,2264.51,Cash,0,2.0
2560,3266,Clothing,21.82,1,702.78,Card,1,
1789,2204,Books,367.41,2,933.9,Cash,0,1.0
1820,2731,Clothing,127.59,3,1009.18,Online,0,4.0
1231,4301,Clothing,405.75,2,2205.04,Cash,0,3.0
621,1954,Books,114.4,1,2250.42,Card,0,2.0
2593,2503,Electronics,493.97,4,720.79,Online,0,1.0
4520,1837,Food,150.67,3,1154.01,Card,0,2.0
1046,3746,Clothing,313.56,3,2344.55,Card,0,5.0
1330,3826,Books,444.5,5,754.65,Online,0,1.0
302,2938,Books,222.3,2,1515.12,Online,0,2.0
2021,3945,Books,289.26,2,368.15,Card,0,4.0
1971,2913,Food,305.5,1,744.04,Online,0,4.0
4540,1995,Clothing,214.14,1,1360.25,Online,0,4.0
2010,4918,Food,474.32,2,1129.44,Online,1,
3812,3159,Clothing,319.32,1,650.14,Online,0,4.0
1892,2457,Food,107.86,3,1746.83,Online,0,1.0
2508,3292,Electronics,295.75,4,519.23,Card,0,4.0
1115,4002,Other,0.0,2,1724.56,Card,0,1.0
4632,3687,Books,25.19,4,210.69,Card,1,3.0
4592,1866,Electronics,302.31,2,2097.09,Card,0,5.0
2172,2157,Books,93.5,3,2352.39,Cash,0,3.0
1689,4096,Clothing,240.62,2,341.05,Card,0,2.0
3014,1045,Other,85.53,3,346.61,Card,0,2.0
1042,3824,Clothing,334.2,2,247.13,Online,0,4.0
2781,4645,Books,27.64,1,2218.19,Cash,0,5.0
2091,3896,Clothing,180.53,2,2288.29,Cash,0,1.0
1709,4989,Electronics,206.22,4,2415.65,Online,0,3.0
3630,3774,Clothing,11.05,4,1333.9,Cash,0,4.0
4579,3091,Clothing,435.59,3,30.45,Online,0,1.0
1129,2392,Other,335.5,4,1853.33,Card,1,1.0
4858,1444,Clothing,104.88,1,426.16,Online,0,5.0
1277,4644,Electronics,322.66,2,836.34,Card,0,3.0
1983,3408,Books,51.47,3,1241.1,Cash,0,4.0
2988,2773,Clothing,224.81,2,1183.38,Cash,0,1.0
1144,2698,Books,110.92,5,8.78,Cash,0,2.0
2539,3998,Clothing,375.22,4,1914.78,Card,0,4.0
4926,1829,Food,331.36,2,528.85,Card,0,4.0
2898,4545,Clothing,377.59,4,2233.44,Online,0,1.0
2857,2665,Other,383.7,2,65.82,Online,0,5.0
377,1825,Food,167.89,1,471.91,Cash,1,3.0
126,2256,Other,368.5,1,1627.28,Cash,0,3.0
4245,4613,Clothing,280.47,4,331.97,Cash,0,5.0
938,1360,Clothing,254.91,4,1814.79,Online,0,4.0
4759,3426,Clothing,156.14,1,1245.54,Card,0,3.0
1057,1984,Electronics,139.0,3,614.2,Online,1,
3891,1613,Other,423.35,3,1588.46,Online,0,1.0
2902,1019,Food,69.93,1,2130.55,Cash,0,
1416,1488,Electronics,389.72,5,1536.78,Cash,0,4.0
3728,4498,Clothing,269.04,2,1311.94,Card,0,5.0
1243,3154,Electronics,21.45,1,326.88,Card,0,2.0
2965,3119,Food,377.73,4,2487.33,Card,0,
1108,3673,Clothing,177.04,4,591.12,Card,0,5.0
3110,3937,Other,293.95,5,664.92,Card,0,4.0
1561,2064,Clothing,11.38,2,177.19,Cash,0,4.0
625,2535,Electronics,280.39,1,140.71,Cash,0,2.0
1711,1914,Clothing,219.78,5,912.36,Card,0,4.0
4054,3706,Clothing,313.12,3,1123.65,Cash,0,5.0
3053,4139,Electronics,446.54,2,523.68,Card,0,1.0
2352,1802,Other,285.6,2,1336.95,Cash,0,3.0
4357,3658,Clothing,63.65,1,2184.61,Online,1,
1041,4371,Clothing,294.3,4,264.34,Cash,0,5.0
4634,1575,Electronics,387.12,4,1210.09,Online,0,2.0
2050,4899,Other,466.45,4,292.53,Cash,0,5.0
2935,4106,Clothing,245.5,5,1402.01,Cash,0,4.0
976,1751,Clothing,80.59,5,1971.5,Card,0,1.0
2323,4523,Clothing,149.82,4,85.92,Card,0,1.0
4948,1613,Other,72.22,4,1520.08,Cash,0,1.0
1818,1998,Clothing,366.52,4,472.87,Cash,0,5.0
4284,2287,Food,399.26,3,2189.9,Card,0,
3988,2965,Food,411.83,2,724.67,Online,0,3.0
4426,4756,Other,60.5,3,989.42,Cash,0,5.0
3601,2369,Books,296.74,5,1050.42,Card,0,3.0
4851,1731,Food,227.26,4,372.49,Cash,0,3.0
3613,3315,Clothing,334.52,1,270.33,Online,0,4.0
4447,4614,Food,120.47,3,937.71,Cash,1,4.0
1584,4244,Books,354.16,5,537.95,Cash,1,5.0
4871,4956,Electronics,399.84,5,904.88,Cash,0,3.0
3599,3412,Clothing,358.05,4,1811.54,Online,0,1.0
2895,2629,Food,446.49,1,2224.04,Cash,0,
1879,3746,Electronics,27.86,2,2339.96,Cash,0,2.0
1203,4588,Clothing,82.53,5,845.51,Cash,0,5.0
828,4035,Other,202.18,1,1976.21,Online,0,3.0
944,2689,Books,145.9,4,832.84,Online,0,5.0
4312,1129,Clothing,154.39,5,706.72,Online,0,3.0
4363,3255,Books,478.45,4,1013.0,Online,0,2.0
4384,3660,Clothing,114.17,5,1196.97,Card,0,4.0
4674,1675,Other,128.62,2,21.35,Cash,1,
1136,1195,Food,493.48,2,2029.46,Cash,0,
86,4021,Electronics,99.21,5,2269.48,Cash,0,1.0
4138,3082,Books,369.51,3,702.2,Cash,0,1.0
2396,3824,Food,126.03,3,162.03,Card,0,4.0
2913,3232,Clothing,300.79,4,1875.31,Card,0,3.0
4239,2310,Electronics,121.93,3,2175.27,Online,0,4.0
615,1314,Clothing,474.44,4,1319.53,Card,0,3.0
4701,1233,Clothing,385.77,4,569.2,Online,0,2.0
2489,4232,Clothing,220.65,4,255.4,Card,0,5.0
4731,2796,Food,118.85,5,1097.02,Online,0,
4622,3506,Food,457.23,5,1634.18,Cash,0,
1434,2196,Clothing,207.19,2,448.5,Online,0,5.0
1772,4730,Electronics,110.24,1,2276.32,Online,0,2.0
2144,3799,Books,305.15,5,722.23,Cash,0,4.0
1438,3386,Electronics,323.12,4,1561.43,Cash,0,3.0
3576,2501,Clothing,463.21,3,839.48,Cash,0,3.0
4903,1806,Other,35.56,4,408.52,Online,0,1.0
2431,3655,Clothing,342.87,5,54.79,Card,0,4.0
4068,1061,Other,274.98,5,570.93,Cash,0,1.0
10,3450,Other,368.22,2,1125.09,Card,0,2.0
3062,1898,Clothing,121.14,5,1227.36,Online,0,4.0
884,4768,Other,11.91,5,2491.88,Online,0,5.0
166,2341,Food,117.92,5,2259.73,Card,0,
4941,3703,Food,169.16,1,423.92,Card,0,2.0
1111,3986,Electronics,239.27,3,1274.31,Card,0,2.0
2780,2014,Clothing,496.9,3,447.37,Cash,0,1.0
371,1281,Books,459.53,5,2201.5,Card,0,5.0
4508,4214,Other,380.04,2,1846.88,Card,0,2.0
288,1867,Electronics,264.83,4,1848.85,Card,1,
2925,2556,Food,324.21,1,833.38,Card,0,4.0
1259,1683,Clothing,433.21,4,1005.74,Online,0,5.0
4848,2445,Other,493.69,1,1428.22,Card,0,4.0
3164,4243,Food,135.52,4,640.92,Card,0,
3015,2934,Clothing,110.97,4,537.35,Cash,1,
3755,3094,Other,321.06,5,1006.4,Online,0,2.0
3542,3860,Other,66.6,4,375.24,Online,0,5.0
2121,2400,Electronics,224.28,2,2425.28,Cash,0,2.0
1693,2197,Clothing,125.05,1,109.32,Card,0,1.0
4364,3395,Clothing,30.16,5,910.3,Online,0,5.0
3137,3586,Books,408.69,3,187.09,Cash,0,1.0
334,1040,Clothing,210.96,1,2063.5,Online,0,1.0
2574,3624,Electronics,196.62,1,1489.95,Cash,0,1.0
624,4645,Books,270.95,4,1427.61,Card,0,2.0
2408,3434,Clothing,45.63,1,81.41,Online,0,4.0
1880,2856,Other,55.38,4,2099.34,Online,0,5.0
2162,4698,Other,57.25,1,2258.89,Cash,0,4.0
940,2450,Books,14.55,5,1001.12,Online,0,5.0
1467,1293,Food,323.48,1,750.25,Online,0,
2872,1898,Clothing,125.76,1,776.46,Cash,1,2.0
1190,3334,Electronics,195.31,1,792.91,Card,0,2.0
2264,4277,Books,194.51,5,563.18,Card,0,1.0
3301,3739,Books,269.94,3,1904.41,Card,0,3.0
3528,3327,Clothing,271.16,3,1181.17,Cash,0,3.0
1456,1023,Electronics,5.48,1,86.18,Online,0,5.0
3815,2314,Clothing,128.86,4,559.07,Card,0,5.0
2068,1944,Clothing,152.85,3,433.92,Card,0,4.0
4576,2536,Clothing,176.28,4,1517.36,Online,0,5.0
2136,1581,Electronics,460.67,2,836.45,Cash,0,5.0
1548,1265,Books,49.64,3,1402.47,Card,1,4.0
1798,2679,Electronics,405.05,3,2234.07,Online,0,4.0
2344,1239,Books,127.72,3,1272.79,Card,0,5.0
299,3582,Books,396.27,1,2367.55,Card,0,3.0
3524,2774,Clothing,10.47,4,1138.57,Cash,0,1.0
3072,4918,Clothing,132.14,2,2276.64,Online,0,4.0
451,4285,Clothing,309.54,3,419.75,Card,0,3.0
4408,3381,Food,221.14,2,812.5,Card,0,1.0
2367,2574,Electronics,100.8,4,1095.71,Online,0,1.0
4594,4713,Electronics,304.48,3,2367.07,Cash,0,2.0
4680,1932,Food,136.48,2,1146.05,Online,0,
3214,2004,Books,115.59,1,770.14,Card,0,4.0
4686,3158,Clothing,29.21,2,1853.33,Cash,0,1.0
4367,1713,Other,395.43,5,485.27,Card,0,4.0
1474,3276,Other,176.37,1,2071.5,Cash,0,5.0
931,1116,Food,225.48,2,705.26,Online,1,2.0
172,2075,Books,318.58,2,116.79,Online,0,5.0
458,3142,Electronics,180.18,2,781.01,Cash,0,5.0
1500,2377,Food,131.18,4,632.2,Card,0,
1172,3069,Books,265.93,4,870.65,Card,0,4.0
1437,3273,Clothing,308.1,1,2303.85,Card,1,1.0
1616,2710,Other,113.54,5,841.1,Online,0,1.0
2074,3204,Clothing,397.81,1,961.34,Online,0,2.0
1356,4133,Clothing,254.14,4,2294.99,Cash,0,1.0
3793,1386,Clothing,477.56,2,758.68,Card,0,4.0
80,1517,Other,445.39,1,2068.93,Cash,0,1.0
3400,1521,Books,378.14,1,1594.72,Online,0,4.0
2518,3838,Other,216.84,1,1409.05,Online,0,1.0
2521,1898,Clothing,375.75,2,355.12,Card,0,5.0
3218,4651,Clothing,255.01,2,1131.04,Cash,0,3.0
4233,1177,Electronics,16.46,3,121.83,Cash,0,5.0
3570,3019,Other,158.9,4,2144.58,Card,0,3.0
851,1705,Books,382.56,2,1710.98,Card,0,2.0
3520,2436,Clothing,495.28,3,1953.65,Online,0,5.0
1209,3744,Food,422.86,2,954.21,Card,0,
3442,2312,Clothing,84.93,4,995.07,Cash,0,1.0
4349,3317,Books,138.23,3,2315.34,Card,1,1.0
90,2752,Food,126.26,3,918.4,Online,0,
2227,1775,Food,122.1,1,1003.8,Card,1,
1214,3888,Other,197.21,4,1587.89,Cash,1,
4894,2926,Clothing,246.47,3,2211.1,Card,0,1.0
1361,3088,Food,238.41,1,1581.36,Cash,0,
332,1067,Other,76.34,5,766.23,Online,0,2.0
2493,1699,Clothing,284.83,3,1054.71,Cash,0,1.0
1751,1542,Other,332.22,5,20.59,Cash,0,1.0
4018,3201,Clothing,67.46,3,26.8,Online,0,5.0
2455,2968,Books,205.03,4,1012.95,Online,0,1.0
1831,2444,Electronics,308.97,1,1706.29,Online,0,1.0
1095,4735,Books,96.14,4,825.63,Online,0,2.0
1110,1368,Electronics,441.13,2,134.14,Card,0,4.0
947,4267,Clothing,172.26,4,462.09,Cash,0,3.0
3648,3015,Books,445.95,2,2185.27,Online,0,3.0
1884,2712,Other,243.77,3,427.97,Card,0,1.0
3787,3668,Electronics,231.2,5,1422.12,Cash,0,3.0
4699,2193,Clothing,308.93,2,415.16,Cash,0,1.0
345,4257,Books,478.18,3,787.14,Cash,0,1.0
863,2252,Food,236.31,3,610.33,Online,0,
3028,4724,Clothing,408.97,5,190.7,Online,0,1.0
4469,2134,Clothing,359.63,3,941.52,Cash,0,3.0
2631,4294,Electronics,266.77,2,783.95,Cash,0,1.0
3915,4086,Food,53.21,2,417.59,Card,0,2.0
3533,1830,Electronics,108.86,3,649.27,Online,0,4.0
4966,1900,Books,308.05,2,1625.85,Card,0,4.0
4807,1648,Clothing,374.54,3,1716.32,Online,0,4.0
1097,4268,Clothing,368.27,3,99.57,Cash,0,2.0
199,1393,Books,384.37,5,1628.25,Card,0,5.0
4569,3293,Food,342.1,3,1603.23,Online,0,3.0
416,4220,Food,399.51,4,2416.32,Card,0,
1543,1683,Electronics,479.2,5,2484.37,Online,0,1.0
1153,3212,Food,226.35,2,335.34,Cash,0,
3116,4982,Clothing,326.1,5,2222.56,Card,0,1.0
3938,1801,Other,272.69,3,1676.38,Card,0,1.0
1878,3150,Books,318.72,5,1420.21,Cash,0,2.0
1311,1239,Food,278.17,4,816.02,Online,0,
3329,3197,Books,317.98,1,1883.06,Card,0,1.0
3455,4704,Food,443.47,2,639.21,Card,0,3.0
4194,2071,Clothing,333.0,1,1627.6,Card,0,2.0
3267,4845,Other,366.65,4,1364.53,Cash,0,5.0
1826,4711,Electronics,113.71,2,1648.87,Card,0,5.0
2605,4371,Electronics,260.03,4,2293.53,Online,1,5.0
2648,2912,Food,182.14,3,1492.42,Online,0,1.0
3036,3200,Other,354.83,5,1776.44,Online,0,1.0
323,3828,Books,197.27,4,2050.87,Cash,0,1.0
4647,2457,Books,425.97,1,1820.02,Online,0,3.0
4336,1405,Electronics,108.46,2,1162.28,Card,0,1.0
2839,2975,Food,480.89,1,766.47,Card,0,3.0
1342,3038,Other,437.39,4,2094.48,Card,0,4.0
916,2051,Other,276.43,3,1517.73,Card,0,5.0
2251,3387,Clothing,277.49,3,1326.79,Cash,0,2.0
2928,3165,Clothing,53.76,3,2433.14,Online,0,5.0
1838,3581,Electronics,462.98,1,1702.66,Online,0,5.0
2361,2548,Clothing,383.39,4,1011.77,Cash,0,2.0
2301,4179,Books,250.12,2,913.26,Card,0,3.0
2403,4987,Electronics,143.88,3,285.1,Online,1,4.0
2621,1761,Food,435.38,1,1781.98,Card,0,
97,2848,Food,174.01,2,2495.6,Cash,0,
3612,2330,Food,145.62,3,2033.78,Card,0,3.0
4769,1624,Other,7.2,3,870.84,Online,0,5.0
3795,3169,Other,418.82,4,1503.65,Card,0,2.0
562,2545,Other,194.83,4,693.85,Card,0,4.0
4846,2954,Books,419.68,4,1189.0,Card,0,4.0
3485,3721,Clothing,63.72,2,1130.8,Card,0,1.0
1384,3428,Clothing,114.8,1,2231.69,Cash,1,
3829,4394,Books,227.05,5,253.75,Online,0,2.0
4346,4167,Food,137.54,1,2162.74,Online,1,3.0
3507,1957,Books,218.52,4,765.16,Cash,1,
4472,4485,Books,422.07,2,1025.37,Card,0,2.0
3372,2461,Other,452.37,2,847.57,Online,0,1.0
4340,4775,Books,141.13,3,1854.37,Card,0,3.0
2242,4860,Food,210.53,3,364.66,Cash,1,
4022,3937,Clothing,466.26,4,1537.85,Cash,0,5.0
355,2969,Clothing,257.43,5,1783.84,Card,0,3.0
1557,1766,Clothing,417.22,3,329.14,Card,0,1.0
3817,3426,Books,169.09,2,2039.09,Card,0,5.0
2243,3340,Clothing,429.49,3,1410.13,Card,0,5.0
4440,1109,Clothing,233.08,1,986.16,Cash,0,5.0
2727,2464,Electronics,113.61,3,1633.08,Card,0,2.0
936,1022,Food,365.21,3,2212.75,Online,0,3.0
4830,2880,Other,57.03,3,1896.88,Card,1,5.0
4601,3988,Other,369.15,4,2260.53,Card,0,5.0
2999,1343,Other,287.95,5,1602.91,Card,0,5.0
2305,3281,Electronics,345.84,2,2301.41,Online,0,4.0
3970,2637,Clothing,243.05,3,1673.69,Online,0,3.0
996,3470,Clothing,167.93,5,1370.13,Card,0,1.0
1675,2016,Clothing,84.82,1,24.23,Cash,0,5.0
1863,4417,Other,466.56,2,1116.7,Cash,1,
3572,1588,Food,388.06,5,919.0,Online,0,
4773,2112,Other,305.46,4,1168.89,Card,0,3.0
4354,3412,Electronics,425.72,5,1281.4,Online,0,4.0
3967,2659,Electronics,337.61,3,1685.11,Cash,0,4.0
4776,3779,Electronics,26.03,4,2253.07,Online,0,1.0
1807,4834,Clothing,216.73,4,1147.3,Cash,0,4.0
560,1618,Electronics,115.15,4,789.83,Card,0,4.0
528,4309,Books,371.43,2,2007.47,Card,0,4.0
2410,1091,Clothing,137.56,5,825.2,Card,1,4.0
4983,2109,Other,34.82,3,536.09,Card,0,2.0
3853,2920,Clothing,158.67,4,543.07,Cash,1,2.0
1458,2654,Books,305.39,1,1068.66,Online,0,1.0
3417,2416,Electronics,158.81,5,130.64,Online,0,1.0
188,2029,Clothing,391.13,4,478.2,Online,1,3.0
3602,4902,Food,42.05,5,1317.92,Online,0,3.0
2409,1532,Books,32.83,4,1477.75,Online,0,5.0
3785,2046,Clothing,138.41,2,552.61,Card,0,4.0
4039,1179,Books,371.93,4,1932.76,Cash,0,2.0
974,2899,Clothing,454.26,5,2274.7,Cash,0,2.0
3316,3264,Clothing,264.42,1,1280.84,Online,0,4.0
4919,1068,Clothing,51.75,2,802.79,Cash,0,1.0
173,2026,Books,317.21,3,2079.2,Online,0,5.0
2456,1973,Books,262.6,4,1289.6,Online,0,3.0
2189,2912,Electronics,59.46,2,238.72,Card,0,5.0
837,1186,Clothing,135.96,5,1832.74,Card,0,5.0
4037,1339,Electronics,156.33,4,1735.8,Cash,0,1.0
8,4289,Food,66.63,2,472.85,Cash,0,1.0
2583,1721,Food,193.84,2,850.6,Cash,0,5.0
702,3951,Clothing,99.14,1,704.71,Cash,0,5.0
3928,2442,Electronics,140.48,5,2120.64,Online,0,5.0
934,1740,Electronics,488.81,5,486.34,Online,0,1.0
3145,4576,Books,306.84,5,1211.18,Online,0,3.0
1080,4655,Food,148.52,3,2382.93,Card,0,
2632,1416,Clothing,351.7,3,1798.04,Card,0,1.0
780,4150,Clothing,398.03,1,2215.6,Card,0,1.0
4179,1062,Food,44.63,4,12.45,Cash,0,1.0
786,1350,Other,357.33,5,1643.69,Card,0,4.0
921,2054,Books,157.68,3,208.45,Card,0,1.0
3566,3857,Clothing,345.39,3,2089.32,Card,0,2.0
4228,2415,Clothing,285.62,5,346.7,Online,0,5.0
1006,3522,Food,401.24,1,442.45,Online,0,
704,3475,Electronics,279.37,3,132.68,Cash,0,3.0
2458,2245,Electronics,294.88,1,1383.95,Card,0,2.0
3846,2309,Electronics,491.19,5,965.03,Card,0,2.0
208,2729,Food,93.9,5,533.1,Online,0,4.0
1902,4200,Food,55.13,5,1662.96,Online,0,1.0
2871,3111,Books,26.11,3,2012.66,Cash,0,3.0
4235,3912,Clothing,499.03,2,1037.69,Online,0,3.0
153,2184,Other,308.6,5,979.58,Card,0,4.0
1767,2399,Food,191.0,1,1124.69,Card,0,4.0
3778,2287,Electronics,352.49,2,80.23,Cash,0,1.0
22,4527,Clothing,54.88,3,2171.16,Cash,0,4.0
4184,2804,Electronics,181.68,4,1302.61,Online,0,5.0
438,2388,Electronics,215.09,4,236.31,Card,0,4.0
666,1418,Clothing,234.67,3,2023.56,Cash,0,1.0
635,3103,Food,18.71,5,2445.74,Cash,0,1.0
3191,2733,Food,30.1,5,1697.33,Cash,0,4.0
254,3935,Electronics,306.48,5,753.36,Card,0,4.0
