request_id,endpoint,response_time_ms,status_code,client_type,request_size_kb
REQ-054171,/users,1767,200,browser,521.6823597665065
REQ-092455,/orders,4847,500,browser,96.05104705883748
REQ-007135,/orders,649,200,script,922.1644581336772
REQ-008409,/orders,2873,200,mobile_app,774.105499809809
REQ-126746,/orders,3602,200,browser,626.7758415809582
REQ-095484,/users,3050,200,browser,838.8121908899045
REQ-030713,/products,786,401,browser,28.675067887382944
REQ-065839,/orders,2546,200,mobile_app,764.8142990600245
REQ-137681,/auth/logout,4777,200,script,817.6686189247713
REQ-122198,/users,1251,200,mobile_app,310.25779946438286
REQ-123646,/orders,1543,200,other,113.66961007789918
REQ-013775,/auth/login,1317,500,script,99.91398368251056
REQ-074832,/auth/login,201,200,browser,433.5792064637535
REQ-095744,/users,3436,500,browser,395.1254400860045
REQ-031221,/users,3444,500,script,582.3379259907815
REQ-114497,/users,159,200,browser,835.3629269161661
REQ-074137,/auth/logout,2444,200,script,37.80889049298954
REQ-001554,/auth/login,4262,200,mobile_app,69.43942889994457
REQ-136829,/users,569,200,mobile_app,288.26525557790427
REQ-141481,/orders,410,400,mobile_app,498.6068245808168
REQ-129930,/products,3256,200,mobile_app,29.25412653287391
REQ-045197,/orders,4751,200,other,607.6731616823109
REQ-069974,/users,2209,401,browser,132.83362765045715
REQ-055838,/orders,277,401,mobile_app,720.083503626561
REQ-066530,/products,4310,200,mobile_app,555.7772980039002
REQ-014232,/products,1530,404,browser,398.64458829334194
REQ-075705,/products,820,200,browser,581.756648945677
REQ-101284,/orders,746,200,mobile_app,169.14264797417638
REQ-021176,/products,3936,200,mobile_app,110.4619134960024
REQ-004895,/orders,1860,200,browser,368.25436005645327
REQ-086511,/users,3050,201,mobile_app,595.6304123604843
REQ-076842,/orders,4419,200,script,241.68952603053444
REQ-100777,/products,2306,200,mobile_app,737.5656342792702
REQ-008675,/users,3802,200,browser,617.3151055137062
REQ-087927,/auth/login,642,401,browser,167.8069310774799
REQ-104938,/auth/logout,644,500,mobile_app,826.2120274938587
REQ-095257,/auth/logout,1417,404,mobile_app,775.3630996912897
REQ-126345,/products,3189,200,browser,192.40670730120044
REQ-120811,/orders,1824,401,mobile_app,41.39440520330396
REQ-083342,/auth/login,862,200,mobile_app,223.6345546454801
REQ-010480,/orders,2751,200,browser,555.8177055019307
REQ-103693,/auth/logout,1389,200,browser,781.7939204544086
REQ-002371,/products,944,404,mobile_app,865.7456292335241
REQ-090981,/orders,1773,200,browser,2.922233175408972
REQ-102169,/orders,229,400,mobile_app,722.927093462225
REQ-021223,/auth/login,3172,200,mobile_app,709.0369328963454
REQ-062294,/products,4925,200,mobile_app,314.22333496889246
REQ-019752,/users,419,401,other,186.28196737315065
REQ-001724,/users,891,201,browser,196.75812068433984
REQ-122227,/orders,580,200,mobile_app,521.9256267008701
REQ-000867,/users,1334,500,other,211.4832337826422
REQ-034485,/orders,1700,200,other,217.66154494737108
REQ-089809,/auth/login,3692,200,script,736.8899519549309
REQ-000179,/auth/logout,1286,200,browser,159.8519069420847
REQ-086048,/auth/login,1528,200,mobile_app,124.95080266717213
REQ-098375,/users,2031,201,other,309.929323337489
REQ-080517,/orders,508,200,other,692.1809036711828
REQ-144708,/products,4715,400,mobile_app,198.45220280196247
REQ-148630,/products,1886,200,browser,252.4179652589851
REQ-045306,/orders,4315,200,mobile_app,47.42574788062761
REQ-033924,/products,2564,200,browser,1014.7299097488632
REQ-090371,/users,4842,200,mobile_app,69.55354768635027
REQ-037689,/products,1587,401,script,53.06565518371709
REQ-038066,/users,2426,200,mobile_app,973.355640333605
REQ-030933,/auth/logout,2569,200,browser,388.0200334279408
REQ-148329,/orders,467,401,other,99.81576298128984
REQ-120633,/orders,30,200,other,707.9980148351711
REQ-029474,/orders,4446,404,mobile_app,0.9248818415115312
REQ-010600,/orders,4415,200,browser,740.9051700192647
REQ-127635,/products,2329,200,browser,773.6194769310899
REQ-034419,/products,3266,200,mobile_app,506.7509315284077
REQ-014475,/orders,4162,500,mobile_app,921.4181138766448
REQ-068393,/orders,4410,200,browser,1021.3614904968508
REQ-003417,/orders,4270,200,script,798.7116363353549
REQ-032860,/products,1703,200,script,412.4941260962027
REQ-011384,/products,2356,200,browser,535.4052029098849
REQ-089410,/products,2055,200,script,910.0899365407652
REQ-072251,/auth/login,2117,400,browser,749.6810712754684
REQ-074300,/orders,2805,201,browser,713.2443076930509
REQ-110282,/products,649,200,browser,611.0197798954983
REQ-016911,/auth/logout,2266,200,browser,967.8372036707
REQ-115187,/products,2517,200,mobile_app,255.31549067487123
REQ-097338,/orders,1101,200,other,896.6401918535435
REQ-082388,/auth/login,2511,200,mobile_app,550.0435792663593
REQ-082761,/orders,2384,200,other,676.3561114888757
REQ-093509,/users,3078,200,browser,588.114802789412
REQ-148076,/orders,226,200,script,168.11614272121824
REQ-092307,/orders,3879,200,mobile_app,916.6955607556883
REQ-008686,/products,676,400,browser,384.02145380549774
REQ-111504,/auth/logout,1062,200,browser,138.86826900647074
REQ-025692,/orders,2243,200,mobile_app,1021.1388690316244
REQ-095055,/orders,1067,200,mobile_app,101.6174386396851
REQ-071562,/users,4479,400,browser,675.1421189370319
REQ-029882,/auth/logout,1141,200,script,774.5032710931008
REQ-038499,/auth/login,3653,200,other,191.45321204638952
REQ-085510,/products,1604,200,script,1003.5216074408212
REQ-066344,/orders,623,200,browser,631.5290347753042
REQ-103311,/orders,3514,200,script,568.7225122278421
REQ-086093,/products,1004,200,browser,167.80247242655216
REQ-042906,/users,1545,500,mobile_app,564.839038116113
REQ-042053,/auth/login,425,200,mobile_app,120.3085233347604
REQ-089504,/orders,4878,200,browser,229.12719094464725
REQ-137589,/auth/login,618,200,script,469.6822702410554
REQ-112063,/users,3915,200,mobile_app,803.296281252213
REQ-032662,/orders,4147,200,mobile_app,229.3290591748018
REQ-127086,/products,2903,200,browser,354.6905444899176
REQ-010189,/users,474,200,mobile_app,379.7022729526085
REQ-013109,/auth/logout,3602,200,browser,50.58898215874141
REQ-114610,/users,2732,200,other,542.9002428830153
REQ-009590,/auth/login,218,200,browser,136.18269505855497
REQ-026510,/products,2126,201,other,968.1742099492524
REQ-116838,/auth/login,2334,500,mobile_app,1007.4044899362226
REQ-006498,/users,809,401,browser,361.059082196735
REQ-112743,/orders,91,500,browser,667.812327006133
REQ-079109,/auth/login,3898,500,script,673.1583202808434
REQ-139827,/auth/login,4741,200,mobile_app,483.1468878835448
REQ-017576,/auth/login,395,200,browser,679.7720493810888
REQ-080966,/products,3376,400,mobile_app,999.1698185906106
REQ-126552,/users,463,200,mobile_app,464.4345849142486
REQ-070747,/products,2655,404,script,383.7150248537781
REQ-037989,/orders,4735,200,browser,833.2079715700742
REQ-075125,/orders,3360,400,browser,939.8403368930732
REQ-058907,/orders,3267,200,browser,279.06150704551504
REQ-045768,/products,2549,200,mobile_app,995.0808506226488
REQ-009712,/auth/login,248,404,script,726.9900848567551
REQ-141825,/products,237,200,browser,497.1569758980379
REQ-029510,/products,4503,401,mobile_app,763.7515616308316
REQ-145981,/users,2653,200,browser,205.11191719590792
REQ-038869,/auth/login,1731,401,mobile_app,516.0434368649687
REQ-078258,/orders,3463,500,browser,386.9751352593157
REQ-048029,/auth/logout,4850,200,mobile_app,370.70843953863874
REQ-132840,/orders,1627,200,script,194.1455951673079
REQ-110501,/auth/login,2732,200,mobile_app,493.7757304127237
REQ-048821,/products,274,200,browser,709.267206554156
REQ-089012,/users,532,200,mobile_app,338.76902858250253
REQ-024970,/orders,3649,200,browser,509.7091129896504
REQ-148990,/users,1015,401,other,1000.519501036054
REQ-086951,/users,4928,500,browser,1010.6093844828866
REQ-043089,/orders,1823,200,script,504.4664583910688
REQ-069202,/auth/logout,4951,200,mobile_app,195.0795692312712
REQ-067206,/products,3169,200,script,898.3819409290924
REQ-098298,/orders,1407,200,mobile_app,682.9717400511164
REQ-057038,/orders,4259,200,mobile_app,51.33683440297609
REQ-092894,/auth/logout,3269,200,mobile_app,796.7571507680685
REQ-019788,/users,1518,200,mobile_app,783.6527847576868
REQ-074797,/products,1867,200,script,946.8643326928806
REQ-108109,/auth/logout,2855,200,browser,1003.3594113443474
REQ-018990,/users,4581,400,mobile_app,243.72114976786645
REQ-143258,/users,2759,200,script,780.6892265945811
REQ-027111,/auth/logout,3785,200,browser,717.2653719188684
REQ-036086,/products,4083,200,mobile_app,776.7811139628674
REQ-134767,/users,408,404,other,149.07027481020256
REQ-121697,/orders,4871,404,mobile_app,994.7947974394564
REQ-118813,/users,4830,404,browser,189.01145804579403
REQ-114330,/auth/login,4434,200,browser,564.0001177415061
REQ-100192,/auth/login,4212,200,mobile_app,655.8269805476691
REQ-047799,/products,3122,404,browser,360.56885269367007
REQ-119379,/users,4704,404,browser,84.6960573678233
REQ-089947,/orders,1517,200,other,234.51773432543797
REQ-139320,/users,3447,404,browser,295.3381105981704
REQ-119272,/orders,563,400,script,852.6516884921164
REQ-107945,/orders,144,200,browser,635.6424393223404
REQ-101946,/auth/logout,1072,200,browser,614.6362288589951
REQ-130176,/products,39,200,browser,861.2075790344579
REQ-037371,/auth/login,4719,404,mobile_app,481.5151562254606
REQ-112108,/products,139,200,browser,193.25740980721693
REQ-008328,/auth/logout,2542,200,browser,103.98695444611585
REQ-147719,/products,2769,401,mobile_app,654.9446046578307
REQ-124788,/products,760,200,mobile_app,1011.7949441127284
REQ-143620,/auth/logout,890,200,mobile_app,628.3402031934282
REQ-031672,/auth/login,2852,401,script,540.2171247187059
REQ-093591,/auth/logout,3088,200,mobile_app,268.91839578381666
REQ-080094,/users,4486,200,mobile_app,104.42884831641427
REQ-046414,/users,3224,200,browser,75.68840184339466
REQ-115128,/users,4625,200,mobile_app,743.9820265789666
REQ-126346,/auth/login,1722,200,browser,587.9770691667478
REQ-010468,/orders,1109,200,mobile_app,600.0007843489676
REQ-141357,/users,3314,200,mobile_app,597.8569310742458
REQ-129487,/orders,134,404,mobile_app,1005.7119244340956
REQ-062802,/auth/logout,733,200,mobile_app,163.3036155085236
REQ-100729,/users,478,200,browser,753.6748408251827
REQ-059155,/auth/logout,3696,200,mobile_app,874.8436587228571
REQ-057172,/users,2615,200,browser,745.3473850518932
REQ-008656,/orders,1227,200,browser,743.9164447122038
REQ-112673,/users,2126,200,mobile_app,91.97381232039574
REQ-035820,/auth/login,1446,500,browser,446.0195448731726
REQ-108618,/orders,4025,200,other,340.61665994982945
REQ-124340,/users,534,401,browser,935.8612700688982
REQ-021449,/auth/login,364,401,other,492.18827466797177
REQ-097633,/users,626,200,mobile_app,727.0979207013708
REQ-007644,/orders,3393,200,mobile_app,71.93330510249042
REQ-117312,/orders,2267,200,mobile_app,226.90941290905232
REQ-024309,/products,60,200,browser,351.5273012263688
REQ-035540,/users,3440,404,mobile_app,709.7947278838112
REQ-051939,/auth/login,909,200,mobile_app,676.9940734897531
REQ-079644,/auth/login,3919,401,browser,384.9194145176025
REQ-061792,/orders,2855,400,mobile_app,1017.1933165345856
REQ-134231,/orders,3774,200,browser,307.7441513976695
REQ-100239,/auth/login,563,400,browser,62.30974885564202
REQ-121221,/products,2765,200,mobile_app,441.1359962782994
REQ-000862,/orders,3232,200,browser,152.50121286678427
REQ-136135,/orders,391,200,other,578.7978545104838
REQ-080100,/orders,1467,200,mobile_app,701.2753000013864
REQ-030801,/products,1640,200,browser,103.1340525734526
REQ-143926,/auth/login,498,200,browser,283.8194976028711
REQ-005662,/users,1282,200,browser,765.1197446308292
REQ-095021,/users,4639,200,mobile_app,334.23408113232546
REQ-034717,/orders,4639,400,browser,441.9810633465264
REQ-131131,/users,3198,400,browser,217.27835551565656
REQ-147032,/auth/login,4604,200,script,618.6739884572099
REQ-047680,/auth/login,4411,200,mobile_app,890.8388923936203
REQ-082822,/auth/login,3727,200,browser,259.9836502566204
REQ-080705,/auth/login,2688,200,mobile_app,910.3001719477376
REQ-112647,/auth/logout,952,200,browser,506.3763865541465
REQ-060689,/users,1669,200,other,202.5664678428847
REQ-028006,/orders,1220,200,script,859.5830590109009
REQ-085246,/orders,3225,200,browser,579.2175730192492
REQ-059693,/users,4748,200,browser,627.319749661644
REQ-021046,/auth/login,4048,200,other,899.1992794253069
REQ-134789,/auth/logout,775,200,browser,32.3256968250276
REQ-010850,/users,2746,200,browser,418.3501635371558
REQ-065254,/users,816,200,browser,914.5291446751936
REQ-038779,/orders,3534,404,other,1003.7652989735684
REQ-119754,/orders,2033,200,mobile_app,956.21182651222
REQ-049539,/users,4169,200,browser,305.6966871312005
REQ-028401,/orders,4656,200,mobile_app,903.1642113085696
REQ-016612,/orders,3033,200,script,316.3818430320437
REQ-023922,/users,221,404,browser,671.8061407481557
REQ-071805,/orders,4595,200,browser,63.5551357318359
REQ-090175,/orders,1439,404,other,843.5779169456115
REQ-117914,/orders,1797,200,script,401.98852593189525
REQ-015933,/auth/login,1248,200,script,784.2596092304026
REQ-066030,/products,2073,200,mobile_app,905.209213955862
REQ-022993,/users,1195,400,script,980.5124557591802
REQ-084456,/products,4356,200,browser,472.3285471011672
REQ-091778,/users,2429,200,mobile_app,161.8854940797225
REQ-129324,/orders,2781,200,browser,66.3015121772665
REQ-083614,/auth/login,1082,201,browser,871.3195426970875
REQ-106879,/users,1313,200,browser,71.83535400521833
REQ-130307,/auth/login,4359,404,other,135.47431164271865
REQ-050423,/products,398,200,browser,179.70165178752356
REQ-017184,/orders,4436,200,script,314.0409863071355
REQ-131134,/orders,3379,200,script,933.6388644327274
REQ-030774,/orders,3702,200,browser,560.7584762634021
REQ-128375,/orders,4822,401,browser,933.5213445348533
REQ-068601,/users,4763,200,browser,970.2705193311702
REQ-110434,/orders,1106,200,browser,912.5871086826731
REQ-128988,/users,36,401,browser,302.5331570018648
REQ-092167,/products,3758,200,mobile_app,365.71110450161865
REQ-025395,/orders,3444,200,mobile_app,444.47793507586505
REQ-112737,/orders,2447,200,browser,225.32702366195252
REQ-007230,/orders,1427,200,browser,234.86951704134285
REQ-032716,/orders,1233,200,browser,429.9786983706813
REQ-110248,/users,4758,400,mobile_app,146.66940466062087
REQ-112920,/auth/login,2682,200,mobile_app,734.3988456886191
REQ-095714,/users,3598,200,browser,512.9644649879675
REQ-075219,/products,4632,200,mobile_app,36.92492469086898
REQ-091528,/products,3919,200,mobile_app,361.41073445416527
REQ-023359,/auth/login,4687,200,browser,895.1900646307679
REQ-086271,/auth/login,4293,200,mobile_app,753.9320169620217
REQ-027686,/users,3870,200,mobile_app,1017.8893689767268
REQ-036285,/products,4505,400,browser,125.7299442124516
REQ-135113,/products,2173,200,script,925.1523925049082
REQ-023139,/orders,561,200,script,773.8730167228547
REQ-136163,/users,2292,200,script,471.5336846021387
REQ-137739,/orders,4992,200,browser,536.1359419430594
REQ-140964,/auth/login,3406,400,mobile_app,545.9055564296593
REQ-002197,/orders,1961,200,browser,620.1124952926842
REQ-120396,/users,65,200,mobile_app,910.371544676062
REQ-131918,/auth/login,1924,200,mobile_app,457.8414025819601
REQ-053492,/auth/login,1199,200,browser,468.3454613460319
REQ-074115,/auth/login,3240,200,browser,267.73405243458546
REQ-127596,/orders,2208,200,mobile_app,372.6292059597966
REQ-119899,/auth/login,234,200,mobile_app,495.858920855111
REQ-062067,/products,449,401,other,47.30552065908668
REQ-058752,/orders,2922,200,mobile_app,416.2603345651947
REQ-126191,/orders,1786,200,mobile_app,847.2698748610735
REQ-129212,/auth/login,3741,200,other,456.5247309588484
REQ-073471,/auth/login,2712,401,other,470.31127080173
REQ-134315,/orders,2968,200,browser,43.51964561374941
REQ-137316,/users,4323,200,mobile_app,248.83026827039663
REQ-094474,/users,127,200,browser,811.3963550057836
REQ-035110,/users,941,200,mobile_app,927.9650177563046
REQ-146295,/products,2531,500,mobile_app,680.42495079368
REQ-008885,/auth/login,4664,200,browser,453.8107567023419
REQ-022134,/orders,1465,200,other,373.57215888565617
REQ-010577,/auth/logout,2330,200,browser,344.46807123429886
REQ-015402,/users,220,200,mobile_app,275.89479363696813
REQ-093735,/orders,986,200,mobile_app,205.3794828286201
REQ-112098,/auth/logout,2257,200,mobile_app,968.080277881279
REQ-066725,/products,3271,200,other,248.14894529741932
REQ-023734,/auth/login,1681,200,other,774.4632919181184
REQ-034556,/users,1570,401,mobile_app,838.6516647685258
REQ-011526,/auth/login,2049,200,script,165.87730699643546
REQ-004831,/auth/login,2286,200,script,772.4217741421777
REQ-004841,/auth/logout,3918,401,browser,460.42810784550136
REQ-062396,/orders,4922,200,mobile_app,215.82062861205463
REQ-146868,/auth/login,2095,200,browser,76.79591497266686
REQ-058246,/users,2854,404,mobile_app,866.2317140206384
REQ-048412,/products,2526,200,mobile_app,419.8885379120994
REQ-063237,/orders,521,200,mobile_app,918.4294278696524
REQ-005276,/users,316,200,browser,210.48359724994648
REQ-013352,/orders,587,200,browser,664.2296521548471
REQ-129598,/products,1631,200,mobile_app,269.3447480582776
REQ-090431,/users,4855,200,mobile_app,328.7725453064555
REQ-122831,/orders,4984,400,browser,995.745913685306
REQ-079657,/auth/logout,1541,400,mobile_app,96.45176468318256
REQ-061327,/products,3355,200,script,224.5650289829001
REQ-059192,/users,3744,200,browser,636.7828352005254
REQ-076321,/orders,4236,200,browser,684.1294608568237
REQ-101615,/auth/logout,1488,200,mobile_app,188.77040113975195
REQ-069473,/orders,1281,200,other,744.4977454250535
REQ-114029,/orders,3251,400,other,508.7735795451966
REQ-062624,/orders,2222,404,script,392.2915923137852
REQ-071555,/auth/logout,4204,200,other,11.337198456849368
REQ-127017,/products,3432,404,browser,105.6864139316901
REQ-105085,/auth/login,1876,200,mobile_app,206.2093079643753
REQ-066311,/products,1237,404,browser,142.96694178356432
REQ-028538,/products,2148,200,browser,11.915885262791935
REQ-073540,/users,4125,200,other,520.3863812249448
REQ-050343,/users,2422,200,other,437.7122529764959
REQ-057114,/products,3990,401,script,991.8625437660614
REQ-053186,/auth/login,1415,200,script,904.4023311923432
REQ-006725,/products,539,200,browser,244.7728984818545
REQ-114050,/auth/logout,1651,200,mobile_app,730.4988934408944
REQ-102417,/orders,1436,201,browser,243.96423579071893
REQ-051710,/users,3058,200,browser,425.9173960985482
REQ-028052,/orders,2420,200,mobile_app,186.12425112149896
REQ-032369,/users,4217,200,other,637.8109465537996
REQ-068529,/products,2338,400,other,652.3989556458968
REQ-056084,/products,3214,200,browser,114.20781905225212
REQ-085141,/users,2828,200,script,70.28777183144832
REQ-003482,/products,668,200,browser,406.8915090541763
REQ-105306,/auth/logout,4607,200,mobile_app,783.6419677608448
REQ-036352,/orders,1954,200,mobile_app,822.8698577258401
REQ-023727,/orders,3824,200,mobile_app,50.05681051188416
REQ-059152,/products,3758,404,browser,948.8733974134532
REQ-016267,/auth/logout,3414,200,mobile_app,889.9678062977349
REQ-029350,/products,4995,200,script,412.306007163395
REQ-115052,/auth/login,4100,200,browser,347.61329934084137
REQ-013829,/users,3391,200,browser,718.4873054855371
REQ-094630,/users,271,200,mobile_app,909.525447775428
REQ-148341,/auth/login,965,404,mobile_app,118.61723244869322
REQ-023107,/auth/login,292,200,mobile_app,496.8361664677796
REQ-147910,/auth/login,295,200,browser,172.80886545566156
REQ-126714,/orders,191,404,mobile_app,282.5847259144408
REQ-055409,/auth/login,4748,200,script,190.5924800234612
REQ-091927,/orders,3534,200,browser,903.8223703691916
REQ-039834,/users,2623,200,mobile_app,523.9678652627165
REQ-043140,/auth/login,2502,200,mobile_app,144.01819516266832
REQ-084512,/orders,2179,200,browser,156.32584125789955
REQ-133203,/products,3099,500,mobile_app,1004.9956824171646
REQ-134101,/products,4114,200,script,559.7585469035184
REQ-112552,/products,1411,400,script,8.2560449428808
REQ-113008,/auth/login,535,200,script,229.314995959298
REQ-079321,/users,2105,200,other,137.74738917227788
REQ-005370,/users,3603,200,mobile_app,176.30271913199488
REQ-034303,/users,688,400,browser,827.7263436648458
REQ-004746,/users,991,200,mobile_app,529.2829210065896
REQ-064979,/orders,1985,201,mobile_app,143.01030526870346
REQ-038230,/users,1779,200,browser,542.6875611475024
REQ-145868,/orders,1749,400,browser,976.5940109429746
REQ-036754,/auth/login,958,200,script,252.09114783681625
REQ-085294,/orders,1341,400,browser,50.3460178355889
REQ-057578,/orders,3586,404,browser,813.6951292653433
REQ-114432,/users,2001,200,mobile_app,360.482408989501
REQ-118593,/products,2742,200,browser,206.33818340290892
REQ-070283,/users,3280,200,browser,604.8723254216814
REQ-029258,/products,3386,400,script,12.823119446859035
REQ-064353,/orders,3205,404,script,899.5491343045072
REQ-040003,/users,2120,200,browser,685.6308264339754
REQ-103555,/auth/logout,2851,200,mobile_app,986.2815466307017
REQ-081656,/users,2881,500,browser,62.14639035688713
REQ-050595,/products,1408,401,other,665.2877487107445
REQ-001545,/auth/logout,2414,201,browser,677.1671785271117
REQ-029343,/users,1119,401,browser,974.8500206651152
REQ-112106,/users,2821,200,mobile_app,397.3514699812704
REQ-016742,/auth/logout,4181,401,mobile_app,984.3245619364204
REQ-032309,/orders,3660,200,mobile_app,233.9252498726505
REQ-074503,/products,2660,200,script,345.25368160699924
REQ-067357,/auth/logout,4771,200,browser,650.0893987949347
REQ-130368,/auth/logout,2301,200,other,206.8497831562706
REQ-109454,/products,4570,200,mobile_app,651.6993152021892
REQ-055425,/products,1690,201,other,123.517331459681
REQ-106172,/orders,401,200,other,983.6256345672238
REQ-046419,/users,3454,200,browser,602.4609012273507
REQ-057993,/users,4979,200,mobile_app,182.12911415244204
REQ-142536,/users,4544,200,mobile_app,447.8944508184008
REQ-012500,/auth/login,1832,500,browser,892.7309533173614
REQ-060180,/auth/login,2191,201,mobile_app,429.38637710257314
REQ-111825,/orders,4639,200,browser,942.7087410474514
REQ-059085,/orders,2361,200,mobile_app,737.9875128122096
REQ-096407,/auth/login,497,200,other,340.1463053078206
REQ-140743,/users,994,500,browser,75.00869246275553
REQ-020331,/users,150,200,browser,991.2431391052974
REQ-024692,/products,726,200,mobile_app,609.1290422903996
REQ-096405,/auth/login,1178,200,browser,248.43334174525367
REQ-002494,/orders,4076,200,browser,538.4504864410754
REQ-085104,/users,1509,200,script,298.30208680482025
REQ-101772,/orders,406,200,browser,140.9385389270737
REQ-120267,/users,1790,200,browser,285.2623134010073
REQ-123306,/orders,3212,200,mobile_app,698.7872623841082
REQ-043830,/users,4816,500,browser,243.6927183657784
REQ-121097,/auth/login,4051,200,browser,180.2717732427793
REQ-096967,/orders,3329,200,browser,231.2425748839475
REQ-069643,/users,1340,200,browser,407.27366654394206
REQ-083824,/products,2354,401,mobile_app,77.92705779880764
REQ-084971,/products,441,200,mobile_app,471.080161561977
REQ-071205,/users,3523,200,script,332.1635169359163
REQ-002124,/orders,1194,200,browser,936.609788761918
REQ-067778,/users,2145,404,mobile_app,600.6457329311266
REQ-045415,/auth/login,4852,200,browser,644.693540840533
REQ-108758,/products,2352,200,browser,741.968333723465
REQ-067493,/orders,3761,200,browser,549.6630588953813
REQ-123867,/orders,1742,200,mobile_app,968.5166464592108
REQ-136548,/orders,4327,200,mobile_app,662.8609886522177
REQ-104531,/products,4504,200,mobile_app,564.4481517742644
REQ-016054,/auth/login,268,200,browser,228.63146466458244
REQ-010699,/products,74,200,other,1011.6776694688918
REQ-033448,/orders,2399,201,browser,563.4271074346834
REQ-058325,/users,759,200,mobile_app,349.8070425478471
REQ-036241,/orders,3502,200,script,19.06808164977072
REQ-105834,/users,859,404,browser,840.5760356686831
REQ-120087,/products,3018,200,script,500.2783459556671
REQ-148949,/orders,402,200,mobile_app,616.7115694898831
REQ-138733,/users,1634,400,script,46.7878546665192
REQ-021155,/users,1346,404,browser,869.8040300176905
REQ-135355,/users,2286,404,script,260.1495445557189
REQ-066750,/users,3410,404,mobile_app,421.6554856080951
REQ-046144,/auth/login,1638,200,mobile_app,45.59461299902538
REQ-094339,/orders,2412,200,other,247.63740582451183
REQ-021831,/orders,4577,404,mobile_app,927.4277931863012
REQ-048938,/orders,3546,200,mobile_app,917.6872416783034
REQ-043805,/users,924,200,browser,736.5858310289361
REQ-011977,/orders,2568,400,browser,1005.7885384474678
REQ-044398,/users,4573,401,browser,609.8273860441076
REQ-109085,/users,498,200,other,709.2556614556344
REQ-035567,/orders,3301,401,mobile_app,634.7748624351668
REQ-104865,/users,3315,200,other,354.93565386284234
REQ-119506,/orders,116,200,script,600.841379193658
REQ-019463,/products,170,200,script,288.23194434893736
REQ-040338,/orders,2000,200,other,116.9354856886019
REQ-031511,/products,1175,200,browser,658.9956108338527
REQ-006810,/orders,1308,401,other,700.2346108866633
REQ-043626,/products,2405,200,mobile_app,528.1053654702224
REQ-066071,/orders,3428,200,mobile_app,598.8676437934649
REQ-039222,/users,3418,200,mobile_app,703.9123372275143
REQ-012567,/products,2007,200,browser,876.4572965749686
REQ-107591,/auth/logout,2927,200,browser,1004.762692853957
REQ-043898,/orders,522,200,mobile_app,629.4878263809534
REQ-122370,/orders,4397,200,mobile_app,818.1468279712573
REQ-027950,/users,2432,401,other,604.3518234572985
REQ-095603,/users,4375,200,browser,659.1393462325789
REQ-028109,/users,4502,200,browser,354.04271236458806
REQ-091383,/products,2992,200,script,506.4329410180204
REQ-128564,/orders,4956,200,script,783.2691033691783
REQ-082309,/auth/logout,3586,200,mobile_app,950.4723197337088
REQ-050691,/users,4200,200,mobile_app,628.9418899204333
REQ-051183,/orders,1803,200,browser,630.5020060265999
REQ-092873,/users,3282,200,mobile_app,684.966876796378
REQ-073263,/auth/logout,4351,200,script,962.7137555816302
REQ-106000,/products,940,200,mobile_app,522.0018486114809
REQ-051504,/auth/login,3078,200,browser,484.5164636661974
REQ-060649,/orders,248,401,script,1011.1877667768372
REQ-117223,/users,131,200,script,511.0760441091249
REQ-015064,/users,1228,200,mobile_app,936.0292216698908
REQ-145019,/products,3230,200,browser,672.0027980560253
REQ-022143,/users,1069,500,script,932.5622958882136
REQ-089062,/users,726,200,mobile_app,502.6851586342957
REQ-112706,/auth/logout,2413,200,mobile_app,1017.2524681095338
REQ-061547,/users,1244,200,script,762.5652560143782
REQ-056149,/auth/login,2984,200,script,213.1417109148659
REQ-053092,/users,1435,401,other,66.61271145329171
REQ-059170,/auth/logout,1452,200,other,766.8584258527783
REQ-103190,/orders,4625,401,browser,974.5125431694266
REQ-005502,/users,989,200,browser,460.1979528199493
REQ-033003,/auth/logout,2539,500,browser,116.85819005038366
REQ-012270,/users,2314,200,mobile_app,912.1520856939484
REQ-013039,/products,375,400,mobile_app,472.99880177457646
REQ-142369,/auth/logout,2146,400,browser,691.3142634700698
REQ-036380,/products,2579,404,browser,366.77168030506266
REQ-108243,/auth/login,1187,404,script,768.3676709593436
REQ-077596,/orders,1867,400,mobile_app,567.0113770405932
REQ-014848,/auth/logout,2361,404,script,329.2001782566116
REQ-037919,/users,929,201,mobile_app,359.6218932587741
REQ-061552,/orders,4753,200,browser,320.05654236615027
REQ-118499,/products,4541,200,mobile_app,740.509556372445
REQ-129964,/users,988,200,mobile_app,976.526136190861
REQ-078112,/products,1648,200,browser,16.309259948142405
REQ-052353,/products,947,200,mobile_app,121.81001592580242
REQ-013101,/users,2193,200,browser,796.1383353581763
REQ-103372,/products,947,200,mobile_app,798.2640703161126
REQ-021628,/auth/login,4818,200,other,561.183338627096
REQ-007097,/auth/login,4285,200,other,30.077959011073865
REQ-044774,/orders,3349,200,browser,165.13547878054916
REQ-108801,/auth/login,480,200,mobile_app,872.8267402430588
REQ-115278,/products,2614,401,script,744.3187854418429
REQ-114506,/products,1933,200,script,979.3838906633632
REQ-077634,/users,562,200,script,491.8857989970337
REQ-142642,/products,3012,200,script,218.7579589165582
REQ-072278,/products,3546,200,other,426.5858277471748
REQ-004832,/products,3992,200,script,620.9340916271332
REQ-080521,/auth/logout,1000,200,browser,145.8675562724552
REQ-029111,/orders,1533,200,mobile_app,563.1270257981452
