client_id,age,gender,manager_id,destination,tour_duration_days,tour_cost_rub,extras_count,post_tour_rating,refund_requested
458,64,Ж,5,Египет,5,59642.1,0,4.0,Нет
459,50,Ж,8,Таиланд,10,117772.07,2,3.0,Нет
460,22,М,8,Таиланд,11,107373.54,1,,Нет
461,77,М,3,Турция,5,99602.56,5,5.0,Нет
462,78,М,7,Таиланд,5,136091.44,6,4.0,Да
463,65,Ж,3,Турция,4,52797.71,1,5.0,Нет
464,36,Ж,6,Египет,10,83190.95,1,3.0,Нет
465,21,Ж,6,Египет,12,115796.18,5,4.0,Нет
466,52,Ж,3,Таиланд,3,114285.44,6,5.0,Нет
467,66,М,7,ОАЭ,14,151937.31,5,5.0,Нет
468,34,,3,ОАЭ,13,163560.24,6,5.0,Нет
469,61,М,8,Египет,9,87722.84,2,5.0,Нет
470,45,М,10,Мальдивы,9,215285.29,9,5.0,Да
471,47,Ж,4,Египет,3,84389.38,4,2.0,Нет
472,46,М,15,Европа,8,158050.41,5,3.0,Нет
473,63,М,15,Таиланд,11,121386.96,2,4.0,Нет
474,70,М,13,Мальдивы,11,198111.56,4,5.0,Нет
475,23,Ж,1,Турция,3,96614.22,5,4.0,Нет
476,52,Ж,4,Египет,7,53400.19,0,3.0,Нет
477,77,М,14,Европа,17,185395.9,6,3.0,Нет
478,58,М,7,Таиланд,10,103257.15,2,5.0,Нет
479,54,М,11,ОАЭ,14,179428.5,8,5.0,Нет
480,41,М,4,Таиланд,7,100423.51,2,,Да
481,46,Ж,13,Мальдивы,10,198056.72,8,,Нет
482,66,М,6,Египет,11,102935.66,1,5.0,Нет
483,63,Ж,9,Таиланд,3,176289.28,6,5.0,Нет
484,70,М,1,Турция,6,86963.61,4,4.0,Нет
485,48,Ж,13,Мальдивы,9,215331.16,8,4.0,Нет
486,52,М,5,Египет,4,76884.66,2,4.0,Нет
487,77,М,11,ОАЭ,13,158293.67,3,5.0,Нет
488,50,М,7,Таиланд,10,137047.15,6,,Нет
489,69,Ж,1,Турция,9,78945.63,0,,Нет
490,80,М,14,Европа,13,162207.26,3,1.0,Нет
491,78,М,4,Европа,6,154939.77,3,2.0,Нет
492,38,М,6,Египет,6,61727.42,0,3.0,Нет
493,49,М,2,Турция,8,99796.41,5,5.0,Нет
494,40,М,10,ОАЭ,9,175576.94,7,4.0,Нет
495,50,М,5,Мальдивы,9,174854.33,3,,Нет
496,20,,11,ОАЭ,14,166816.59,4,5.0,Нет
497,35,,10,ОАЭ,9,194167.99,10,4.0,Да
498,42,Ж,1,Турция,4,46932.38,2,4.0,Нет
499,59,Ж,6,Египет,5,95763.22,4,3.0,Нет
500,48,Ж,6,Египет,13,95112.16,1,3.0,Нет
501,71,М,13,Турция,8,97331.07,4,4.0,Нет
502,75,Ж,15,Европа,20,156677.57,1,4.0,Нет
503,20,Ж,15,Таиланд,4,72078.56,2,2.0,Нет
504,57,М,4,Мальдивы,14,210741.77,5,5.0,Нет
505,63,Ж,13,Мальдивы,7,192737.68,6,5.0,Нет
506,41,М,8,Европа,11,174019.57,5,5.0,Нет
507,67,,4,ОАЭ,8,120612.44,4,,Нет
508,49,М,8,Таиланд,12,125071.34,3,1.0,Нет
509,64,Ж,15,Европа,16,143653.41,1,1.0,Нет
510,39,М,13,Мальдивы,14,211437.88,6,4.0,Нет
511,40,Ж,8,Таиланд,8,97768.4,2,4.0,Нет
512,19,М,5,Турция,4,89436.08,4,5.0,Нет
513,80,Ж,13,Мальдивы,8,214371.27,9,5.0,Нет
514,44,М,15,Европа,14,145480.85,3,3.0,Да
515,59,Ж,4,Египет,10,83864.25,1,4.0,Нет
516,19,М,12,Мальдивы,13,188858.25,4,4.0,Да
517,43,Ж,13,Мальдивы,13,230166.06,9,5.0,Нет
518,34,М,2,Турция,4,60121.89,5,4.0,Нет
519,57,,11,ОАЭ,13,205826.36,10,,Нет
520,50,М,15,Европа,7,123853.36,2,5.0,Нет
521,26,Ж,3,Турция,10,64518.46,1,3.0,Да
522,60,Ж,3,Турция,9,76225.64,0,4.0,Нет
523,71,М,4,Египет,10,113363.66,4,5.0,Нет
524,65,М,4,Европа,18,164726.8,3,5.0,Нет
525,56,,10,ОАЭ,13,171478.31,8,5.0,Нет
526,46,,11,ОАЭ,9,188780.31,10,5.0,Нет
527,59,,11,ОАЭ,12,189231.06,9,4.0,Нет
528,72,М,5,Таиланд,9,128243.34,4,,Нет
529,43,Ж,4,Египет,7,77562.64,2,2.0,Нет
530,52,,11,ОАЭ,13,194949.22,8,5.0,Нет
531,67,М,14,Европа,5,123597.47,3,5.0,Нет
532,42,,10,ОАЭ,7,135541.68,6,4.0,Нет
533,41,М,8,Таиланд,11,129677.17,6,4.0,Нет
534,30,М,6,Египет,7,65375.88,0,3.0,Нет
535,77,Ж,6,Египет,7,113344.85,6,5.0,Нет
536,75,,8,Таиланд,5,94278.61,2,5.0,Нет
537,24,М,7,Таиланд,7,120096.26,5,5.0,Да
538,74,М,15,Таиланд,5,124773.19,5,4.0,Нет
539,53,М,10,ОАЭ,7,130389.06,4,5.0,Нет
540,62,М,14,Мальдивы,7,145037.24,3,5.0,Нет
541,37,М,11,ОАЭ,12,138789.03,3,5.0,Нет
542,18,Ж,12,Мальдивы,13,202932.21,8,5.0,Нет
543,25,,10,ОАЭ,7,167713.91,8,,Нет
544,63,Ж,13,Египет,9,114571.93,4,2.0,Нет
545,33,М,8,Таиланд,9,109137.76,4,2.0,Нет
546,31,М,14,Турция,12,122185.57,4,2.0,Нет
547,29,М,2,Турция,12,84428.31,0,,Нет
548,68,М,9,Таиланд,6,177064.8,4,,Нет
549,40,Ж,1,Турция,10,86222.98,4,4.0,Нет
550,32,Ж,15,Европа,10,132711.44,1,3.0,Нет
551,45,Ж,8,Европа,8,158760.8,6,4.0,Нет
552,51,М,12,Мальдивы,10,203299.97,5,5.0,Нет
553,19,М,11,ОАЭ,14,184795.12,7,5.0,Нет
554,49,М,12,Мальдивы,8,226967.06,9,5.0,Нет
555,40,М,12,Мальдивы,12,196457.94,6,5.0,Нет
556,80,Ж,4,Египет,4,83482.1,2,4.0,Нет
557,39,Ж,4,Египет,6,93447.12,2,4.0,Нет
558,68,Ж,5,Египет,7,89612.86,3,4.0,Нет
559,42,Ж,8,Таиланд,10,114606.49,4,5.0,Нет
560,75,Ж,5,ОАЭ,13,135782.13,3,5.0,Нет
561,80,М,8,ОАЭ,12,176390.13,6,4.0,Нет
562,79,М,15,Европа,18,194843.46,3,4.0,Нет
563,78,М,10,ОАЭ,13,157183.55,6,5.0,Нет
564,39,М,1,Турция,6,63414.8,2,4.0,Нет
565,75,Ж,12,Мальдивы,11,242214.14,10,4.0,Нет
566,75,М,15,Европа,15,135460.86,1,,Да
567,39,М,10,ОАЭ,13,201183.55,9,5.0,Нет
568,66,М,9,Таиланд,10,329653.46,5,4.0,Нет
569,69,М,6,Египет,4,81492.98,4,,Нет
570,59,Ж,3,Турция,9,114552.4,6,3.0,Нет
571,23,Ж,13,Мальдивы,13,190257.53,4,4.0,Нет
572,32,Ж,14,Египет,4,79357.96,3,2.0,Нет
573,71,Ж,8,Таиланд,4,72405.98,0,2.0,Нет
574,60,М,9,Таиланд,10,238564.99,8,5.0,Да
575,77,Ж,6,Турция,4,107730.6,5,3.0,Нет
576,54,,11,ОАЭ,13,182912.31,10,4.0,Нет
577,50,М,7,Таиланд,13,137342.15,6,3.0,Нет
578,25,М,1,Турция,11,109268.27,4,3.0,Нет
579,70,М,14,Европа,16,162385.92,3,2.0,Нет
580,77,М,5,Египет,3,98111.82,5,5.0,Нет
581,61,Ж,5,Египет,11,79006.82,1,2.0,Нет
582,61,,10,ОАЭ,13,154624.58,3,5.0,Нет
583,22,М,14,Европа,5,113469.01,1,5.0,Да
584,56,Ж,4,Турция,12,90969.86,1,1.0,Нет
585,21,,6,Египет,12,132202.77,6,5.0,Нет
586,23,М,7,Таиланд,4,73754.95,0,1.0,Нет
587,62,Ж,9,Таиланд,8,304850.41,5,4.0,Нет
588,49,,1,Турция,8,104710.76,4,1.0,Нет
589,69,М,15,Египет,3,54960.59,0,3.0,Нет
590,47,Ж,6,Египет,9,115497.98,5,4.0,Нет
591,64,М,7,Европа,12,144031.49,2,5.0,Нет
592,52,Ж,3,Турция,4,88967.76,4,3.0,Нет
593,72,М,8,Таиланд,10,96215.44,2,4.0,Да
594,57,М,15,Европа,13,162488.94,6,3.0,Нет
595,69,Ж,5,Египет,8,123341.33,5,5.0,Нет
596,33,Ж,15,Европа,9,119495.85,0,3.0,Нет
597,30,М,9,Таиланд,11,264330.71,8,3.0,Нет
598,67,Ж,5,Египет,13,101435.67,1,3.0,Нет
599,77,Ж,9,Таиланд,11,384437.82,8,3.0,Нет
600,59,М,10,ОАЭ,7,148366.27,6,5.0,Нет
601,47,Ж,4,Мальдивы,9,209220.2,9,5.0,Нет
602,36,М,9,Египет,5,161982.68,6,,Да
603,34,,5,Египет,11,121080.86,5,5.0,Нет
604,73,М,10,ОАЭ,9,130696.15,3,5.0,Нет
605,80,Ж,9,Таиланд,4,159133.45,3,,Нет
606,36,Ж,3,Мальдивы,10,188815.16,3,4.0,Нет
607,45,Ж,15,Египет,6,72354.85,4,4.0,Нет
608,75,М,4,Египет,6,101648.33,6,5.0,Нет
609,72,М,9,Таиланд,4,246216.99,7,5.0,Нет
610,43,М,10,ОАЭ,13,169164.37,7,5.0,Нет
611,54,Ж,11,ОАЭ,9,184032.27,10,4.0,Нет
612,43,М,6,Египет,5,96420.94,5,,Нет
613,70,Ж,2,Турция,3,67303.49,3,4.0,Нет
614,79,,7,Таиланд,8,124338.08,6,5.0,Нет
615,40,,2,Турция,10,108031.83,6,3.0,Нет
616,80,,11,ОАЭ,10,166647.6,7,5.0,Нет
617,26,Ж,2,ОАЭ,9,126980.12,3,5.0,Нет
618,29,М,11,ОАЭ,11,192303.62,9,5.0,Нет
619,70,Ж,1,Мальдивы,7,225826.94,10,5.0,Нет
620,18,Ж,11,ОАЭ,8,150724.88,7,5.0,Нет
621,75,,11,ОАЭ,13,152085.21,4,5.0,Да
622,75,М,12,Мальдивы,8,195821.62,7,5.0,Нет
623,18,,11,ОАЭ,11,167083.4,8,,Нет
624,64,Ж,3,Турция,3,79894.32,3,,Нет
625,51,Ж,6,Египет,13,90786.75,1,3.0,Нет
626,49,М,8,Египет,11,113924.5,5,3.0,Нет
627,79,Ж,9,Таиланд,10,179705.61,4,3.0,Да
628,71,Ж,7,Таиланд,9,81858.47,0,2.0,Нет
629,65,М,4,Египет,12,123725.16,5,5.0,Нет
630,42,М,6,Египет,9,53402.2,0,2.0,Нет
631,57,,5,ОАЭ,11,185807.14,8,5.0,Нет
632,62,М,8,Таиланд,7,113935.51,2,1.0,Нет
633,70,Ж,1,Турция,13,84301.59,1,5.0,Нет
634,18,Ж,1,Турция,7,74106.36,2,4.0,Нет
635,33,М,13,Мальдивы,7,206570.44,8,4.0,Нет
636,78,М,15,Европа,12,144193.86,1,5.0,Нет
637,56,Ж,11,ОАЭ,10,138757.06,4,5.0,Нет
638,80,Ж,6,Египет,13,141339.45,6,5.0,Нет
639,22,Ж,10,Турция,3,77884.95,3,4.0,Нет
640,39,Ж,12,Мальдивы,10,213616.11,5,5.0,Нет
641,46,М,2,Турция,11,93713.38,3,5.0,Нет
642,72,М,5,Египет,11,66240.0,1,,Нет
643,20,,1,Турция,7,46670.61,0,1.0,Нет
644,29,Ж,7,Таиланд,6,86119.28,1,5.0,Нет
645,43,Ж,1,Турция,5,89278.82,3,3.0,Нет
646,33,Ж,4,Египет,5,69474.91,2,4.0,Нет
647,68,М,9,Мальдивы,10,521080.54,8,4.0,Нет
648,54,Ж,1,Турция,7,98889.58,6,4.0,Да
649,39,М,4,Египет,12,134957.88,6,5.0,Нет
650,74,,6,ОАЭ,7,162825.95,9,4.0,Нет
651,46,Ж,6,Таиланд,7,111168.78,5,4.0,Нет
652,31,,12,Мальдивы,12,211811.95,9,,Нет
653,45,Ж,15,Европа,20,178689.1,2,,Нет
654,22,Ж,13,Мальдивы,13,227346.32,8,5.0,Нет
655,64,Ж,8,Таиланд,11,116076.44,6,4.0,Нет
656,66,Ж,1,Египет,5,90177.6,5,5.0,Нет
657,47,Ж,7,Таиланд,4,101285.18,3,4.0,Нет
658,63,Ж,1,Турция,5,83813.93,2,2.0,Нет
659,79,М,13,Турция,11,113408.39,4,2.0,Нет
660,69,Ж,14,Египет,9,68443.17,0,4.0,Нет
661,22,,7,Таиланд,11,121686.23,6,4.0,Нет
662,29,М,3,Турция,4,60702.49,0,3.0,Нет
663,33,,11,ОАЭ,11,174031.03,8,5.0,Нет
664,43,М,8,Таиланд,6,78688.62,0,2.0,Нет
665,43,Ж,3,Европа,19,161225.8,2,4.0,Да
666,65,Ж,14,Египет,4,59444.71,2,3.0,Нет
667,38,Ж,14,ОАЭ,14,157642.5,4,5.0,Да
668,56,М,13,Мальдивы,7,223264.59,10,5.0,Нет
669,53,Ж,1,Турция,11,116742.11,6,,Нет
670,50,М,13,Мальдивы,12,192711.06,4,5.0,Да
671,79,М,13,ОАЭ,9,117260.0,3,4.0,Нет
672,47,Ж,14,Европа,10,149309.97,4,5.0,Нет
673,54,Ж,8,Таиланд,10,98261.27,1,5.0,Нет
674,40,М,3,Турция,8,54650.72,1,4.0,Нет
675,75,Ж,2,Турция,3,64429.03,2,4.0,Нет
676,27,М,1,Турция,6,97336.45,4,3.0,Нет
677,71,М,14,Европа,17,177967.69,5,,Нет
678,22,Ж,3,Турция,9,66658.85,0,3.0,Нет
679,53,М,15,Европа,17,154623.44,1,3.0,Нет
680,51,М,2,Турция,4,80122.0,4,4.0,Нет
681,69,М,2,Турция,11,118022.03,6,3.0,Нет
682,48,М,6,ОАЭ,14,166232.96,7,5.0,Нет
683,27,Ж,12,Мальдивы,14,241850.63,10,4.0,Нет
684,75,Ж,1,Мальдивы,13,179651.52,3,5.0,Нет
685,36,Ж,2,Турция,6,94990.9,4,3.0,Нет
686,75,М,14,Турция,4,89634.6,4,3.0,Нет
687,49,М,6,Египет,5,99912.09,4,,Нет
688,18,М,3,Турция,8,106917.4,6,5.0,Нет
689,73,М,15,Европа,16,124234.19,1,5.0,Нет
690,22,М,4,Египет,7,73416.4,0,3.0,Нет
691,62,,1,Европа,16,190311.21,6,3.0,Нет
692,21,Ж,8,ОАЭ,14,171647.08,7,5.0,Нет
693,33,М,13,Мальдивы,12,217549.4,7,,Нет
694,41,М,7,Таиланд,8,77514.1,1,,Нет
695,33,,7,Турция,3,59302.4,0,,Нет
696,72,Ж,3,Мальдивы,10,186663.75,5,5.0,Нет
697,19,М,10,Египет,7,105710.72,6,,Нет
698,66,,10,ОАЭ,10,135782.98,4,5.0,Нет
699,45,М,3,Таиланд,13,96685.15,0,5.0,Нет
700,49,Ж,14,Таиланд,5,122879.88,6,3.0,Нет
701,44,М,2,Турция,11,105482.8,4,2.0,Нет
702,37,,12,Мальдивы,7,160703.93,3,5.0,Нет
703,41,М,1,Турция,8,66002.4,0,4.0,Нет
704,29,,7,Турция,8,104082.79,5,4.0,Нет
705,67,Ж,7,Таиланд,12,89524.27,0,3.0,Да
706,52,Ж,12,Мальдивы,11,185018.09,5,5.0,Нет
707,77,М,2,Турция,7,67083.66,0,4.0,Нет
708,50,Ж,7,Таиланд,12,117243.26,2,1.0,Нет
709,50,М,13,Турция,7,93571.36,4,3.0,Нет
710,78,Ж,8,Египет,8,94241.95,2,4.0,Нет
711,68,Ж,1,Турция,10,98386.72,6,5.0,Нет
712,60,М,9,ОАЭ,8,282356.05,7,4.0,Да
713,54,М,7,Турция,8,75351.15,4,4.0,Нет
714,29,М,3,Турция,3,45507.69,2,4.0,Нет
715,20,М,8,Таиланд,6,92451.69,1,4.0,Нет
716,18,Ж,7,Египет,12,112449.91,3,1.0,Нет
717,50,,11,ОАЭ,9,177766.66,10,5.0,Нет
718,57,М,15,Европа,13,133992.6,0,3.0,Да
719,27,М,13,Таиланд,5,116588.77,5,5.0,Нет
720,60,М,8,Таиланд,8,104327.3,3,2.0,Нет
721,61,Ж,6,Египет,3,63701.97,0,4.0,Нет
722,46,М,9,ОАЭ,10,272950.64,10,4.0,Да
723,30,М,15,Европа,10,118410.64,0,4.0,Нет
724,29,Ж,5,Египет,6,90815.29,4,4.0,Нет
725,48,,3,Турция,10,65293.39,0,3.0,Нет
726,63,,3,Европа,17,195501.93,5,4.0,Нет
727,19,Ж,1,Мальдивы,9,236526.8,10,4.0,Да
728,78,Ж,12,Мальдивы,7,183303.94,3,5.0,Нет
729,68,М,15,Европа,8,135290.16,2,4.0,Нет
730,67,Ж,8,Таиланд,12,120569.54,3,3.0,Нет
731,52,Ж,2,Турция,12,91745.98,2,5.0,Нет
732,40,М,3,Мальдивы,12,209796.98,8,5.0,Нет
733,34,,8,Таиланд,3,56385.81,0,4.0,Нет
734,43,М,14,Европа,8,167073.41,6,3.0,Нет
735,25,М,8,Таиланд,9,117653.21,5,4.0,Нет
736,46,Ж,14,Европа,16,172114.58,4,5.0,Нет
737,43,М,11,ОАЭ,14,173154.67,5,4.0,Нет
738,27,Ж,4,Египет,3,63345.46,2,5.0,Нет
739,43,Ж,4,Египет,10,103104.82,1,3.0,Нет
740,79,Ж,5,Египет,12,71093.05,0,5.0,Нет
741,51,Ж,6,Египет,13,125901.95,4,2.0,Нет
742,68,Ж,5,Египет,8,121247.56,6,5.0,Нет
743,58,Ж,14,Европа,9,144940.95,2,4.0,Нет
744,24,,15,ОАЭ,8,132838.02,5,4.0,Нет
745,21,М,7,Таиланд,13,154070.21,4,3.0,Нет
746,75,Ж,2,Мальдивы,13,221212.25,8,5.0,Нет
747,70,М,7,Таиланд,11,139766.48,5,5.0,Нет
748,67,М,10,ОАЭ,8,142444.87,3,4.0,Нет
749,62,М,7,Таиланд,7,82953.38,1,2.0,Нет
750,28,Ж,1,Турция,8,88257.26,2,,Нет
751,46,Ж,7,Таиланд,9,87285.3,1,4.0,Нет
752,73,Ж,5,Египет,7,119969.62,5,4.0,Да
753,53,Ж,3,Турция,11,105398.19,5,5.0,Нет
754,42,Ж,13,ОАЭ,7,149385.07,6,4.0,Нет
755,38,Ж,3,Турция,9,118061.21,6,5.0,Нет
756,78,Ж,4,Египет,12,88843.0,0,4.0,Нет
757,74,Ж,13,Мальдивы,13,258684.76,10,4.0,Нет
758,53,М,12,Мальдивы,10,193480.31,6,5.0,Нет
759,27,М,2,Египет,11,137387.35,6,5.0,Нет
760,54,,2,ОАЭ,12,183702.58,6,5.0,Нет
761,26,Ж,1,Турция,13,104657.33,3,4.0,Нет
762,41,Ж,15,Европа,9,111498.67,0,3.0,Нет
763,52,Ж,5,Египет,6,45699.66,0,4.0,Нет
764,66,М,4,Египет,9,122832.76,4,5.0,Нет
765,52,Ж,11,ОАЭ,10,139555.56,4,4.0,Нет
766,65,Ж,10,ОАЭ,13,140986.42,4,5.0,Нет
767,53,Ж,15,Европа,7,129416.7,4,5.0,Нет
768,35,Ж,2,Турция,11,94967.86,4,5.0,Нет
769,66,Ж,3,Таиланд,13,148197.05,5,4.0,Да
770,56,,7,Европа,12,184578.69,6,4.0,Нет
771,49,Ж,7,Таиланд,3,99521.22,3,4.0,Нет
772,41,М,12,Мальдивы,13,240323.38,10,5.0,Да
773,40,М,4,Египет,11,97544.79,4,5.0,Нет
774,79,М,5,Таиланд,10,98700.59,2,3.0,Нет
775,49,М,5,Египет,10,71933.81,1,,Нет
776,54,М,6,ОАЭ,11,174728.21,7,5.0,Нет
777,29,Ж,14,Европа,10,125366.88,2,5.0,Нет
778,66,М,9,Таиланд,13,201357.54,5,5.0,Нет
779,72,Ж,2,Турция,6,92632.77,5,5.0,Нет
780,30,М,5,Египет,10,122161.11,5,5.0,Нет
781,40,М,12,Мальдивы,9,221048.03,10,4.0,Нет
782,42,М,3,Турция,11,88648.47,2,3.0,Нет
783,52,Ж,4,Египет,4,94575.38,6,4.0,Нет
784,58,Ж,10,ОАЭ,8,180264.22,8,,Нет
785,47,М,6,Мальдивы,10,192548.9,6,4.0,Нет
786,34,Ж,12,Мальдивы,11,208229.81,5,4.0,Нет
787,66,М,8,Таиланд,9,111609.29,3,4.0,Нет
788,79,,1,Египет,12,90930.0,3,5.0,Нет
789,37,Ж,10,Египет,6,77289.73,2,4.0,Нет
790,65,Ж,14,Мальдивы,8,165372.23,4,5.0,Нет
791,42,М,8,Таиланд,10,143893.49,6,4.0,Да
792,39,Ж,11,ОАЭ,7,138386.37,5,5.0,Нет
793,30,М,14,Европа,11,140632.1,2,5.0,Нет
794,76,М,7,ОАЭ,11,173306.47,8,5.0,Нет
795,36,М,1,Турция,10,80446.58,2,3.0,Нет
796,66,Ж,2,Турция,6,56263.78,1,2.0,Нет
797,53,М,3,Египет,4,105362.23,5,3.0,Нет
798,29,,1,Турция,13,77268.47,0,4.0,Нет
799,78,М,14,Европа,19,143853.09,0,5.0,Нет
800,58,Ж,9,Таиланд,8,192417.86,3,5.0,Да
801,36,Ж,8,Таиланд,11,110284.38,3,4.0,Нет
802,29,Ж,2,Турция,3,58129.48,1,5.0,Нет
803,26,М,13,Мальдивы,9,194105.51,7,5.0,Нет
804,24,Ж,9,Турция,12,158715.17,4,3.0,Нет
805,45,М,7,Европа,16,124561.28,0,3.0,Нет
806,31,М,9,Таиланд,9,251506.78,6,,Нет
807,48,Ж,6,Египет,12,83279.3,0,3.0,Нет
808,69,М,6,Египет,11,76211.91,1,5.0,Нет
809,36,М,11,ОАЭ,8,146195.92,4,5.0,Нет
810,75,М,14,Европа,13,146230.53,4,4.0,Нет
811,64,Ж,4,Египет,12,117420.79,4,5.0,Да
812,33,Ж,10,ОАЭ,9,183211.31,8,5.0,Нет
813,70,Ж,10,Египет,5,97693.11,6,5.0,Нет
814,22,Ж,13,Европа,15,134381.15,1,3.0,Нет
815,52,Ж,13,Мальдивы,11,191558.04,6,4.0,Нет
816,29,Ж,2,Турция,7,56141.37,0,3.0,Нет
817,42,Ж,7,Таиланд,10,111174.22,2,4.0,Нет
818,69,М,5,Египет,10,101324.95,4,2.0,Нет
819,76,,11,Турция,6,62790.42,2,1.0,Нет
820,38,Ж,6,Египет,13,87812.46,3,2.0,Нет
821,53,М,2,Турция,13,127019.48,4,4.0,Нет
822,70,Ж,5,Европа,5,137804.96,2,5.0,Нет
823,40,Ж,10,Египет,3,107602.37,6,5.0,Нет
824,33,М,4,Таиланд,6,93896.16,3,4.0,Нет
825,74,Ж,9,Мальдивы,12,366097.34,3,5.0,Да
826,56,М,6,Египет,10,139590.96,6,5.0,Нет
827,62,,2,Турция,8,72110.53,3,4.0,Да
828,70,Ж,1,Турция,11,127801.09,5,4.0,Нет
829,59,Ж,5,Египет,11,105870.08,4,,Нет
830,75,Ж,9,Мальдивы,12,289851.25,4,5.0,Нет
831,56,М,6,Египет,4,48352.78,0,,Нет
832,31,,10,ОАЭ,8,171899.29,10,5.0,Нет
833,48,М,12,Мальдивы,7,230713.89,9,5.0,Нет
834,75,М,7,Таиланд,4,124912.03,6,4.0,Нет
835,22,Ж,5,ОАЭ,11,163644.83,5,4.0,Нет
836,52,,10,ОАЭ,10,171623.68,7,,Нет
837,40,М,6,Египет,6,71612.28,1,1.0,Нет
838,46,Ж,5,Египет,11,102747.55,3,4.0,Нет
839,60,Ж,11,ОАЭ,9,135024.87,4,5.0,Нет
840,28,Ж,9,Таиланд,10,272842.18,6,5.0,Да
841,35,Ж,15,Турция,8,100085.2,5,5.0,Да
842,64,,6,Египет,3,92406.65,5,4.0,Нет
843,29,,11,ОАЭ,8,132071.98,4,5.0,Нет
844,26,М,8,Египет,8,79370.89,3,4.0,Нет
845,27,М,2,Турция,13,93990.2,1,,Нет
846,75,Ж,12,Турция,4,81564.9,4,4.0,Нет
847,61,Ж,13,Мальдивы,13,215153.65,7,5.0,Нет
848,34,М,9,Таиланд,12,298217.33,7,3.0,Нет
849,78,,5,Египет,7,83777.1,2,4.0,Да
850,55,М,7,Таиланд,7,87373.39,0,5.0,Нет
851,24,,10,ОАЭ,12,180596.63,10,5.0,Нет
852,63,Ж,13,Турция,8,82062.07,4,2.0,Нет
853,30,М,1,Турция,8,75551.06,2,4.0,Нет
854,57,,10,ОАЭ,12,138966.39,4,4.0,Нет
855,59,М,5,Египет,4,96250.44,5,4.0,Нет
856,26,Ж,12,Мальдивы,12,224855.49,8,,Нет
857,67,М,14,Европа,14,169891.63,3,4.0,Нет
858,44,,10,ОАЭ,12,156110.88,4,4.0,Нет
859,75,Ж,14,Европа,17,155057.23,3,5.0,Нет
860,19,М,2,Египет,5,72250.36,2,5.0,Нет
861,22,Ж,12,Таиланд,8,125530.55,6,4.0,Нет
862,46,М,6,Мальдивы,11,222834.39,10,4.0,Нет
863,54,Ж,11,ОАЭ,14,133558.25,3,5.0,Нет
864,55,Ж,1,Турция,13,103643.12,1,4.0,Нет
865,36,М,3,Европа,16,146106.42,1,,Нет
866,25,Ж,5,Египет,3,59757.7,1,5.0,Нет
867,65,Ж,4,Египет,3,82842.58,3,4.0,Нет
868,62,М,3,Турция,13,100337.46,2,3.0,Нет
869,18,Ж,10,ОАЭ,11,156188.26,4,5.0,Нет
870,39,М,13,Мальдивы,8,208563.38,9,5.0,Нет
871,69,М,5,Египет,13,96027.22,1,5.0,Нет
872,34,М,11,Турция,8,94888.26,5,5.0,Да
873,80,Ж,8,Таиланд,11,91098.42,0,2.0,Нет
874,24,Ж,11,ОАЭ,14,202567.43,10,5.0,Нет
875,42,М,4,Египет,6,104544.84,5,4.0,Нет
876,62,Ж,1,Турция,5,96103.21,5,4.0,Нет
877,21,Ж,11,ОАЭ,10,142018.31,3,5.0,Нет
878,53,Ж,7,ОАЭ,14,188030.12,9,5.0,Нет
879,23,Ж,8,Таиланд,10,107816.74,2,5.0,Нет
880,77,Ж,3,Турция,13,111410.95,5,,Да
881,48,Ж,6,Египет,12,126207.53,2,4.0,Нет
882,36,М,2,Турция,11,103871.36,5,5.0,Нет
883,78,Ж,7,Таиланд,13,123993.47,4,4.0,Нет
884,61,М,15,Европа,9,125826.48,0,4.0,Нет
885,71,М,8,Таиланд,11,128705.35,5,5.0,Нет
886,56,М,6,Египет,4,97830.46,4,3.0,Нет
887,44,Ж,6,Мальдивы,9,228530.23,10,4.0,Да
888,27,Ж,5,Египет,9,91968.11,3,4.0,Нет
889,43,Ж,8,Европа,11,147472.45,4,1.0,Нет
890,36,Ж,1,Турция,8,64111.63,1,5.0,Нет
891,56,Ж,10,ОАЭ,12,176076.79,8,4.0,Нет
892,79,М,4,Египет,4,87256.04,4,5.0,Нет
893,20,М,15,Таиланд,12,103681.19,2,5.0,Да
894,62,Ж,4,Египет,8,91907.68,3,3.0,Нет
895,30,Ж,3,Таиланд,6,115058.85,6,5.0,Нет
896,67,М,3,Турция,5,102559.01,5,3.0,Нет
897,45,М,4,Египет,13,101473.62,1,4.0,Да
898,79,М,11,ОАЭ,11,177956.75,9,4.0,Нет
899,75,Ж,1,Турция,4,76398.27,4,5.0,Нет
900,37,Ж,14,Таиланд,3,118779.17,6,5.0,Нет
901,45,М,11,ОАЭ,9,191653.66,9,4.0,Нет
902,25,М,13,Европа,15,173866.64,3,3.0,Нет
903,78,,11,ОАЭ,11,178972.57,10,5.0,Нет
904,80,М,2,ОАЭ,14,204063.05,9,4.0,Нет
905,58,М,9,Турция,4,295391.44,8,5.0,Нет
906,56,,10,ОАЭ,8,193783.7,10,5.0,Нет
907,18,М,2,Мальдивы,13,194768.03,6,5.0,Нет
908,20,М,5,Египет,10,99945.12,1,5.0,Нет
909,30,М,9,Таиланд,12,271303.43,7,4.0,Нет
910,45,Ж,9,Таиланд,10,240647.69,5,5.0,Нет
911,79,,8,Таиланд,6,100495.36,3,5.0,Нет
912,74,,1,Турция,3,55676.61,0,3.0,Нет
